"Time, s","Climb, m/s","Specific excess power, m/s","Critical Flaps Speed, %",RPM[1],RPM[2],"Propeller efficiency, %[1]","Propeller efficiency, %[2]","Manifold pressure, atm[1]","Manifold pressure, atm[2]",Supercharger gear[1],Supercharger gear[2],"Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]","Propeller pitch, deg[1]","Propeller pitch, deg[2]","Propeller pitch, %[1]","Propeller pitch, %[2]","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
92.1,76.9,74.0,0,2999,2999,83,83,1.80,1.80,2,2,1306,1306,425,426,49.3,49.3,100,100,467,699,7657,0.63,93968.4,-0.15,0.0
92.2,76.9,74.3,0,2999,2999,83,83,1.80,1.80,2,2,1307,1307,426,426,49.3,49.3,100,100,467,699,7665,0.63,94047.1,-0.14,0.0
92.3,76.9,74.5,0,2999,2999,83,84,1.80,1.80,2,2,1307,1307,427,428,49.3,49.3,100,100,467,699,7673,0.63,94125.7,-0.12,0.0
92.4,76.9,74.8,0,2999,2999,84,84,1.80,1.80,2,2,1307,1307,427,428,49.3,49.3,100,100,467,700,7680,0.63,94242.6,-0.11,0.0
92.5,76.9,73.2,0,2999,2999,84,84,1.80,1.80,2,2,1307,1307,429,430,49.3,49.3,100,100,466,698,7688,0.63,94213.4,-0.19,0.0
92.6,76.9,71.7,0,2999,2999,84,84,1.80,1.80,2,2,1307,1307,428,429,49.3,49.3,100,100,466,698,7696,0.63,94292.1,-0.26,0.0
92.7,76.9,70.4,0,2999,2999,84,84,1.80,1.80,2,2,1307,1307,428,429,49.3,49.3,100,100,467,700,7704,0.63,94478.6,-0.33,0.0
92.8,76.9,74.8,0,2999,2999,84,84,1.80,1.80,2,2,1308,1308,429,430,49.3,49.3,100,100,466,700,7712,0.63,94557.3,-0.11,0.0
92.9,77.0,78.6,0,2999,2999,84,84,1.80,1.80,2,2,1308,1308,428,428,49.3,49.3,100,100,466,700,7718,0.63,94620.3,0.08,0.0
93.0,77.1,82.1,0,2999,2999,83,83,1.80,1.80,2,2,1309,1309,423,424,49.3,49.3,100,100,466,700,7726,0.63,94699.0,0.26,0.0
93.1,77.0,79.8,0,2999,2999,83,83,1.80,1.80,2,2,1309,1309,427,428,49.3,49.3,100,100,465,699,7736,0.63,94739.5,0.14,0.0
93.2,77.1,77.7,0,2999,2999,83,83,1.80,1.80,2,2,1309,1309,425,425,49.3,49.3,100,100,465,699,7742,0.63,94802.4,0.04,0.0
93.3,77.1,75.8,0,2999,2999,83,83,1.80,1.80,2,2,1309,1309,424,425,49.3,49.3,100,100,465,699,7750,0.63,94881.2,-0.06,0.0
93.4,77.1,75.9,0,2999,2999,83,83,1.80,1.80,2,2,1309,1309,425,426,49.3,49.3,100,100,465,699,7758,0.63,94959.9,-0.05,0.0
93.5,77.1,76.1,0,2999,2999,83,83,1.80,1.80,2,2,1310,1310,425,426,49.3,49.3,100,100,465,699,7766,0.63,95038.7,-0.05,0.0
93.6,77.1,76.2,0,2999,2999,83,83,1.80,1.80,2,2,1310,1310,427,428,49.3,49.3,100,100,464,699,7774,0.63,95117.5,-0.04,0.0
93.7,77.1,76.3,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,429,430,49.4,49.4,100,100,464,699,7782,0.63,95196.3,-0.04,0.0
93.8,77.1,76.3,0,2999,2999,83,83,1.80,1.80,2,2,1310,1310,427,427,49.3,49.3,100,100,464,699,7789,0.63,95259.4,-0.03,0.0
93.9,77.1,76.4,0,2999,2999,83,84,1.80,1.80,2,2,1310,1310,428,429,49.4,49.4,100,100,463,699,7797,0.63,95338.2,-0.03,0.0
94.0,77.1,76.5,0,2999,2999,83,84,1.80,1.80,2,2,1310,1310,429,429,49.4,49.4,100,100,463,699,7805,0.63,95417.1,-0.03,0.0
94.2,77.1,76.5,0,2999,2999,83,84,1.80,1.80,2,2,1310,1310,428,429,49.4,49.4,100,100,463,699,7813,0.63,95495.9,-0.03,0.0
94.3,77.2,76.6,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,429,430,49.4,49.4,100,100,464,700,7819,0.63,95613.0,-0.02,0.0
94.4,77.3,78.5,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,424,425,49.4,49.4,100,100,463,700,7827,0.63,95691.9,0.07,0.0
94.5,77.3,80.2,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,423,424,49.4,49.4,100,100,463,700,7836,0.63,95770.9,0.16,0.0
94.6,77.3,81.8,0,2999,2999,82,82,1.80,1.80,2,2,1311,1311,422,423,49.4,49.4,100,100,463,700,7844,0.63,95849.8,0.23,0.0
94.7,77.3,79.5,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,426,427,49.4,49.4,100,100,462,699,7852,0.63,95874.8,0.12,0.0
94.8,77.3,77.5,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,427,427,49.4,49.4,100,100,462,699,7860,0.63,95953.8,0.02,0.0
94.9,77.3,75.7,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,426,427,49.4,49.4,100,100,462,699,7866,0.63,96017.0,-0.08,0.0
95.0,77.3,75.8,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,428,428,49.4,49.4,100,100,461,699,7874,0.63,96096.0,-0.07,0.0
95.1,77.3,76.0,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,427,428,49.4,49.4,100,100,461,699,7882,0.63,96175.0,-0.06,0.0
95.2,77.3,76.1,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,429,430,49.4,49.4,100,100,461,699,7890,0.63,96254.0,-0.06,0.0
95.3,77.3,76.2,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,430,430,49.4,49.4,100,100,461,699,7897,0.63,96317.2,-0.05,0.0
95.4,77.3,76.3,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,429,430,49.4,49.4,100,100,461,700,7905,0.63,96450.2,-0.05,0.0
95.5,77.2,76.4,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,430,431,49.4,49.4,100,100,460,698,7913,0.63,96421.3,-0.04,0.0
95.6,77.2,78.3,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,430,431,49.4,49.4,100,100,461,700,7921,0.63,96608.2,0.06,0.0
95.7,77.2,80.0,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,430,431,49.4,49.4,100,100,461,700,7929,0.63,96687.2,0.14,0.0
95.8,77.2,81.6,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,429,430,49.4,49.4,100,100,460,700,7935,0.63,96750.4,0.22,0.0
95.9,77.3,81.1,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,425,425,49.4,49.4,100,100,460,700,7943,0.63,96829.4,0.20,0.0
96.0,77.3,80.8,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,424,425,49.4,49.4,100,100,460,700,7951,0.63,96908.3,0.18,0.0
96.1,77.3,80.4,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,426,427,49.4,49.4,100,100,459,699,7960,0.63,96933.3,0.16,0.0
96.2,77.3,78.3,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,426,427,49.4,49.4,100,100,459,699,7968,0.63,97012.3,0.05,0.0
96.3,77.2,76.4,0,2999,2999,83,84,1.80,1.80,2,2,1311,1311,428,429,49.4,49.4,100,100,459,699,7976,0.63,97091.2,-0.05,0.0
96.4,77.2,74.6,0,2999,2999,83,84,1.80,1.80,2,2,1311,1311,428,429,49.4,49.4,100,100,459,699,7984,0.63,97170.1,-0.13,0.0
96.5,77.2,74.9,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,429,430,49.4,49.4,100,100,458,699,7992,0.63,97249.1,-0.12,0.0
96.6,77.1,75.1,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,429,430,49.4,49.4,100,100,458,699,8000,0.63,97327.9,-0.11,0.0
96.7,77.1,75.3,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,430,430,49.4,49.4,100,100,458,699,8006,0.63,97391.1,-0.10,0.0
96.8,77.1,75.5,0,2999,2999,84,84,1.80,1.80,2,2,1310,1310,431,432,49.5,49.5,100,100,457,699,8014,0.63,97469.9,-0.09,0.0
96.9,77.2,75.6,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,424,425,49.5,49.5,100,100,458,700,8022,0.63,97602.7,-0.08,0.0
97.0,77.2,75.8,0,2999,2999,83,83,1.80,1.80,2,2,1311,1311,424,425,49.5,49.5,100,100,458,700,8030,0.63,97681.5,-0.07,0.0
97.1,77.1,75.9,0,2999,2999,83,83,1.80,1.80,2,2,1310,1310,427,427,49.5,49.5,100,100,457,699,8038,0.63,97706.4,-0.06,0.0
97.2,77.1,76.0,0,2999,2999,83,83,1.80,1.80,2,2,1309,1309,424,425,49.5,49.5,100,100,457,700,8045,0.63,97823.4,-0.06,0.0
97.3,77.1,76.1,0,2999,2999,83,83,1.80,1.80,2,2,1307,1307,423,423,49.5,49.5,100,100,457,700,8053,0.63,97902.2,-0.05,0.0
97.4,77.0,76.2,0,2999,2999,83,83,1.80,1.80,2,2,1305,1305,426,427,49.5,49.5,100,100,456,699,8062,0.63,97942.7,-0.05,0.0
97.5,77.0,76.3,0,2999,2999,84,84,1.79,1.79,2,2,1304,1304,426,427,49.5,49.5,100,100,456,699,8069,0.63,98005.7,-0.04,0.0
97.6,77.0,76.4,0,2999,2999,84,84,1.79,1.79,2,2,1302,1302,428,428,49.5,49.5,100,100,456,699,8077,0.63,98084.5,-0.04,0.0
97.7,77.0,76.4,0,2999,2999,83,83,1.79,1.79,2,2,1301,1301,425,425,49.5,49.5,100,100,456,699,8083,0.63,98147.4,-0.03,0.0
97.8,76.9,76.5,0,2999,2999,84,84,1.79,1.79,2,2,1299,1299,426,427,49.4,49.4,100,100,455,699,8093,0.63,98241.9,-0.03,0.0
97.9,76.9,76.6,0,2999,2999,84,84,1.79,1.79,2,2,1298,1298,425,426,49.5,49.5,100,100,455,699,8099,0.63,98304.9,-0.03,0.0
98.0,77.0,76.6,0,2999,2999,83,83,1.79,1.79,2,2,1297,1297,422,423,49.4,49.4,100,100,455,699,8107,0.63,98383.5,-0.02,0.0
98.1,76.9,76.6,0,2999,2999,84,84,1.78,1.78,2,2,1295,1295,424,425,49.4,49.4,100,100,455,699,8115,0.63,98462.2,-0.02,0.0
98.2,76.9,76.7,0,2999,2999,84,84,1.78,1.78,2,2,1294,1294,425,425,49.5,49.5,100,100,455,699,8122,0.63,98525.1,-0.02,0.0
98.3,76.9,78.5,0,2999,2999,84,84,1.78,1.78,2,2,1292,1292,425,426,49.5,49.5,100,100,455,700,8130,0.63,98657.8,0.07,0.0
98.4,76.8,80.2,0,2999,2999,84,84,1.78,1.78,2,2,1290,1290,424,425,49.4,49.4,100,100,454,698,8139,0.63,98644.3,0.16,0.0
98.5,76.9,81.7,0,2999,2999,83,84,1.77,1.77,2,2,1289,1289,422,422,49.4,49.4,100,100,454,699,8147,0.63,98776.8,0.24,0.0
98.6,76.9,79.4,0,2999,2999,84,84,1.77,1.77,2,2,1288,1288,421,422,49.4,49.4,100,100,454,699,8154,0.63,98839.7,0.12,0.0
98.7,76.9,77.3,0,2999,2999,84,84,1.77,1.77,2,2,1286,1286,424,425,49.5,49.5,100,100,453,699,8162,0.63,98918.4,0.02,0.0
98.8,77.0,75.5,0,2999,2999,83,83,1.77,1.77,2,2,1285,1285,416,416,49.4,49.4,100,100,454,700,8170,0.63,99051.0,-0.08,0.0
98.9,77.0,77.5,0,2999,2999,82,83,1.77,1.77,2,2,1284,1284,414,415,49.4,49.4,100,100,454,700,8178,0.63,99129.6,0.02,0.0
99.0,77.0,79.3,0,2999,2999,82,83,1.77,1.77,2,2,1282,1282,414,414,49.4,49.4,100,100,454,700,8186,0.63,99208.2,0.11,0.0
99.1,76.9,80.9,0,2999,2999,84,84,1.76,1.76,2,2,1281,1281,420,421,49.4,49.4,100,100,454,700,8192,0.63,99271.1,0.20,0.0
99.2,77.0,80.5,0,2999,2999,83,83,1.76,1.76,2,2,1280,1280,414,415,49.4,49.4,100,100,453,700,8200,0.63,99349.8,0.18,0.0
99.3,77.0,80.1,0,2999,2999,83,83,1.76,1.76,2,2,1278,1278,413,414,49.4,49.4,100,100,453,700,8208,0.63,99428.4,0.16,0.0
99.4,77.0,79.8,0,2999,2999,82,83,1.76,1.76,2,2,1277,1277,412,413,49.4,49.4,100,100,453,700,8216,0.63,99507.0,0.14,0.0
99.5,76.9,79.5,0,2999,2999,82,83,1.76,1.76,2,2,1275,1275,411,412,49.4,49.4,100,100,453,700,8224,0.63,99585.6,0.13,0.0
99.6,76.9,79.3,0,2999,2999,83,83,1.75,1.75,2,2,1274,1274,412,412,49.4,49.4,100,100,452,700,8231,0.63,99648.4,0.12,0.0
99.7,76.9,79.0,0,2999,2999,83,83,1.75,1.75,2,2,1273,1273,412,412,49.4,49.4,100,100,452,700,8239,0.63,99727.0,0.10,0.0
99.8,76.9,77.0,0,2999,2999,83,83,1.75,1.75,2,2,1271,1271,413,414,49.4,49.4,100,100,452,699,8247,0.63,99751.6,0.00,0.0
99.9,76.8,75.1,0,2999,2999,83,83,1.75,1.75,2,2,1270,1270,414,415,49.4,49.4,100,100,451,699,8255,0.63,99830.2,-0.09,0.0
100.0,76.8,73.5,0,2999,2999,83,83,1.75,1.75,2,2,1268,1268,413,414,49.4,49.4,100,100,451,699,8263,0.63,99908.7,-0.18,0.0
100.1,76.9,75.6,0,2999,2999,82,82,1.75,1.75,2,2,1267,1267,408,409,49.4,49.4,100,100,451,700,8269,0.63,100025.4,-0.07,0.0
100.2,76.8,77.6,0,2999,2999,82,82,1.74,1.74,2,2,1266,1266,407,408,49.4,49.4,100,100,451,700,8277,0.63,100103.9,0.03,0.0
100.3,76.8,79.4,0,2999,2999,83,83,1.74,1.74,2,2,1264,1264,411,412,49.4,49.4,100,100,451,699,8285,0.63,100128.4,0.12,0.0
100.4,76.7,77.3,0,2999,2999,84,84,1.74,1.74,2,2,1262,1262,414,415,49.4,49.4,100,100,450,699,8295,0.63,100222.6,0.02,0.0
100.5,76.7,75.4,0,2999,2999,84,84,1.74,1.74,2,2,1261,1261,413,413,49.4,49.4,100,100,450,699,8301,0.63,100285.4,-0.08,0.0
100.6,76.7,73.7,0,2999,2999,83,83,1.73,1.73,2,2,1260,1260,411,411,49.4,49.4,100,100,450,699,8309,0.63,100363.8,-0.16,0.0
100.7,76.6,74.0,0,2999,2999,84,84,1.73,1.73,2,2,1258,1258,412,413,49.4,49.4,100,100,449,699,8317,0.63,100442.2,-0.14,0.0
100.8,76.6,74.3,0,2999,2999,84,84,1.73,1.73,2,2,1257,1257,411,412,49.4,49.4,100,100,450,700,8324,0.63,100558.8,-0.13,0.0
100.9,76.6,74.5,0,2999,2999,84,84,1.73,1.73,2,2,1255,1255,412,413,49.4,49.4,100,100,450,700,8332,0.63,100637.2,-0.12,0.0
101.0,76.7,76.5,0,2999,2999,82,83,1.73,1.73,2,2,1255,1255,405,405,49.4,49.4,100,100,449,700,8340,0.63,100715.5,-0.01,0.0
101.1,76.6,78.4,0,2999,2999,82,83,1.73,1.73,2,2,1253,1253,404,405,49.4,49.4,100,100,449,700,8348,0.63,100793.7,0.08,0.0
101.2,76.6,80.0,0,2999,2999,83,83,1.72,1.72,2,2,1252,1252,406,407,49.4,49.4,100,100,449,699,8356,0.63,100818.0,0.16,0.0
101.3,76.5,77.8,0,2999,2999,83,83,1.72,1.72,2,2,1250,1250,408,408,49.4,49.4,100,100,448,699,8363,0.63,100896.3,0.06,0.0
101.4,76.5,75.9,0,2999,2999,83,83,1.72,1.72,2,2,1249,1249,407,407,49.4,49.4,100,100,448,699,8371,0.63,100974.5,-0.04,0.0
101.5,76.5,74.1,0,2999,2999,83,83,1.72,1.72,2,2,1247,1247,406,407,49.4,49.4,100,100,448,699,8378,0.63,101037.0,-0.13,0.0
101.6,76.4,74.4,0,2999,2999,83,83,1.72,1.72,2,2,1246,1246,405,406,49.4,49.4,100,100,448,699,8386,0.63,101115.2,-0.12,0.0
101.7,76.4,74.6,0,2999,2999,83,84,1.71,1.71,2,2,1244,1244,407,408,49.4,49.4,100,100,447,699,8394,0.63,101193.3,-0.11,0.0
101.8,76.4,74.8,0,2999,2999,83,84,1.71,1.71,2,2,1243,1243,406,407,49.4,49.4,100,100,447,699,8402,0.63,101271.4,-0.09,0.0
101.9,76.4,74.9,0,2999,2999,83,83,1.71,1.71,2,2,1242,1242,405,406,49.4,49.4,100,100,447,699,8410,0.63,101349.5,-0.09,0.0
102.0,76.3,75.1,0,2999,2999,83,83,1.71,1.71,2,2,1240,1240,405,406,49.4,49.4,100,100,447,699,8416,0.63,101412.0,-0.08,0.0
102.1,76.4,75.2,0,2999,2999,83,83,1.71,1.71,2,2,1240,1240,401,401,49.4,49.4,100,100,447,700,8424,0.63,101544.0,-0.07,0.0
102.2,76.2,77.1,0,2999,2999,84,84,1.70,1.70,2,2,1237,1237,407,408,49.4,49.4,100,100,447,700,8432,0.63,101622.0,0.03,0.0
102.3,76.3,78.9,0,2999,2999,83,84,1.70,1.70,2,2,1236,1236,403,404,49.4,49.4,100,100,447,700,8440,0.63,101700.1,0.12,0.0
102.4,76.4,80.4,0,2999,2999,82,82,1.70,1.70,2,2,1235,1235,398,398,49.4,49.4,100,100,447,700,8448,0.63,101778.1,0.20,0.0
102.5,76.2,80.0,0,2999,2999,84,84,1.70,1.70,2,2,1234,1234,405,406,49.4,49.4,100,100,447,700,8454,0.63,101840.5,0.18,0.0
102.6,76.4,79.6,0,2999,2999,83,83,1.70,1.70,2,2,1233,1233,398,399,49.4,49.4,100,100,446,700,8462,0.63,101918.5,0.16,0.0
102.7,76.3,79.3,0,2999,2999,83,83,1.70,1.70,2,2,1231,1231,399,400,49.4,49.4,100,100,446,699,8470,0.63,101942.5,0.15,0.0
102.8,76.4,79.0,0,2999,2999,82,82,1.69,1.69,2,2,1230,1230,395,396,49.4,49.4,100,100,446,700,8478,0.63,102074.4,0.13,0.0
102.9,76.4,78.7,0,2999,2999,82,82,1.69,1.69,2,2,1228,1228,394,395,49.4,49.4,100,100,446,700,8486,0.63,102152.4,0.12,0.0
103.0,76.4,78.5,0,2999,2999,82,82,1.69,1.69,2,2,1227,1227,395,396,49.4,49.4,100,100,445,700,8492,0.63,102214.8,0.11,0.0
103.1,76.3,76.5,0,2999,2999,83,83,1.69,1.69,2,2,1226,1226,398,399,49.4,49.4,100,100,445,699,8502,0.63,102254.4,0.00,0.0
103.2,76.3,74.6,0,2999,2999,83,83,1.69,1.69,2,2,1224,1224,397,398,49.4,49.4,100,100,445,699,8508,0.63,102316.8,-0.09,0.0
103.3,76.3,73.0,0,2999,2999,83,83,1.69,1.69,2,2,1223,1223,396,396,49.4,49.4,100,100,445,699,8516,0.63,102394.8,-0.17,0.0
103.4,76.3,73.3,0,2999,2999,83,83,1.68,1.68,2,2,1222,1222,395,396,49.4,49.4,100,100,444,699,8524,0.63,102472.7,-0.15,0.0
103.5,76.3,73.6,0,2999,2999,83,83,1.68,1.68,2,2,1220,1220,395,396,49.4,49.4,100,100,444,699,8532,0.63,102550.7,-0.14,0.0
103.6,76.3,73.9,0,2999,2999,83,83,1.68,1.68,2,2,1219,1219,395,396,49.4,49.4,100,100,444,699,8540,0.63,102628.7,-0.12,0.0
103.7,76.3,74.1,0,2999,2999,83,83,1.68,1.68,2,2,1217,1217,394,395,49.4,49.4,100,100,444,699,8548,0.63,102706.6,-0.11,0.0
103.8,76.3,74.4,0,2999,2999,83,83,1.68,1.68,2,2,1216,1216,395,396,49.4,49.4,100,100,443,699,8556,0.63,102784.6,-0.10,0.0
103.9,76.3,74.6,0,2999,2999,83,83,1.67,1.67,2,2,1215,1215,394,394,49.4,49.4,100,100,443,699,8562,0.63,102847.0,-0.09,0.0
104.0,76.3,74.7,0,2999,2999,83,83,1.67,1.67,2,2,1213,1213,393,393,49.4,49.4,100,100,443,699,8570,0.63,102924.9,-0.08,0.0
104.1,76.3,74.9,0,2999,2999,83,83,1.67,1.67,2,2,1212,1212,392,393,49.4,49.4,100,100,443,699,8578,0.63,103002.9,-0.07,0.0
104.2,76.3,75.0,0,2999,2999,83,83,1.67,1.67,2,2,1211,1211,392,392,49.4,49.4,100,100,443,699,8586,0.63,103080.8,-0.07,0.0
104.3,76.3,77.0,0,2999,2999,82,82,1.67,1.67,2,2,1210,1210,389,390,49.4,49.4,100,100,443,700,8593,0.63,103197.2,0.03,0.0
104.4,76.3,78.7,0,2999,2999,83,83,1.67,1.67,2,2,1208,1208,391,392,49.4,49.4,100,100,442,699,8602,0.63,103236.8,0.12,0.0
104.5,76.3,80.3,0,2999,2999,83,83,1.66,1.66,2,2,1206,1206,392,393,49.4,49.4,100,100,442,699,8610,0.63,103314.7,0.20,0.0
104.6,76.3,78.1,0,2999,2999,83,83,1.66,1.66,2,2,1205,1205,392,393,49.4,49.4,100,100,442,699,8616,0.63,103377.1,0.09,0.0
104.7,76.3,76.1,0,2999,2999,83,83,1.66,1.66,2,2,1204,1204,391,392,49.4,49.4,100,100,442,699,8624,0.63,103455.0,-0.01,0.0
104.8,76.2,74.3,0,2999,2999,83,83,1.66,1.66,2,2,1202,1202,392,392,49.4,49.4,100,100,441,699,8632,0.63,103533.0,-0.10,0.0
104.9,76.2,74.5,0,2999,2999,83,83,1.66,1.66,2,2,1201,1201,390,390,49.4,49.4,100,100,441,699,8639,0.63,103595.3,-0.09,0.0
105.0,76.2,74.6,0,2999,2999,83,83,1.65,1.65,2,2,1200,1200,391,391,49.4,49.4,100,100,441,699,8648,0.63,103688.8,-0.08,0.0
105.1,76.2,74.8,0,2999,2999,83,83,1.65,1.65,2,2,1199,1199,391,391,49.4,49.4,100,100,441,699,8655,0.63,103751.2,-0.08,0.0
105.2,76.2,76.8,0,2999,2999,83,83,1.65,1.65,2,2,1197,1197,390,391,49.4,49.4,100,100,441,700,8662,0.64,103883.1,0.02,0.0
105.3,76.3,78.5,0,2999,2999,82,82,1.65,1.65,2,2,1196,1196,385,386,49.4,49.4,100,100,441,700,8670,0.64,103961.0,0.11,0.0
105.4,76.3,80.1,0,2999,2999,82,82,1.65,1.65,2,2,1195,1195,384,385,49.4,49.4,100,100,441,700,8678,0.64,104038.8,0.19,0.0
105.5,76.2,77.9,0,2999,2999,83,83,1.65,1.65,2,2,1193,1193,386,387,49.4,49.4,100,100,440,699,8686,0.64,104062.8,0.08,0.0
105.6,76.2,75.9,0,2999,2999,83,83,1.64,1.64,2,2,1192,1192,386,386,49.4,49.4,100,100,440,699,8694,0.64,104140.6,-0.02,0.0
105.7,76.2,74.1,0,2999,2999,83,83,1.64,1.64,2,2,1191,1191,385,386,49.4,49.4,100,100,440,699,8701,0.64,104202.9,-0.11,0.0
105.8,76.2,74.3,0,2999,2999,83,83,1.64,1.64,2,2,1189,1189,385,386,49.4,49.4,100,100,440,699,8709,0.64,104280.8,-0.10,0.0
105.9,76.2,74.5,0,2999,2999,83,83,1.64,1.64,2,2,1188,1188,386,386,49.4,49.4,100,100,439,699,8716,0.64,104358.7,-0.09,0.0
106.0,76.2,74.7,0,2999,2999,83,83,1.64,1.64,2,2,1187,1187,385,385,49.4,49.4,100,100,439,699,8724,0.64,104436.5,-0.08,0.0
106.1,76.2,74.8,0,2999,2999,83,83,1.63,1.63,2,2,1185,1185,384,385,49.4,49.4,100,100,439,699,8732,0.64,104514.4,-0.07,0.0
106.2,76.2,75.0,0,2999,2999,83,83,1.63,1.63,2,2,1184,1184,384,385,49.4,49.4,100,100,439,699,8739,0.64,104576.6,-0.06,0.0
106.3,76.2,75.1,0,2999,2999,83,83,1.63,1.63,2,2,1183,1183,384,384,49.4,49.4,100,100,438,699,8747,0.64,104654.5,-0.06,0.0
106.4,76.1,75.2,0,2999,2999,83,84,1.63,1.63,2,2,1181,1181,386,386,49.4,49.4,100,100,438,699,8756,0.63,104747.9,-0.05,0.0
106.5,76.1,75.3,0,2999,2999,83,83,1.63,1.63,2,2,1180,1180,384,384,49.4,49.4,100,100,438,699,8762,0.64,104810.2,-0.05,0.0
106.6,76.1,75.4,0,2999,2999,84,84,1.62,1.62,2,2,1178,1178,385,385,49.4,49.4,100,100,438,700,8770,0.64,104942.0,-0.04,0.0
106.7,76.1,77.3,0,2999,2999,83,83,1.62,1.62,2,2,1177,1177,383,384,49.4,49.4,100,100,438,700,8777,0.64,105004.3,0.05,0.0
106.8,76.2,79.0,0,2999,2999,83,83,1.62,1.62,2,2,1176,1176,381,381,49.4,49.4,100,100,438,699,8786,0.64,105043.8,0.14,0.0
106.9,76.3,80.5,0,2999,2999,82,82,1.62,1.62,2,2,1175,1175,378,378,49.4,49.4,100,100,438,700,8793,0.64,105160.1,0.22,0.0
107.0,76.2,78.3,0,2999,2999,83,83,1.62,1.62,2,2,1173,1173,380,381,49.4,49.4,100,100,437,699,8802,0.64,105199.6,0.10,0.0
107.1,76.2,76.2,0,2999,2999,83,83,1.62,1.62,2,2,1172,1172,379,379,49.4,49.4,100,100,437,699,8809,0.64,105261.9,0.00,0.0
107.2,76.2,74.4,0,2999,2999,83,83,1.61,1.61,2,2,1171,1171,380,380,49.4,49.4,100,100,437,699,8816,0.64,105339.8,-0.09,0.0
107.3,76.2,74.6,0,2999,2999,83,83,1.61,1.61,2,2,1170,1170,378,379,49.4,49.4,100,100,437,699,8823,0.64,105402.1,-0.08,0.0
107.4,76.2,74.8,0,2999,2999,83,83,1.61,1.61,2,2,1168,1168,379,379,49.4,49.4,100,100,436,699,8831,0.64,105480.0,-0.07,0.0
107.5,76.2,74.9,0,2999,2999,83,83,1.61,1.61,2,2,1167,1167,378,379,49.4,49.4,100,100,436,699,8839,0.64,105557.9,-0.07,0.0
107.6,76.2,75.0,0,2999,2999,83,83,1.61,1.61,2,2,1166,1166,379,380,49.4,49.4,100,100,436,699,8847,0.64,105635.8,-0.06,0.0
107.7,76.2,75.1,0,2999,2999,83,84,1.61,1.61,2,2,1164,1164,380,381,49.4,49.4,100,100,435,699,8855,0.64,105713.7,-0.05,0.0
107.8,76.2,75.2,0,2999,2999,83,83,1.60,1.60,2,2,1163,1163,377,378,49.3,49.3,100,100,435,699,8863,0.64,105791.6,-0.05,0.0
107.9,76.2,75.3,0,2999,2999,83,83,1.60,1.60,2,2,1161,1161,379,379,49.4,49.4,100,100,435,699,8870,0.64,105869.5,-0.04,0.0
108.0,76.3,75.4,0,2999,2999,82,82,1.60,1.60,2,2,1161,1161,373,374,49.4,49.4,100,100,435,700,8878,0.64,106001.4,-0.04,0.0
108.1,76.1,75.5,0,2999,2999,84,84,1.60,1.60,2,2,1159,1159,379,379,49.4,49.4,100,100,435,700,8885,0.64,106063.7,-0.03,0.0
108.2,76.3,77.4,0,2999,2999,82,82,1.60,1.60,2,2,1158,1158,372,372,49.4,49.4,100,100,435,700,8893,0.64,106141.6,0.06,0.0
108.3,76.2,79.1,0,2999,2999,82,83,1.60,1.60,2,2,1157,1157,373,374,49.4,49.4,100,100,435,699,8901,0.64,106165.5,0.15,0.0
108.4,76.2,80.6,0,2999,2999,83,83,1.59,1.59,2,2,1155,1155,373,374,49.4,49.4,100,100,434,699,8909,0.64,106243.4,0.22,0.0
108.5,76.2,80.2,0,2999,2999,82,82,1.59,1.59,2,2,1154,1154,369,370,49.3,49.3,100,100,434,700,8917,0.64,106375.2,0.20,0.0
108.6,76.1,79.8,0,2999,2999,83,83,1.59,1.59,2,2,1152,1152,375,375,49.3,49.3,100,100,434,700,8923,0.64,106437.5,0.18,0.0
108.7,76.2,79.4,0,2999,2999,82,82,1.59,1.59,2,2,1152,1152,369,370,49.3,49.3,100,100,434,700,8931,0.64,106515.4,0.16,0.0
