"Time, s","Climb, m/s","Specific excess power, m/s","Critical Flaps Speed, %","Propeller efficiency, %[1]","Propeller efficiency, %[2]","Propeller efficiency, %[3]","Propeller efficiency, %[4]","Propeller efficiency, %[5]","Propeller efficiency, %[6]","Manifold pressure, atm[1]","Manifold pressure, atm[2]","Manifold pressure, atm[3]","Manifold pressure, atm[4]","Manifold pressure, atm[5]","Manifold pressure, atm[6]",RPM[1],RPM[2],RPM[3],RPM[4],RPM[5],RPM[6],"Power, hp[1]","Power, hp[2]","Power, hp[3]","Power, hp[4]","Power, hp[5]","Power, hp[6]","Thrust, kgf[1]","Thrust, kgf[2]","Thrust, kgf[3]","Thrust, kgf[4]","Thrust, kgf[5]","Thrust, kgf[6]","Propeller pitch, deg[1]","Propeller pitch, deg[2]","Propeller pitch, deg[3]","Propeller pitch, deg[4]","Propeller pitch, deg[5]","Propeller pitch, deg[6]","Propeller pitch, %[1]","Propeller pitch, %[2]","Propeller pitch, %[3]","Propeller pitch, %[4]","Propeller pitch, %[5]","Propeller pitch, %[6]","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²"
23.1,22.5,22.2,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2502,2502,2502,2502,2502,1498,1498,1498,1498,1498,1498,1172,1168,1168,1169,1169,1169,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,299,5432,0.26,56737.0,-0.03
23.2,22.5,21.5,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2502,2502,2502,2502,2502,1498,1498,1498,1498,1498,1498,1172,1170,1170,1170,1170,1170,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,299,5434,0.26,56756.7,-0.12
23.3,22.5,20.8,0,86,85,85,85,85,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2502,2502,2502,2502,2502,1498,1498,1498,1498,1498,1498,1172,1172,1172,1172,1172,1172,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,299,5437,0.26,56786.1,-0.20
23.5,22.5,21.7,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2502,2502,2502,2502,2502,1498,1498,1498,1498,1498,1498,1170,1171,1171,1171,1171,1171,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,300,5439,0.26,56828.8,-0.09
23.5,22.5,22.6,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2502,2502,2502,2502,2502,1498,1498,1498,1498,1498,1498,1170,1172,1172,1172,1172,1172,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,300,5441,0.26,56848.4,0.01
23.6,22.5,23.4,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2502,2502,2502,2502,2502,1498,1498,1498,1498,1498,1498,1172,1175,1175,1175,1176,1176,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,300,5443,0.26,56868.1,0.10
23.8,22.5,23.3,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2502,2502,2502,2502,2502,1498,1498,1498,1498,1498,1498,1170,1174,1174,1174,1174,1174,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,300,5445,0.26,56887.7,0.09
23.9,22.5,23.2,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1498,1498,1498,1498,1498,1498,1169,1174,1174,1175,1175,1175,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,300,5448,0.26,56917.1,0.08
24.0,22.5,23.1,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1498,1498,1498,1498,1498,1498,1170,1176,1176,1176,1176,1176,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,300,5450,0.26,56936.7,0.08
24.1,22.5,22.3,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1497,1497,1497,1497,1497,1497,1171,1177,1177,1177,1177,1177,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,299,5453,0.26,56943.0,-0.02
24.2,22.5,21.5,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1497,1497,1497,1497,1497,1497,1171,1177,1177,1177,1177,1177,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,299,5455,0.26,56962.7,-0.11
24.3,22.5,20.9,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1497,1497,1497,1497,1497,1497,1171,1176,1176,1177,1177,1177,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,299,5457,0.26,56982.3,-0.19
24.4,22.5,21.0,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1497,1497,1497,1497,1497,1497,1171,1176,1176,1176,1176,1176,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,299,5460,0.26,57011.7,-0.17
24.5,22.5,21.2,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1172,1175,1175,1175,1176,1176,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,226,299,5462,0.26,57031.3,-0.16
24.6,22.5,21.3,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1171,1174,1174,1174,1174,1174,39.2,39.2,39.2,39.2,39.2,39.2,100,100,100,100,100,100,227,300,5464,0.26,57074.1,-0.14
24.7,22.5,22.2,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1169,1171,1171,1171,1171,1172,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5466,0.26,57093.7,-0.04
24.8,22.5,23.0,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1172,1173,1173,1173,1173,1173,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5468,0.26,57113.3,0.06
24.9,22.5,23.8,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1169,1169,1169,1169,1169,1169,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5470,0.26,57132.9,0.15
25.0,22.5,23.6,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1170,1169,1169,1169,1169,1169,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5473,0.26,57162.4,0.13
25.1,22.5,23.5,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1170,1168,1168,1168,1168,1168,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5475,0.26,57182.0,0.12
25.2,22.5,23.4,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1170,1167,1167,1167,1167,1167,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5477,0.26,57201.6,0.11
25.3,22.5,23.3,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1497,1497,1497,1497,1497,1497,1170,1167,1167,1167,1167,1167,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5480,0.26,57231.0,0.10
25.4,22.5,23.2,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1497,1497,1497,1497,1497,1497,1170,1167,1167,1167,1167,1166,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,300,5482,0.26,57250.6,0.09
25.5,22.5,23.2,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1497,1497,1497,1497,1497,1497,1171,1167,1167,1167,1167,1167,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,299,5484,0.26,57247.2,0.08
25.6,22.4,22.3,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1497,1497,1497,1497,1497,1497,1171,1167,1167,1167,1167,1167,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,299,5486,0.26,57266.8,-0.02
25.7,22.4,21.5,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1497,1497,1497,1497,1497,1497,1170,1167,1167,1166,1166,1166,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,300,5489,0.26,57319.3,-0.11
25.8,22.4,20.9,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1497,1497,1497,1497,1497,1171,1167,1167,1167,1167,1167,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,299,5491,0.26,57315.8,-0.19
25.9,22.4,21.0,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1171,1168,1168,1168,1168,1168,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,299,5493,0.26,57335.4,-0.17
26.0,22.4,21.1,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1171,1169,1169,1169,1168,1168,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5496,0.26,57388.0,-0.16
26.1,22.4,21.3,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1171,1169,1169,1169,1169,1169,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,299,5498,0.26,57384.5,-0.14
26.2,22.3,22.2,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1171,1170,1170,1170,1170,1170,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,227,300,5500,0.26,57427.2,-0.04
26.3,22.4,23.0,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1497,1497,1497,1497,1497,1169,1168,1168,1168,1168,1168,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,300,5502,0.26,57446.8,0.06
26.4,22.3,23.7,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1170,1170,1170,1170,1170,1170,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,300,5504,0.26,57466.5,0.15
26.5,22.3,23.5,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1169,1171,1171,1171,1171,1171,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,300,5507,0.26,57495.9,0.13
26.6,22.3,23.4,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1169,1171,1171,1171,1171,1171,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,300,5509,0.26,57515.5,0.12
26.7,22.3,23.3,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1169,1172,1172,1172,1172,1172,39.3,39.3,39.3,39.3,39.3,39.3,100,100,100,100,100,100,226,300,5511,0.26,57535.1,0.11
26.8,22.3,23.2,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1169,1172,1172,1172,1172,1172,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5513,0.26,57554.8,0.10
26.9,22.2,23.1,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1496,1496,1496,1496,1496,1496,1170,1173,1173,1173,1173,1173,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5516,0.26,57561.1,0.09
27.0,22.2,23.0,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1496,1496,1496,1496,1496,1496,1170,1173,1173,1173,1173,1173,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5518,0.26,57580.7,0.08
27.1,22.2,22.2,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1496,1496,1496,1496,1496,1496,1170,1173,1173,1173,1173,1173,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5520,0.26,57600.3,-0.02
27.2,22.2,21.4,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1496,1496,1496,1496,1496,1496,1170,1172,1172,1172,1172,1173,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5523,0.26,57629.7,-0.11
27.3,22.2,20.7,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1170,1172,1172,1172,1172,1173,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5525,0.26,57649.4,-0.19
27.4,22.2,20.8,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1169,1171,1171,1171,1171,1172,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5527,0.26,57669.0,-0.17
27.5,22.2,21.0,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1495,1495,1495,1495,1495,1495,1169,1171,1171,1171,1171,1171,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5529,0.26,57688.6,-0.16
27.6,22.2,21.1,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1495,1495,1495,1495,1495,1495,1169,1170,1170,1170,1170,1170,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5531,0.26,57708.2,-0.14
27.7,22.2,21.2,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1495,1495,1495,1495,1495,1495,1169,1170,1170,1170,1170,1170,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5534,0.26,57737.7,-0.13
27.8,22.2,21.3,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1495,1495,1495,1495,1495,1495,1169,1169,1169,1169,1169,1169,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,299,5536,0.26,57757.3,-0.11
27.9,22.2,21.4,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1495,1495,1495,1495,1495,1495,1170,1169,1169,1169,1169,1169,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5538,0.26,57800.0,-0.10
28.0,22.2,22.2,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2499,2499,2499,2499,2499,1495,1495,1495,1495,1495,1495,1167,1166,1166,1166,1166,1166,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5541,0.26,57829.4,0.00
28.1,22.2,23.0,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2499,2499,2499,1495,1495,1495,1495,1495,1495,1167,1166,1165,1165,1165,1165,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5542,0.26,57839.2,0.09
28.2,22.2,23.7,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1168,1166,1166,1166,1166,1166,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5545,0.26,57868.7,0.17
28.3,22.2,23.6,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1169,1166,1166,1166,1166,1166,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5548,0.26,57898.1,0.16
28.4,22.2,23.4,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1168,1166,1166,1165,1165,1165,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5549,0.26,57907.9,0.14
28.5,22.2,23.3,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1168,1166,1166,1165,1165,1165,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5551,0.26,57927.5,0.13
28.6,22.2,23.2,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1168,1166,1166,1165,1165,1165,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5554,0.26,57957.0,0.11
28.7,22.2,23.1,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1495,1495,1495,1495,1495,1495,1168,1166,1166,1166,1165,1165,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5556,0.26,57976.6,0.10
28.8,22.2,23.0,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1495,1495,1495,1495,1495,1495,1168,1166,1166,1166,1166,1166,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,225,300,5558,0.26,57996.2,0.09
28.9,22.2,22.9,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1495,1495,1495,1495,1495,1495,1168,1167,1167,1166,1166,1166,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,225,300,5560,0.26,58015.8,0.08
29.0,22.2,22.8,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1495,1495,1495,1495,1495,1495,1168,1167,1167,1166,1166,1166,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5562,0.26,58035.4,0.07
29.1,22.2,22.8,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1495,1495,1495,1495,1495,1495,1168,1167,1167,1167,1167,1166,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,225,300,5565,0.26,58064.9,0.07
29.2,22.2,22.7,0,86,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1495,1495,1495,1495,1495,1495,1168,1168,1168,1167,1167,1167,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,225,300,5567,0.26,58084.5,0.06
29.3,22.2,22.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1494,1495,1495,1495,1495,1495,1168,1169,1168,1168,1168,1168,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,225,299,5569,0.26,58081.0,0.05
29.4,22.2,22.6,0,86,86,86,86,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1494,1495,1495,1495,1495,1495,1168,1168,1168,1168,1168,1168,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,225,300,5571,0.26,58123.7,0.05
29.5,22.1,22.6,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1494,1494,1494,1494,1494,1494,1168,1169,1169,1169,1169,1169,39.4,39.4,39.4,39.4,39.4,39.4,100,100,100,100,100,100,226,300,5573,0.26,58143.4,0.04
29.6,22.1,22.5,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1494,1494,1494,1494,1494,1494,1169,1170,1170,1169,1169,1169,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,226,300,5576,0.26,58172.8,0.04
29.7,22.1,22.5,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1494,1494,1494,1494,1494,1495,1166,1168,1168,1168,1168,1167,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5578,0.26,58192.4,0.04
29.8,22.1,22.5,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1494,1494,1494,1494,1494,1494,1166,1168,1168,1168,1168,1168,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5580,0.26,58212.0,0.03
29.9,22.1,22.4,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1494,1494,1494,1494,1494,1494,1168,1170,1170,1170,1170,1170,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,226,300,5582,0.26,58231.6,0.03
30.0,22.1,22.4,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1167,1169,1169,1169,1169,1169,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5585,0.26,58261.1,0.03
30.1,22.1,22.4,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1167,1169,1169,1169,1169,1169,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5587,0.26,58280.7,0.02
30.2,22.0,22.3,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1168,1169,1169,1169,1169,1169,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,299,5590,0.26,58287.0,0.02
30.3,22.0,22.3,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1167,1168,1168,1169,1169,1169,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5591,0.26,58319.9,0.02
30.4,22.0,21.5,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1167,1168,1169,1169,1169,1169,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,299,5594,0.26,58326.3,-0.07
30.5,22.0,20.8,0,85,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1167,1168,1168,1168,1168,1169,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,299,5596,0.26,58345.9,-0.16
30.6,22.0,20.1,0,85,85,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1167,1168,1168,1168,1168,1168,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,299,5598,0.26,58365.5,-0.23
30.7,21.9,21.1,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1167,1168,1168,1168,1168,1168,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5601,0.26,58418.0,-0.12
30.8,21.9,22.0,0,86,86,86,86,86,86,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1493,1167,1167,1167,1167,1167,1168,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5602,0.26,58427.8,-0.01
30.9,22.0,22.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1494,1494,1494,1494,1494,1165,1165,1165,1165,1166,1166,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5605,0.26,58457.3,0.08
31.0,21.9,22.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1493,1493,1493,1493,1493,1166,1166,1166,1166,1166,1166,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5607,0.26,58476.9,0.07
31.1,21.9,22.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1494,1493,1493,1493,1493,1493,1166,1165,1165,1166,1166,1166,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5609,0.26,58496.5,0.06
31.2,21.9,22.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1493,1493,1493,1493,1493,1493,1166,1165,1166,1166,1166,1166,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5612,0.26,58525.9,0.06
31.3,21.9,22.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1493,1493,1493,1493,1493,1493,1166,1165,1165,1165,1165,1165,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5613,0.26,58535.8,0.05
31.4,21.9,22.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1493,1493,1493,1493,1493,1493,1166,1165,1165,1165,1165,1165,39.5,39.5,39.5,39.5,39.5,39.5,100,100,100,100,100,100,225,300,5616,0.26,58565.2,0.05
