"Time, s","Climb, m/s","Specific excess power, m/s","Critical Flaps Speed, %","Propeller efficiency, %[1]","Propeller efficiency, %[2]","Propeller efficiency, %[3]","Propeller efficiency, %[4]","Propeller efficiency, %[5]","Propeller efficiency, %[6]","Manifold pressure, atm[1]","Manifold pressure, atm[2]","Manifold pressure, atm[3]","Manifold pressure, atm[4]","Manifold pressure, atm[5]","Manifold pressure, atm[6]",RPM[1],RPM[2],RPM[3],RPM[4],RPM[5],RPM[6],"Power, hp[1]","Power, hp[2]","Power, hp[3]","Power, hp[4]","Power, hp[5]","Power, hp[6]","Thrust, kgf[1]","Thrust, kgf[2]","Thrust, kgf[3]","Thrust, kgf[4]","Thrust, kgf[5]","Thrust, kgf[6]","Propeller pitch, deg[1]","Propeller pitch, deg[2]","Propeller pitch, deg[3]","Propeller pitch, deg[4]","Propeller pitch, deg[5]","Propeller pitch, deg[6]","Propeller pitch, %[1]","Propeller pitch, %[2]","Propeller pitch, %[3]","Propeller pitch, %[4]","Propeller pitch, %[5]","Propeller pitch, %[6]","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²"
49.2,21.9,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1156,1156,1156,1156,1156,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6004,0.26,62348.4,-0.06
49.3,21.9,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1156,1156,1156,1156,1156,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6006,0.26,62368.0,-0.05
49.4,21.9,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1156,1156,1156,1156,1156,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6008,0.26,62387.6,-0.05
49.5,21.9,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1155,1155,1155,1156,1156,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6010,0.26,62407.2,-0.04
49.6,21.9,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1155,1155,1155,1155,1156,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6013,0.26,62436.6,-0.04
49.7,21.9,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1155,1155,1156,1156,1156,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6015,0.26,62456.3,-0.04
49.8,21.9,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1154,1155,1155,1155,1155,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6017,0.26,62475.9,-0.03
49.9,21.9,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1484,1484,1484,1484,1484,1484,1154,1155,1155,1155,1155,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6019,0.26,62495.5,-0.03
50.0,21.8,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1155,1155,1155,1155,1156,1156,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6022,0.26,62524.9,-0.03
50.1,21.8,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1154,1155,1155,1155,1155,1155,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6024,0.26,62544.6,-0.02
50.2,21.8,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1154,1154,1155,1155,1155,1155,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6026,0.26,62564.2,-0.02
50.3,21.8,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1154,1154,1154,1155,1155,1155,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6028,0.26,62583.8,-0.02
50.4,21.8,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1154,1154,1154,1155,1155,1155,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,299,6030,0.26,62603.4,-0.02
50.5,21.8,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1154,1154,1154,1154,1154,1155,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,300,6032,0.26,62646.1,-0.02
50.6,21.8,22.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1154,1154,1154,1154,1154,1155,40.3,40.3,40.3,40.3,40.3,40.3,100,100,100,100,100,100,220,300,6034,0.26,62665.8,0.08
50.7,21.8,23.2,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1153,1153,1154,1154,1154,1154,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6037,0.26,62695.2,0.16
50.8,21.7,23.9,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1154,1154,1154,1154,1154,1154,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6039,0.26,62714.8,0.24
50.9,21.7,23.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1153,1153,1153,1154,1154,1154,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6041,0.26,62734.4,0.21
51.0,21.7,23.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1152,1152,1153,1153,1153,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6043,0.26,62754.1,0.19
51.1,21.7,23.3,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1152,1152,1152,1153,1153,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6045,0.26,62773.7,0.17
51.2,21.7,23.1,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1152,1152,1152,1153,1153,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6048,0.26,62803.1,0.16
51.3,21.7,23.0,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1153,1153,1153,1153,1154,1154,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6050,0.26,62822.7,0.14
51.4,21.7,22.8,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1152,1152,1152,1153,1153,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6052,0.26,62842.3,0.13
51.5,21.7,22.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1152,1152,1152,1153,1153,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6054,0.26,62862.0,0.11
51.6,21.7,22.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1153,1153,1153,1153,1153,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6057,0.26,62891.4,0.10
51.7,21.7,22.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1152,1152,1152,1152,1152,1152,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6059,0.26,62911.0,0.09
51.8,21.7,22.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1483,1483,1483,1483,1483,1483,1152,1152,1152,1152,1152,1152,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6061,0.26,62930.6,0.08
51.9,21.6,22.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1154,1154,1154,1154,1154,1154,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,220,300,6063,0.26,62950.3,0.07
52.0,21.6,22.3,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1154,1154,1154,1154,1154,1154,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,299,6065,0.26,62946.8,0.07
52.1,21.6,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1154,1154,1154,1154,1154,1154,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,299,6067,0.26,62966.4,-0.03
52.2,21.6,20.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1154,1154,1154,1154,1154,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,299,6070,0.26,62995.8,-0.12
52.3,21.6,20.0,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1154,1154,1153,1153,1153,1153,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,299,6072,0.26,63015.4,-0.20
52.4,21.6,21.0,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1153,1153,1153,1153,1153,1152,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6074,0.26,63058.2,-0.09
52.5,21.6,21.8,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1153,1153,1153,1153,1152,1152,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6076,0.26,63077.8,0.01
52.6,21.7,22.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1153,1153,1153,1152,1152,1152,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6078,0.26,63097.4,0.10
52.7,21.7,22.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1153,1153,1153,1152,1152,1152,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6081,0.26,63126.8,0.09
52.8,21.7,22.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1153,1153,1152,1152,1152,1152,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6083,0.26,63146.5,0.08
52.9,21.7,22.3,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1153,1152,1152,1152,1152,1151,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6085,0.26,63166.1,0.08
53.0,21.7,22.3,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1151,1151,1151,1151,1151,1150,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6087,0.26,63185.7,0.07
53.1,21.7,22.2,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1152,1152,1152,1151,1151,1151,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6089,0.26,63205.3,0.06
53.2,21.7,22.1,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1152,1152,1152,1151,1151,1151,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6091,0.26,63224.9,0.06
53.3,21.7,22.1,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1482,1482,1482,1482,1482,1482,1152,1152,1152,1151,1151,1151,40.4,40.4,40.4,40.4,40.4,40.4,100,100,100,100,100,100,219,300,6094,0.26,63254.4,0.05
53.4,21.7,22.1,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2501,2501,1482,1482,1482,1482,1482,1482,1151,1151,1151,1151,1151,1150,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6095,0.26,63264.2,0.04
53.5,21.6,22.0,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2501,2501,2501,1482,1482,1482,1482,1482,1482,1152,1152,1152,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6098,0.26,63293.6,0.04
53.6,21.6,22.0,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1482,1482,1482,1482,1482,1482,1152,1152,1151,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6100,0.26,63313.2,0.04
53.7,21.6,21.9,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1482,1482,1482,1482,1482,1482,1151,1151,1151,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6103,0.26,63342.7,0.03
53.8,21.6,21.9,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1482,1482,1482,1482,1482,1482,1153,1152,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6104,0.26,63352.5,0.03
53.9,21.6,21.9,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1482,1482,1482,1482,1482,1482,1151,1151,1151,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6107,0.26,63381.9,0.03
54.0,21.5,21.9,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1481,1481,1481,1481,1481,1481,1153,1153,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,218,299,6109,0.26,63378.4,0.02
54.1,21.6,21.8,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1482,1482,1482,1482,1482,1482,1151,1151,1151,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6111,0.26,63421.1,0.02
54.2,21.6,21.8,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1482,1482,1482,1482,1482,1482,1151,1151,1151,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6113,0.26,63440.8,0.02
54.3,21.5,21.8,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1481,1481,1481,1481,1481,1481,1152,1153,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6115,0.26,63460.4,0.02
54.4,21.5,21.8,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1481,1481,1481,1481,1481,1481,1151,1151,1151,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6117,0.26,63480.0,0.02
54.5,21.4,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1152,1153,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6120,0.26,63509.4,0.01
54.6,21.4,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1152,1153,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,218,299,6122,0.26,63505.9,0.01
54.7,21.5,21.7,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1150,1151,1151,1151,1151,1152,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6124,0.26,63548.7,0.01
54.8,21.4,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1152,1153,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6126,0.26,63568.3,0.01
54.9,21.4,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1152,1153,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6128,0.26,63587.9,0.01
55.0,21.4,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1152,1153,1153,1153,1153,1153,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,218,299,6130,0.26,63584.4,0.01
55.1,21.4,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1150,1151,1151,1151,1151,1151,40.5,40.5,40.5,40.5,40.5,40.5,100,100,100,100,100,100,219,300,6133,0.26,63637.0,0.01
55.2,21.3,21.6,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1152,1153,1153,1153,1153,1153,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,299,6135,0.26,63633.5,0.01
55.3,21.4,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1151,1152,1152,1152,1152,1152,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,219,300,6137,0.26,63676.2,0.01
55.4,21.4,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1150,1151,1151,1151,1151,1151,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,219,300,6139,0.26,63695.8,0.01
55.5,21.4,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1151,1151,1151,1151,1151,1151,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6142,0.26,63725.2,0.00
55.6,21.4,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1151,1151,1151,1151,1151,1151,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6144,0.26,63744.9,0.00
55.7,21.4,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1151,1151,1151,1151,1151,1151,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6146,0.26,63764.5,0.00
55.8,21.3,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1152,1152,1152,1152,1152,1152,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,219,300,6147,0.26,63774.3,0.00
55.9,21.4,21.5,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1481,1481,1481,1481,1481,1151,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6150,0.26,63803.7,0.00
56.0,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1481,1480,1480,1480,1480,1480,1151,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6152,0.26,63823.3,0.00
56.1,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1151,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6154,0.26,63843.0,0.00
56.2,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1150,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6156,0.26,63862.6,0.00
56.3,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1150,1149,1149,1149,1149,1149,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6158,0.26,63882.2,0.00
56.4,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1151,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6161,0.26,63911.6,0.00
56.5,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1150,1149,1149,1149,1149,1149,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6163,0.26,63931.3,0.00
56.6,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1150,1149,1149,1149,1149,1149,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6165,0.26,63950.9,0.00
56.8,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1149,1148,1148,1148,1148,1148,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6167,0.26,63970.5,0.00
56.8,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1150,1149,1149,1149,1149,1149,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6169,0.26,63990.1,0.00
56.9,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1149,1148,1148,1148,1148,1148,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6171,0.26,64009.7,0.00
57.1,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1150,1149,1149,1149,1149,1149,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6174,0.26,64039.2,0.00
57.2,21.5,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2500,2500,2500,1480,1480,1480,1480,1480,1480,1150,1149,1149,1149,1149,1149,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6176,0.26,64058.8,0.00
57.3,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2500,2500,2501,2501,2501,1480,1480,1480,1480,1480,1480,1151,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6178,0.26,64078.4,0.00
57.4,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1480,1480,1480,1480,1480,1480,1150,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6180,0.26,64098.0,0.00
57.5,21.4,21.4,0,85,85,85,85,85,85,1.35,1.35,1.35,1.35,1.35,1.35,2500,2501,2501,2501,2501,2501,1480,1480,1480,1480,1480,1480,1150,1150,1150,1150,1150,1150,40.6,40.6,40.6,40.6,40.6,40.6,100,100,100,100,100,100,218,300,6182,0.26,64117.6,0.00
