"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,-53.0,-85.1,2995,618,1.80,41,131,32.1,100,524,527,121,0.43,11901.9,-1.58,8.2
0.1,-51.5,-85.8,2995,758,1.80,34,134,32.1,100,523,526,115,0.43,11802.4,-1.69,8.9
0.2,-49.6,-86.4,2995,954,1.80,27,136,32.0,100,522,525,110,0.43,11712.8,-1.79,10.9
0.3,-47.1,-86.9,2994,1259,1.80,21,137,31.9,100,521,524,105,0.43,11623.3,-1.89,14.1
0.4,-44.6,-88.2,2994,1672,1.80,16,140,31.8,100,520,522,101,0.43,11503.3,-2.07,15.3
0.5,-41.5,-89.4,2994,2702,1.80,10,146,31.7,100,519,521,97,0.42,11423.8,-2.24,14.9
0.6,-38.5,-90.5,2994,2858,1.80,10,151,31.6,100,517,520,93,0.42,11344.4,-2.39,14.3
0.7,-35.7,-90.4,2994,2924,1.80,10,155,31.5,100,516,518,89,0.42,11225.1,-2.52,13.9
0.8,-33.7,-90.3,2994,2979,1.80,10,158,31.4,100,515,517,86,0.42,11155.7,-2.64,11.1
0.9,-32.3,-90.3,2995,3005,1.80,10,160,31.3,100,513,515,82,0.42,11036.9,-2.74,6.2
1.0,-31.6,-89.8,2995,2952,1.80,10,157,31.2,100,512,514,79,0.42,10967.7,-2.84,4.2
1.1,-31.2,-89.4,2996,2865,1.80,10,153,31.2,100,510,512,76,0.42,10859.1,-2.93,3.2
1.2,-30.9,-89.0,2996,2779,1.80,10,149,31.1,100,509,511,72,0.42,10780.4,-3.00,2.2
1.3,-30.7,-89.8,2995,2723,1.80,10,147,31.0,100,508,509,70,0.41,10682.1,-3.16,1.4
1.4,-30.6,-90.5,2995,2681,1.80,10,145,30.9,100,506,508,67,0.41,10613.4,-3.31,0.0
1.5,-30.5,-91.2,2995,2669,1.80,10,144,30.8,100,505,506,64,0.41,10505.8,-3.43,0.0
1.6,-30.2,-90.3,2994,2677,1.80,10,145,30.8,100,503,505,60,0.41,10427.5,-3.46,3.1
1.7,-29.7,-89.5,2994,2706,1.80,10,147,30.6,100,502,503,57,0.41,10320.3,-3.48,4.4
1.8,-29.2,-88.9,2994,2734,1.80,10,149,30.6,100,501,502,55,0.41,10261.9,-3.50,4.7
1.9,-28.4,-88.0,2994,2748,1.80,10,150,30.5,100,499,501,52,0.41,10193.8,-3.52,6.2
2.0,-27.2,-87.3,2994,2737,1.80,10,150,30.4,100,498,499,49,0.41,10087.2,-3.53,8.2
2.1,-25.6,-86.7,2995,2718,1.80,10,150,30.3,100,496,497,46,0.41,9980.9,-3.55,9.1
2.2,-24.4,-86.9,2995,2698,1.80,10,149,30.2,100,495,496,44,0.40,9923.0,-3.66,6.8
2.3,-23.5,-87.1,2995,2647,1.80,10,147,30.1,100,493,494,41,0.40,9817.2,-3.75,6.0
2.4,-22.5,-87.3,2995,2580,1.80,10,144,30.0,100,492,493,39,0.40,9759.5,-3.84,7.1
2.5,-21.4,-87.2,2995,2535,1.80,10,141,29.9,100,490,491,36,0.40,9654.1,-3.92,6.7
2.6,-20.7,-87.0,2995,2513,1.80,10,141,29.8,100,488,489,34,0.40,9558.9,-3.99,4.2
2.7,-20.3,-86.9,2995,2493,1.80,10,140,29.7,100,487,488,32,0.40,9501.6,-4.05,4.1
2.8,-19.5,-86.5,2994,2463,1.80,10,139,29.7,100,486,486,30,0.40,9406.8,-4.10,7.0
2.9,-18.1,-86.1,2994,2451,1.80,10,139,29.5,100,484,485,28,0.39,9349.7,-4.15,9.5
3.0,-16.7,-85.7,2994,2471,1.80,10,140,29.4,100,482,483,27,0.39,9265.2,-4.20,7.9
3.1,-15.8,-85.0,2994,2485,1.80,10,141,29.3,100,481,481,25,0.39,9171.2,-4.24,5.9
3.2,-15.2,-84.4,2994,2485,1.80,10,142,29.3,100,479,480,24,0.39,9124.3,-4.27,5.8
3.3,-14.3,-83.8,2994,2471,1.80,10,142,29.1,100,477,478,22,0.39,9030.8,-4.31,5.4
3.4,-13.5,-83.0,2994,2445,1.80,10,141,29.0,100,476,476,20,0.39,8937.6,-4.34,6.1
3.5,-12.9,-82.2,2994,2418,1.80,10,139,28.9,100,474,475,19,0.39,8891.1,-4.36,6.3
3.6,-11.9,-81.6,2994,2378,1.80,10,138,28.8,100,473,473,18,0.39,8808.1,-4.39,7.5
3.7,-11.0,-79.4,2994,2351,1.80,10,137,28.8,100,471,472,17,0.38,8761.8,-4.32,7.1
3.8,-10.0,-77.5,2994,2307,1.80,10,135,28.6,100,469,470,16,0.38,8679.3,-4.25,6.8
3.9,-8.9,-75.8,2994,2260,1.80,10,132,28.5,100,468,468,15,0.38,8597.2,-4.19,8.7
4.0,-7.6,-76.2,2994,2219,1.80,10,130,28.5,100,466,466,14,0.38,8515.3,-4.33,11.0
4.1,-5.4,-76.6,2994,2166,1.80,10,128,28.4,100,464,465,13,0.38,8469.5,-4.45,13.7
4.2,-3.4,-77.0,2994,2128,1.80,10,126,28.3,100,463,463,13,0.38,8397.9,-4.55,15.1
4.3,-0.6,-75.4,2993,2086,1.80,10,124,28.2,100,461,461,13,0.38,8326.6,-4.56,15.6
4.4,2.7,-73.9,2993,2042,1.80,10,122,28.0,100,458,459,13,0.37,8255.7,-4.56,15.7
4.5,5.5,-72.5,2993,2010,1.80,10,121,27.9,100,456,456,13,0.37,8149.8,-4.56,16.1
4.6,7.7,-71.6,2992,1989,1.80,10,120,27.8,100,454,455,14,0.37,8124.4,-4.66,16.3
4.7,9.9,-70.9,2992,1974,1.80,10,119,27.7,100,453,453,15,0.37,8064.2,-4.75,16.0
4.8,12.6,-70.2,2992,1960,1.80,10,119,27.6,100,450,451,16,0.37,8004.2,-4.83,15.5
4.9,15.0,-69.9,2992,1951,1.80,10,119,27.4,100,448,448,17,0.37,7910.0,-5.00,14.9
5.0,17.8,-69.6,2991,1938,1.80,10,119,27.2,100,445,446,19,0.36,7860.6,-5.14,14.4
5.1,19.6,-69.3,2991,1926,1.80,10,119,27.1,100,443,444,21,0.36,7811.6,-5.28,14.4
5.2,21.8,-68.3,2991,1906,1.80,10,118,27.0,100,441,441,23,0.36,7728.8,-5.40,14.7
5.3,24.1,-67.4,2991,1884,1.80,10,118,26.8,100,438,439,25,0.36,7680.5,-5.50,14.4
5.4,26.1,-66.5,2991,1860,1.80,10,117,26.7,100,435,436,28,0.36,7608.6,-5.60,13.3
5.5,27.8,-66.1,2991,1834,1.80,10,116,26.5,100,433,433,31,0.35,7537.5,-5.78,12.6
5.6,29.2,-65.8,2990,1813,1.80,10,115,26.4,100,431,431,33,0.35,7490.4,-5.94,12.5
5.7,30.8,-65.4,2990,1788,1.80,10,114,26.2,100,428,429,36,0.35,7453.5,-6.08,12.2
5.8,32.3,-63.4,2990,1765,1.80,10,113,26.0,100,425,426,40,0.35,7393.8,-6.12,11.9
5.9,33.7,-61.6,2990,1745,1.80,10,113,25.9,100,422,423,43,0.34,7325.0,-6.15,11.0
6.0,34.9,-60.0,2990,1728,1.80,10,112,25.7,100,419,420,47,0.34,7266.6,-6.18,10.1
6.1,35.7,-59.2,2990,1717,1.80,10,112,25.6,100,417,418,50,0.34,7231.4,-6.30,9.8
6.2,36.7,-58.4,2990,1703,1.80,10,112,25.4,100,414,415,53,0.34,7164.4,-6.40,9.5
6.3,37.6,-57.7,2990,1688,1.80,10,112,25.2,100,411,412,57,0.34,7107.9,-6.50,9.0
6.4,38.3,-56.7,2990,1673,1.80,10,112,25.0,100,408,410,61,0.33,7083.8,-6.59,7.6
6.5,38.8,-55.7,2989,1659,1.80,10,112,24.9,100,405,407,65,0.33,7028.4,-6.67,6.1
6.6,39.0,-54.9,2989,1649,1.80,10,111,24.7,100,403,404,68,0.33,6964.0,-6.74,5.3
6.7,39.2,-53.8,2989,1637,1.80,10,111,24.5,100,400,402,72,0.33,6941.0,-6.80,5.3
6.8,39.3,-52.9,2990,1620,1.80,10,111,24.3,100,397,398,77,0.32,6866.6,-6.85,4.1
6.9,39.4,-52.1,2990,1607,1.80,10,111,24.2,100,394,396,81,0.32,6844.6,-6.90,4.4
7.0,39.5,-52.1,2990,1587,1.80,10,110,24.0,100,391,393,85,0.32,6792.5,-7.04,4.5
7.1,39.5,-52.1,2989,1009,1.80,10,71,24.0,100,389,390,89,0.32,6741.1,-7.16,2.9
7.2,39.4,-52.2,2986,520,1.80,10,37,24.0,100,387,388,92,0.32,6710.5,-7.27,0.0
7.4,39.0,-50.1,2980,45,1.80,16,5,24.0,100,384,386,97,0.31,6699.9,-7.19,0.0
7.5,38.8,-48.2,2974,124,1.80,23,21,24.0,100,382,384,100,0.31,6669.9,-7.11,0.0
7.6,38.6,-46.4,2967,162,1.80,33,38,24.0,100,380,382,104,0.31,6650.0,-7.04,0.0
7.7,38.3,-43.9,2959,176,1.79,42,53,24.0,100,378,380,108,0.31,6630.5,-6.89,0.0
7.8,38.1,-41.6,2951,179,1.79,52,67,24.0,100,376,378,112,0.31,6611.2,-6.75,0.0
7.9,37.9,-39.6,2943,177,1.79,61,79,24.0,100,374,376,116,0.31,6592.3,-6.63,0.0
8.0,37.7,-37.7,2936,174,1.79,69,87,24.0,100,372,374,119,0.31,6563.8,-6.52,0.0
8.1,37.6,-36.0,2928,169,1.79,78,97,24.0,100,370,373,123,0.30,6574.3,-6.42,0.0
8.2,37.4,-34.5,2919,164,1.79,88,106,24.0,100,369,371,127,0.30,6556.1,-6.33,0.0
8.3,37.2,-32.1,2911,159,1.79,97,114,24.0,100,367,369,131,0.30,6538.2,-6.16,0.0
8.4,37.0,-30.0,2902,154,1.78,106,122,24.0,100,365,368,135,0.30,6549.0,-6.00,0.0
8.5,36.9,-28.1,2896,150,1.78,114,128,24.0,100,364,366,138,0.30,6521.8,-5.86,0.0
8.6,36.9,-26.4,2886,145,1.78,125,136,24.0,100,362,364,143,0.30,6514.6,-5.74,2.4
8.7,36.9,-24.8,2879,143,1.78,132,142,24.0,100,361,363,146,0.30,6515.9,-5.62,2.1
8.8,36.8,-23.4,2871,139,1.78,141,148,24.0,100,359,362,150,0.30,6527.2,-5.52,0.0
8.9,36.7,-21.1,2863,136,1.78,150,154,24.0,100,358,360,153,0.29,6500.9,-5.34,0.0
9.0,36.6,-19.1,2857,134,1.78,156,159,24.0,100,357,359,157,0.29,6512.4,-5.17,0.0
9.1,36.4,-17.2,2849,130,1.77,165,165,24.0,100,355,358,160,0.29,6514.2,-5.02,0.0
9.2,36.3,-15.6,2840,127,1.77,175,171,24.0,100,353,356,165,0.29,6508.2,-4.89,0.0
9.3,36.3,-14.1,2834,124,1.77,182,174,24.0,100,352,355,168,0.29,6510.2,-4.77,2.6
9.4,36.3,-12.8,2827,122,1.77,190,179,24.0,100,351,354,172,0.29,6522.0,-4.66,2.8
9.5,36.3,-10.7,2821,120,1.77,196,183,24.0,100,350,353,175,0.29,6524.2,-4.47,0.0
9.6,36.2,-8.7,2814,118,1.77,204,187,24.0,100,349,352,178,0.29,6526.4,-4.30,0.0
