"Time, s","Climb, m/s","Specific excess power, m/s","Critical Flaps Speed, %",RPM[1],RPM[2],"Propeller efficiency, %[1]","Propeller efficiency, %[2]","Manifold pressure, atm[1]","Manifold pressure, atm[2]",Supercharger gear[1],Supercharger gear[2],"Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]","Propeller pitch, deg[1]","Propeller pitch, deg[2]","Propeller pitch, %[1]","Propeller pitch, %[2]","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,0.4,8.2,0,2401,2401,84,84,1.36,1.36,1,1,1546,1546,1005,1005,28.7,28.7,100,100,351,352,27,0.29,5048.2,1.18,2.6
0.1,0.5,8.4,0,2401,2401,83,83,1.36,1.36,1,1,1546,1546,1004,1004,28.7,28.7,100,100,352,352,27,0.29,5048.7,1.15,2.3
0.2,0.6,8.5,0,2401,2401,83,83,1.36,1.36,1,1,1546,1546,1003,1003,28.7,28.7,100,100,352,352,27,0.29,5049.2,1.13,2.2
0.3,0.6,8.6,0,2401,2401,83,83,1.36,1.36,1,1,1546,1546,1001,1002,28.7,28.7,100,100,352,353,27,0.29,5077.0,1.11,1.4
0.4,0.6,8.8,0,2401,2401,83,83,1.36,1.36,1,1,1546,1546,1000,1001,28.7,28.7,100,100,352,353,28,0.29,5077.5,1.09,1.4
0.5,0.7,8.9,0,2401,2401,83,83,1.36,1.36,1,1,1546,1546,1000,1000,28.7,28.7,100,100,353,353,28,0.29,5078.2,1.07,2.3
0.6,0.9,8.1,0,2401,2401,84,84,1.36,1.36,1,1,1546,1546,1001,1001,28.8,28.8,100,100,353,353,28,0.29,5078.9,0.97,3.8
0.7,1.2,7.3,0,2401,2401,84,84,1.36,1.36,1,1,1546,1546,1003,1002,28.8,28.8,100,100,353,354,28,0.29,5107.2,0.87,5.5
0.8,1.6,6.7,0,2400,2400,84,84,1.36,1.36,1,1,1545,1545,1000,1000,28.8,28.8,100,100,353,354,28,0.29,5108.2,0.78,7.1
0.9,2.6,7.2,0,2399,2399,83,83,1.36,1.36,1,1,1543,1543,994,996,28.7,28.7,100,100,353,354,28,0.29,5110.5,0.80,9.6
1.0,3.5,7.7,0,2398,2398,83,83,1.36,1.36,1,1,1542,1542,992,992,28.7,28.7,100,100,353,354,28,0.29,5112.8,0.81,11.4
1.1,4.9,8.1,0,2397,2397,83,83,1.36,1.36,1,1,1541,1541,988,987,28.6,28.6,100,100,353,354,29,0.29,5116.8,0.82,13.2
1.2,6.6,7.9,0,2396,2397,83,82,1.36,1.36,1,1,1541,1541,985,983,28.5,28.5,100,100,353,354,29,0.29,5122.3,0.74,14.5
1.3,8.5,7.8,0,2396,2397,82,82,1.36,1.36,1,1,1541,1542,984,982,28.4,28.4,100,100,353,353,30,0.29,5102.4,0.66,15.2
1.4,10.0,7.7,0,2396,2397,82,82,1.36,1.36,1,1,1541,1542,983,982,28.4,28.4,100,100,352,353,31,0.29,5109.6,0.60,15.6
1.5,12.0,6.3,0,2397,2397,82,82,1.36,1.36,1,1,1542,1542,983,984,28.4,28.4,100,100,352,352,32,0.29,5093.3,0.36,16.0
1.6,14.4,5.1,0,2397,2397,82,82,1.36,1.36,1,1,1543,1542,984,986,28.3,28.3,100,100,351,352,34,0.29,5109.0,0.14,16.2
1.7,16.4,3.9,0,2397,2397,82,82,1.36,1.36,1,1,1543,1542,987,988,28.3,28.3,100,100,350,351,35,0.29,5097.2,-0.06,16.4
1.8,18.5,3.5,0,2397,2397,82,82,1.36,1.36,1,1,1543,1542,989,988,28.2,28.2,100,100,350,350,37,0.29,5087.6,-0.24,16.5
1.9,20.1,3.2,0,2397,2397,82,82,1.36,1.36,1,1,1543,1543,991,990,28.2,28.2,100,100,349,349,38,0.28,5076.0,-0.40,16.3
2.0,22.0,2.9,0,2398,2398,82,82,1.36,1.36,1,1,1543,1543,993,993,28.2,28.2,100,100,348,349,41,0.28,5097.1,-0.55,15.7
2.1,23.7,3.1,0,2398,2398,82,82,1.36,1.36,1,1,1544,1544,997,997,28.2,28.2,100,100,347,348,43,0.28,5093.2,-0.68,14.5
2.2,25.2,3.4,0,2399,2399,82,82,1.36,1.36,1,1,1544,1544,1003,1002,28.2,28.2,100,100,346,347,45,0.28,5091.1,-0.79,13.2
2.3,26.6,3.6,0,2399,2399,83,82,1.36,1.36,1,1,1544,1544,1008,1007,28.1,28.1,100,100,345,346,48,0.28,5090.6,-0.90,12.5
2.4,27.6,3.3,0,2399,2399,83,83,1.36,1.36,1,1,1543,1543,1011,1011,28.1,28.1,100,100,344,345,50,0.28,5085.9,-1.08,12.0
2.5,28.8,3.1,0,2398,2399,83,83,1.36,1.36,1,1,1542,1542,1015,1015,28.1,28.1,100,100,343,344,53,0.28,5087.9,-1.25,11.5
2.6,29.9,2.8,0,2398,2398,83,83,1.36,1.36,1,1,1542,1541,1018,1018,28.0,28.0,100,100,342,343,56,0.28,5091.2,-1.40,11.6
2.7,31.1,3.0,0,2398,2397,83,83,1.36,1.36,1,1,1541,1541,1021,1020,28.0,28.0,100,100,341,342,59,0.28,5095.7,-1.54,11.8
2.8,32.2,3.1,0,2397,2397,83,83,1.36,1.36,1,1,1541,1540,1023,1023,27.9,27.9,100,100,340,341,63,0.28,5101.4,-1.66,11.8
2.9,33.3,3.2,0,2397,2397,83,83,1.36,1.36,1,1,1541,1540,1025,1025,27.9,27.9,100,100,339,340,66,0.28,5108.4,-1.78,11.5
3.0,34.1,3.6,0,2397,2397,83,83,1.36,1.36,1,1,1541,1541,1029,1028,27.9,27.9,100,100,338,339,69,0.28,5109.6,-1.88,10.9
3.1,35.0,4.0,0,2398,2397,83,83,1.36,1.36,1,1,1541,1541,1033,1034,27.8,27.8,100,100,336,338,72,0.28,5118.7,-1.97,9.9
3.2,35.8,4.3,0,2398,2398,83,83,1.36,1.36,1,1,1541,1541,1039,1039,27.8,27.8,100,100,335,337,76,0.27,5128.7,-2.05,8.9
3.3,36.4,4.0,0,2398,2398,83,83,1.36,1.36,1,1,1541,1541,1044,1044,27.8,27.8,100,100,334,335,80,0.27,5113.6,-2.21,8.0
3.4,36.9,3.8,0,2398,2398,83,83,1.36,1.36,1,1,1541,1541,1049,1049,27.7,27.7,100,100,333,334,84,0.27,5125.2,-2.36,7.3
3.5,37.2,3.5,0,2398,2398,83,83,1.36,1.36,1,1,1541,1541,1052,1052,27.7,27.7,100,100,332,333,86,0.27,5122.1,-2.50,6.8
3.6,37.5,4.3,0,2398,2398,83,83,1.36,1.36,1,1,1541,1541,1057,1057,27.7,27.7,100,100,331,332,90,0.27,5134.5,-2.52,6.1
3.7,37.8,5.0,0,2397,2397,83,83,1.36,1.36,1,1,1541,1541,1061,1062,27.6,27.6,100,100,330,331,94,0.27,5147.4,-2.55,5.5
3.8,38.1,5.7,0,2397,2397,83,83,1.36,1.36,1,1,1540,1540,1066,1066,27.6,27.6,100,100,328,330,98,0.27,5160.6,-2.57,4.8
3.9,38.2,6.3,0,2397,2397,83,83,1.36,1.36,1,1,1540,1540,1070,1070,27.5,27.5,100,100,327,329,102,0.27,5174.2,-2.59,4.3
4.0,38.4,7.0,0,2397,2397,83,83,1.36,1.36,1,1,1540,1540,1074,1074,27.5,27.5,100,100,326,328,106,0.27,5187.9,-2.61,3.7
4.1,38.4,7.5,0,2397,2397,83,83,1.36,1.36,1,1,1540,1540,1078,1078,27.4,27.4,100,100,325,326,110,0.27,5176.7,-2.63,3.3
4.2,38.5,7.2,0,2397,2397,84,84,1.36,1.36,1,1,1540,1540,1082,1082,27.4,27.4,100,100,323,325,114,0.27,5190.9,-2.73,2.7
4.3,38.5,6.9,0,2397,2397,84,84,1.36,1.36,1,1,1540,1540,1086,1086,27.3,27.3,100,100,322,324,118,0.26,5205.1,-2.83,2.2
4.4,38.5,6.7,0,2397,2396,84,84,1.36,1.36,1,1,1540,1540,1090,1090,27.3,27.3,100,100,321,323,122,0.26,5219.5,-2.91,1.5
4.5,38.5,7.3,0,2396,2396,84,84,1.36,1.36,1,1,1539,1539,1093,1093,27.2,27.2,100,100,320,322,126,0.26,5234.0,-2.90,0.9
4.6,38.4,7.9,0,2396,2396,83,83,1.36,1.36,1,1,1537,1537,1095,1095,27.1,27.1,100,100,319,321,129,0.26,5240.6,-2.89,0.0
4.7,38.4,8.5,0,2396,2396,83,83,1.36,1.36,1,1,1536,1536,1097,1097,27.1,27.1,100,100,318,320,133,0.26,5255.1,-2.87,0.0
4.8,38.3,9.0,0,2396,2396,83,83,1.36,1.36,1,1,1535,1535,1099,1099,27.0,27.0,100,100,317,319,137,0.26,5269.6,-2.86,0.0
4.9,38.2,9.4,0,2396,2396,83,83,1.36,1.36,1,1,1534,1534,1102,1102,27.0,27.0,100,100,315,318,140,0.26,5276.3,-2.85,0.0
5.0,38.1,9.8,0,2396,2396,83,83,1.35,1.35,1,1,1533,1533,1103,1103,26.9,26.9,100,100,315,317,143,0.26,5275.2,-2.84,0.0
5.1,38.0,9.3,0,2396,2396,83,83,1.35,1.35,1,1,1531,1532,1106,1107,26.8,26.8,100,100,313,315,147,0.26,5273.2,-2.93,0.0
5.2,37.9,8.9,0,2396,2396,83,83,1.35,1.35,1,1,1530,1530,1109,1109,26.8,26.8,100,100,312,314,151,0.26,5287.7,-3.00,0.0
5.3,37.7,8.5,0,2396,2396,83,83,1.35,1.35,1,1,1529,1529,1113,1113,26.7,26.7,100,100,311,313,156,0.26,5309.9,-3.07,0.0
5.4,37.6,9.0,0,2396,2396,83,83,1.35,1.35,1,1,1528,1528,1115,1116,26.6,26.6,100,100,309,312,160,0.25,5324.3,-3.04,0.0
5.5,37.4,9.4,0,2396,2396,83,83,1.35,1.35,1,1,1527,1527,1118,1118,26.6,26.6,100,100,308,311,164,0.25,5338.6,-3.01,0.0
5.6,37.3,9.8,0,2396,2396,83,83,1.35,1.35,1,1,1526,1526,1121,1121,26.5,26.5,100,100,307,310,167,0.25,5345.2,-2.98,0.0
5.7,37.1,10.1,0,2396,2396,83,83,1.35,1.35,1,1,1524,1524,1123,1124,26.5,26.5,100,100,306,309,171,0.25,5359.4,-2.96,0.0
5.8,37.0,10.4,0,2396,2396,83,83,1.35,1.35,1,1,1523,1523,1126,1126,26.4,26.4,100,100,305,308,175,0.25,5373.5,-2.94,0.0
5.9,36.8,10.7,0,2396,2396,83,83,1.34,1.34,1,1,1522,1522,1129,1129,26.4,26.4,100,100,304,306,179,0.25,5363.8,-2.92,0.0
6.0,36.6,10.1,0,2396,2396,83,83,1.34,1.34,1,1,1521,1521,1132,1132,26.3,26.3,100,100,303,305,182,0.25,5377.8,-3.00,0.0
6.1,36.5,9.5,0,2396,2396,83,83,1.34,1.34,1,1,1520,1520,1134,1135,26.2,26.2,100,100,302,304,185,0.25,5384.3,-3.08,0.0
6.2,36.3,9.0,0,2396,2396,83,83,1.34,1.34,1,1,1519,1519,1138,1138,26.2,26.2,100,100,300,303,190,0.25,5405.5,-3.14,0.0
6.3,36.2,9.3,0,2396,2396,83,83,1.34,1.34,1,1,1518,1518,1140,1140,26.1,26.1,100,100,299,302,193,0.25,5411.8,-3.10,0.0
6.4,36.0,9.7,0,2396,2396,83,83,1.34,1.34,1,1,1517,1517,1143,1143,26.1,26.1,100,100,298,301,197,0.25,5425.5,-3.07,0.0
6.5,35.8,9.9,0,2396,2396,83,83,1.34,1.34,1,1,1516,1516,1146,1146,26.0,26.0,100,100,297,300,200,0.24,5439.0,-3.04,0.0
6.6,35.6,10.2,0,2396,2396,83,83,1.34,1.34,1,1,1515,1515,1149,1149,26.0,26.0,100,100,296,299,204,0.24,5452.4,-3.01,0.0
6.7,35.5,10.4,0,2396,2396,83,83,1.34,1.34,1,1,1514,1514,1152,1152,25.9,25.9,100,100,295,298,207,0.24,5458.5,-2.98,0.0
6.8,35.3,10.6,0,2396,2396,83,83,1.34,1.34,1,1,1513,1513,1155,1154,25.8,25.8,100,100,294,297,211,0.24,5471.7,-2.96,0.0
6.9,35.1,10.7,0,2396,2396,83,83,1.34,1.34,1,1,1512,1512,1158,1157,25.8,25.8,100,100,293,296,215,0.24,5484.8,-2.94,0.0
7.0,34.9,10.8,0,2396,2396,83,83,1.33,1.33,1,1,1511,1511,1161,1160,25.7,25.7,100,100,292,295,218,0.24,5497.8,-2.93,0.0
7.1,34.7,10.9,0,2396,2396,83,83,1.33,1.33,1,1,1510,1510,1163,1163,25.7,25.7,100,100,291,294,222,0.24,5510.7,-2.91,0.0
7.2,34.6,11.0,0,2396,2396,83,83,1.33,1.33,1,1,1509,1509,1166,1166,25.6,25.6,100,100,290,293,225,0.24,5516.5,-2.90,0.0
7.3,34.4,11.1,0,2396,2396,83,83,1.33,1.33,1,1,1508,1508,1169,1169,25.6,25.6,100,100,289,292,228,0.24,5529.2,-2.88,0.0
7.4,34.2,11.1,0,2396,2396,83,83,1.33,1.33,1,1,1507,1507,1172,1172,25.5,25.5,100,100,288,291,232,0.24,5541.8,-2.87,0.0
7.5,34.0,11.1,0,2396,2396,83,83,1.33,1.33,1,1,1506,1506,1175,1175,25.5,25.5,100,100,287,290,235,0.24,5554.2,-2.86,0.0
7.6,33.8,11.2,0,2396,2396,83,83,1.33,1.33,1,1,1505,1505,1178,1177,25.4,25.4,100,100,285,289,239,0.24,5566.6,-2.85,0.0
7.7,33.7,11.2,0,2396,2396,83,83,1.33,1.33,1,1,1504,1504,1180,1180,25.4,25.4,100,100,284,288,242,0.23,5578.9,-2.84,0.0
7.8,33.5,11.2,0,2396,2396,82,82,1.33,1.33,1,1,1503,1503,1183,1183,25.3,25.3,100,100,283,287,246,0.23,5591.0,-2.84,0.0
7.9,33.3,11.1,0,2396,2396,82,82,1.33,1.33,1,1,1502,1502,1185,1185,25.3,25.3,100,100,282,286,249,0.23,5596.3,-2.83,0.0
8.0,33.2,11.1,0,2396,2396,82,82,1.33,1.33,1,1,1501,1501,1188,1187,25.2,25.2,100,100,281,285,252,0.23,5608.2,-2.82,0.0
8.1,33.0,11.1,0,2396,2396,82,82,1.33,1.33,1,1,1500,1500,1190,1190,25.1,25.1,100,100,280,284,256,0.23,5620.1,-2.82,0.0
8.2,32.8,11.0,0,2396,2396,82,82,1.32,1.32,1,1,1499,1499,1193,1193,25.1,25.1,100,100,279,283,259,0.23,5631.9,-2.81,0.0
8.3,32.6,11.0,0,2396,2396,82,82,1.32,1.32,1,1,1498,1498,1196,1195,25.0,25.0,100,100,278,282,263,0.23,5643.6,-2.81,0.0
8.4,32.5,11.0,0,2396,2396,82,82,1.32,1.32,1,1,1497,1497,1198,1198,25.0,25.0,100,100,277,281,266,0.23,5655.2,-2.80,0.0
8.5,32.4,10.9,0,2396,2396,82,82,1.32,1.32,1,1,1496,1496,1200,1200,24.9,24.9,100,100,276,280,269,0.23,5660.0,-2.80,0.0
8.6,32.2,10.9,0,2396,2396,82,82,1.32,1.32,1,1,1495,1495,1203,1203,24.9,24.9,100,100,275,279,272,0.23,5671.5,-2.79,0.0
8.7,32.0,10.8,0,2396,2396,82,82,1.32,1.32,1,1,1494,1494,1206,1206,24.8,24.8,100,100,274,278,275,0.23,5682.8,-2.79,0.0
8.8,31.9,10.8,0,2396,2396,82,82,1.32,1.32,1,1,1493,1493,1209,1208,24.8,24.8,100,100,273,277,279,0.23,5694.1,-2.79,0.0
8.9,31.7,10.7,0,2396,2396,82,82,1.32,1.32,1,1,1492,1492,1211,1211,24.7,24.7,100,100,272,276,282,0.23,5705.3,-2.79,0.0
9.0,31.6,10.6,0,2397,2396,82,82,1.32,1.32,1,1,1492,1492,1213,1213,24.7,24.7,100,100,272,275,285,0.22,5710.0,-2.79,0.0
9.1,34.4,10.6,0,2430,2430,93,93,1.36,1.36,1,1,1549,1549,1314,1314,26.0,26.0,100,100,296,300,288,0.24,6298.6,-2.78,0.0
9.3,34.5,10.5,0,2416,2416,85,85,1.34,1.34,1,1,1528,1528,1187,1187,25.9,25.9,100,100,296,300,292,0.24,6333.8,-2.78,0.0
9.4,34.7,32.4,0,2410,2410,83,83,1.34,1.34,1,1,1519,1519,1148,1148,25.9,25.9,100,100,295,300,295,0.24,6369.1,-0.21,0.0
9.5,34.8,52.1,0,2407,2407,84,84,1.33,1.33,1,1,1514,1514,1164,1164,25.9,25.9,100,100,296,300,299,0.24,6404.5,2.10,0.0
9.6,34.8,69.8,0,2405,2405,83,83,1.33,1.33,1,1,1510,1510,1146,1146,25.9,25.9,100,100,295,299,303,0.24,6417.0,4.18,0.0
9.7,34.9,65.5,0,2403,2403,83,83,1.33,1.33,1,1,1507,1507,1139,1139,25.9,25.9,100,100,295,299,306,0.24,6452.5,3.67,0.0
9.8,34.9,61.7,0,2402,2402,83,83,1.33,1.33,1,1,1505,1505,1148,1148,25.9,25.9,100,100,295,299,310,0.24,6488.2,3.21,0.0
9.9,35.0,58.2,0,2402,2402,83,83,1.33,1.33,1,1,1504,1504,1134,1134,25.9,25.9,100,100,295,299,313,0.24,6516.8,2.80,0.0
10.0,35.0,55.9,0,2401,2401,83,83,1.33,1.33,1,1,1502,1502,1145,1145,25.9,25.9,100,100,295,299,316,0.24,6552.5,2.52,0.0
10.1,35.1,53.8,0,2401,2401,83,83,1.32,1.32,1,1,1501,1501,1145,1145,25.9,25.9,100,100,295,299,320,0.24,6588.4,2.27,0.0
10.2,35.1,51.9,0,2400,2401,83,83,1.32,1.32,1,1,1500,1500,1145,1145,25.9,25.9,100,100,294,299,324,0.24,6624.3,2.04,0.0
10.3,35.1,50.3,0,2400,2400,83,83,1.32,1.32,1,1,1498,1498,1143,1142,25.9,25.9,100,100,294,299,327,0.24,6660.2,1.84,0.0
10.4,35.2,48.8,0,2400,2400,84,84,1.32,1.32,1,1,1498,1498,1145,1145,25.9,25.9,100,100,294,299,330,0.24,6689.0,1.65,0.0
10.5,35.2,47.4,0,2400,2400,84,84,1.32,1.32,1,1,1497,1497,1141,1141,25.9,25.9,100,100,295,300,334,0.25,6748.1,1.49,0.0
10.6,35.3,46.9,0,2400,2400,82,82,1.32,1.32,1,1,1496,1496,1118,1117,25.9,25.9,100,100,295,300,338,0.24,6784.1,1.43,0.0
10.7,35.4,46.5,0,2399,2399,81,81,1.32,1.32,1,1,1495,1495,1109,1109,25.9,25.9,100,100,295,300,341,0.24,6820.2,1.37,0.0
10.8,35.4,46.1,0,2400,2400,83,83,1.32,1.32,1,1,1496,1496,1129,1129,25.9,25.9,100,100,294,299,345,0.24,6833.2,1.32,0.0
10.9,35.4,45.1,0,2399,2399,81,81,1.32,1.32,1,1,1494,1494,1108,1108,25.9,25.9,100,100,295,300,348,0.24,6885.2,1.19,0.0
11.0,35.4,44.1,0,2400,2400,83,83,1.32,1.32,1,1,1494,1494,1129,1128,25.9,25.9,100,100,294,299,352,0.24,6898.3,1.07,0.0
11.1,35.4,43.2,0,2400,2400,82,82,1.32,1.32,1,1,1494,1494,1125,1125,25.9,25.9,100,100,294,299,355,0.24,6934.4,0.96,0.0
11.2,35.4,41.7,0,2400,2400,83,83,1.32,1.32,1,1,1493,1493,1137,1137,25.9,25.9,100,100,294,299,359,0.24,6970.6,0.77,0.0
11.3,35.4,40.3,0,2400,2400,83,83,1.32,1.32,1,1,1492,1492,1139,1139,25.9,25.9,100,100,294,299,363,0.24,7006.8,0.60,0.0
11.4,35.4,39.0,0,2400,2400,84,84,1.32,1.32,1,1,1492,1492,1140,1140,25.9,25.9,100,100,294,299,366,0.24,7043.0,0.45,0.0
11.5,35.4,38.6,0,2400,2400,83,83,1.32,1.32,1,1,1490,1490,1137,1137,25.9,25.9,100,100,293,299,370,0.24,7079.2,0.41,0.0
11.6,35.4,38.3,0,2400,2400,84,84,1.32,1.32,1,1,1490,1490,1139,1139,25.9,25.9,100,100,294,299,373,0.24,7108.2,0.37,0.0
11.7,35.3,38.0,0,2400,2400,84,84,1.31,1.31,1,1,1489,1489,1136,1136,25.9,25.9,100,100,294,300,377,0.25,7167.5,0.33,0.0
11.8,35.4,38.5,0,2400,2400,82,82,1.31,1.31,1,1,1489,1489,1112,1112,25.9,25.9,100,100,294,300,380,0.24,7203.7,0.39,0.0
11.9,35.3,39.0,0,2400,2400,84,84,1.31,1.31,1,1,1488,1488,1135,1135,25.9,25.9,100,100,294,300,383,0.25,7232.6,0.44,0.0
12.0,35.4,39.4,0,2400,2400,83,83,1.31,1.31,1,1,1488,1488,1124,1124,25.9,25.9,100,100,294,299,388,0.24,7252.9,0.49,0.0
12.1,35.4,39.0,0,2399,2399,81,81,1.31,1.31,1,1,1486,1486,1103,1103,25.9,25.9,100,100,294,300,391,0.25,7304.9,0.44,0.0
12.2,35.3,38.6,0,2400,2400,83,83,1.31,1.31,1,1,1487,1487,1123,1123,25.9,25.9,100,100,294,299,394,0.24,7317.9,0.40,0.0
12.3,35.3,38.3,0,2400,2400,82,82,1.31,1.31,1,1,1486,1486,1120,1120,25.9,25.9,100,100,294,299,398,0.24,7354.0,0.36,0.0
12.4,35.3,37.2,0,2400,2400,83,83,1.31,1.31,1,1,1486,1486,1132,1132,25.9,25.9,100,100,293,299,401,0.24,7382.9,0.23,0.0
12.5,35.2,36.3,0,2400,2400,84,84,1.31,1.31,1,1,1485,1485,1135,1135,25.9,25.9,100,100,293,299,405,0.24,7426.1,0.11,0.0
12.6,35.2,35.4,0,2400,2400,84,84,1.31,1.31,1,1,1484,1484,1134,1135,25.9,25.9,100,100,293,299,409,0.24,7462.1,0.01,0.0
12.7,35.1,35.4,0,2400,2400,83,83,1.31,1.31,1,1,1483,1483,1133,1133,25.9,25.9,100,100,293,299,412,0.24,7490.9,0.01,0.0
12.8,35.1,35.3,0,2400,2400,83,83,1.31,1.31,1,1,1482,1482,1130,1131,25.9,25.9,100,100,293,299,416,0.24,7526.9,0.01,0.0
12.9,35.0,35.3,0,2400,2400,84,84,1.31,1.31,1,1,1481,1481,1131,1131,25.9,25.9,100,100,294,300,419,0.25,7585.9,0.01,0.0
13.0,35.0,36.1,0,2400,2400,84,84,1.31,1.31,1,1,1482,1482,1133,1133,25.9,25.9,100,100,294,300,422,0.25,7614.6,0.10,0.0
13.1,35.0,36.8,0,2400,2400,84,84,1.31,1.31,1,1,1481,1481,1131,1131,25.9,25.9,100,100,294,300,425,0.25,7643.3,0.18,0.0
13.2,35.0,37.4,0,2400,2400,83,83,1.31,1.31,1,1,1481,1481,1118,1119,25.9,25.9,100,100,293,299,430,0.24,7663.2,0.26,0.0
13.3,35.0,37.1,0,2399,2399,81,81,1.31,1.31,1,1,1478,1478,1091,1091,25.9,25.9,100,100,293,300,433,0.25,7722.0,0.23,0.0
13.4,35.0,36.9,0,2400,2400,83,83,1.31,1.31,1,1,1479,1479,1117,1118,25.9,25.9,100,100,293,299,437,0.24,7734.7,0.21,0.0
13.5,34.9,36.7,0,2400,2400,83,83,1.31,1.31,1,1,1479,1479,1126,1127,25.9,25.9,100,100,293,299,441,0.24,7770.4,0.19,0.0
13.6,34.9,35.8,0,2400,2400,83,83,1.30,1.30,1,1,1478,1478,1126,1127,25.9,25.9,100,100,293,299,444,0.24,7806.1,0.08,0.0
13.7,34.9,34.9,0,2400,2400,83,83,1.30,1.30,1,1,1478,1478,1126,1126,25.9,25.9,100,100,293,299,448,0.24,7841.8,-0.02,0.0
13.8,34.9,34.1,0,2400,2400,83,83,1.30,1.30,1,1,1477,1477,1124,1125,25.9,25.9,100,100,293,299,451,0.24,7870.3,-0.11,0.0
13.9,34.8,34.2,0,2400,2400,83,83,1.30,1.30,1,1,1476,1476,1125,1125,25.9,25.9,100,100,293,299,454,0.24,7906.0,-0.10,0.0
14.0,34.8,34.3,0,2400,2400,83,83,1.30,1.30,1,1,1475,1475,1126,1126,25.9,25.9,100,100,292,299,458,0.24,7941.6,-0.09,0.0
14.1,34.8,34.3,0,2400,2400,83,83,1.30,1.30,1,1,1475,1475,1126,1127,25.9,25.9,100,100,292,299,462,0.24,7977.2,-0.08,0.0
14.2,34.8,34.4,0,2400,2400,83,83,1.30,1.30,1,1,1474,1474,1125,1125,25.9,25.9,100,100,292,299,464,0.24,8005.6,-0.08,0.0
14.3,34.7,34.4,0,2400,2400,84,84,1.30,1.30,1,1,1473,1473,1123,1123,25.9,25.9,100,100,293,300,468,0.25,8064.3,-0.07,0.0
14.4,34.8,34.4,0,2400,2400,82,82,1.30,1.30,1,1,1472,1472,1099,1099,25.9,25.9,100,100,293,300,472,0.25,8099.9,-0.06,0.0
14.5,34.8,35.3,0,2399,2399,81,81,1.30,1.30,1,1,1471,1471,1091,1091,25.9,25.9,100,100,293,300,475,0.25,8135.4,0.04,0.0
14.6,34.8,36.0,0,2399,2399,81,81,1.30,1.30,1,1,1471,1471,1090,1090,25.9,25.9,100,100,293,300,479,0.25,8170.9,0.12,0.0
14.7,34.8,36.6,0,2400,2400,83,83,1.30,1.30,1,1,1471,1471,1110,1110,25.9,25.9,100,100,292,299,483,0.25,8183.4,0.20,0.0
14.8,34.7,35.7,0,2400,2400,83,83,1.30,1.30,1,1,1471,1471,1119,1119,25.9,25.9,100,100,292,299,486,0.24,8218.9,0.09,0.0
14.9,34.8,34.8,0,2400,2400,82,82,1.30,1.30,1,1,1470,1470,1107,1107,25.9,25.9,100,100,292,299,489,0.25,8247.3,-0.01,0.0
15.0,34.7,34.0,0,2400,2400,83,83,1.30,1.30,1,1,1470,1470,1118,1118,25.9,25.9,100,100,292,299,493,0.24,8282.8,-0.10,0.0
15.1,34.8,34.1,0,2400,2400,83,83,1.30,1.30,1,1,1469,1469,1119,1119,25.9,25.9,100,100,292,299,496,0.24,8318.3,-0.09,0.0
15.2,34.7,34.2,0,2400,2400,83,83,1.30,1.30,1,1,1468,1468,1120,1119,25.9,25.9,100,100,292,299,500,0.24,8353.9,-0.08,0.0
15.3,34.7,34.2,0,2400,2400,83,83,1.30,1.30,1,1,1467,1467,1120,1120,25.9,25.9,100,100,292,299,504,0.24,8389.4,-0.07,0.0
15.4,34.8,34.3,0,2400,2400,83,83,1.29,1.29,1,1,1467,1467,1119,1119,25.9,25.9,100,100,292,299,506,0.24,8417.9,-0.07,0.0
15.5,34.8,34.3,0,2400,2400,84,83,1.29,1.29,1,1,1465,1465,1117,1116,25.9,25.9,100,100,293,300,510,0.25,8476.6,-0.06,0.0
15.6,34.9,34.4,0,2400,2400,82,82,1.29,1.29,1,1,1465,1465,1093,1093,25.9,25.9,100,100,292,300,514,0.25,8512.1,-0.05,0.0
15.7,34.9,35.2,0,2399,2399,81,81,1.29,1.29,1,1,1464,1464,1085,1085,25.9,25.9,100,100,292,300,517,0.25,8547.7,0.04,0.0
15.8,34.9,36.0,0,2400,2400,83,83,1.29,1.29,1,1,1465,1465,1105,1105,25.9,25.9,100,100,292,299,521,0.25,8560.3,0.13,0.0
15.9,34.9,36.6,0,2399,2399,81,81,1.29,1.29,1,1,1463,1463,1084,1084,25.9,25.9,100,100,292,300,524,0.25,8611.9,0.21,0.0
16.0,35.0,36.5,0,2399,2399,81,81,1.29,1.29,1,1,1462,1462,1083,1083,25.9,25.9,100,100,292,300,528,0.25,8647.5,0.19,0.0
16.1,35.0,36.3,0,2400,2400,83,83,1.29,1.29,1,1,1463,1463,1104,1104,25.9,25.9,100,100,292,299,531,0.25,8660.1,0.17,0.0
16.2,35.0,36.2,0,2400,2400,83,83,1.29,1.29,1,1,1462,1462,1113,1112,25.9,25.9,100,100,292,299,535,0.25,8695.9,0.15,0.0
16.3,35.0,35.3,0,2400,2400,83,83,1.29,1.29,1,1,1462,1462,1113,1113,25.9,25.9,100,100,291,299,538,0.25,8731.6,0.05,0.0
16.4,35.0,34.5,0,2400,2400,83,83,1.29,1.29,1,1,1460,1460,1114,1114,25.9,25.9,100,100,291,299,542,0.24,8767.4,-0.05,0.0
