"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,-79.8,-20.1,3003,68,1.81,1258,372,39.0,100,618,628,345,0.51,18599.9,3.46,5.0
0.1,-78.9,-21.3,3003,68,1.81,1259,373,39.1,100,619,629,337,0.51,18569.9,3.39,6.7
0.2,-76.8,-21.9,3002,68,1.81,1261,374,39.1,100,620,630,328,0.51,18530.2,3.33,12.6
0.3,-72.9,-22.4,3002,69,1.81,1263,377,39.2,100,621,631,321,0.52,18510.2,3.27,19.3
0.4,-67.1,-22.9,3002,69,1.81,1264,380,39.2,100,622,631,313,0.52,18431.7,3.22,24.9
0.5,-60.0,-23.4,3001,70,1.80,1265,382,39.2,100,623,632,307,0.52,18421.5,3.08,27.3
0.6,-52.7,-23.9,3000,69,1.80,1266,381,39.2,100,623,632,301,0.52,18362.7,2.95,26.5
0.7,-47.3,-24.2,3000,69,1.80,1267,379,39.3,100,623,632,297,0.52,18323.4,2.84,24.5
0.8,-41.5,-24.3,2999,68,1.80,1268,375,39.3,100,624,633,292,0.52,18323.2,2.65,20.7
0.9,-36.9,-24.3,2999,68,1.80,1269,372,39.3,100,624,633,288,0.52,18284.0,2.48,15.2
1.0,-33.7,-24.3,2999,68,1.80,1270,372,39.3,100,624,633,284,0.52,18244.7,2.32,12.2
1.1,-30.9,-25.0,2999,68,1.80,1270,373,39.3,100,624,633,281,0.52,18215.3,2.09,11.7
1.2,-28.4,-25.6,2999,68,1.80,1271,374,39.3,100,624,632,278,0.52,18137.1,1.88,13.3
1.3,-24.7,-26.1,2999,68,1.80,1271,376,39.3,100,624,632,276,0.52,18117.4,1.69,15.4
1.4,-20.6,-27.2,2999,69,1.80,1272,378,39.2,100,624,632,273,0.52,18088.0,1.43,16.2
1.5,-16.3,-28.2,2999,69,1.80,1272,379,39.2,100,623,632,271,0.52,18068.4,1.20,16.0
1.6,-12.3,-29.1,2998,68,1.80,1273,378,39.2,100,623,631,270,0.52,18009.9,0.98,14.9
1.7,-9.5,-28.8,2998,68,1.80,1273,377,39.2,100,623,631,269,0.52,18000.0,0.79,13.6
1.8,-6.4,-28.5,2998,68,1.80,1273,377,39.2,100,622,630,268,0.51,17941.6,0.62,11.5
1.9,-4.1,-28.2,2998,68,1.80,1273,377,39.1,100,622,630,268,0.51,17941.6,0.47,9.2
2.0,-1.7,-28.8,2998,68,1.80,1273,377,39.1,100,621,629,267,0.51,17883.2,0.24,9.2
2.1,0.2,-29.4,2998,68,1.80,1273,379,39.1,100,620,628,267,0.51,17834.7,0.03,10.4
2.2,2.2,-29.9,2998,68,1.80,1273,380,39.1,100,620,628,267,0.51,17834.7,-0.16,10.9
2.3,4.9,-29.7,2998,69,1.80,1273,381,39.0,100,619,627,268,0.51,17796.1,-0.32,11.2
2.4,7.9,-29.5,2998,69,1.80,1273,383,39.0,100,618,626,269,0.51,17757.6,-0.48,10.6
2.5,10.6,-29.3,2998,69,1.80,1273,384,39.0,100,617,625,269,0.51,17709.3,-0.61,12.3
2.6,13.3,-28.3,2998,69,1.80,1273,385,38.9,100,617,625,270,0.51,17719.1,-0.73,14.0
2.7,16.5,-27.4,2997,69,1.80,1272,387,38.9,100,616,624,272,0.51,17690.5,-0.85,16.2
2.8,21.6,-26.6,2997,70,1.80,1272,389,38.9,100,615,623,274,0.51,17662.1,-0.95,16.8
2.9,25.5,-26.3,2997,70,1.80,1271,389,38.8,100,613,622,277,0.51,17643.5,-1.13,14.4
3.0,27.8,-26.0,2997,69,1.80,1271,389,38.8,100,612,621,279,0.51,17615.1,-1.29,11.3
3.1,30.1,-25.7,2997,69,1.80,1270,389,38.7,100,611,620,282,0.51,17596.7,-1.44,10.4
3.2,32.4,-26.4,2997,69,1.80,1270,391,38.7,100,610,618,285,0.51,17530.6,-1.66,10.8
3.3,35.3,-26.9,2996,70,1.80,1269,393,38.6,100,609,617,289,0.50,17522.2,-1.87,13.5
3.4,38.5,-27.4,2996,70,1.80,1268,395,38.6,100,607,616,292,0.50,17504.0,-2.05,13.7
3.5,41.4,-27.0,2996,70,1.80,1268,396,38.5,100,606,614,297,0.50,17458.2,-2.21,12.0
3.6,43.4,-26.5,2996,70,1.80,1267,397,38.4,100,604,613,300,0.50,17440.3,-2.36,11.1
3.7,45.9,-26.1,2996,70,1.80,1266,399,38.4,100,603,612,305,0.50,17442.1,-2.49,11.6
3.8,48.5,-25.0,2996,71,1.80,1265,400,38.3,100,601,610,310,0.50,17396.8,-2.61,12.5
3.9,51.1,-24.1,2996,71,1.80,1264,401,38.2,100,600,609,315,0.50,17398.8,-2.72,11.2
4.0,53.1,-23.2,2996,71,1.80,1263,402,38.2,100,598,607,320,0.50,17354.1,-2.82,9.4
4.1,54.5,-21.7,2996,71,1.80,1262,403,38.1,100,597,606,325,0.50,17356.3,-2.90,9.4
4.2,56.5,-20.5,2996,71,1.80,1261,405,38.0,100,595,605,331,0.49,17368.4,-2.98,10.3
4.3,59.0,-19.3,2996,71,1.80,1260,407,38.0,100,593,603,338,0.49,17343.9,-3.05,9.8
4.4,60.4,-19.1,2996,71,1.80,1259,408,37.9,100,591,601,343,0.49,17300.1,-3.21,9.3
4.5,61.9,-19.0,2995,71,1.80,1258,409,37.8,100,590,600,349,0.49,17312.6,-3.35,8.0
4.6,63.2,-18.9,2995,71,1.80,1256,410,37.7,100,588,598,356,0.49,17288.8,-3.47,6.6
4.7,64.3,-18.3,2995,71,1.80,1255,412,37.7,100,586,596,362,0.49,17255.5,-3.58,6.7
4.8,65.2,-17.8,2995,72,1.80,1254,413,37.6,100,585,595,368,0.49,17268.5,-3.68,7.0
4.9,66.5,-17.4,2995,72,1.80,1253,415,37.5,100,583,593,375,0.49,17245.5,-3.78,8.3
5.0,68.0,-15.0,2995,72,1.80,1252,417,37.5,100,581,592,382,0.48,17268.4,-3.76,8.9
5.1,69.4,-12.8,2995,72,1.80,1250,418,37.4,100,579,590,387,0.48,17226.3,-3.75,8.1
5.2,70.4,-10.9,2995,72,1.80,1249,420,37.3,100,577,588,396,0.48,17223.7,-3.75,6.4
