"Time, s","Power, hp","Thrust, kg",RPM,"Throttle, %","Altitude, m","Propeller efficiency, %","Propeller pitch, %","Propeller pitch, deg","Manifold pressure, atm","IAS, km/h","TAS, km/h",Mach number,"Climb, m/s","Acceleration, m/s^2","Pitch angle, deg","AoA, deg","AoS, deg","Turn, s","Turn radius, m","Load factor, g",Supercharger gear,"WEP remain, m:s","Fuel consumption, kg/min","Mass of Fuel, kg","Mixture, %","Radiator, %","Oil radiator, %","Engine temperature, deg C","Oil temperature, deg C","Water temperature, deg C"
594.2,1065,553,2600,110,9192,83,100,42.5,1.01,269,440,0.40,7.2,0.28,7.1,3.7,0.1,0.0,0,1.0,2,24:06,4.23,59,60,0,0,242,78,0
594.5,1065,553,2600,110,9194,83,100,42.5,1.01,269,440,0.40,7.2,0.28,7.1,3.7,0.0,0.0,0,1.0,2,24:06,4.23,59,60,0,0,242,78,0
594.7,1064,553,2600,110,9195,83,100,42.5,1.01,269,440,0.40,7.2,0.00,7.1,3.7,0.0,0.0,0,1.0,2,24:05,4.23,59,60,0,0,242,78,0
595,1064,552,2600,110,9197,83,100,42.5,1.01,269,440,0.40,7.3,0.00,7.1,3.7,-0.0,0.0,0,1.0,2,24:05,4.23,59,60,0,0,242,78,0
595.2,1064,552,2600,110,9199,83,100,42.5,1.01,269,440,0.40,7.3,0.00,7.1,3.7,-0.0,0.0,0,1.0,2,24:05,4.23,59,60,0,0,242,78,0
595.5,1064,552,2600,110,9201,83,100,42.5,1.01,269,440,0.40,7.3,0.00,7.1,3.7,-0.1,0.0,0,1.0,2,24:05,4.23,59,60,0,0,242,78,0
595.7,1063,552,2600,110,9203,83,100,42.5,1.01,269,440,0.40,7.4,0.00,7.1,3.7,-0.1,0.0,0,1.0,2,24:04,4.23,59,60,0,0,242,78,0
595.9,1063,552,2600,110,9204,83,100,42.5,1.01,269,440,0.40,7.4,0.00,7.1,3.7,-0.1,0.0,0,1.0,2,24:04,4.23,59,60,0,0,242,78,0
596.2,1063,551,2600,110,9206,83,100,42.5,1.01,269,440,0.40,7.4,0.00,7.1,3.7,-0.1,0.0,0,1.0,2,24:04,4.23,59,60,0,0,242,78,0
596.4,1063,551,2600,110,9208,83,100,42.5,1.01,269,440,0.40,7.4,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,24:04,4.23,59,60,0,0,242,78,0
596.7,1062,551,2600,110,9210,83,100,42.5,1.01,269,440,0.40,7.4,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,24:03,4.23,59,60,0,0,242,78,0
596.9,1062,551,2600,110,9211,83,100,42.5,1.01,269,440,0.40,7.4,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,24:03,4.23,59,60,0,0,242,78,0
597.2,1062,551,2600,110,9214,83,100,42.5,1.01,269,441,0.40,7.4,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,24:03,4.23,59,60,0,0,242,78,0
597.4,1062,550,2600,110,9215,83,100,42.5,1.01,269,441,0.40,7.4,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,24:03,4.23,59,60,0,0,242,78,0
597.7,1061,550,2600,110,9217,83,100,42.5,1.01,269,441,0.40,7.4,0.27,7.1,3.6,-0.1,0.0,0,1.0,2,24:02,4.23,59,60,0,0,242,78,0
597.9,1061,550,2600,110,9219,83,100,42.5,1.01,269,441,0.40,7.4,0.27,7.1,3.6,-0.1,0.0,0,1.0,2,24:02,4.23,59,60,0,0,241,78,0
598.2,1061,550,2600,110,9221,83,100,42.5,1.01,269,441,0.40,7.4,0.27,7.1,3.7,-0.0,0.0,0,1.0,2,24:02,4.23,59,60,0,0,241,78,0
598.4,1060,550,2600,110,9222,83,100,42.5,1.01,269,441,0.40,7.4,0.27,7.1,3.7,-0.0,0.0,0,1.0,2,24:02,4.23,59,60,0,0,241,78,0
598.7,1060,550,2600,110,9225,83,100,42.5,1.01,269,441,0.40,7.4,0.00,7.2,3.7,0.0,0.0,0,1.0,2,24:01,4.23,59,60,0,0,241,78,0
598.9,1060,549,2600,110,9226,83,100,42.5,1.01,269,441,0.40,7.4,0.00,7.2,3.7,0.0,0.0,0,1.0,2,24:01,4.23,59,60,0,0,241,78,0
599.2,1060,549,2600,110,9229,83,100,42.5,1.01,269,441,0.40,7.5,0.00,7.2,3.7,0.1,0.0,0,1.0,2,24:01,4.23,59,60,0,0,241,78,0
599.4,1059,549,2600,110,9230,83,100,42.5,1.01,269,441,0.40,7.5,0.00,7.2,3.7,0.1,0.0,0,1.0,2,24:01,4.23,59,60,0,0,241,78,0
599.7,1059,549,2600,110,9232,83,100,42.5,1.01,269,441,0.40,7.5,0.00,7.2,3.7,0.1,0.0,0,1.0,2,24:00,4.23,59,60,0,0,241,78,0
599.9,1059,549,2600,110,9234,83,100,42.5,1.01,269,441,0.40,7.5,0.00,7.2,3.7,0.1,0.0,0,1.0,2,24:00,4.23,59,60,0,0,241,78,0
600.2,1058,548,2600,110,9236,83,100,42.5,1.01,269,441,0.40,7.6,0.00,7.3,3.7,0.1,0.0,0,1.0,2,24:00,4.23,59,60,1,0,241,78,0
600.4,1058,548,2600,110,9238,83,100,42.5,1.01,269,441,0.40,7.6,0.00,7.3,3.7,0.1,0.0,0,1.0,2,24:00,4.23,59,60,4,0,241,78,0
600.7,1058,548,2600,110,9239,83,100,42.6,1.01,268,441,0.40,7.6,0.00,7.2,3.7,0.1,0.0,0,1.0,2,23:59,4.04,59,60,9,0,241,78,0
600.9,1058,548,2600,110,9242,83,100,42.6,1.01,268,441,0.40,7.6,0.00,7.2,3.7,0.1,0.0,0,1.0,2,23:59,4.04,59,60,10,0,241,77,0
601.1,1057,548,2600,110,9243,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.2,3.6,0.1,0.0,0,1.0,2,23:59,4.04,59,60,10,0,241,77,0
601.4,1057,548,2600,110,9246,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.2,3.6,0.1,0.0,0,1.0,2,23:59,4.04,59,60,10,0,241,77,0
601.6,1057,547,2600,110,9247,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.2,3.6,0.1,0.0,0,1.0,2,23:58,4.36,59,60,10,0,241,77,0
601.9,1057,547,2600,110,9249,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.2,3.6,0.1,0.0,0,1.0,2,23:58,4.36,58,60,10,0,241,77,0
602.1,1056,547,2600,110,9251,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.2,3.6,0.1,0.0,0,1.0,2,23:58,4.36,58,60,10,0,241,77,0
602.4,1056,547,2600,110,9253,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.2,3.6,0.0,0.0,0,1.0,2,23:58,4.36,58,60,10,0,241,77,0
602.6,1056,547,2600,110,9255,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.1,3.6,-0.0,0.0,0,1.0,2,23:57,4.13,58,60,10,0,241,77,0
602.9,1055,547,2600,110,9257,83,100,42.6,1.00,268,441,0.40,7.6,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,23:57,4.13,58,60,10,0,240,77,0
603.1,1055,546,2600,110,9259,83,100,42.6,1.00,268,441,0.40,7.5,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,23:57,4.13,58,60,10,0,240,77,0
603.4,1055,546,2600,110,9261,83,100,42.6,1.00,268,441,0.40,7.5,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,23:57,4.13,58,60,10,0,240,76,0
603.6,1055,546,2600,110,9262,83,100,42.6,1.00,268,441,0.40,7.5,0.00,7.1,3.6,-0.1,0.0,0,1.0,2,23:56,4.13,58,60,10,0,240,76,0
603.9,1054,546,2600,110,9264,83,100,42.6,1.00,268,441,0.40,7.4,0.00,7.0,3.6,-0.1,0.0,0,1.0,2,23:56,4.13,58,60,10,0,240,76,0
604.1,1054,546,2600,110,9266,83,100,42.6,1.00,268,441,0.40,7.4,0.00,7.0,3.5,-0.1,0.0,0,1.0,2,23:56,4.13,58,60,10,0,240,76,0
604.4,1054,546,2600,110,9268,83,100,42.6,1.00,268,441,0.40,7.4,0.00,7.0,3.5,-0.1,0.0,0,1.0,2,23:56,4.13,58,60,10,0,240,76,0
604.6,1054,545,2600,110,9270,83,100,42.6,1.00,268,441,0.40,7.3,0.00,7.0,3.5,-0.1,0.0,0,1.0,2,23:55,4.13,58,60,10,0,240,76,0
604.9,1053,545,2600,110,9272,83,100,42.6,1.00,268,441,0.40,7.3,0.00,6.9,3.5,-0.0,0.0,0,1.0,2,23:55,4.13,58,60,10,0,240,76,0
605.1,1053,545,2600,110,9274,83,100,42.6,1.00,268,441,0.40,7.3,0.00,6.9,3.5,-0.0,0.0,0,1.0,2,23:55,4.13,58,60,10,0,240,76,0
605.4,1053,545,2600,110,9276,83,100,42.6,1.00,268,442,0.40,7.2,0.00,6.9,3.6,0.0,0.0,0,1.0,2,23:55,4.13,58,60,10,0,240,76,0
605.6,1052,545,2600,110,9277,83,100,42.6,1.00,268,442,0.40,7.2,0.28,6.9,3.6,0.0,0.0,0,1.0,2,23:54,4.13,58,60,10,0,240,76,0
605.9,1052,544,2600,110,9279,83,100,42.6,1.00,268,442,0.40,7.2,0.28,6.9,3.6,0.1,0.0,0,1.0,2,23:54,4.13,58,60,10,0,239,76,0
606.1,1052,544,2600,110,9281,83,100,42.6,1.00,268,442,0.40,7.1,0.28,6.9,3.6,0.1,0.0,0,1.0,2,23:54,4.13,58,60,10,0,239,75,0
606.3,1052,544,2600,110,9282,83,100,42.6,1.00,268,442,0.40,7.1,0.28,7.0,3.6,0.1,0.0,0,1.0,2,23:54,4.13,58,60,10,0,239,75,0
606.6,1051,544,2600,110,9284,83,100,42.6,1.00,268,442,0.40,7.1,0.00,7.0,3.6,0.1,0.0,0,1.0,2,23:53,4.13,58,60,10,0,239,75,0
606.8,1051,544,2600,110,9286,83,100,42.6,1.00,268,442,0.40,7.1,0.00,7.0,3.7,0.1,0.0,0,1.0,2,23:53,4.13,58,60,10,0,239,75,0
607.1,1051,543,2600,110,9288,83,100,42.6,1.00,268,442,0.40,7.1,0.00,6.9,3.6,0.1,0.0,0,1.0,2,23:53,4.13,58,60,10,0,239,75,0
607.3,1051,543,2600,110,9289,83,100,42.6,1.00,268,442,0.40,7.1,0.00,6.9,3.6,0.1,0.0,0,1.0,2,23:53,4.13,58,60,10,0,239,75,0
607.6,1051,543,2600,110,9292,83,100,42.6,1.00,268,442,0.40,7.1,0.00,6.8,3.5,0.1,0.0,0,1.0,2,23:52,4.13,58,60,10,0,239,75,0
607.8,1050,543,2600,110,9293,83,100,42.6,1.00,268,442,0.40,7.0,0.00,6.8,3.5,0.1,0.0,0,1.0,2,23:52,4.13,58,60,10,0,239,75,0
608.1,1050,543,2600,110,9295,83,100,42.6,1.00,268,442,0.40,6.9,0.00,6.7,3.5,0.1,0.0,0,1.0,2,23:52,4.13,58,60,10,0,239,75,0
608.3,1050,543,2600,110,9296,83,100,42.6,1.00,268,442,0.40,6.9,0.00,6.7,3.5,0.1,0.0,0,1.0,2,23:52,4.13,58,60,10,0,239,75,0
608.6,1050,542,2600,110,9298,83,100,42.6,1.00,268,442,0.40,6.8,0.00,6.7,3.5,0.1,0.0,0,1.0,2,23:51,4.13,58,60,10,0,239,75,0
608.8,1049,542,2600,110,9300,83,100,42.6,1.00,268,442,0.40,6.8,0.00,6.7,3.5,0.0,0.0,0,1.0,2,23:51,4.13,58,60,10,0,238,75,0
609.1,1049,542,2600,110,9302,83,100,42.6,1.00,268,442,0.40,6.8,0.00,6.7,3.6,0.0,0.0,0,1.0,2,23:51,4.13,58,60,10,0,238,74,0
609.3,1049,542,2600,110,9303,84,100,42.6,1.00,268,442,0.41,6.7,0.00,6.8,3.6,0.0,0.0,0,1.0,2,23:51,4.13,58,60,10,0,238,74,0
609.6,1049,542,2600,110,9305,83,100,42.6,1.00,268,443,0.41,6.7,0.28,6.8,3.7,-0.0,0.0,0,1.0,2,23:50,4.13,58,60,10,0,238,74,0
609.9,1048,541,2600,110,9307,83,100,42.6,1.00,268,443,0.41,6.8,0.28,6.8,3.7,-0.0,0.0,0,1.0,2,23:50,4.13,58,60,10,0,238,74,0
610.1,1048,541,2600,110,9309,83,100,42.6,1.00,268,443,0.41,6.8,0.28,6.9,3.7,-0.0,0.0,0,1.0,2,23:50,4.13,58,60,10,0,238,74,0
610.3,1048,541,2600,110,9310,84,100,42.6,1.00,268,443,0.41,6.8,0.28,6.9,3.7,-0.0,0.0,0,1.0,2,23:50,4.13,58,60,10,0,238,74,0
610.6,1048,541,2600,110,9312,84,100,42.6,1.00,268,443,0.41,6.8,0.00,6.9,3.7,0.0,0.0,0,1.0,2,23:49,4.02,58,60,10,0,238,74,0
610.8,1047,541,2600,110,9313,84,100,42.6,1.00,268,443,0.41,6.9,0.00,6.9,3.7,0.0,0.0,0,1.0,2,23:49,4.02,58,60,10,0,238,74,0
611.1,1047,541,2600,110,9316,84,100,42.6,1.00,268,443,0.41,6.9,0.00,6.9,3.7,0.0,0.0,0,1.0,2,23:49,4.02,58,60,10,0,238,74,0
611.3,1047,540,2600,110,9317,83,100,42.6,1.00,268,443,0.41,6.9,0.00,6.9,3.7,0.1,0.0,0,1.0,2,23:49,4.02,58,60,10,0,238,74,0
611.6,1047,540,2600,110,9319,84,100,42.6,0.99,268,443,0.41,6.9,0.00,6.9,3.6,0.1,0.0,0,1.0,2,23:48,4.20,58,60,10,0,238,74,0
611.8,1047,540,2600,110,9320,84,100,42.6,0.99,268,443,0.41,6.9,0.00,6.8,3.6,0.1,0.0,0,1.0,2,23:48,4.20,58,60,10,0,238,74,0
612.1,1046,540,2600,110,9322,84,100,42.6,0.99,268,443,0.41,6.9,0.00,6.8,3.6,0.1,0.0,0,1.0,2,23:48,4.20,58,60,10,0,237,74,0
612.3,1046,540,2600,110,9324,84,100,42.6,0.99,268,443,0.41,6.9,0.00,6.7,3.5,0.1,0.0,0,1.0,2,23:48,4.20,58,60,10,0,237,73,0
612.6,1046,539,2600,110,9326,84,100,42.6,0.99,268,443,0.41,6.8,0.00,6.7,3.5,0.1,0.0,0,1.0,2,23:47,4.20,58,60,10,0,237,73,0
612.8,1046,539,2600,110,9327,84,100,42.6,0.99,268,443,0.41,6.8,0.00,6.7,3.5,0.1,0.0,0,1.0,2,23:47,4.20,58,60,10,0,237,73,0
613.1,1045,539,2600,110,9329,84,100,42.6,0.99,268,443,0.41,6.7,0.00,6.7,3.5,0.1,0.0,0,1.0,2,23:47,4.20,58,60,10,0,237,73,0
613.3,1045,539,2600,110,9331,84,100,42.6,0.99,268,443,0.41,6.7,0.00,6.7,3.5,0.0,0.0,0,1.0,2,23:47,4.20,58,60,10,0,237,73,0
613.6,1045,539,2600,110,9333,84,100,42.6,0.99,268,444,0.41,6.7,0.28,6.7,3.6,-0.0,0.0,0,1.0,2,23:46,4.20,58,60,10,0,237,73,0
613.8,1045,539,2600,110,9334,84,100,42.6,0.99,269,444,0.41,6.6,0.28,6.7,3.6,-0.0,0.0,0,1.0,2,23:46,4.20,58,60,10,0,237,73,0
614,1045,538,2600,110,9335,84,100,42.6,0.99,269,444,0.41,6.6,0.28,6.7,3.6,-0.1,0.0,0,1.0,2,23:46,4.20,58,60,10,0,237,73,0
614.3,1044,538,2600,110,9337,84,100,42.6,0.99,269,444,0.41,6.6,0.28,6.7,3.6,-0.1,0.0,0,1.0,2,23:46,4.20,58,60,10,0,237,73,0
614.6,1044,538,2600,110,9339,84,100,42.6,0.99,269,444,0.41,6.6,0.28,6.7,3.7,-0.1,0.0,0,1.0,2,23:45,4.20,58,60,10,0,237,73,0
614.9,1044,538,2600,110,9341,84,100,42.6,0.99,269,444,0.41,6.6,0.00,6.8,3.7,-0.1,0.0,0,1.0,2,23:45,4.20,58,60,10,0,237,73,0
615.1,1044,538,2600,110,9342,84,100,42.6,0.99,269,444,0.41,6.7,0.00,6.8,3.7,-0.1,0.0,0,1.0,2,23:45,4.20,58,60,10,0,237,73,0
615.4,1043,537,2600,110,9344,84,100,42.6,0.99,269,444,0.41,6.7,0.00,6.8,3.7,-0.1,0.0,0,1.0,2,23:45,4.20,58,60,10,0,236,73,0
615.6,1043,537,2600,110,9345,84,100,42.6,0.99,269,444,0.41,6.7,0.00,6.8,3.7,-0.1,0.0,0,1.0,2,23:44,4.20,58,60,10,0,236,73,0
615.9,1043,537,2600,110,9347,84,100,42.6,0.99,269,444,0.41,6.7,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:44,4.20,58,60,10,0,236,73,0
616.1,1043,537,2600,110,9349,84,100,42.6,0.99,269,444,0.41,6.7,0.00,6.7,3.6,-0.1,0.0,0,1.0,2,23:44,4.20,58,60,10,0,236,72,0
616.4,1043,537,2600,110,9351,84,100,42.6,0.99,269,444,0.41,6.7,0.00,6.7,3.6,-0.1,0.0,0,1.0,2,23:44,4.20,57,60,10,0,236,72,0
616.6,1042,537,2600,110,9352,84,100,42.6,0.99,269,444,0.41,6.7,0.00,6.7,3.6,-0.1,0.0,0,1.0,2,23:43,4.20,57,60,10,0,236,72,0
616.9,1042,536,2600,110,9354,84,100,42.7,0.99,269,444,0.41,6.7,0.00,6.7,3.6,-0.1,0.0,0,1.0,2,23:43,4.20,57,60,10,0,236,72,0
617.1,1042,536,2600,110,9356,84,100,42.7,0.99,269,444,0.41,6.7,0.00,6.7,3.6,-0.0,0.0,0,1.0,2,23:43,4.20,57,60,10,0,236,72,0
617.4,1042,536,2600,110,9357,84,100,42.7,0.99,269,444,0.41,6.6,0.00,6.7,3.6,0.0,0.0,0,1.0,2,23:43,4.20,57,60,10,0,236,72,0
617.6,1041,536,2600,110,9359,84,100,42.7,0.99,269,444,0.41,6.6,0.00,6.7,3.6,0.0,0.0,0,1.0,2,23:42,4.20,57,60,10,0,236,72,0
617.9,1041,536,2600,110,9361,84,100,42.7,0.99,269,445,0.41,6.6,0.28,6.7,3.6,0.1,0.0,0,1.0,2,23:42,4.20,57,60,10,0,236,72,0
618.1,1041,535,2600,110,9362,84,100,42.7,0.99,269,445,0.41,6.6,0.28,6.7,3.7,0.1,0.0,0,1.0,2,23:42,4.20,57,60,10,0,236,72,0
618.4,1041,535,2600,110,9364,84,100,42.7,0.99,269,445,0.41,6.6,0.28,6.8,3.7,0.1,0.0,0,1.0,2,23:42,4.20,57,60,10,0,236,72,0
618.6,1040,535,2600,110,9366,84,100,42.7,0.99,269,445,0.41,6.7,0.28,6.8,3.7,0.1,0.0,0,1.0,2,23:41,4.20,57,60,10,0,236,72,0
618.9,1040,535,2600,110,9368,84,100,42.7,0.99,269,445,0.41,6.7,0.00,6.9,3.8,0.2,0.0,0,1.0,2,23:41,4.08,57,60,10,0,235,72,0
619.1,1040,535,2600,110,9369,84,100,42.7,0.99,269,445,0.41,6.8,0.00,6.9,3.8,0.2,0.0,0,1.0,2,23:41,4.08,57,60,10,0,235,72,0
619.4,1040,534,2600,110,9371,84,100,42.7,0.99,269,445,0.41,6.8,0.00,6.9,3.8,0.2,0.0,0,1.0,2,23:41,4.08,57,60,10,0,235,72,0
619.6,1039,534,2600,110,9372,84,100,42.7,0.99,269,445,0.41,6.9,0.00,7.0,3.8,0.2,0.0,0,1.0,2,23:40,4.08,57,60,10,0,235,72,0
619.9,1039,534,2600,110,9374,84,100,42.7,0.99,269,445,0.41,6.9,0.00,7.0,3.8,0.2,0.0,0,1.0,2,23:40,4.08,57,60,10,0,235,72,0
620.1,1039,534,2600,110,9376,84,100,42.7,0.99,269,445,0.41,7.0,0.00,7.0,3.7,0.2,0.0,0,1.0,2,23:40,4.08,57,60,10,0,235,71,0
620.4,1039,534,2600,110,9378,84,100,42.7,0.99,269,445,0.41,7.0,0.00,6.9,3.7,0.1,0.0,0,1.0,2,23:40,4.08,57,60,10,0,235,71,0
620.6,1039,534,2600,110,9379,84,100,42.7,0.99,269,445,0.41,7.0,0.00,6.9,3.7,0.1,0.0,0,1.0,2,23:39,4.08,57,60,10,0,235,71,0
620.8,1038,534,2600,110,9381,84,100,42.7,0.99,269,445,0.41,7.0,0.00,6.9,3.6,0.1,0.0,0,1.0,2,23:39,4.08,57,60,10,0,235,71,0
621.1,1038,533,2600,110,9383,84,100,42.7,0.99,269,445,0.41,7.0,0.00,6.8,3.6,0.1,0.0,0,1.0,2,23:39,4.08,57,60,10,0,235,71,0
621.3,1038,533,2600,110,9384,84,100,42.7,0.99,269,445,0.41,7.0,0.00,6.8,3.6,0.1,0.0,0,1.0,2,23:39,4.08,57,60,10,0,235,71,0
621.6,1038,533,2600,110,9387,84,100,42.7,0.99,269,445,0.41,7.0,0.00,6.8,3.5,0.0,0.0,0,1.0,2,23:38,4.08,57,60,10,0,235,71,0
621.8,1037,533,2600,110,9388,84,100,42.7,0.99,269,445,0.41,6.9,0.00,6.8,3.5,0.0,0.0,0,1.0,2,23:38,4.08,57,60,10,0,235,71,0
622.1,1037,533,2600,110,9390,84,100,42.7,0.99,269,445,0.41,6.9,0.00,6.7,3.5,-0.0,0.0,0,1.0,2,23:38,4.08,57,60,10,0,235,71,0
622.3,1037,533,2600,110,9391,84,100,42.7,0.99,269,445,0.41,6.9,0.00,6.7,3.6,-0.1,0.0,0,1.0,2,23:38,4.08,57,60,10,0,234,71,0
622.6,1037,532,2600,110,9393,84,100,42.7,0.99,269,445,0.41,6.8,0.00,6.7,3.6,-0.1,0.0,0,1.0,2,23:37,4.08,57,60,10,0,234,71,0
622.8,1036,532,2600,110,9395,84,100,42.7,0.98,269,445,0.41,6.8,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:37,4.08,57,60,10,0,234,71,0
623.1,1036,532,2600,110,9397,84,100,42.7,0.98,269,445,0.41,6.8,0.00,6.8,3.6,-0.2,0.0,0,1.0,2,23:37,4.08,57,60,11,0,234,71,0
623.3,1036,532,2600,110,9398,84,100,42.7,0.98,269,445,0.41,6.8,0.00,6.8,3.6,-0.2,0.0,0,1.0,2,23:37,4.08,57,60,15,0,234,71,0
623.6,1036,532,2600,110,9400,84,100,42.7,0.98,269,445,0.41,6.8,0.00,6.8,3.7,-0.2,0.0,0,1.0,2,23:36,4.08,57,60,20,0,234,71,0
623.8,1035,532,2600,110,9402,84,100,42.7,0.98,269,446,0.41,6.8,0.28,6.8,3.7,-0.1,0.0,0,1.0,2,23:36,4.08,57,60,20,0,234,71,0
624.1,1035,531,2600,110,9404,84,100,42.7,0.98,269,446,0.41,6.8,0.28,6.8,3.7,-0.1,0.0,0,1.0,2,23:36,4.08,57,60,20,0,234,70,0
624.3,1035,531,2600,110,9405,84,100,42.7,0.98,269,446,0.41,6.8,0.28,6.8,3.7,-0.1,0.0,0,1.0,2,23:36,4.08,57,60,20,0,234,70,0
624.6,1035,531,2600,110,9407,84,100,42.7,0.98,269,446,0.41,6.8,0.28,6.8,3.7,-0.0,0.0,0,1.0,2,23:35,4.08,57,60,20,0,234,70,0
624.8,1034,531,2600,110,9409,84,100,42.7,0.98,269,446,0.41,6.9,0.00,6.8,3.6,0.0,0.0,0,1.0,2,23:35,4.08,57,60,20,0,233,70,0
625.1,1034,531,2600,110,9411,84,100,42.7,0.98,269,446,0.41,6.9,0.00,6.8,3.6,0.1,0.0,0,1.0,2,23:35,4.08,57,60,20,0,233,70,0
625.3,1034,531,2600,110,9412,84,100,42.7,0.98,269,446,0.41,6.9,0.00,6.8,3.6,0.1,0.0,0,1.0,2,23:35,4.08,57,60,20,0,233,70,0
625.6,1034,531,2600,110,9414,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.8,3.7,0.1,0.0,0,1.0,2,23:34,4.08,57,60,20,0,233,70,0
625.8,1033,530,2600,110,9415,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.8,3.7,0.2,0.0,0,1.0,2,23:34,3.97,57,60,20,0,233,70,0
626.1,1033,530,2600,110,9417,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.9,3.7,0.2,0.0,0,1.0,2,23:34,3.97,57,60,20,0,233,70,0
626.3,1033,530,2600,110,9419,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.9,3.7,0.2,0.0,0,1.0,2,23:34,3.97,57,60,20,0,233,70,0
626.5,1033,530,2600,110,9420,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.9,3.7,0.2,0.0,0,1.0,2,23:33,3.97,57,60,20,0,233,70,0
626.8,1032,530,2600,110,9422,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.9,3.7,0.1,0.0,0,1.0,2,23:33,4.17,57,60,20,0,233,70,0
627,1032,530,2600,110,9424,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.9,3.7,0.1,0.0,0,1.0,2,23:33,4.17,57,60,20,0,233,69,0
627.3,1032,529,2600,110,9426,84,100,42.7,0.98,268,446,0.41,7.0,0.00,6.9,3.7,0.1,0.0,0,1.0,2,23:33,4.17,57,60,20,0,232,69,0
627.5,1032,529,2600,110,9427,84,100,42.7,0.98,268,446,0.41,7.0,0.00,6.9,3.7,0.1,0.0,0,1.0,2,23:32,4.17,57,60,20,0,232,69,0
627.8,1031,529,2600,110,9429,84,100,42.7,0.98,268,446,0.41,7.0,0.00,6.9,3.7,0.0,0.0,0,1.0,2,23:32,3.93,57,60,20,0,232,69,0
628,1031,529,2600,110,9431,84,100,42.7,0.98,268,446,0.41,7.0,0.00,6.9,3.7,0.0,0.0,0,1.0,2,23:32,3.93,57,60,20,0,232,69,0
628.3,1031,529,2600,110,9433,84,100,42.7,0.98,268,446,0.41,7.0,0.00,6.9,3.6,-0.0,0.0,0,1.0,2,23:32,3.93,57,60,20,0,232,69,0
628.5,1031,529,2600,110,9434,84,100,42.7,0.98,268,446,0.41,7.0,0.00,6.9,3.6,-0.0,0.0,0,1.0,2,23:31,3.93,57,60,20,0,232,69,0
628.8,1030,529,2600,110,9436,84,100,42.7,0.98,268,446,0.41,7.0,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:31,4.10,57,60,20,0,232,69,0
629,1030,528,2600,110,9438,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:31,4.10,57,60,20,0,232,69,0
629.3,1030,528,2600,110,9440,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:31,4.10,57,60,20,0,232,69,0
629.5,1030,528,2600,110,9441,84,100,42.7,0.98,268,446,0.41,6.9,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:30,4.10,57,60,20,0,231,69,0
629.8,1029,528,2600,110,9443,84,100,42.7,0.98,268,446,0.41,6.8,0.00,6.7,3.6,-0.1,0.0,0,1.0,2,23:30,4.10,57,60,20,0,231,69,0
630,1029,528,2600,110,9445,84,100,42.7,0.98,268,446,0.41,6.8,0.00,6.7,3.6,-0.2,0.0,0,1.0,2,23:30,4.10,57,60,20,0,231,69,0
630.3,1029,528,2600,110,9447,84,100,42.7,0.98,268,446,0.41,6.8,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:30,4.10,57,60,20,0,231,68,0
630.5,1029,528,2600,110,9448,84,100,42.7,0.98,268,446,0.41,6.8,0.00,6.8,3.6,-0.1,0.0,0,1.0,2,23:29,4.10,57,60,20,0,231,68,0
630.8,1028,527,2600,110,9450,84,100,42.7,0.98,268,446,0.41,6.8,0.00,6.8,3.7,-0.2,0.0,0,1.0,2,23:29,4.10,57,60,20,0,231,68,0
631,1028,527,2600,110,9452,84,100,42.7,0.98,268,446,0.41,6.8,0.00,6.9,3.7,-0.2,0.0,0,1.0,2,23:29,4.10,56,60,20,0,231,68,0
631.3,1028,527,2600,110,9454,84,100,42.7,0.98,268,446,0.41,6.8,0.00,6.9,3.8,-0.2,0.0,0,1.0,2,23:29,4.10,56,60,20,0,231,68,0
