"Time, s","Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]",RPM[1],RPM[2],"Manifold pressure, atm[1]","Manifold pressure, atm[2]","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %[1]","Propeller efficiency, %[2]",Supercharger gear[1],Supercharger gear[2],"Throttle, %[1]","Throttle, %[2]","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %[1]","Mixture, %[2]","Radiator, %[1]","Radiator, %[2]","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
332.7,1960,1960,1031,1031,2900,2900,1.61,1.61,23.4,0.20,20.6,86,86,2,2,110,110,09:30,8303,18,60,60,100,100,0,0.0,0,288,448,89202.7,777.3
333.2,1959,1959,1030,1030,2900,2900,1.61,1.61,23.4,0.19,20.7,86,86,2,2,110,110,09:30,8313,18,60,60,100,100,0,0.0,0,288,448,89302.0,777.3
333.7,1959,1959,1029,1029,2900,2900,1.61,1.61,22.3,0.16,20.7,86,86,2,2,110,110,09:29,8324,18,60,60,100,100,0,0.0,0,288,448,89408.8,834.3
334.2,1959,1959,1028,1028,2900,2900,1.61,1.61,22.3,0.12,20.7,86,86,2,2,110,110,09:29,8334,18,60,60,100,100,0,0.0,0,288,448,89506.4,834.3
334.7,1958,1958,1027,1027,2901,2901,1.61,1.61,22.3,0.13,20.4,86,86,2,2,110,110,09:28,8344,16,60,60,100,100,0,0.0,0,288,449,89631.2,830.8
335.2,1958,1958,1026,1026,2900,2900,1.61,1.61,22.3,0.15,20.1,86,86,2,2,110,110,09:28,8355,16,60,60,100,100,0,0.0,0,288,449,89747.1,830.8
335.7,1957,1957,1024,1024,2900,2900,1.61,1.61,21.7,0.15,19.9,86,86,2,2,110,110,09:27,8365,17,60,60,100,100,0,0.0,0,288,449,89848.2,858.9
336.2,1957,1957,1023,1023,2900,2900,1.61,1.61,21.7,0.14,19.8,86,86,2,2,110,110,09:27,8375,18,60,60,100,100,0,0.0,0,288,450,89968.2,858.9
336.7,1956,1956,1022,1022,2900,2900,1.61,1.61,22.1,0.17,19.8,86,86,2,2,110,110,09:26,8385,18,60,60,100,100,0,0.0,0,288,450,90076.9,834.9
337.2,1956,1956,1021,1021,2900,2900,1.61,1.61,22.1,0.17,19.8,86,86,2,2,110,110,09:26,8395,18,60,60,100,100,0,0.0,0,288,450,90179.1,834.9
337.7,1955,1955,1020,1020,2900,2900,1.61,1.61,21.8,0.17,19.8,86,86,2,2,110,110,09:25,8405,18,60,60,100,100,0,0.0,0,288,451,90296.2,849.5
338.2,1955,1955,1019,1019,2900,2900,1.61,1.61,21.8,0.19,19.8,86,86,2,2,110,110,09:25,8414,18,60,60,100,100,0,0.0,0,288,451,90397.8,849.5
338.7,1955,1955,1018,1018,2900,2900,1.61,1.61,22.2,0.19,19.8,86,86,2,2,110,110,09:24,8424,18,60,60,100,100,0,0.0,0,288,451,90501.4,825.7
339.2,1954,1954,1017,1017,2900,2900,1.61,1.61,22.2,0.18,19.8,86,86,2,2,110,110,09:24,8434,18,60,60,100,100,0,0.0,0,288,452,90602.6,825.7
339.7,1954,1954,1015,1015,2900,2900,1.61,1.61,22.1,0.20,19.7,86,86,2,2,110,110,09:23,8444,18,60,60,100,100,0,0.0,0,288,452,90726.6,828.6
340.2,1953,1953,1014,1014,2900,2900,1.61,1.61,22.1,0.19,19.6,86,86,2,2,110,110,09:23,8454,17,60,60,100,100,0,0.0,0,288,452,90815.1,828.6
340.7,1953,1953,1013,1013,2900,2900,1.61,1.61,20.1,0.11,19.5,86,86,2,2,110,110,09:22,8464,17,60,60,100,100,0,0.0,0,288,451,90894.5,934.7
341.3,1952,1952,1012,1012,2900,2900,1.61,1.61,20.1,0.09,19.4,86,86,2,2,110,110,09:22,8473,18,60,60,100,100,0,0.0,0,288,452,91001.6,934.7
341.8,1952,1952,1011,1011,2900,2900,1.61,1.61,20.6,0.08,19.3,86,86,2,2,110,110,09:21,8483,18,60,60,100,100,0,0.0,0,289,452,91107.8,901.3
342.3,1952,1952,1010,1010,2900,2900,1.61,1.61,20.6,0.09,19.3,86,86,2,2,110,110,09:21,8493,18,60,60,100,100,0,0.0,0,289,452,91210.3,901.3
342.8,1951,1951,1008,1008,2900,2900,1.61,1.61,21.1,0.12,19.2,86,86,2,2,110,110,09:20,8502,18,60,60,100,100,0,0.0,0,289,453,91324.9,870.5
343.3,1951,1951,1007,1007,2900,2900,1.61,1.61,21.1,0.14,19.3,86,86,2,2,110,110,09:20,8512,18,60,60,100,100,0,0.0,0,289,453,91432.5,870.5
343.8,1950,1950,1006,1006,2900,2900,1.61,1.61,21.2,0.15,19.3,86,86,2,2,110,110,09:19,8522,19,60,60,100,100,0,0.0,0,289,453,91534.3,862.7
344.3,1950,1950,1005,1005,2900,2900,1.61,1.61,21.2,0.18,19.4,86,86,2,2,110,110,09:19,8532,19,60,60,100,100,0,0.0,0,289,454,91657.5,862.7
344.8,1949,1949,1004,1004,2900,2900,1.61,1.61,22.0,0.19,19.5,86,86,2,2,110,110,09:18,8541,19,60,60,100,100,0,0.6,0,289,454,91753.8,817.7
345.3,1949,1949,1003,1003,2900,2900,1.61,1.61,22.0,0.18,19.6,86,86,2,2,110,110,09:18,8551,19,60,60,100,100,0,0.6,0,289,454,91854.1,817.7
345.8,1949,1949,1002,1002,2900,2900,1.61,1.61,21.2,0.15,19.7,86,86,2,2,110,110,09:17,8561,19,60,60,100,100,0,0.0,0,289,455,91959.2,854.1
346.3,1948,1948,1001,1001,2900,2900,1.61,1.61,21.2,0.17,19.8,86,86,2,2,110,110,09:17,8571,18,60,60,100,100,0,0.0,0,289,455,92075.5,854.1
346.8,1948,1948,1000,1000,2900,2900,1.61,1.61,22.0,0.17,19.8,85,85,2,2,110,110,09:16,8581,18,60,60,100,100,0,0.0,0,289,455,92178.7,809.6
347.3,1947,1947,999,999,2900,2900,1.61,1.61,22.0,0.16,19.7,85,85,2,2,110,110,09:16,8591,16,60,60,100,100,0,0.0,0,289,456,92282.4,809.6
347.8,1947,1947,998,998,2900,2900,1.61,1.61,21.1,0.14,19.5,85,85,2,2,110,110,09:15,8601,16,60,60,100,100,0,0.0,0,289,456,92381.2,854.2
348.3,1946,1946,996,996,2900,2900,1.61,1.61,21.1,0.15,19.4,85,85,2,2,110,110,09:15,8611,17,60,60,100,100,0,0.0,0,289,456,92503.6,854.2
348.8,1946,1946,995,995,2900,2900,1.61,1.61,21.5,0.16,19.3,85,85,2,2,110,110,09:14,8620,17,60,60,100,100,0,0.0,0,289,456,92600.6,829.7
349.3,1946,1946,994,994,2900,2900,1.61,1.61,21.5,0.16,19.2,85,85,2,2,110,110,09:14,8630,18,60,60,100,100,0,0.0,0,289,457,92702.4,829.7
349.8,1945,1945,993,993,2900,2900,1.61,1.61,21.3,0.17,19.1,85,85,2,2,110,110,09:13,8640,18,60,60,100,100,0,0.0,0,289,457,92823.3,838.2
350.3,1945,1945,992,992,2900,2900,1.61,1.61,21.3,0.18,19.1,85,85,2,2,110,110,09:13,8649,18,60,60,100,100,0,0.0,0,289,458,92922.9,838.2
350.8,1944,1944,990,990,2900,2900,1.61,1.61,21.3,0.17,19.1,85,85,2,2,110,110,09:12,8659,18,60,60,100,100,0,0.0,0,289,458,93025.5,835.1
351.3,1944,1944,989,989,2900,2900,1.61,1.61,21.3,0.18,19.1,85,85,2,2,110,110,09:12,8668,18,60,60,100,100,0,0.0,0,289,458,93133.2,835.1
351.8,1944,1944,988,988,2900,2900,1.61,1.61,21.7,0.20,19.1,85,85,2,2,110,110,09:11,8678,18,60,60,100,100,0,0.0,0,289,459,93244.4,812.6
352.3,1943,1943,987,987,2900,2900,1.61,1.61,21.7,0.19,19.1,85,85,2,2,110,110,09:11,8687,18,60,60,100,100,0,0.0,0,289,459,93337.8,812.6
352.8,1943,1943,986,986,2900,2900,1.61,1.61,21.0,0.17,19.1,85,85,2,2,110,110,09:10,8697,18,60,60,100,100,0,0.0,0,289,459,93438.2,846.1
353.3,1942,1942,985,985,2900,2900,1.61,1.61,21.0,0.18,19.0,85,85,2,2,110,110,09:10,8706,18,60,60,100,100,0,0.0,0,289,459,93551.6,846.1
353.8,1942,1942,984,984,2900,2900,1.61,1.61,21.6,0.18,19.0,85,85,2,2,110,110,09:09,8716,18,60,60,100,100,0,0.0,0,289,460,93658.4,812.4
361.4,1928,1935,911,947,2795,2832,1.61,1.61,2.9,-1.07,17.2,77,79,2,2,110,110,09:03,8855,21,48,48,100,100,0,0.0,0,276,443,94447.6,1685.6
361.9,1934,1947,944,963,2858,2885,1.61,1.62,10.7,-0.78,17.1,79,80,2,2,110,110,09:02,8864,21,48,48,100,100,0,0.0,0,276,444,94560.3,1310.7
362.4,1934,1941,954,967,2864,2909,1.61,1.61,10.7,-0.56,17.1,80,81,2,2,110,110,09:02,8872,21,48,48,100,100,0,0.0,0,276,444,94631.6,1310.7
362.9,1934,1930,947,962,2876,2886,1.61,1.61,13.4,-0.42,17.1,80,81,2,2,110,110,09:01,8881,21,48,48,100,100,0,0.0,0,276,444,94721.5,1170.8
363.4,1934,1936,955,950,2895,2893,1.61,1.61,13.4,-0.28,17.0,80,80,2,2,110,110,09:01,8889,21,48,48,100,100,0,0.0,0,276,444,94809.8,1170.8
363.9,1933,1936,958,960,2895,2906,1.61,1.61,16.1,-0.17,17.0,81,81,2,2,110,110,09:00,8898,21,48,48,100,100,0,0.0,0,277,445,94912.2,1022.2
364.4,1933,1931,954,958,2895,2897,1.61,1.61,16.1,-0.06,17.0,80,81,2,2,110,110,09:00,8907,22,43,43,100,100,0,0.0,0,277,445,95025.1,1022.2
364.9,1933,1933,954,952,2900,2898,1.61,1.61,18.5,0.04,17.1,80,80,2,2,110,110,08:59,8915,22,42,42,100,100,0,0.0,0,277,446,95114.8,883.0
365.4,1932,1933,955,955,2900,2903,1.61,1.61,18.5,0.11,17.2,81,81,2,2,110,110,08:59,8924,22,42,42,100,100,0,0.0,0,277,446,95226.8,883.0
365.9,1932,1931,953,954,2899,2899,1.61,1.61,19.8,0.17,17.2,81,81,2,2,110,110,08:58,8932,22,42,42,100,100,0,0.0,0,277,447,95322.5,815.5
366.4,1932,1932,952,951,2900,2899,1.61,1.61,19.8,0.19,17.3,81,80,2,2,110,110,08:58,8941,22,42,42,100,100,0,0.0,0,277,447,95419.5,815.5
366.9,1931,1932,951,951,2900,2901,1.61,1.61,20.1,0.21,17.3,81,81,2,2,110,110,08:57,8949,22,42,42,100,100,0,0.0,0,277,448,95523.7,795.8
367.4,1931,1931,950,950,2900,2900,1.61,1.61,20.1,0.23,17.4,81,81,2,2,110,110,08:57,8959,22,42,42,100,100,0,0.0,0,277,448,95635.4,795.8
367.9,1931,1931,949,948,2900,2900,1.61,1.61,19.7,0.21,17.4,81,80,2,2,110,110,08:56,8967,22,42,42,100,100,0,0.0,0,277,448,95693.4,815.3
368.4,1930,1930,948,948,2901,2901,1.61,1.61,19.7,0.16,17.3,81,81,2,2,110,110,08:56,8976,17,42,42,100,100,0,0.0,0,277,448,95798.4,815.3
368.9,1930,1930,948,948,2901,2901,1.61,1.61,18.8,0.17,16.8,81,81,2,2,110,110,08:55,8984,17,42,42,100,100,0,0.0,0,278,448,95890.2,865.8
369.4,1930,1929,946,946,2900,2900,1.61,1.61,18.8,0.18,16.3,81,81,2,2,110,110,08:55,8993,18,42,42,100,100,0,0.0,0,278,449,96005.5,865.8
369.9,1929,1930,945,945,2900,2901,1.61,1.61,19.4,0.23,15.9,81,81,2,2,110,110,08:54,9001,17,42,42,100,100,0,0.0,0,278,450,96111.7,828.8
370.4,1929,1929,944,944,2900,2900,1.61,1.61,19.4,0.30,15.5,81,81,2,2,110,110,08:54,9009,18,42,42,100,100,0,0.0,0,278,451,96230.6,828.8
370.9,1929,1929,942,942,2900,2900,1.61,1.61,18.8,0.30,15.2,81,81,2,2,110,110,08:53,9017,19,42,42,100,100,0,0.0,0,279,451,96306.6,860.5
371.4,1929,1929,941,941,2900,2900,1.61,1.61,18.8,0.30,14.9,81,81,2,2,110,110,08:53,9024,19,42,42,100,100,0,0.0,0,279,452,96397.6,860.5
371.9,1928,1928,940,940,2900,2900,1.61,1.61,19.5,0.34,14.8,81,81,2,2,110,110,08:52,9032,19,42,42,100,100,0,0.0,0,279,453,96518.1,818.4
372.4,1928,1928,939,939,2900,2900,1.61,1.61,19.5,0.36,14.6,81,81,2,2,110,110,08:52,9039,19,42,42,100,100,0,0.0,0,279,453,96602.5,818.4
372.9,1928,1928,937,937,2900,2900,1.61,1.61,18.8,0.34,14.5,81,81,2,2,110,110,08:51,9047,20,42,42,100,100,0,0.0,0,280,454,96700.8,856.6
373.4,1927,1927,936,936,2900,2900,1.61,1.61,18.8,0.36,14.4,81,81,2,2,110,110,08:51,9054,20,42,42,100,100,0,0.0,0,280,455,96804.8,856.6
373.9,1927,1927,935,935,2900,2900,1.61,1.61,19.6,0.38,14.4,81,81,2,2,110,110,08:50,9061,20,42,42,100,100,0,0.0,0,280,455,96890.3,808.8
374.4,1927,1927,934,934,2900,2900,1.61,1.61,19.6,0.38,14.3,81,81,2,2,110,110,08:50,9068,20,42,42,100,100,0,0.0,0,281,456,96981.7,808.8
374.9,1927,1927,933,933,2900,2900,1.61,1.61,19.2,0.40,14.3,81,81,2,2,110,110,08:49,9075,20,42,42,100,100,0,0.0,0,281,457,97080.8,829.7
375.4,1926,1926,931,931,2900,2900,1.61,1.61,19.2,0.42,14.3,81,81,2,2,110,110,08:49,9082,21,42,42,100,100,0,0.0,0,281,458,97174.2,829.7
375.9,1926,1926,930,930,2900,2900,1.61,1.61,19.0,0.40,14.3,81,81,2,2,110,110,08:48,9090,21,42,42,100,100,0,0.0,0,282,458,97272.0,842.1
376.4,1926,1926,929,929,2900,2900,1.61,1.61,19.0,0.39,14.4,81,81,2,2,110,110,08:48,9097,20,42,42,100,100,0,0.0,0,282,459,97372.4,842.1
376.9,1926,1926,928,928,2900,2900,1.61,1.61,20.2,0.41,14.4,81,81,2,2,110,110,08:47,9104,20,42,42,100,100,0,0.0,0,282,460,97469.4,774.9
377.4,1925,1925,927,927,2900,2900,1.61,1.61,20.2,0.40,14.4,81,81,2,2,110,110,08:47,9111,20,42,42,100,100,0,0.0,0,283,460,97552.1,774.9
377.9,1925,1925,926,926,2900,2900,1.61,1.61,18.8,0.40,14.4,81,81,2,2,110,110,08:46,9118,20,42,42,100,100,0,0.0,0,283,461,97652.6,846.9
378.4,1925,1925,924,924,2900,2900,1.61,1.61,18.8,0.42,14.4,81,81,2,2,110,110,08:46,9125,20,42,42,100,100,0,0.0,0,283,462,97754.0,846.9
378.9,1924,1924,923,923,2900,2900,1.61,1.61,19.5,0.41,14.4,81,81,2,2,110,110,08:45,9133,20,42,42,100,100,0,0.0,0,283,462,97841.9,809.4
379.4,1924,1924,922,922,2900,2900,1.61,1.61,19.5,0.37,14.4,81,81,2,2,110,110,08:45,9140,20,42,42,100,100,0,0.0,0,284,463,97929.5,809.4
379.9,1924,1924,921,921,2900,2900,1.61,1.61,19.3,0.38,14.4,81,81,2,2,110,110,08:44,9147,20,42,42,100,100,0,0.0,0,284,464,98032.1,821.5
380.4,1924,1924,920,920,2900,2900,1.61,1.61,19.3,0.41,14.5,81,81,2,2,110,110,08:44,9155,19,42,42,100,100,0,0.0,0,284,465,98141.8,821.5
380.9,1923,1923,919,919,2900,2900,1.61,1.61,18.9,0.38,14.5,81,81,2,2,110,110,08:43,9162,19,42,42,100,100,0,0.0,0,285,465,98213.7,838.5
381.4,1923,1923,918,918,2900,2900,1.61,1.61,18.9,0.35,14.5,81,81,2,2,110,110,08:43,9169,19,42,42,100,100,0,0.0,0,285,466,98311.6,838.5
382.0,1923,1923,917,917,2900,2900,1.61,1.61,19.5,0.35,14.5,81,81,2,2,110,110,08:42,9177,19,42,42,100,100,0,0.0,0,285,467,98427.3,804.2
382.5,1923,1923,916,916,2900,2900,1.61,1.61,19.5,0.39,14.5,81,81,2,2,110,110,08:42,9184,19,42,42,100,100,0,0.0,0,285,467,98503.6,804.2
383.0,1922,1922,914,914,2900,2900,1.61,1.61,18.9,0.36,14.5,81,81,2,2,110,110,08:41,9191,19,42,42,100,100,0,0.0,0,286,467,98590.0,831.8
383.5,1921,1922,913,913,2900,2900,1.61,1.61,18.9,0.35,14.6,81,81,2,2,110,110,08:41,9198,19,42,42,100,100,0,0.0,0,286,468,98686.8,831.8
384.0,1919,1922,912,912,2900,2900,1.61,1.61,19.5,0.37,14.6,81,81,2,2,110,110,08:40,9206,19,42,42,100,100,0,0.0,0,286,469,98795.3,798.8
384.5,1916,1921,910,911,2900,2900,1.60,1.61,19.5,0.34,14.7,82,81,2,2,110,110,08:40,9213,19,42,42,100,100,0,0.0,0,286,470,98891.7,798.8
385.0,1914,1921,909,910,2900,2900,1.60,1.61,18.8,0.32,14.8,82,81,2,2,110,110,08:39,9221,19,42,42,100,100,0,0.0,0,287,470,98962.5,832.1
385.5,1912,1921,907,909,2900,2900,1.60,1.61,18.8,0.31,14.8,82,81,2,2,110,110,08:39,9228,19,42,42,100,100,0,0.0,0,287,470,99060.4,832.1
386.0,1910,1920,906,908,2900,2900,1.60,1.61,19.0,0.30,14.9,82,81,2,2,110,110,08:38,9236,19,42,42,100,100,0,0.0,0,287,471,99157.0,821.1
386.5,1907,1920,905,907,2900,2900,1.60,1.61,19.0,0.35,15.0,82,81,2,2,110,110,08:38,9243,19,42,42,100,100,0,0.0,0,287,472,99263.2,821.1
387.0,1905,1920,903,906,2900,2900,1.60,1.61,19.9,0.37,15.0,82,81,2,2,110,110,08:37,9251,19,42,42,100,100,0,0.0,0,287,473,99368.1,773.6
387.5,1903,1920,902,905,2900,2900,1.60,1.61,19.9,0.35,15.0,82,81,2,2,110,110,08:37,9258,18,42,42,100,100,0,0.0,0,288,472,99431.5,773.6
388.0,1901,1919,901,904,2900,2900,1.59,1.61,18.3,0.31,14.9,82,82,2,2,110,110,08:36,9266,16,42,42,100,100,0,0.0,0,288,473,99527.7,855.5
388.5,1899,1919,900,904,2900,2900,1.59,1.61,18.3,0.31,14.6,82,82,2,2,110,110,08:36,9273,16,42,42,100,100,0,0.0,0,288,474,99627.2,855.5
389.0,1897,1919,898,902,2900,2900,1.59,1.61,19.2,0.34,14.4,82,82,2,2,110,110,08:35,9280,17,42,42,100,100,0,0.0,0,288,475,99734.0,803.5
389.5,1894,1919,897,901,2900,2900,1.59,1.61,19.2,0.37,14.2,82,82,2,2,110,110,08:35,9287,16,42,42,100,100,0,0.0,0,289,475,99811.8,803.5
390.0,1892,1918,896,900,2900,2900,1.59,1.61,18.4,0.34,14.0,82,82,2,2,110,110,08:34,9295,17,42,42,100,100,0,0.0,0,289,476,99909.8,843.2
390.5,1890,1918,895,899,2900,2900,1.59,1.61,18.4,0.34,13.9,82,82,2,2,110,110,08:34,9302,18,42,42,100,100,0,0.0,0,289,476,100008.4,843.2
391.0,1888,1918,894,898,2900,2900,1.58,1.61,18.9,0.37,13.8,83,82,2,2,110,110,08:33,9309,17,42,42,100,100,0,0.0,0,289,477,100110.6,817.1
391.5,1886,1918,892,897,2900,2900,1.58,1.61,18.9,0.36,13.7,83,82,2,2,110,110,08:33,9315,18,42,42,100,100,0,0.0,0,290,478,100176.9,817.1
392.0,1884,1917,891,895,2900,2900,1.58,1.61,17.6,0.35,13.6,83,82,2,2,110,110,08:32,9322,18,42,42,100,100,0,0.0,0,290,478,100270.4,881.6
392.5,1882,1917,890,894,2900,2900,1.58,1.61,17.6,0.37,13.6,83,82,2,2,110,110,08:32,9329,18,42,42,100,100,0,0.0,0,290,479,100370.0,881.6
393.0,1881,1917,891,893,2899,2900,1.58,1.61,19.3,0.39,13.6,83,82,2,2,110,110,08:31,9336,18,42,42,100,100,0,0.0,0,290,480,100469.5,792.9
393.5,1879,1917,893,892,2898,2900,1.58,1.61,19.3,0.36,13.6,83,82,2,2,110,110,08:31,9343,18,42,42,100,100,0,0.0,0,291,480,100549.2,792.9
394.0,1877,1916,895,891,2898,2900,1.58,1.61,18.1,0.36,13.6,84,82,2,2,110,110,08:30,9350,18,42,42,100,100,0,0.0,0,291,481,100643.6,858.7
394.5,1875,1916,896,890,2898,2900,1.57,1.61,18.1,0.37,13.6,84,82,2,2,110,110,08:30,9356,18,42,42,100,100,0,0.0,0,291,482,100743.5,858.7
395.0,1873,1916,896,889,2899,2900,1.57,1.61,18.7,0.38,13.7,84,82,2,2,110,110,08:29,9363,18,42,42,100,100,0,0.6,0,291,482,100822.5,831.5
395.5,1871,1916,895,888,2900,2900,1.57,1.61,18.7,0.36,13.8,84,82,2,2,110,110,08:29,9370,18,42,42,100,100,0,0.6,0,292,483,100905.7,831.5
396.0,1869,1915,894,887,2900,2900,1.57,1.61,18.5,0.35,13.9,85,82,2,2,110,110,08:28,9377,18,42,42,100,100,0,0.6,0,292,484,101010.0,838.6
396.5,1867,1913,893,885,2899,2900,1.57,1.61,18.5,0.36,13.9,85,82,2,2,110,110,08:28,9384,18,36,36,100,100,0,0.0,0,292,484,101104.2,838.6
397.0,1865,1911,893,884,2899,2900,1.57,1.61,19.2,0.37,14.0,85,82,2,2,110,110,08:27,9391,18,36,36,100,100,0,0.0,0,292,485,101185.9,803.8
397.5,1863,1909,892,883,2900,2900,1.57,1.60,19.2,0.35,14.0,85,82,2,2,110,110,08:27,9398,17,36,36,100,100,0,0.0,0,293,485,101271.1,803.8
398.0,1861,1907,891,882,2900,2900,1.56,1.60,18.2,0.35,14.0,85,82,2,2,110,110,08:26,9405,17,36,36,100,100,0,0.0,0,293,486,101366.1,852.4
398.5,1859,1905,890,880,2900,2900,1.56,1.60,18.2,0.37,14.0,85,82,2,2,110,110,08:26,9412,17,36,36,100,100,0,0.0,0,293,487,101471.0,852.4
399.0,1857,1903,889,879,2900,2900,1.56,1.60,19.2,0.39,14.0,85,82,2,2,110,110,08:25,9419,17,36,36,100,100,0,0.0,0,293,487,101555.4,795.4
399.5,1855,1901,888,877,2900,2900,1.56,1.60,19.2,0.35,14.0,85,82,2,2,110,110,08:25,9426,18,36,36,100,100,0,0.0,0,294,487,101633.0,795.4
400.1,1853,1898,887,876,2900,2900,1.56,1.60,17.4,0.32,14.1,85,82,2,2,110,110,08:24,9433,18,36,36,100,100,0,0.6,0,294,488,101712.5,883.2
400.6,1851,1896,886,875,2900,2900,1.56,1.60,17.4,0.32,14.2,85,82,2,2,110,110,08:24,9440,18,36,36,100,100,0,0.6,0,294,489,101817.8,883.2
401.1,1848,1894,884,874,2900,2900,1.56,1.59,18.6,0.33,14.3,86,83,2,2,110,110,08:23,9448,18,36,36,100,100,0,0.0,0,294,489,101924.0,823.8
401.6,1847,1892,883,873,2900,2900,1.55,1.59,18.6,0.34,14.3,86,83,2,2,110,110,08:23,9455,18,36,36,100,100,0,0.6,0,294,490,102026.5,823.8
402.1,1844,1890,882,872,2900,2900,1.55,1.59,18.4,0.32,14.4,86,83,2,2,110,110,08:22,9462,18,36,36,100,100,0,0.0,0,294,490,102075.9,828.1
402.6,1842,1888,881,871,2900,2900,1.55,1.59,18.4,0.28,14.5,86,83,2,2,110,110,08:22,9469,17,36,36,100,100,0,0.0,0,295,490,102165.1,828.1
403.1,1840,1886,880,870,2900,2900,1.55,1.59,17.6,0.25,14.5,86,83,2,2,110,110,08:21,9477,17,36,36,100,100,0,0.0,0,295,491,102256.7,864.4
403.6,1838,1883,879,869,2900,2900,1.55,1.59,17.6,0.27,14.5,86,83,2,2,110,110,08:21,9484,17,36,36,100,100,0,0.0,0,295,492,102361.4,864.4
404.1,1836,1881,877,868,2900,2900,1.55,1.58,18.7,0.29,14.5,86,83,2,2,110,110,08:20,9491,17,36,36,100,100,0,0.0,0,295,492,102448.5,809.3
404.6,1834,1879,876,867,2900,2900,1.54,1.58,18.7,0.31,14.5,86,83,2,2,110,110,08:20,9499,16,36,36,100,100,0,0.0,0,295,493,102561.7,809.3
405.1,1832,1877,875,868,2900,2899,1.54,1.58,19.3,0.32,14.5,86,83,2,2,110,110,08:19,9506,16,36,36,100,100,0,0.0,0,295,494,102651.3,778.5
405.6,1830,1874,874,870,2900,2898,1.54,1.58,19.3,0.28,14.5,86,84,2,2,110,110,08:19,9513,16,36,36,100,100,0,0.0,0,296,493,102709.3,778.5
406.1,1828,1872,873,872,2900,2898,1.54,1.58,17.1,0.24,14.4,86,84,2,2,110,110,08:18,9520,16,36,36,100,100,0,0.0,0,296,494,102788.2,890.4
406.6,1825,1870,871,873,2900,2898,1.54,1.58,17.1,0.23,14.4,86,84,2,2,110,110,08:18,9528,16,36,36,100,100,0,0.0,0,296,494,102890.6,890.4
407.1,1823,1868,870,873,2900,2900,1.54,1.57,18.0,0.26,14.3,86,85,2,2,110,110,08:17,9535,16,36,36,100,100,0,0.0,0,296,495,102985.4,850.1
407.6,1821,1867,869,872,2900,2900,1.54,1.57,18.0,0.26,14.3,86,85,2,2,110,110,08:17,9542,16,36,36,100,100,0,0.0,0,296,496,103082.9,850.1
408.1,1819,1864,867,870,2900,2900,1.53,1.57,18.9,0.31,14.4,86,85,2,2,110,110,08:16,9549,18,36,36,100,100,0,0.8,0,296,496,103177.0,800.9
408.6,1817,1862,866,869,2900,2899,1.53,1.57,18.9,0.30,14.5,86,85,2,2,110,110,08:16,9556,18,36,36,100,100,0,0.8,0,296,496,103244.2,800.9
409.1,1815,1860,865,869,2900,2899,1.53,1.57,17.3,0.26,14.6,87,85,2,2,110,110,08:15,9564,17,36,36,100,100,0,0.8,0,297,496,103325.1,875.2
409.6,1813,1858,864,868,2900,2899,1.53,1.57,17.3,0.22,14.7,87,85,2,2,110,110,08:15,9571,17,36,36,100,100,0,0.6,0,297,496,103398.9,875.2
410.1,1811,1856,862,868,2900,2900,1.53,1.57,17.4,0.21,14.8,87,85,2,2,110,110,08:14,9578,17,36,36,100,100,0,0.6,0,297,497,103495.7,869.8
410.6,1809,1853,861,867,2900,2900,1.53,1.56,17.4,0.22,14.9,87,85,2,2,110,110,08:14,9586,17,36,36,100,100,0,0.6,0,297,498,103590.4,869.8
411.1,1807,1851,860,866,2900,2900,1.52,1.56,17.8,0.21,15.0,87,85,2,2,110,110,08:13,9593,17,36,36,100,100,0,0.8,0,297,498,103665.6,843.3
411.6,1804,1849,859,865,2900,2900,1.52,1.56,17.8,0.22,15.1,87,85,2,2,110,110,08:13,9601,17,36,36,100,100,0,0.6,0,297,498,103772.3,843.3
412.1,1802,1846,858,864,2900,2900,1.52,1.56,18.6,0.23,15.2,87,85,2,2,110,110,08:12,9609,17,36,36,100,100,0,0.6,0,297,499,103865.2,801.9
412.6,1800,1844,856,863,2900,2900,1.52,1.56,18.6,0.23,15.3,87,85,2,2,110,110,08:12,9616,16,36,36,100,100,0,0.0,0,297,499,103940.6,801.9
413.1,1797,1842,855,862,2900,2900,1.52,1.55,18.4,0.23,15.3,87,85,2,2,110,110,08:11,9624,16,36,36,100,100,0,0.0,0,297,500,104046.2,809.3
413.6,1795,1840,854,861,2900,2900,1.52,1.55,18.4,0.23,15.3,87,85,2,2,110,110,08:11,9632,16,36,36,100,100,0,0.0,0,297,500,104138.4,809.3
414.1,1793,1837,853,860,2900,2900,1.51,1.55,18.3,0.21,15.3,87,86,2,2,110,110,08:10,9639,16,36,36,100,100,0,0.0,0,297,500,104213.1,811.0
414.6,1791,1835,851,859,2900,2900,1.51,1.55,18.3,0.20,15.3,87,86,2,2,110,110,08:10,9647,16,36,36,100,100,0,0.0,0,297,501,104302.1,811.0
415.1,1789,1833,850,858,2900,2900,1.51,1.55,18.3,0.22,15.3,87,86,2,2,110,110,08:09,9655,16,36,36,100,100,0,0.0,0,297,501,104402.7,811.0
