"Time, s","Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]",RPM[1],RPM[2],"Manifold pressure, atm[1]","Manifold pressure, atm[2]","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %[1]","Propeller efficiency, %[2]",Supercharger gear[1],Supercharger gear[2],"Throttle, %[1]","Throttle, %[2]","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %[1]","Mixture, %[2]","Radiator, %[1]","Radiator, %[2]","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
121.8,1618,1618,539,539,3000,3000,2.14,2.14,65.2,-0.02,68.1,85,85,2,2,110,110,00:00,6781,3,100,100,0,0,0,0.0,0,491,698,85311.0,-1160.4
122.3,1612,1612,539,540,3000,3000,2.13,2.13,69.9,-0.01,68.1,85,85,2,2,110,110,00:00,6815,3,100,100,0,0,0,0.0,0,490,697,85613.5,-1344.7
122.8,1605,1605,537,537,2999,2999,2.12,2.12,69.9,0.00,68.1,85,85,2,2,110,110,00:00,6849,4,100,100,0,0,0,0.0,0,489,697,85944.7,-1344.7
123.3,1600,1600,519,520,2999,2999,2.11,2.11,68.5,0.05,68.3,83,83,2,2,110,110,00:00,6883,4,100,100,0,0,0,0.0,0,490,700,86409.2,-1295.6
123.8,1594,1594,523,524,3000,3000,2.10,2.10,68.5,-0.01,68.2,84,84,2,2,110,110,00:00,6917,3,100,100,0,0,0,0.0,0,488,699,86701.1,-1295.6
124.3,1587,1587,526,527,3000,3000,2.09,2.09,71.7,0.02,68.1,85,85,2,2,110,110,00:00,6952,3,100,100,0,0,0,0.0,0,487,699,87031.6,-1428.9
124.8,1581,1581,526,526,3000,3000,2.08,2.08,71.7,0.02,68.0,85,85,2,2,110,110,00:00,6985,3,100,100,0,0,0,0.0,0,486,698,87336.8,-1428.9
125.3,1573,1573,528,529,3000,3000,2.07,2.07,67.3,-0.05,67.8,86,86,2,2,110,110,00:00,7021,3,100,100,0,0,0,0.0,0,484,697,87613.7,-1277.2
125.8,1569,1569,512,513,3000,3000,2.07,2.07,67.3,-0.01,67.8,83,84,2,2,110,110,00:00,7054,3,100,100,0,0,0,0.0,0,485,700,88087.3,-1277.2
126.3,1562,1562,512,513,3000,3000,2.06,2.06,65.7,0.02,67.6,84,84,2,2,110,110,00:00,7088,3,100,100,0,0,0,0.0,0,484,699,88400.6,-1216.0
126.8,1556,1556,513,514,3000,3000,2.05,2.05,65.7,0.00,67.4,84,84,2,2,110,110,00:00,7122,3,100,100,0,0,0,0.0,0,482,699,88694.9,-1216.0
127.3,1550,1550,516,517,3000,3000,2.04,2.04,68.5,-0.02,67.2,85,85,2,2,110,110,00:00,7156,4,100,100,0,0,0,0.0,0,481,698,88983.3,-1336.7
127.8,1543,1543,516,516,3000,3000,2.03,2.03,68.5,0.01,67.1,85,85,2,2,110,110,00:00,7189,4,100,100,0,0,0,0.0,0,480,698,89305.8,-1336.7
128.3,1538,1538,506,506,3000,3000,2.02,2.02,64.7,0.03,67.3,84,84,2,2,110,110,00:00,7223,4,100,100,0,0,0,0.0,0,480,699,89700.3,-1206.0
128.8,1532,1532,504,504,3000,3000,2.01,2.01,64.7,0.00,67.3,84,84,2,2,110,110,00:00,7255,4,100,100,0,0,0,0.0,0,479,699,90016.6,-1206.0
129.3,1525,1525,508,508,3000,3000,2.00,2.00,69.1,0.02,67.3,85,85,2,2,110,110,00:00,7290,4,100,100,0,0,0,0.0,0,477,698,90291.3,-1374.3
129.8,1519,1519,507,508,3000,3000,1.99,1.99,69.1,0.01,67.3,85,85,2,2,110,110,00:00,7324,4,100,100,0,0,0,0.0,0,476,698,90632.4,-1374.3
130.3,1514,1514,490,491,2999,2999,1.98,1.98,66.1,0.02,67.6,83,83,2,2,110,110,00:00,7358,4,100,100,0,0,0,0.0,0,476,700,91060.1,-1269.8
130.8,1508,1508,492,493,3000,3000,1.97,1.97,66.1,-0.02,67.6,83,84,2,2,110,110,00:00,7391,4,100,100,0,0,0,0.0,0,475,699,91349.9,-1269.8
131.3,1502,1502,491,492,3000,3000,1.96,1.96,63.7,-0.04,67.6,83,84,2,2,110,110,00:00,7425,4,100,100,0,0,0,0.0,0,474,699,91666.5,-1193.0
131.8,1496,1496,491,491,3000,3000,1.95,1.95,63.7,0.00,67.6,84,84,2,2,110,110,00:00,7459,4,100,100,0,0,0,0.0,0,473,699,91996.9,-1193.0
132.3,1489,1489,497,497,3000,3000,1.94,1.94,70.5,-0.01,67.5,85,85,2,2,110,110,00:00,7493,4,100,100,0,0,0,0.0,0,472,698,92279.1,-1453.4
132.9,1483,1483,491,492,3000,3000,1.94,1.94,70.5,-0.03,67.5,84,85,2,2,110,110,00:00,7528,4,100,100,0,0,0,0.0,0,471,698,92668.5,-1453.4
133.4,1476,1476,492,492,2999,2999,1.92,1.92,66.8,-0.05,67.2,85,85,2,2,110,110,00:00,7562,4,100,100,0,0,0,0.0,0,469,697,92902.6,-1313.1
133.9,1467,1467,490,490,2998,2999,1.91,1.91,66.8,-0.36,66.7,85,84,2,2,110,110,00:00,7594,5,100,100,0,0,0,0.0,0,465,692,92949.1,-1313.1
