"Time, s","Altitude, m","IAS, km/h","TAS, km/h","Propeller efficiency, %","Propeller pitch, deg","Propeller pitch, %",RPM,"Power, hp","Thrust, kgf","Pitch angle, deg","AoA, deg","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s",Mach number,"Manifold pressure, atm"
60.2,3010,430,499,85,41.5,100,2449,1435,670,22.2,-0.1,52.2,-0.02,52.5,0.42,1.15
60.3,3015,431,500,86,41.5,100,2451,1435,675,22.2,-0.1,52.2,-0.01,52.6,0.42,1.15
60.4,3021,429,498,86,41.5,100,2452,1434,681,22.2,-0.1,52.1,-0.03,52.5,0.42,1.15
60.5,3026,429,498,87,41.5,100,2453,1433,686,22.2,-0.1,52.0,-0.03,52.5,0.42,1.15
60.6,3032,429,498,86,41.5,100,2453,1432,678,22.2,-0.1,51.9,-0.04,52.5,0.42,1.15
60.7,3036,429,499,87,41.8,100,2456,1433,686,22.2,-0.1,52.0,-0.04,52.5,0.42,1.15
60.8,3041,429,499,88,41.7,100,2456,1432,690,22.2,-0.1,52.0,-0.04,52.6,0.42,1.15
60.9,3047,429,499,87,41.8,100,2457,1432,684,22.2,-0.1,52.1,-0.03,52.6,0.42,1.14
61.0,3053,429,498,86,41.5,100,2453,1429,675,22.2,-0.1,52.0,-0.04,52.5,0.42,1.14
61.1,3058,429,499,87,41.8,100,2457,1430,684,22.2,-0.1,52.1,-0.04,52.6,0.42,1.14
61.2,3062,429,499,85,41.8,100,2457,1430,665,22.2,-0.1,52.2,-0.03,52.6,0.42,1.14
61.3,3068,429,499,84,41.7,100,2458,1429,658,22.2,-0.1,52.2,-0.02,52.6,0.42,1.14
61.4,3073,429,499,83,41.6,100,2457,1428,647,22.2,-0.1,52.4,-0.01,52.6,0.42,1.14
61.5,3079,429,499,82,41.7,100,2455,1427,645,22.2,-0.1,52.5,-0.01,52.6,0.42,1.14
61.6,3084,429,499,83,41.7,100,2454,1425,646,22.2,-0.1,52.6,0.00,52.6,0.42,1.14
61.7,3089,429,500,81,41.3,100,2449,1423,630,22.2,-0.1,52.6,0.02,52.7,0.42,1.14
61.8,3094,429,500,82,41.3,100,2450,1423,637,22.2,-0.1,53.2,0.04,52.7,0.42,1.14
61.9,3100,429,500,83,41.3,100,2451,1423,645,22.2,-0.1,53.3,0.04,52.6,0.42,1.14
62.0,3105,429,500,81,41.2,100,2451,1422,634,22.2,-0.1,53.5,0.06,52.7,0.42,1.13
62.1,3110,429,500,83,41.3,100,2452,1421,643,22.2,-0.1,53.5,0.07,52.7,0.42,1.13
62.2,3116,428,500,81,41.2,100,2452,1420,633,22.2,-0.1,53.7,0.08,52.6,0.42,1.13
62.3,3121,428,500,83,41.3,100,2453,1420,647,22.2,-0.1,53.7,0.08,52.6,0.42,1.13
62.4,3127,428,500,83,41.3,100,2453,1419,645,22.2,-0.1,53.7,0.08,52.6,0.42,1.13
62.5,3132,428,500,82,41.2,100,2452,1418,636,22.2,-0.1,53.8,0.09,52.6,0.42,1.13
62.6,3137,427,499,87,41.5,100,2455,1418,676,22.2,-0.1,53.8,0.06,52.5,0.42,1.13
62.7,3142,427,499,87,41.5,100,2454,1417,673,22.1,-0.1,53.0,0.04,52.5,0.42,1.13
62.8,3148,427,499,87,41.5,100,2455,1417,675,22.1,-0.1,53.0,0.02,52.4,0.42,1.13
62.9,3153,427,499,88,41.6,100,2456,1416,687,22.1,-0.1,52.6,0.01,52.5,0.42,1.13
63.0,3159,427,499,89,41.6,100,2456,1416,688,22.1,-0.1,52.6,0.01,52.4,0.42,1.13
63.1,3163,427,499,85,41.8,100,2458,1415,660,22.1,-0.1,52.6,0.01,52.4,0.42,1.13
63.2,3169,427,500,84,41.7,100,2458,1415,649,22.1,-0.1,52.7,0.02,52.4,0.42,1.13
63.3,3174,427,499,84,41.7,100,2458,1414,653,22.1,-0.1,52.7,0.02,52.4,0.42,1.13
63.4,3179,427,499,84,41.8,100,2457,1413,655,22.1,-0.1,52.6,0.02,52.4,0.42,1.13
63.5,3185,426,499,84,41.7,100,2458,1412,653,22.1,-0.1,52.6,0.01,52.3,0.42,1.13
63.6,3189,427,499,79,41.5,100,2455,1411,613,22.0,-0.1,52.5,0.01,52.3,0.42,1.12
63.7,3195,427,500,79,41.4,100,2455,1410,610,22.0,-0.1,52.5,0.02,52.3,0.42,1.12
63.8,3200,427,500,80,41.3,100,2454,1409,619,22.0,-0.1,52.6,0.02,52.3,0.42,1.12
63.9,3206,426,499,81,41.4,100,2454,1408,626,22.0,-0.1,52.5,0.02,52.3,0.42,1.12
64.0,3211,426,499,81,41.4,100,2454,1407,625,22.0,-0.1,52.5,0.01,52.2,0.42,1.12
64.1,3215,426,499,84,41.4,100,2453,1407,647,22.0,-0.1,52.5,0.01,52.2,0.42,1.12
64.2,3221,426,499,84,41.4,100,2452,1406,646,22.0,-0.1,52.5,0.02,52.2,0.42,1.12
64.3,3226,426,499,84,41.4,100,2451,1405,647,22.0,-0.1,52.5,0.02,52.2,0.42,1.33
64.4,3232,425,499,85,41.5,100,2451,1405,652,22.0,-0.1,52.4,0.01,52.2,0.42,1.33
64.5,3237,425,499,87,41.6,100,2452,1405,667,22.0,-0.1,52.4,0.01,52.2,0.42,1.33
64.6,3241,426,500,86,41.8,100,2453,1406,664,22.0,-0.1,52.5,0.02,52.2,0.42,1.33
64.7,3247,424,498,88,41.8,100,2454,1406,677,22.0,-0.1,52.5,-0.01,52.1,0.42,1.33
64.8,3252,424,499,88,41.8,100,2455,1406,676,22.0,-0.1,51.8,-0.02,52.1,0.42,1.33
64.9,3258,424,498,87,41.8,100,2456,1407,674,22.0,-0.1,51.6,-0.03,52.1,0.42,1.33
65.0,3262,424,499,85,41.8,100,2457,1407,653,22.0,-0.1,51.6,-0.03,52.1,0.42,1.33
65.1,3269,424,499,87,41.8,100,2458,1407,674,22.1,0.0,51.5,-0.04,52.1,0.42,1.33
65.2,3274,424,499,88,41.8,100,2458,1408,677,22.1,0.0,51.5,-0.05,52.1,0.42,1.33
65.3,3280,424,499,87,41.8,100,2459,1408,674,22.1,0.0,51.3,-0.06,52.1,0.42,1.33
65.4,3284,424,499,84,41.8,100,2459,1409,652,22.1,0.0,51.3,-0.05,52.2,0.42,1.33
65.5,3289,424,499,84,41.8,100,2459,1409,651,22.1,0.0,51.6,-0.04,52.2,0.42,1.33
65.6,3295,424,499,84,41.8,100,2459,1409,652,22.1,0.0,51.6,-0.03,52.2,0.42,1.33
65.7,3300,424,499,84,41.8,100,2459,1410,651,22.1,0.0,51.9,-0.02,52.2,0.42,1.33
65.8,3306,424,499,85,41.8,100,2459,1410,654,22.1,0.0,51.9,-0.02,52.2,0.42,1.33
65.9,3311,424,499,84,41.8,100,2460,1411,650,22.1,0.0,52.0,-0.01,52.2,0.42,1.33
66.0,3315,424,500,80,41.6,100,2457,1410,618,22.1,0.0,52.2,0.00,52.2,0.42,1.33
66.1,3321,423,499,79,41.5,100,2457,1410,614,22.1,0.0,52.2,0.00,52.2,0.42,1.33
66.2,3326,423,499,80,41.6,100,2457,1411,617,22.1,0.0,52.2,0.00,52.2,0.42,1.33
66.3,3332,423,499,80,41.5,100,2458,1411,616,22.1,0.0,52.2,0.00,52.2,0.42,1.33
66.4,3336,424,500,82,41.3,100,2457,1411,632,22.1,0.0,52.5,0.01,52.3,0.42,1.33
66.5,3342,423,500,82,41.3,100,2457,1411,637,22.1,0.0,52.5,0.03,52.3,0.42,1.33
66.6,3347,423,499,82,41.3,100,2457,1412,637,22.1,0.0,52.7,0.03,52.3,0.42,1.33
66.7,3352,423,500,82,41.3,100,2457,1412,635,22.1,0.0,52.9,0.04,52.3,0.42,1.33
66.8,3358,423,499,83,41.3,100,2457,1413,640,22.1,0.0,52.9,0.04,52.3,0.42,1.33
66.9,3362,422,498,87,41.6,100,2459,1413,671,22.1,0.0,52.9,0.01,52.2,0.42,1.33
67.0,3369,423,499,83,41.4,100,2458,1414,642,22.1,0.0,52.5,0.01,52.3,0.42,1.33
67.1,3374,421,498,83,41.3,100,2457,1413,646,22.1,0.0,52.0,-0.01,52.2,0.42,1.33
67.2,3379,422,499,89,41.7,100,2460,1415,689,22.1,0.0,52.1,-0.01,52.3,0.42,1.33
67.3,3384,422,499,88,41.8,100,2460,1416,684,22.1,0.0,52.0,-0.02,52.3,0.42,1.33
67.4,3388,422,500,83,41.8,100,2461,1417,646,22.1,0.0,52.2,-0.01,52.4,0.42,1.33
67.5,3394,422,500,81,41.7,100,2458,1416,625,22.1,0.0,52.2,0.00,52.4,0.42,1.33
67.6,3399,422,500,79,41.6,100,2457,1416,610,22.1,0.0,52.5,0.01,52.4,0.42,1.33
67.7,3405,421,498,81,41.5,100,2457,1416,630,22.1,0.0,52.0,-0.01,52.2,0.42,1.33
67.8,3410,421,499,82,41.5,100,2456,1416,634,22.1,0.0,51.9,-0.02,52.2,0.42,1.33
67.9,3416,422,500,86,41.6,100,2457,1417,664,22.1,0.0,52.3,-0.01,52.4,0.42,1.33
68.0,3421,420,498,84,41.5,100,2456,1417,651,22.1,0.0,52.3,-0.02,52.2,0.42,1.33
68.1,3427,421,498,85,41.6,100,2456,1418,658,22.2,0.0,51.7,-0.04,52.2,0.42,1.33
68.2,3432,421,498,86,41.6,100,2457,1419,667,22.2,0.0,51.6,-0.05,52.2,0.42,1.33
68.3,3436,421,499,87,42.0,100,2461,1421,677,22.2,0.0,51.6,-0.05,52.3,0.42,1.33
68.4,3442,420,498,87,42.0,100,2460,1421,677,22.2,0.0,51.5,-0.05,52.3,0.42,1.33
68.5,3447,421,499,85,42.0,100,2460,1421,665,22.2,0.0,51.5,-0.05,52.3,0.42,1.33
68.6,3453,420,499,85,42.0,100,2460,1421,667,22.2,0.0,51.6,-0.05,52.3,0.42,1.33
68.7,3458,420,499,86,42.1,100,2459,1422,671,22.2,0.0,51.7,-0.05,52.3,0.42,1.33
68.8,3462,420,499,82,41.9,100,2457,1421,641,22.2,0.0,51.7,-0.05,52.3,0.42,1.33
68.9,3468,420,499,83,41.9,100,2456,1422,644,22.2,0.0,51.8,-0.04,52.3,0.42,1.33
69.0,3473,420,499,81,41.8,100,2455,1422,634,22.2,0.0,51.7,-0.05,52.3,0.42,1.33
69.1,3479,420,499,81,41.8,100,2456,1423,635,22.2,0.0,51.8,-0.04,52.4,0.42,1.33
69.2,3484,419,498,80,41.8,100,2454,1423,626,22.2,0.0,51.8,-0.04,52.3,0.42,1.33
69.3,3489,420,499,84,41.6,100,2453,1423,655,22.2,0.0,51.8,-0.04,52.4,0.42,1.33
69.4,3494,419,499,84,41.7,100,2453,1423,659,22.3,0.0,51.9,-0.04,52.4,0.42,1.33
69.5,3500,420,499,84,41.7,100,2453,1424,654,22.3,0.0,51.9,-0.02,52.5,0.42,1.33
69.6,3505,419,499,85,41.7,100,2452,1424,660,22.3,0.0,52.3,-0.01,52.5,0.42,1.33
69.7,3511,420,499,84,41.7,100,2452,1425,658,22.3,0.0,52.5,0.00,52.5,0.42,1.33
69.8,3515,420,500,88,42.0,100,2454,1426,687,22.3,0.0,52.5,0.01,52.6,0.42,1.33
69.9,3520,420,500,88,42.0,100,2454,1426,689,22.3,0.0,52.9,0.03,52.6,0.42,1.33
70.0,3526,419,499,88,42.1,100,2454,1427,690,22.3,0.0,53.0,0.03,52.6,0.42,1.33
70.1,3531,419,499,87,42.2,100,2455,1428,682,22.3,0.0,52.9,0.03,52.5,0.42,1.33
70.2,3537,419,499,86,42.3,100,2455,1428,675,22.3,0.0,52.9,0.03,52.6,0.42,1.33
70.3,3541,418,498,82,41.9,100,2452,1427,638,22.3,0.0,52.7,0.01,52.4,0.42,1.33
70.4,3547,419,500,80,41.9,100,2450,1428,625,22.3,0.0,53.1,0.03,52.6,0.42,1.33
70.5,3553,419,500,81,42.0,100,2451,1429,633,22.3,0.0,53.1,0.05,52.6,0.42,1.33
70.6,3559,419,500,79,41.9,100,2451,1429,619,22.3,0.0,53.5,0.06,52.6,0.42,1.33
70.7,3563,418,499,84,41.8,100,2450,1429,659,22.3,0.0,53.2,0.05,52.5,0.42,1.33
70.8,3567,418,499,89,42.1,100,2454,1431,695,22.3,0.0,53.2,0.05,52.5,0.42,1.33
70.9,3574,417,498,85,41.9,100,2449,1429,667,22.3,0.0,52.8,0.03,52.5,0.42,1.33
71.0,3580,417,499,86,41.9,100,2451,1431,679,22.3,0.0,52.7,0.01,52.5,0.42,1.33
71.1,3585,417,498,87,42.0,100,2452,1431,683,22.3,0.0,52.7,0.00,52.5,0.42,1.33
71.2,3589,417,499,87,42.2,100,2454,1433,687,22.3,0.0,52.4,-0.01,52.5,0.42,1.33
71.3,3595,417,499,87,42.2,100,2455,1433,686,22.3,0.0,52.4,-0.01,52.5,0.42,1.33
71.4,3601,417,498,87,42.0,100,2452,1433,681,22.3,0.0,52.1,-0.03,52.5,0.42,1.33
71.5,3606,417,499,87,42.2,100,2455,1434,686,22.3,0.0,52.1,-0.03,52.5,0.42,1.33
71.6,3611,417,499,87,42.2,100,2455,1434,688,22.3,0.0,52.1,-0.02,52.5,0.42,1.33
71.7,3616,417,499,84,42.2,100,2455,1435,658,22.3,0.0,52.3,-0.02,52.5,0.42,1.33
71.8,3621,417,499,82,42.1,100,2454,1435,644,22.2,0.0,52.4,-0.01,52.5,0.42,1.33
71.9,3627,417,499,80,42.0,100,2453,1434,632,22.2,0.0,52.5,0.00,52.5,0.42,1.33
72.0,3632,417,499,80,42.0,100,2453,1434,630,22.2,0.0,52.5,0.01,52.5,0.42,1.33
72.1,3638,417,499,80,42.0,100,2454,1434,632,22.2,0.0,52.5,0.01,52.4,0.42,1.33
72.2,3642,417,500,82,41.7,100,2452,1434,646,22.2,0.0,52.5,0.02,52.5,0.42,1.33
72.4,3648,417,499,80,42.0,100,2454,1434,632,22.2,0.0,52.9,0.03,52.4,0.42,1.33
72.4,3653,415,498,83,41.7,100,2453,1433,655,22.2,0.0,52.9,0.02,52.3,0.42,1.33
72.6,3658,416,499,84,41.8,100,2453,1433,662,22.2,0.0,52.3,0.00,52.3,0.42,1.33
72.7,3664,416,500,84,41.9,100,2453,1434,662,22.2,0.0,52.3,0.01,52.4,0.42,1.33
72.7,3669,416,500,84,41.9,100,2452,1434,658,22.2,0.0,52.8,0.03,52.4,0.42,1.33
72.8,3674,415,499,89,42.2,100,2454,1434,701,22.2,0.0,52.5,0.01,52.3,0.42,1.33
73.0,3680,416,500,86,42.0,100,2452,1434,676,22.2,0.0,52.4,0.00,52.4,0.42,1.33
73.1,3684,415,499,87,42.3,100,2455,1434,688,22.2,0.0,52.4,-0.01,52.3,0.42,1.33
73.2,3690,415,499,87,42.3,100,2455,1435,686,22.2,0.0,52.0,-0.02,52.3,0.42,1.33
73.2,3695,416,500,87,42.3,100,2455,1435,681,22.2,0.0,52.0,0.00,52.3,0.42,1.33
73.4,3701,416,500,86,42.3,100,2456,1435,679,22.2,0.0,52.5,0.01,52.3,0.42,1.33
73.5,3706,414,498,87,42.3,100,2456,1435,686,22.2,0.0,52.5,0.00,52.2,0.42,1.33
73.6,3712,414,499,87,42.4,100,2456,1435,685,22.1,0.0,52.0,-0.02,52.2,0.43,1.33
73.7,3716,415,499,84,42.2,100,2455,1434,658,22.1,0.0,52.0,-0.02,52.2,0.42,1.33
73.8,3721,414,499,83,42.2,100,2453,1434,650,22.1,0.0,51.8,-0.03,52.2,0.42,1.33
73.9,3727,414,498,80,42.1,100,2452,1433,633,22.1,0.0,51.8,-0.04,52.1,0.42,1.33
74.0,3732,414,499,80,42.0,100,2453,1434,631,22.1,0.0,51.6,-0.04,52.2,0.42,1.33
74.1,3738,414,499,80,42.1,100,2453,1434,632,22.1,0.0,51.6,-0.04,52.2,0.42,1.33
74.2,3742,415,499,83,41.8,100,2453,1434,651,22.1,0.0,51.8,-0.03,52.2,0.42,1.33
74.3,3748,414,499,83,41.8,100,2453,1434,653,22.1,0.0,51.7,-0.03,52.2,0.42,1.33
74.4,3753,414,499,83,41.8,100,2453,1434,651,22.1,0.0,51.7,-0.03,52.2,0.42,1.33
74.5,3758,414,499,83,41.8,100,2454,1434,652,22.1,0.0,51.8,-0.02,52.2,0.42,1.33
74.6,3763,414,499,86,42.1,100,2455,1435,675,22.1,0.0,51.8,-0.01,52.2,0.43,1.33
74.7,3768,414,499,86,42.1,100,2456,1435,676,22.1,0.0,52.1,0.00,52.2,0.43,1.33
74.8,3774,414,499,86,42.1,100,2456,1435,678,22.1,0.0,52.2,0.00,52.1,0.42,1.33
74.9,3779,413,498,87,42.0,100,2456,1434,682,22.1,0.0,52.2,-0.03,52.0,0.43,1.33
75.0,3785,413,499,87,42.1,100,2457,1434,686,22.1,0.0,51.6,-0.03,52.0,0.43,1.33
75.1,3789,413,499,87,42.3,100,2458,1435,688,22.1,0.0,51.7,-0.03,52.1,0.42,1.33
75.2,3794,413,499,87,42.3,100,2458,1435,687,22.1,0.1,51.6,-0.03,52.0,0.42,1.33
75.3,3800,413,499,87,42.4,100,2458,1435,686,22.1,0.1,51.6,-0.03,52.1,0.42,1.33
75.4,3805,413,499,87,42.3,100,2458,1435,687,22.1,0.1,51.7,-0.02,52.1,0.42,1.33
75.5,3811,413,499,87,42.4,100,2458,1435,686,22.1,0.1,51.8,-0.02,52.1,0.42,1.33
75.6,3816,413,499,86,42.5,100,2458,1435,679,22.1,0.1,52.0,-0.01,52.1,0.42,1.33
75.7,3821,413,500,85,42.4,100,2457,1435,666,22.1,0.1,52.0,0.01,52.1,0.43,1.33
75.8,3827,412,499,84,42.4,100,2457,1435,664,22.1,0.1,52.2,0.01,52.1,0.42,1.33
75.9,3832,412,499,84,42.4,100,2457,1435,664,22.2,0.1,52.2,0.00,52.1,0.42,1.33
76.0,3837,412,499,80,42.1,100,2455,1434,632,22.2,0.1,52.3,0.01,52.1,0.43,1.33
76.1,3842,412,499,80,42.1,100,2455,1434,631,22.2,0.1,52.3,0.01,52.1,0.43,1.33
76.2,3847,412,499,80,42.1,100,2455,1434,632,22.2,0.1,52.2,0.01,52.1,0.43,1.33
76.3,3853,412,499,80,42.1,100,2455,1434,632,22.2,0.1,52.2,0.01,52.1,0.43,1.33
76.4,3858,412,499,80,42.1,100,2455,1434,632,22.2,0.1,52.3,0.01,52.1,0.43,1.33
76.5,3863,412,500,83,41.9,100,2455,1434,651,22.2,0.1,52.5,0.02,52.2,0.43,1.33
76.6,3869,412,499,80,42.1,100,2456,1434,632,22.2,0.1,52.5,0.02,52.1,0.43,1.33
76.7,3874,412,499,83,41.9,100,2455,1434,651,22.2,0.1,52.6,0.03,52.2,0.43,1.33
76.8,3879,412,499,83,41.9,100,2455,1434,652,22.2,0.1,52.6,0.03,52.2,0.43,1.33
76.9,3884,412,500,83,41.9,100,2455,1434,648,22.2,0.1,52.7,0.03,52.2,0.43,1.33
77.0,3889,411,499,87,42.2,100,2457,1434,684,22.2,0.1,52.4,0.02,52.1,0.43,1.33
77.1,3894,411,500,86,42.2,100,2456,1434,676,22.2,0.1,52.4,0.04,52.3,0.43,1.33
77.2,3900,410,498,87,42.2,100,2456,1434,682,22.2,0.1,52.3,0.01,52.1,0.42,1.33
77.3,3905,410,499,87,42.2,100,2457,1434,684,22.2,0.1,52.2,0.00,52.1,0.43,1.33
77.4,3911,410,499,87,42.2,100,2456,1434,681,22.2,0.1,52.2,-0.01,52.1,0.43,1.33
77.5,3915,410,499,87,42.4,100,2458,1435,686,22.2,0.1,52.0,-0.01,52.2,0.43,1.33
77.6,3919,410,499,84,42.4,100,2458,1435,663,22.2,0.1,51.9,-0.02,52.2,0.43,1.33
77.7,3926,410,498,87,42.5,100,2458,1434,684,22.2,0.1,51.9,-0.03,52.1,0.42,1.33
77.8,3931,410,499,87,42.5,100,2457,1434,685,22.2,0.1,51.8,-0.03,52.2,0.43,1.33
77.9,3937,410,499,87,42.5,100,2457,1434,686,22.2,0.1,51.8,-0.02,52.2,0.43,1.33
78.0,3941,410,499,84,42.4,100,2456,1434,662,22.2,0.1,51.9,-0.02,52.2,0.43,1.33
78.1,3946,410,499,84,42.4,100,2456,1434,659,22.2,0.1,52.0,-0.01,52.2,0.43,1.33
78.2,3952,410,499,83,42.4,100,2455,1434,654,22.2,0.1,52.0,-0.01,52.2,0.43,1.33
78.3,3958,409,499,86,42.6,100,2455,1434,674,22.2,0.1,52.0,-0.02,52.1,0.43,1.33
78.4,3963,410,499,82,42.4,100,2453,1434,649,22.2,0.1,52.0,-0.01,52.2,0.43,1.33
78.5,3968,409,499,83,42.4,100,2453,1434,652,22.2,0.1,52.0,-0.01,52.2,0.43,1.33
78.6,3974,410,499,81,42.3,100,2451,1434,636,22.2,0.1,52.2,0.00,52.2,0.43,1.33
78.7,3979,409,499,80,42.3,100,2451,1434,632,22.2,0.1,52.1,0.00,52.2,0.43,1.33
78.8,3984,409,499,81,42.3,100,2451,1434,633,22.2,0.1,52.1,0.00,52.1,0.43,1.33
78.9,3989,409,500,83,42.1,100,2451,1434,650,22.2,0.1,52.4,0.02,52.2,0.43,1.33
79.0,3994,409,499,83,42.1,100,2451,1434,652,22.2,0.1,52.4,0.02,52.2,0.43,1.33
79.1,4000,409,500,83,42.1,100,2451,1434,650,22.2,0.1,52.4,0.03,52.2,0.43,1.33
79.2,4005,409,500,83,42.1,100,2451,1434,650,22.2,0.1,52.7,0.03,52.2,0.43,1.33
79.3,4009,408,499,87,42.3,100,2453,1434,682,22.2,0.1,52.7,0.02,52.1,0.43,1.33
79.4,4015,408,499,89,42.5,100,2454,1435,697,22.2,0.1,52.1,0.00,52.1,0.43,1.33
79.5,4020,408,498,88,42.5,100,2453,1434,695,22.2,0.1,52.1,-0.01,52.1,0.43,1.33
79.6,4026,408,498,89,42.5,100,2452,1434,697,22.2,0.1,51.8,-0.02,52.1,0.43,1.33
79.7,4031,408,499,87,42.6,100,2453,1434,688,22.2,0.1,51.8,-0.02,52.1,0.43,1.33
79.8,4037,407,498,87,42.6,100,2454,1435,685,22.2,0.1,51.6,-0.03,52.1,0.43,1.33
79.9,4041,408,499,85,42.6,100,2454,1435,666,22.2,0.1,51.8,-0.03,52.1,0.43,1.33
80.0,4046,408,499,84,42.6,100,2454,1435,665,22.2,0.1,51.9,-0.02,52.2,0.43,1.33
80.1,4052,408,499,85,42.6,100,2454,1435,666,22.2,0.1,51.9,-0.01,52.2,0.43,1.33
80.2,4057,407,499,85,42.6,100,2454,1435,665,22.2,0.1,52.0,-0.01,52.2,0.43,1.33
80.3,4063,407,499,85,42.6,100,2454,1435,665,22.2,0.1,52.1,-0.01,52.2,0.43,1.33
80.4,4067,408,500,80,42.3,100,2451,1434,630,22.2,0.1,52.4,0.01,52.2,0.43,1.33
80.5,4072,408,500,82,42.2,100,2450,1434,641,22.3,0.1,52.6,0.03,52.2,0.43,1.33
80.6,4078,407,499,83,42.1,100,2451,1434,650,22.3,0.1,52.6,0.03,52.2,0.43,1.33
80.7,4083,407,499,83,42.1,100,2452,1434,653,22.3,0.1,52.6,0.03,52.2,0.43,1.33
80.8,4089,407,500,83,42.1,100,2451,1434,651,22.3,0.1,52.8,0.04,52.3,0.43,1.33
80.9,4093,406,498,87,42.4,100,2453,1434,682,22.3,0.1,52.4,0.02,52.1,0.43,1.33
81.0,4099,406,498,87,42.4,100,2453,1434,682,22.3,0.1,52.4,0.00,52.1,0.43,1.33
81.1,4104,407,500,86,42.4,100,2453,1434,676,22.3,0.1,52.5,0.02,52.3,0.43,1.33
81.2,4109,406,498,87,42.4,100,2453,1434,685,22.3,0.1,52.5,0.00,52.1,0.43,1.33
81.3,4115,406,499,87,42.4,100,2453,1434,683,22.3,0.1,52.0,-0.01,52.2,0.43,1.33
81.4,4119,406,499,87,42.7,100,2454,1435,686,22.3,0.1,52.0,-0.01,52.2,0.43,1.33
81.5,4125,406,499,87,42.7,100,2454,1435,686,22.3,0.1,52.1,-0.01,52.2,0.43,1.33
81.6,4130,406,499,87,42.7,100,2454,1435,686,22.3,0.1,52.1,-0.01,52.2,0.43,1.33
81.7,4136,406,499,86,42.8,100,2455,1435,678,22.3,0.1,52.3,0.00,52.2,0.43,1.33
81.8,4141,405,499,86,42.8,100,2454,1434,675,22.3,0.1,52.2,0.00,52.2,0.43,1.33
81.9,4146,406,499,85,42.7,100,2454,1435,667,22.3,0.1,52.2,0.01,52.2,0.43,1.33
82.0,4152,406,500,83,42.6,100,2454,1435,657,22.3,0.1,52.5,0.01,52.3,0.43,1.33
82.1,4157,405,499,83,42.6,100,2453,1434,651,22.3,0.1,52.4,0.01,52.2,0.43,1.33
82.2,4163,405,499,82,42.6,100,2452,1434,647,22.2,0.1,52.3,0.01,52.2,0.43,1.33
82.3,4167,406,500,82,42.2,100,2450,1433,641,22.2,0.1,52.6,0.03,52.2,0.43,1.33
82.4,4171,405,499,87,42.5,100,2452,1434,683,22.2,0.1,52.6,0.01,52.1,0.43,1.33
82.5,4178,405,500,83,42.2,100,2450,1434,651,22.2,0.1,52.6,0.03,52.2,0.43,1.33
82.6,4183,404,498,84,42.2,100,2450,1433,658,22.2,0.1,52.6,0.01,52.1,0.43,1.33
82.7,4189,404,498,85,42.4,100,2451,1433,668,22.2,0.1,51.9,-0.01,52.1,0.43,1.33
82.8,4193,405,499,87,42.7,100,2454,1435,687,22.2,0.1,51.9,-0.01,52.1,0.43,1.33
82.9,4200,404,499,88,42.6,100,2453,1434,692,22.2,0.1,51.8,-0.02,52.1,0.43,1.33
83.0,4204,404,499,85,42.8,100,2454,1435,671,22.2,0.1,51.8,-0.02,52.1,0.43,1.33
83.1,4210,404,499,84,42.7,100,2455,1435,662,22.2,0.1,51.8,-0.02,52.1,0.43,1.33
83.2,4214,403,498,82,42.4,100,2452,1433,643,22.2,0.1,51.5,-0.03,51.9,0.43,1.33
83.3,4219,404,499,83,42.3,100,2451,1433,650,22.1,0.1,51.5,-0.04,52.0,0.43,1.33
83.4,4225,404,500,83,42.3,100,2452,1434,653,22.1,0.1,51.5,-0.01,52.1,0.43,1.33
83.5,4230,404,500,83,42.3,100,2451,1434,653,22.1,0.1,52.1,0.00,52.0,0.43,1.33
83.6,4236,404,500,83,42.3,100,2451,1434,654,22.1,0.1,52.3,0.02,52.0,0.43,1.33
83.7,4240,403,498,87,42.6,100,2453,1434,687,22.1,0.1,51.9,0.00,51.9,0.43,1.33
83.8,4245,403,498,88,42.6,100,2452,1434,690,22.1,0.1,51.7,-0.01,51.9,0.43,1.33
83.9,4251,403,498,88,42.7,100,2452,1434,694,22.1,0.1,51.7,-0.02,51.9,0.43,1.33
84.0,4257,403,498,86,42.5,100,2451,1433,677,22.1,0.1,51.3,-0.03,51.8,0.43,1.33
84.1,4261,403,499,87,42.8,100,2454,1435,683,22.1,0.1,51.4,-0.03,51.8,0.43,1.33
84.2,4266,403,499,84,42.8,100,2453,1435,661,22.1,0.1,51.4,-0.03,51.9,0.43,1.33
84.3,4271,403,499,84,42.8,100,2453,1434,659,22.1,0.1,51.5,-0.02,51.8,0.43,1.33
84.4,4277,403,500,82,42.6,100,2452,1434,645,22.1,0.1,51.8,0.00,51.9,0.43,1.33
84.5,4283,403,499,84,42.8,100,2454,1435,662,22.1,0.1,51.8,0.00,51.8,0.43,1.33
84.6,4287,402,498,82,42.4,100,2451,1433,643,22.1,0.1,51.5,-0.01,51.7,0.43,1.33
84.7,4293,403,500,82,42.3,100,2450,1434,645,22.1,0.1,52.0,0.01,51.8,0.43,1.33
84.8,4298,402,499,84,42.3,100,2451,1433,658,22.1,0.1,51.6,0.00,51.7,0.43,1.33
84.9,4304,402,499,85,42.5,100,2451,1433,668,22.1,0.2,51.6,-0.01,51.7,0.43,1.33
85.0,4309,402,499,86,42.6,100,2452,1434,678,22.1,0.2,51.5,-0.01,51.7,0.43,1.33
