"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,-96.7,-4.0,3004,70,1.81,1273,402,38.2,100,601,609,288,0.50,17134.0,5.46,4.8
0.1,-95.8,-5.3,3004,70,1.81,1276,401,38.3,100,603,611,276,0.50,17110.4,5.37,6.2
0.2,-95.1,-6.4,3004,70,1.81,1277,399,38.4,100,605,613,266,0.50,17106.7,5.29,5.0
0.3,-94.8,-7.4,3004,70,1.81,1279,398,38.4,100,606,614,259,0.50,17085.4,5.22,4.1
0.4,-94.2,-8.1,3004,70,1.81,1281,397,38.5,100,608,616,249,0.50,17082.2,5.16,5.3
0.5,-93.2,-8.8,3004,70,1.81,1283,396,38.6,100,610,617,239,0.50,17031.7,5.10,7.5
0.6,-91.9,-9.4,3004,70,1.81,1284,396,38.6,100,612,618,231,0.50,17000.8,5.04,9.8
0.7,-89.8,-10.9,3003,70,1.81,1286,396,38.7,100,613,620,222,0.51,17008.1,4.91,11.5
0.8,-87.2,-12.3,3003,70,1.81,1288,396,38.7,100,615,621,213,0.51,16967.7,4.79,13.6
0.9,-83.9,-13.5,3003,70,1.81,1289,397,38.8,100,616,622,204,0.51,16927.3,4.68,17.0
1.0,-79.2,-15.2,3002,70,1.81,1291,398,38.9,100,618,623,195,0.51,16887.1,4.49,21.7
1.1,-73.2,-16.7,3002,71,1.81,1292,400,38.9,100,619,624,187,0.51,16856.7,4.32,26.2
1.2,-65.9,-18.1,3001,71,1.81,1293,401,38.9,100,620,625,180,0.51,16836.2,4.16,29.3
1.3,-59.6,-17.4,3001,71,1.81,1294,401,39.0,100,620,626,175,0.51,16835.4,4.02,29.9
1.4,-51.7,-16.7,3000,70,1.80,1295,399,39.0,100,621,626,169,0.51,16776.6,3.90,29.2
1.5,-44.0,-16.1,3000,70,1.80,1296,397,39.0,100,621,626,164,0.51,16727.5,3.78,27.6
1.6,-36.7,-18.1,2999,70,1.80,1296,395,39.0,100,621,626,160,0.51,16688.3,3.41,25.8
1.7,-29.9,-20.0,2999,70,1.80,1297,396,39.0,100,621,626,156,0.51,16649.0,3.06,24.7
1.8,-23.2,-21.7,2999,70,1.80,1297,397,39.0,100,621,626,153,0.51,16619.6,2.76,24.4
1.9,-16.5,-21.2,2999,70,1.80,1297,398,39.0,100,621,626,151,0.51,16600.0,2.48,24.4
2.0,-9.8,-20.7,2998,70,1.80,1297,399,39.0,100,621,625,150,0.51,16541.9,2.23,24.5
2.1,-4.3,-20.3,2998,70,1.80,1297,400,38.9,100,620,625,149,0.51,16532.1,2.01,25.0
2.2,2.8,-21.2,2997,71,1.80,1297,401,38.9,100,620,624,149,0.51,16483.9,1.62,25.9
2.3,10.1,-22.1,2997,71,1.80,1296,402,38.9,100,619,623,150,0.51,16445.6,1.28,26.8
2.4,17.8,-22.9,2996,71,1.80,1296,404,38.8,100,618,622,151,0.51,16407.4,0.96,28.3
2.5,24.2,-23.1,2996,71,1.80,1295,406,38.8,100,617,621,153,0.51,16379.1,0.59,29.4
2.6,32.5,-23.2,2996,71,1.80,1294,407,38.7,100,615,620,156,0.51,16360.6,0.25,30.2
2.7,40.8,-23.4,2995,71,1.80,1293,409,38.7,100,613,618,160,0.50,16304.3,-0.05,30.6
2.8,48.9,-24.1,2995,71,1.80,1292,410,38.6,100,612,616,165,0.50,16258.2,-0.50,30.4
2.9,56.6,-24.9,2994,71,1.80,1290,410,38.5,100,610,615,170,0.50,16259.7,-0.91,28.8
3.0,62.3,-25.5,2994,71,1.80,1289,410,38.4,100,608,613,175,0.50,16214.0,-1.28,27.1
3.1,69.7,-23.9,2994,71,1.80,1287,411,38.3,100,605,611,183,0.50,16198.0,-1.61,23.8
3.2,73.8,-22.5,2994,71,1.80,1286,411,38.3,100,604,609,189,0.50,16162.8,-1.91,21.4
3.3,77.4,-21.3,2994,71,1.80,1284,413,38.2,100,602,607,196,0.50,16137.6,-2.18,19.2
3.4,81.1,-20.5,2994,71,1.80,1283,413,38.1,100,599,605,204,0.49,16122.6,-2.51,15.8
3.5,83.3,-19.7,2994,71,1.80,1281,413,38.0,100,597,603,213,0.49,16117.7,-2.81,9.0
3.6,83.8,-19.1,2994,71,1.80,1278,414,37.9,100,594,601,223,0.49,16122.9,-3.08,1.2
3.7,83.6,-18.2,2994,71,1.79,1277,416,37.8,100,593,599,230,0.49,16098.9,-3.33,0.0
3.8,83.3,-17.5,2994,71,1.79,1276,417,37.7,100,591,597,237,0.49,16075.3,-3.55,0.0
3.9,83.0,-16.8,2994,72,1.79,1273,419,37.6,100,588,595,247,0.49,16081.4,-3.75,0.0
4.0,82.8,-16.1,2994,72,1.79,1272,420,37.5,100,586,593,256,0.48,16078.1,-3.93,0.0
4.1,82.6,-15.5,2994,72,1.79,1270,422,37.4,100,583,591,265,0.48,16075.0,-4.09,0.0
4.2,82.3,-15.0,2995,72,1.79,1269,424,37.4,100,582,589,271,0.48,16042.8,-4.23,0.0
4.3,82.0,-14.5,2995,72,1.79,1267,426,37.3,100,580,587,280,0.48,16040.4,-4.37,0.0
4.4,81.7,-14.1,2995,72,1.79,1265,428,37.2,100,577,586,289,0.48,16083.4,-4.48,0.0
4.5,81.4,-13.7,2995,73,1.79,1264,430,37.1,100,575,584,297,0.48,16071.6,-4.59,0.0
4.6,81.2,-11.7,2995,73,1.79,1263,432,37.0,100,574,582,304,0.48,16050.3,-4.59,0.0
4.7,80.9,-10.0,2995,73,1.79,1261,433,36.9,100,572,580,312,0.47,16039.1,-4.59,0.0
4.8,80.6,-8.4,2995,73,1.79,1259,435,36.8,100,570,578,321,0.47,16038.1,-4.59,0.0
4.9,80.2,-7.1,2995,73,1.79,1258,436,36.8,100,568,577,329,0.47,16072.0,-4.59,0.0
5.0,79.9,-5.8,2995,73,1.79,1256,438,36.7,100,566,575,337,0.47,16061.6,-4.59,0.0
5.1,80.2,-4.7,2995,74,1.79,1255,441,36.6,100,564,573,346,0.47,16061.3,-4.59,5.7
5.2,80.8,-3.6,2995,74,1.79,1253,442,36.5,100,562,572,352,0.47,16076.0,-4.59,6.4
5.3,81.4,-2.6,2995,74,1.79,1252,444,36.4,100,560,570,361,0.47,16076.1,-4.59,3.5
5.4,81.3,-1.7,2995,74,1.79,1250,445,36.4,100,558,568,369,0.46,16066.8,-4.59,0.0
5.5,81.0,-2.4,2995,74,1.79,1248,447,36.3,100,556,566,378,0.46,16067.6,-4.69,0.0
5.6,80.6,-2.9,2995,74,1.79,1247,448,36.2,100,554,565,386,0.46,16102.4,-4.77,0.0
5.7,80.4,-3.4,2995,74,1.79,1246,449,36.1,100,553,563,393,0.46,16084.1,-4.85,0.0
5.8,80.1,-0.9,2996,74,1.79,1244,450,36.1,100,551,562,401,0.46,16119.2,-4.74,0.0
5.9,79.9,1.3,2996,74,1.79,1242,452,36.0,100,549,560,411,0.46,16130.7,-4.63,0.0
6.0,79.7,3.3,2996,74,1.79,1241,453,35.9,100,547,558,418,0.46,16113.1,-4.54,0.0
6.1,79.5,3.7,2996,75,1.79,1240,454,35.8,100,546,557,425,0.46,16138.7,-4.54,0.0
6.2,79.2,4.0,2996,75,1.79,1238,456,35.8,100,544,556,433,0.45,16174.3,-4.55,0.0
6.3,79.0,4.3,2996,75,1.79,1237,458,35.7,100,542,554,441,0.45,16167.1,-4.56,0.0
6.4,78.7,4.6,2996,75,1.79,1235,459,35.6,100,540,552,451,0.45,16179.9,-4.56,0.0
6.5,78.5,4.8,2996,75,1.79,1234,460,35.5,100,539,551,457,0.45,16196.2,-4.56,0.0
6.6,78.3,5.0,2996,75,1.79,1232,461,35.5,100,537,550,464,0.45,16222.4,-4.56,0.0
6.7,78.0,6.6,2996,75,1.79,1230,463,35.4,100,535,548,474,0.45,16235.7,-4.47,0.0
6.8,77.8,8.1,2996,75,1.79,1229,464,35.3,100,534,546,482,0.45,16229.8,-4.39,0.0
6.9,77.5,9.3,2996,75,1.79,1227,465,35.3,100,532,545,490,0.45,16266.2,-4.32,0.0
7.0,77.3,10.5,2996,76,1.79,1226,466,35.2,100,531,544,496,0.45,16283.0,-4.26,0.0
7.1,77.1,11.5,2996,76,1.79,1225,468,35.1,100,529,542,504,0.44,16277.7,-4.20,0.0
7.2,76.9,12.4,2996,76,1.79,1223,469,35.1,100,528,541,512,0.44,16314.4,-4.15,0.0
7.3,76.6,11.8,2996,76,1.79,1221,471,35.0,100,526,539,522,0.44,16329.2,-4.19,0.0
7.4,76.4,11.3,2996,76,1.79,1220,472,34.9,100,525,538,528,0.44,16346.5,-4.23,0.0
7.5,76.2,10.8,2996,76,1.79,1219,473,34.9,100,523,537,536,0.44,16383.5,-4.27,0.0
7.6,76.0,11.7,2996,76,1.79,1217,474,34.8,100,521,535,544,0.44,16379.3,-4.21,0.0
7.8,75.8,12.6,2996,76,1.79,1216,475,34.7,100,520,534,552,0.44,16416.5,-4.16,0.0
7.9,75.6,13.4,2996,76,1.79,1214,476,34.7,100,518,533,560,0.44,16453.8,-4.11,0.0
8.0,75.4,15.4,2996,76,1.79,1213,477,34.6,100,517,532,566,0.44,16471.6,-3.97,0.0
8.1,75.2,17.2,2997,76,1.79,1212,478,34.6,100,516,531,573,0.43,16499.3,-3.85,0.0
8.2,75.0,18.9,2997,77,1.79,1211,479,34.5,100,515,529,580,0.43,16486.1,-3.75,0.0
8.3,74.8,19.0,2997,77,1.79,1209,480,34.4,100,513,528,588,0.43,16523.8,-3.74,0.0
8.4,74.6,19.0,2997,77,1.79,1207,481,34.4,100,512,527,598,0.43,16581.2,-3.73,0.0
8.5,74.4,19.1,2997,77,1.79,1206,482,34.3,100,511,526,604,0.43,16599.5,-3.73,0.0
8.6,74.3,20.6,2997,77,1.79,1205,483,34.3,100,509,525,610,0.43,16617.8,-3.63,0.0
8.7,74.0,21.9,2997,77,1.79,1203,484,34.2,100,508,523,619,0.43,16625.2,-3.54,0.0
8.8,73.9,23.0,2997,77,1.79,1202,485,34.1,100,507,522,625,0.43,16643.8,-3.46,0.0
8.9,73.7,22.6,2997,77,1.79,1201,486,34.1,100,505,521,635,0.43,16701.6,-3.48,0.0
9.0,73.5,22.3,2997,77,1.80,1200,487,34.0,100,504,520,641,0.43,16720.3,-3.51,0.0
9.1,73.4,22.0,2997,77,1.80,1198,488,34.0,100,503,519,648,0.43,16748.9,-3.53,0.0
9.2,73.3,23.0,2997,77,1.80,1197,489,33.9,100,501,518,656,0.42,16787.4,-3.45,0.0
9.3,73.1,24.0,2997,77,1.80,1196,490,33.9,100,500,517,662,0.42,16806.3,-3.38,0.0
9.4,72.9,24.9,2997,77,1.80,1194,491,33.8,100,499,515,671,0.42,16815.0,-3.32,0.0
9.5,72.9,24.3,2997,77,1.80,1193,492,33.8,100,498,514,677,0.42,16834.1,-3.35,0.0
9.6,72.7,23.8,2997,78,1.80,1191,493,33.7,100,497,513,685,0.42,16873.0,-3.39,0.0
9.7,72.6,23.4,2997,78,1.80,1190,493,33.7,100,495,512,693,0.42,16911.9,-3.42,0.0
9.8,72.5,24.3,2997,78,1.80,1189,494,33.6,100,494,511,700,0.42,16941.1,-3.35,0.0
9.9,72.3,25.1,2997,78,1.80,1187,495,33.5,100,493,510,708,0.42,16980.2,-3.29,0.0
10.0,72.2,25.8,2997,78,1.80,1186,496,33.5,100,492,509,714,0.42,16999.8,-3.24,0.0
10.1,72.0,26.5,2997,78,1.80,1185,497,33.4,100,491,508,723,0.42,17048.8,-3.19,0.0
10.2,71.9,27.0,2997,78,1.80,1183,498,33.4,100,490,507,729,0.42,17068.5,-3.15,0.0
10.3,71.8,27.6,2997,78,1.80,1182,498,33.3,100,489,506,736,0.42,17098.1,-3.11,0.0
10.4,71.7,28.0,2997,78,1.80,1181,499,33.3,100,487,505,744,0.41,17137.6,-3.08,0.0
10.5,71.6,28.5,2997,78,1.80,1180,500,33.3,100,486,504,750,0.41,17157.5,-3.04,0.0
10.6,71.5,28.9,2997,78,1.80,1178,501,33.2,100,485,503,759,0.41,17206.9,-3.01,0.0
10.7,71.4,29.2,2997,78,1.80,1177,501,33.2,100,484,502,764,0.41,17217.2,-2.99,0.0
10.8,71.3,29.5,2997,78,1.80,1175,502,33.1,100,483,501,773,0.41,17266.8,-2.97,0.0
10.9,71.1,29.8,2997,78,1.80,1174,503,33.1,100,482,500,779,0.41,17287.1,-2.94,0.0
11.0,71.1,31.3,2997,78,1.80,1173,503,33.0,100,481,500,785,0.41,17345.9,-2.83,0.0
11.1,71.0,32.7,2997,78,1.80,1172,504,33.0,100,480,499,793,0.41,17385.9,-2.73,0.0
11.2,70.8,33.9,2997,78,1.80,1170,505,32.9,100,479,498,802,0.41,17435.7,-2.64,0.0
11.3,70.7,33.7,2997,78,1.80,1169,505,32.9,100,478,497,809,0.41,17466.0,-2.65,0.0
11.4,70.6,33.5,2997,79,1.80,1168,506,32.8,100,477,496,815,0.41,17486.5,-2.67,0.0
11.5,70.5,33.3,2997,79,1.80,1166,507,32.8,100,476,495,822,0.41,17516.9,-2.68,0.0
11.6,70.3,33.2,2997,79,1.80,1165,507,32.7,100,475,494,829,0.41,17547.5,-2.68,0.0
11.7,70.2,33.1,2997,79,1.80,1164,508,32.7,100,474,493,837,0.41,17587.9,-2.69,0.0
11.8,70.1,33.0,2998,79,1.80,1162,509,32.6,100,473,492,844,0.40,17618.5,-2.70,0.0
11.9,70.0,34.1,2998,79,1.80,1161,509,32.6,100,472,492,850,0.40,17677.4,-2.61,0.0
12.0,69.9,35.1,2998,79,1.80,1160,510,32.6,100,471,491,857,0.40,17708.1,-2.53,0.0
12.1,69.7,36.0,2998,79,1.80,1159,510,32.5,100,470,490,866,0.40,17758.6,-2.46,0.0
12.2,69.6,35.6,2998,79,1.80,1158,511,32.5,100,469,489,872,0.40,17779.7,-2.49,0.0
12.3,69.5,35.2,2998,79,1.80,1156,512,32.4,100,468,488,879,0.40,17810.6,-2.52,0.0
12.4,69.3,34.8,2998,79,1.80,1155,512,32.4,100,467,488,885,0.40,17869.5,-2.54,0.0
12.5,69.2,35.7,2998,79,1.80,1154,513,32.4,100,466,487,892,0.40,17900.6,-2.47,0.0
12.6,69.0,36.5,2998,79,1.80,1152,513,32.3,100,465,486,901,0.40,17951.3,-2.41,0.0
12.7,68.9,37.2,2998,79,1.80,1151,514,32.3,100,464,485,908,0.40,17982.5,-2.35,0.0
12.8,68.8,36.6,2998,79,1.80,1150,514,32.2,100,463,484,914,0.40,18004.0,-2.39,0.0
12.9,68.7,36.1,2998,79,1.80,1149,515,32.2,100,463,484,919,0.40,18053.0,-2.43,0.0
13.0,68.6,35.6,2998,79,1.80,1148,515,32.2,100,462,483,926,0.40,18084.4,-2.46,0.0
13.1,68.4,36.3,2998,79,1.80,1146,516,32.1,100,461,482,934,0.40,18125.7,-2.40,0.0
13.2,68.2,37.1,2998,79,1.80,1145,516,32.1,100,460,481,942,0.40,18167.0,-2.34,0.0
13.3,68.1,37.7,2998,79,1.80,1144,517,32.0,100,459,481,948,0.40,18225.8,-2.29,0.0
13.4,68.0,38.2,2998,79,1.80,1143,517,32.0,100,458,480,955,0.39,18257.4,-2.25,0.0
13.5,67.8,38.7,2998,79,1.80,1141,517,32.0,100,457,479,962,0.39,18289.1,-2.21,0.0
13.6,67.7,39.1,2998,79,1.80,1140,518,31.9,100,456,478,969,0.39,18320.9,-2.17,0.0
13.7,67.6,39.4,2998,79,1.80,1139,518,31.9,100,456,478,976,0.39,18389.5,-2.14,0.0
13.8,67.5,39.7,2998,79,1.80,1138,519,31.9,100,455,477,982,0.39,18411.5,-2.11,0.0
13.9,67.4,40.0,2998,79,1.80,1137,519,31.8,100,454,476,989,0.39,18443.4,-2.08,0.0
14.0,67.3,40.3,2998,80,1.80,1136,520,31.8,100,453,476,994,0.39,18492.5,-2.06,0.0
14.1,67.1,40.5,2998,80,1.80,1134,520,31.7,100,452,475,1003,0.39,18544.1,-2.04,0.0
14.2,67.0,40.7,2998,80,1.80,1133,520,31.7,100,452,474,1010,0.39,18576.2,-2.02,0.0
14.3,66.9,40.8,2998,80,1.80,1132,521,31.7,100,451,474,1015,0.39,18625.2,-2.00,0.0
14.4,66.8,41.0,2998,80,1.80,1131,521,31.6,100,450,473,1022,0.39,18657.3,-1.99,0.0
14.5,66.7,41.1,2998,80,1.80,1129,521,31.6,100,449,472,1029,0.39,18689.6,-1.97,0.0
14.6,66.7,41.2,2998,80,1.80,1128,522,31.6,100,449,472,1036,0.39,18758.2,-1.96,0.0
14.7,66.6,41.3,2998,80,1.80,1127,522,31.5,100,448,471,1042,0.39,18780.7,-1.95,0.0
14.8,66.5,41.4,2998,80,1.80,1126,522,31.5,100,447,470,1050,0.39,18822.9,-1.94,0.0
