"Time, s","Power, hp","Thrust, kgf",RPM,"Throttle, %","Altitude, m","Propeller efficiency, %","Propeller pitch, %","Propeller pitch, deg","Manifold pressure, atm","IAS, km/h","TAS, km/h",Mach number,"Climb, m/s","Acceleration, m/s^2","Pitch angle, deg","AoA, deg","AoS, deg","Turn, s","Turn radius, m","Load factor, g",Supercharger gear,"WEP remain, m:s","Fuel consumption, kg/min","Mass of Fuel, kg","Mixture, %","Radiator, %","Oil radiator, %","Engine temperature, ℃","Oil temperature, ℃","Water temperature, ℃"
1109.8,1199,480,3250,110,13263,86,100,45.6,1.73,277,591,0.56,4.6,0,6.1,4.5,-0.1,0,0,1.1,0,35:37:00,4.78,82,0,100,0,0,103,113
1110,1199,480,3250,110,13264,86,100,45.6,1.73,277,591,0.56,4.5,0,6,4.5,-0.1,0,0,1.1,0,35:37:00,4.78,82,0,100,0,0,103,113
1110.2,1199,480,3250,110,13265,86,100,45.6,1.73,277,591,0.56,4.5,0,6,4.5,0,0,0,1.1,0,35:37:00,4.78,82,0,100,0,0,103,113
1110.4,1199,480,3250,110,13265,86,100,45.6,1.73,277,591,0.56,4.5,0,6,4.5,0,0,0,1.1,0,35:37:00,4.78,82,0,100,0,0,103,113
1110.6,1198,479,3250,110,13266,86,100,45.6,1.72,277,591,0.56,4.5,0,6,4.5,0,0,0,1.1,0,35:36:00,4.78,82,0,100,0,0,103,113
1110.8,1198,479,3250,110,13267,86,100,45.6,1.72,277,591,0.56,4.4,0,6,4.5,0,0,0,1.1,0,35:36:00,4.78,82,0,100,0,0,103,113
1111,1198,479,3250,110,13268,86,100,45.6,1.72,277,591,0.56,4.4,0,6,4.5,0,0,0,1.1,0,35:36:00,4.78,82,0,100,0,0,103,113
1111.2,1198,479,3250,110,13269,86,100,45.6,1.72,277,591,0.56,4.4,0,6,4.5,0,0,0,1.2,0,35:36:00,4.78,82,0,100,0,0,103,113
1111.4,1198,479,3250,110,13270,86,100,45.6,1.72,277,591,0.56,4.4,0,6,4.5,0,0,0,1.2,0,35:36:00,4.78,82,0,100,0,0,103,113
1111.6,1198,479,3250,110,13271,86,100,45.6,1.72,277,591,0.56,4.4,0,6,4.5,0,0,0,1.2,0,35:35:00,4.78,82,0,100,0,0,103,113
1111.8,1198,479,3250,110,13272,86,100,45.6,1.72,277,591,0.56,4.4,0,6.1,4.5,0,0,0,1.2,0,35:35:00,4.78,82,0,100,0,0,103,113
1112,1197,479,3250,110,13273,86,100,45.6,1.72,277,591,0.57,4.3,0,6.1,4.5,0,0,0,1.2,0,35:35:00,4.78,82,0,100,0,0,103,113
1112.2,1197,479,3250,110,13273,86,100,45.6,1.72,277,591,0.57,4.3,0,6.1,4.6,0,0,0,1.2,0,35:35:00,4.78,82,0,100,0,0,103,113
1112.4,1197,479,3250,110,13274,86,100,45.6,1.72,277,591,0.57,4.3,0,6.1,4.6,0,0,0,1.2,0,35:35:00,4.78,82,0,100,0,0,103,113
1112.6,1197,479,3250,110,13275,86,100,45.6,1.72,277,591,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:34:00,4.65,82,0,100,0,0,103,113
1112.8,1197,479,3250,110,13276,86,100,45.6,1.72,277,591,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:34:00,4.65,82,0,100,0,0,103,113
1113,1197,479,3250,110,13277,86,100,45.6,1.72,277,591,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:34:00,4.65,82,0,100,0,0,103,113
1113.2,1196,478,3250,110,13278,86,100,45.6,1.72,277,591,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:34:00,4.65,82,0,100,0,0,103,113
1113.4,1196,478,3250,110,13279,86,100,45.6,1.72,277,591,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:34:00,4.65,82,0,100,0,0,103,113
1113.6,1196,478,3250,110,13280,86,100,45.6,1.72,277,592,0.57,4.4,0.27,6.1,4.6,0,0,0,1.2,0,35:33:00,4.65,82,0,100,0,0,103,113
1113.8,1196,478,3250,110,13280,86,100,45.6,1.72,277,592,0.57,4.4,0.27,6.1,4.6,-0.1,0,0,1.2,0,35:33:00,4.65,82,0,100,0,0,103,113
1114.1,1196,478,3250,110,13281,86,100,45.6,1.72,277,592,0.57,4.4,0.27,6.1,4.6,-0.1,0,0,1.2,0,35:33:00,4.65,82,0,100,0,0,103,113
1114.2,1196,478,3250,110,13282,86,100,45.6,1.72,277,592,0.57,4.4,0.27,6.1,4.6,-0.1,0,0,1.2,0,35:33:00,4.65,82,0,100,0,0,103,113
1114.4,1195,478,3250,110,13283,86,100,45.6,1.72,277,592,0.57,4.4,0.27,6.1,4.6,-0.1,0,0,1.2,0,35:33:00,4.65,82,0,100,0,0,103,113
1114.6,1195,478,3250,110,13284,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:32:00,4.65,82,0,100,0,0,103,113
1114.8,1195,478,3250,110,13285,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.5,-0.1,0,0,1.2,0,35:32:00,4.65,82,0,100,0,0,102,113
1115,1195,478,3250,110,13286,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.5,-0.1,0,0,1.2,0,35:32:00,4.65,82,0,100,0,0,102,113
1115.2,1195,478,3250,110,13287,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.5,-0.1,0,0,1.2,0,35:32:00,4.65,82,0,100,0,0,102,113
1115.4,1195,478,3250,110,13288,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.5,-0.1,0,0,1.2,0,35:32:00,4.65,82,0,100,0,0,102,113
1115.6,1195,478,3250,110,13289,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.5,-0.1,0,0,1.2,0,35:31:00,4.65,82,0,100,0,0,102,113
1115.8,1194,477,3250,110,13289,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:31:00,4.65,82,0,100,0,0,102,113
1116,1194,477,3250,110,13290,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:31:00,4.65,82,0,100,0,0,102,113
1116.2,1194,477,3250,110,13291,86,100,45.6,1.72,277,592,0.57,4.3,0,6.1,4.6,-0.1,0,0,1.2,0,35:31:00,4.65,82,0,100,0,0,102,113
1116.4,1194,477,3250,110,13292,86,100,45.6,1.72,277,592,0.57,4.3,0,6.1,4.6,-0.1,0,0,1.2,0,35:31:00,4.65,82,0,100,0,0,102,113
1116.6,1194,477,3250,110,13293,86,100,45.6,1.72,277,592,0.57,4.3,0,6.1,4.6,-0.1,0,0,1.2,0,35:30:00,4.65,82,0,100,0,0,102,113
1116.8,1194,477,3250,110,13294,86,100,45.6,1.72,277,592,0.57,4.3,0,6.1,4.6,-0.1,0,0,1.2,0,35:30:00,4.65,82,0,100,0,0,102,113
1117,1194,477,3250,110,13295,86,100,45.6,1.72,277,592,0.57,4.3,0,6.1,4.6,-0.1,0,0,1.2,0,35:30:00,4.65,82,0,100,0,0,102,113
1117.2,1193,477,3250,110,13296,86,100,45.6,1.72,277,592,0.57,4.3,0,6.1,4.6,-0.1,0,0,1.2,0,35:30:00,4.65,82,0,100,0,0,102,113
1117.4,1193,477,3250,110,13296,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:30:00,4.65,82,0,100,0,0,102,113
1117.6,1193,477,3250,110,13297,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:29:00,4.65,82,0,100,0,0,102,113
1117.8,1193,477,3250,110,13298,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:29:00,4.65,82,0,100,0,0,102,113
1118,1193,477,3250,110,13299,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:29:00,4.65,82,0,100,0,0,102,113
1118.2,1193,476,3250,110,13300,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:29:00,4.65,82,0,100,0,0,102,113
1118.4,1192,476,3250,110,13301,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:29:00,4.65,82,0,100,0,0,102,113
1118.6,1192,476,3250,110,13302,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:28:00,4.65,82,0,100,0,0,102,113
1118.8,1192,476,3250,110,13303,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:28:00,4.65,82,0,100,0,0,102,113
1119,1192,476,3250,110,13304,86,100,45.6,1.72,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:28:00,4.65,82,0,100,0,0,102,113
1119.2,1192,476,3250,110,13304,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:28:00,4.65,82,0,100,0,0,102,113
1119.4,1192,476,3250,110,13305,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:28:00,4.65,82,0,100,0,0,102,113
1119.6,1192,476,3250,110,13306,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:27:00,4.65,82,0,100,0,0,102,113
1119.8,1191,476,3250,110,13307,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:27:00,4.65,82,0,100,0,0,102,113
1120,1191,476,3250,110,13308,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:27:00,4.65,82,0,100,0,0,102,113
1120.2,1191,476,3250,110,13309,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:27:00,4.65,82,0,100,0,0,102,113
1120.4,1191,476,3250,110,13310,86,100,45.6,1.71,277,592,0.57,4.4,0,6.2,4.6,-0.1,0,0,1.2,0,35:27:00,4.65,82,0,100,0,0,102,113
1120.6,1191,476,3250,110,13311,86,100,45.6,1.71,277,592,0.57,4.4,0,6.2,4.6,-0.1,0,0,1.2,0,35:26:00,4.65,81,0,100,0,0,102,113
1120.8,1191,475,3250,110,13311,86,100,45.6,1.71,277,592,0.57,4.4,0,6.2,4.6,-0.1,0,0,1.2,0,35:26:00,4.65,81,0,100,0,0,102,113
1121,1190,475,3250,110,13312,86,100,45.6,1.71,277,592,0.57,4.4,0,6.2,4.6,-0.1,0,0,1.2,0,35:26:00,4.65,81,0,100,0,0,102,113
1121.2,1190,475,3250,110,13313,86,100,45.6,1.71,277,592,0.57,4.4,0,6.2,4.6,-0.1,0,0,1.2,0,35:26:00,4.65,81,0,100,0,0,102,113
1121.4,1190,475,3250,110,13314,86,100,45.6,1.71,277,592,0.57,4.4,0,6.2,4.6,-0.1,0,0,1.2,0,35:26:00,4.65,81,0,100,0,0,102,113
1121.7,1190,475,3250,110,13315,86,100,45.6,1.71,277,592,0.57,4.5,0,6.2,4.6,-0.1,0,0,1.2,0,35:25:00,4.65,81,0,100,0,0,102,113
1121.9,1190,475,3250,110,13316,86,100,45.6,1.71,277,592,0.57,4.5,0,6.1,4.6,-0.1,0,0,1.2,0,35:25:00,4.65,81,0,100,0,0,102,113
1122.1,1190,475,3250,110,13317,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.1,0,0,1.2,0,35:25:00,4.65,81,0,100,0,0,102,113
1122.2,1189,475,3250,110,13318,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.2,0,0,1.2,0,35:25:00,4.65,81,0,100,0,0,102,113
1122.4,1189,475,3250,110,13319,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.6,-0.2,0,0,1.2,0,35:25:00,4.65,81,0,100,0,0,102,113
1122.6,1189,475,3250,110,13320,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.5,-0.2,0,0,1.2,0,35:24:00,4.65,81,0,100,0,0,102,113
1122.8,1189,475,3250,110,13320,86,100,45.6,1.71,277,592,0.57,4.4,0,6.1,4.5,-0.2,0,0,1.2,0,35:24:00,4.65,81,0,100,0,0,102,113
1123.1,1189,475,3250,110,13321,86,100,45.6,1.71,277,593,0.57,4.4,0,6.1,4.5,-0.2,0,0,1.2,0,35:24:00,4.65,81,0,100,0,0,102,113
1123.3,1189,475,3250,110,13322,86,100,45.6,1.71,277,593,0.57,4.4,0,6.1,4.5,-0.1,0,0,1.2,0,35:24:00,4.65,81,0,100,0,0,102,113
1123.5,1189,474,3250,110,13323,86,100,45.6,1.71,277,593,0.57,4.3,0,6.1,4.5,-0.1,0,0,1.2,0,35:24:00,4.65,81,0,100,0,0,102,113
1123.7,1188,474,3250,110,13324,86,100,45.6,1.71,277,593,0.57,4.3,0.28,6.1,4.5,-0.1,0,0,1.2,0,35:23:00,4.65,81,0,100,0,0,102,113
1123.9,1188,474,3250,110,13325,86,100,45.6,1.71,277,593,0.57,4.3,0.28,6.1,4.6,-0.1,0,0,1.2,0,35:23:00,4.65,81,0,100,0,0,102,113
1124.1,1188,474,3250,110,13326,86,100,45.6,1.71,277,593,0.57,4.3,0.28,6.1,4.6,-0.1,0,0,1.2,0,35:23:00,4.65,81,0,100,0,0,102,113
1124.3,1188,474,3250,110,13327,86,100,45.6,1.71,277,593,0.57,4.3,0.28,6.1,4.6,-0.1,0,0,1.2,0,35:23:00,4.65,81,0,100,0,0,102,113
1124.5,1188,474,3250,110,13327,86,100,45.6,1.71,277,593,0.57,4.3,0.28,6.1,4.6,0,0,0,1.2,0,35:23:00,4.65,81,0,100,0,0,102,113
1124.7,1188,474,3250,110,13328,86,100,45.6,1.71,277,593,0.57,4.3,0,6.1,4.6,0,0,0,1.2,0,35:22:00,4.65,81,0,100,0,0,102,113
1124.9,1187,474,3250,110,13329,86,100,45.6,1.71,277,593,0.57,4.3,0,6.1,4.6,0,0,0,1.2,0,35:22:00,4.65,81,0,100,0,0,102,113
1125.1,1187,474,3250,110,13330,86,100,45.6,1.71,276,593,0.57,4.3,0,6.1,4.6,0,0,0,1.2,0,35:22:00,4.65,81,0,100,0,0,102,113
1125.3,1187,474,3250,110,13331,86,100,45.6,1.71,276,593,0.57,4.3,0,6.1,4.6,0.1,0,0,1.2,0,35:22:00,4.65,81,0,100,0,0,102,113
1125.5,1187,474,3250,110,13332,86,100,45.6,1.71,276,593,0.57,4.3,0,6.1,4.6,0.1,0,0,1.2,0,35:22:00,4.65,81,0,100,0,0,102,113
1125.7,1187,474,3250,110,13333,86,100,45.6,1.71,276,593,0.57,4.3,0,6.1,4.6,0.1,0,0,1.2,0,35:21:00,4.65,81,0,100,0,0,102,113
1125.9,1187,474,3250,110,13334,86,100,45.6,1.71,276,593,0.57,4.3,0,6.2,4.6,0.1,0,0,1.2,0,35:21:00,4.65,81,0,100,0,0,102,113
1126.1,1187,474,3250,110,13334,86,100,45.6,1.71,276,593,0.57,4.3,0,6.2,4.6,0.1,0,0,1.2,0,35:21:00,4.65,81,0,100,0,0,102,113
1126.3,1186,473,3250,110,13335,86,100,45.6,1.71,276,593,0.57,4.4,0,6.2,4.6,0.1,0,0,1.2,0,35:21:00,4.65,81,0,100,0,0,102,113
1126.5,1186,473,3250,110,13336,86,100,45.6,1.71,276,593,0.57,4.4,0,6.1,4.6,0.1,0,0,1.2,0,35:21:00,4.65,81,0,100,0,0,102,113
1126.7,1186,473,3250,110,13337,86,100,45.6,1.71,276,593,0.57,4.4,0,6.1,4.6,0.1,0,0,1.2,0,35:20:00,4.65,81,0,100,0,0,102,113
1126.9,1186,473,3250,110,13338,86,100,45.6,1.71,276,593,0.57,4.4,0,6.1,4.6,0.1,0,0,1.2,0,35:20:00,4.65,81,0,100,0,0,102,113
1127.1,1186,473,3250,110,13339,86,100,45.6,1.71,276,593,0.57,4.4,0,6.1,4.6,0.1,0,0,1.2,0,35:20:00,4.65,81,0,100,0,0,102,113
1127.3,1186,473,3250,110,13340,86,100,45.6,1.71,276,593,0.57,4.3,0,6.1,4.6,0.1,0,0,1.2,0,35:20:00,4.65,81,0,100,0,0,102,113
1127.5,1186,473,3250,110,13341,86,100,45.6,1.71,276,593,0.57,4.3,0,6.1,4.6,0.1,0,0,1.2,0,35:20:00,4.65,81,0,100,0,0,102,113
1127.7,1185,473,3250,110,13341,86,100,45.6,1.71,276,593,0.57,4.3,0,6.1,4.5,0.1,0,0,1.2,0,35:19:00,4.65,81,0,100,0,0,102,113
1127.9,1185,473,3250,110,13342,86,100,45.6,1.7,276,593,0.57,4.3,0,6,4.5,0,0,0,1.2,0,35:19:00,4.65,81,0,100,0,0,102,113
1128.1,1185,473,3250,110,13343,86,100,45.6,1.7,276,593,0.57,4.3,0,6,4.5,0,0,0,1.2,0,35:19:00,4.65,81,0,100,0,0,102,113
1128.3,1185,473,3250,110,13344,86,100,45.6,1.7,276,593,0.57,4.2,0,6,4.5,0,0,0,1.2,0,35:19:00,4.65,81,0,100,0,0,102,113
1128.5,1185,473,3250,110,13345,86,100,45.6,1.7,276,593,0.57,4.2,0,6,4.5,0,0,0,1.1,0,35:19:00,4.65,81,0,100,0,0,102,113
1128.7,1185,473,3250,110,13346,86,100,45.6,1.7,276,593,0.57,4.2,0,6,4.5,-0.1,0,0,1.1,0,35:18:00,4.49,81,0,100,0,0,102,113
1128.9,1185,472,3250,110,13347,86,100,45.6,1.7,276,593,0.57,4.2,0,6,4.5,-0.1,0,0,1.1,0,35:18:00,4.49,81,0,100,0,0,102,113
1129.1,1184,472,3250,110,13347,86,100,45.6,1.7,276,593,0.57,4.1,0,6,4.5,-0.1,0,0,1.1,0,35:18:00,4.49,81,0,100,0,0,102,113
1129.3,1184,472,3250,110,13348,86,100,45.6,1.7,276,593,0.57,4.1,0,5.9,4.5,-0.1,0,0,1.1,0,35:18:00,4.49,81,0,100,0,0,102,113
1129.5,1184,472,3250,110,13349,86,100,45.6,1.7,276,593,0.57,4.1,0,5.9,4.5,-0.2,0,0,1.1,0,35:18:00,4.49,81,0,100,0,0,102,113
1129.7,1184,472,3250,110,13350,86,100,45.6,1.7,276,593,0.57,4,0,5.9,4.5,-0.2,0,0,1.2,0,35:17:00,4.69,81,0,100,0,0,102,113
1129.9,1184,472,3250,110,13351,86,100,45.6,1.7,276,593,0.57,4,0,5.9,4.6,-0.2,0,0,1.2,0,35:17:00,4.69,81,0,100,0,0,102,113
1130.1,1184,472,3250,110,13352,86,100,45.6,1.7,276,593,0.57,4,0,6,4.6,-0.2,0,0,1.2,0,35:17:00,4.69,81,0,100,0,0,102,113
1130.3,1184,472,3250,110,13352,86,100,45.6,1.7,276,593,0.57,4,0,6,4.6,-0.2,0,0,1.2,0,35:17:00,4.69,81,0,100,0,0,102,113
1130.5,1183,472,3250,110,13353,86,100,45.6,1.7,276,593,0.57,4,0,6,4.6,-0.2,0,0,1.2,0,35:17:00,4.69,81,0,100,0,0,102,113
1130.7,1183,472,3250,110,13354,86,100,45.6,1.7,276,593,0.57,4,0,6,4.6,-0.2,0,0,1.2,0,35:16:00,4.69,81,0,100,0,0,102,113
1130.9,1183,472,3250,110,13355,86,100,45.6,1.7,276,593,0.57,4,0,6,4.7,-0.2,0,0,1.2,0,35:16:00,4.69,81,0,100,0,0,102,113
1131.1,1183,472,3250,110,13356,86,100,45.6,1.7,276,594,0.57,4,0,6.1,4.7,-0.1,0,0,1.2,0,35:16:00,4.69,81,0,100,0,0,102,113
1131.3,1183,471,3250,110,13356,86,100,45.6,1.7,276,594,0.57,4,0,6.1,4.7,-0.1,0,0,1.2,0,35:16:00,4.69,81,0,100,0,0,102,113
1131.5,1183,471,3250,110,13357,86,100,45.6,1.7,276,594,0.57,4,0,6.1,4.7,-0.1,0,0,1.2,0,35:16:00,4.69,81,0,100,0,0,102,113
1131.7,1183,471,3250,110,13358,86,100,45.6,1.7,276,594,0.57,4.1,0.28,6.1,4.7,-0.1,0,0,1.2,0,35:15:00,4.69,81,0,100,0,0,102,113
1131.9,1182,471,3250,110,13359,86,100,45.6,1.7,276,594,0.57,4.1,0.28,6.1,4.7,0,0,0,1.2,0,35:15:00,4.69,81,0,100,0,0,102,113
1132.1,1182,471,3250,110,13360,86,100,45.6,1.7,276,594,0.57,4.1,0.28,6.2,4.7,0,0,0,1.2,0,35:15:00,4.69,81,0,100,0,0,102,113
1132.3,1182,471,3250,110,13360,86,100,45.6,1.7,276,594,0.57,4.2,0.28,6.2,4.7,0,0,0,1.2,0,35:15:00,4.69,81,0,100,0,0,102,113
1132.5,1182,471,3250,110,13361,86,100,45.6,1.7,276,594,0.57,4.2,0.28,6.2,4.8,0,0,0,1.2,0,35:15:00,4.69,81,0,100,0,0,102,113
1132.7,1182,471,3250,110,13362,86,100,45.6,1.7,276,594,0.57,4.2,0,6.2,4.8,0,0,0,1.2,0,35:14:00,4.69,81,0,100,0,0,102,113
1132.9,1182,471,3250,110,13363,86,100,45.6,1.7,276,594,0.57,4.3,0,6.2,4.8,0.1,0,0,1.2,0,35:14:00,4.69,81,0,100,0,0,102,113
1133.1,1181,471,3250,110,13364,86,100,45.6,1.7,276,594,0.57,4.3,0,6.3,4.8,0.1,0,0,1.2,0,35:14:00,4.69,81,0,100,0,0,102,113
1133.3,1181,471,3250,110,13365,86,100,45.6,1.7,276,594,0.57,4.4,0,6.3,4.7,0.1,0,0,1.2,0,35:14:00,4.69,81,0,100,0,0,102,113
1133.5,1181,471,3250,110,13366,86,100,45.6,1.7,276,594,0.57,4.4,0,6.3,4.7,0.1,0,0,1.2,0,35:14:00,4.69,80,0,100,0,0,102,113
1133.7,1181,471,3250,110,13367,86,100,45.6,1.7,276,594,0.57,4.4,0,6.3,4.7,0,0,0,1.2,0,35:13:00,4.69,80,0,100,0,0,102,113
1133.9,1181,471,3250,110,13367,86,100,45.6,1.7,276,594,0.57,4.4,0,6.2,4.7,0,0,0,1.2,0,35:13:00,4.69,80,0,100,0,0,102,113
1134.1,1181,471,3250,110,13368,86,100,45.6,1.7,276,594,0.57,4.5,0,6.2,4.7,0,0,0,1.2,0,35:13:00,4.69,80,0,100,0,0,102,113
1134.3,1181,470,3250,110,13369,86,100,45.6,1.7,276,594,0.57,4.5,0,6.2,4.7,0,0,0,1.2,0,35:13:00,4.69,80,0,100,0,0,102,113
1134.5,1180,470,3250,110,13370,86,100,45.6,1.7,276,594,0.57,4.5,0,6.2,4.6,0,0,0,1.2,0,35:12:00,4.69,80,0,100,0,0,102,113
1134.7,1180,470,3250,110,13371,86,100,45.6,1.7,276,594,0.57,4.5,0,6.2,4.6,0,0,0,1.2,0,35:12:00,4.56,80,0,100,0,0,102,113
1134.9,1180,470,3250,110,13372,86,100,45.6,1.7,276,594,0.57,4.5,0,6.2,4.6,0,0,0,1.2,0,35:12:00,4.56,80,0,100,0,0,102,113
1135.1,1180,470,3250,110,13373,86,100,45.6,1.7,276,594,0.57,4.5,0,6.2,4.6,-0.1,0,0,1.2,0,35:12:00,4.56,80,0,100,0,0,102,113
1135.3,1180,470,3250,110,13374,86,100,45.6,1.7,276,594,0.57,4.5,0,6.2,4.6,-0.1,0,0,1.2,0,35:12:00,4.56,80,0,100,0,0,102,113
1135.5,1180,470,3250,110,13375,86,100,45.6,1.7,276,594,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:11:00,4.56,80,0,100,0,0,102,113
1135.7,1179,470,3250,110,13376,86,100,45.6,1.7,276,594,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:11:00,4.56,80,0,100,0,0,102,113
1135.9,1179,470,3250,110,13377,86,100,45.6,1.7,276,594,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:11:00,4.56,80,0,100,0,0,102,113
1136.1,1179,470,3250,110,13377,86,100,45.6,1.7,276,594,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:11:00,4.56,80,0,100,0,0,102,113
1136.3,1179,470,3250,110,13378,86,100,45.6,1.7,276,594,0.57,4.4,0,6.1,4.6,0,0,0,1.2,0,35:11:00,4.56,80,0,100,0,0,102,113
1136.5,1179,470,3250,110,13379,86,100,45.6,1.7,276,594,0.57,4.3,0,6.1,4.5,0,0,0,1.2,0,35:10:00,4.56,80,0,100,0,0,102,113
1136.7,1179,470,3250,110,13380,86,100,45.6,1.7,276,594,0.57,4.3,0,6,4.5,0,0,0,1.1,0,35:10:00,4.56,80,0,100,0,0,102,113
1136.9,1179,470,3250,110,13381,86,100,45.6,1.69,276,594,0.57,4.3,0,6,4.5,0,0,0,1.1,0,35:10:00,4.56,80,0,100,0,0,102,113
1137.1,1178,469,3250,110,13382,86,100,45.6,1.69,276,594,0.57,4.2,0,6,4.5,0,0,0,1.1,0,35:10:00,4.56,80,0,100,0,0,102,113
1137.3,1178,469,3250,110,13383,86,100,45.6,1.69,276,594,0.57,4.2,0,6,4.5,0,0,0,1.1,0,35:10:00,4.56,80,0,100,0,0,102,113
1137.5,1178,469,3250,110,13383,86,100,45.6,1.69,276,594,0.57,4.2,0,6,4.5,0,0,0,1.1,0,35:09:00,4.56,80,0,100,0,0,102,113
1137.7,1178,469,3250,110,13384,86,100,45.6,1.69,276,594,0.57,4.1,0,6,4.5,0,0,0,1.1,0,35:09:00,4.56,80,0,100,0,0,102,113
1137.9,1178,469,3250,110,13385,86,100,45.6,1.69,276,594,0.57,4.1,0,6,4.5,0,0,0,1.1,0,35:09:00,4.56,80,0,100,0,0,102,113
1138.1,1178,469,3250,110,13386,86,100,45.6,1.69,276,594,0.57,4.1,0,6,4.5,0,0,0,1.1,0,35:09:00,4.56,80,0,100,0,0,102,113
1138.3,1178,469,3250,110,13387,86,100,45.6,1.69,276,594,0.57,4,0,6,4.6,0,0,0,1.2,0,35:09:00,4.56,80,0,100,0,0,102,113
1138.5,1177,469,3250,110,13388,86,100,45.6,1.69,276,594,0.57,4,0,6,4.6,0,0,0,1.2,0,35:08:00,4.56,80,0,100,0,0,102,113
1138.7,1177,469,3250,110,13388,86,100,45.6,1.69,276,594,0.57,4,0,6,4.6,0,0,0,1.2,0,35:08:00,4.56,80,0,100,0,0,102,113
1138.9,1177,469,3250,110,13389,86,100,45.6,1.69,276,594,0.57,4,0,6,4.6,0,0,0,1.2,0,35:08:00,4.56,80,0,100,0,0,102,113
1139.1,1177,469,3250,110,13390,86,100,45.6,1.69,276,594,0.57,3.9,0,6,4.6,0,0,0,1.2,0,35:08:00,4.56,80,0,100,0,0,102,113
1139.3,1177,469,3250,110,13391,86,100,45.6,1.69,276,594,0.57,3.9,0,6,4.6,0,0,0,1.2,0,35:08:00,4.56,80,0,100,0,0,102,113
1139.5,1177,469,3250,110,13392,86,100,45.6,1.69,276,594,0.57,3.9,0,6,4.7,0,0,0,1.2,0,35:07:00,4.56,80,0,100,0,0,102,113
1139.7,1177,469,3250,110,13392,86,100,45.6,1.69,276,594,0.57,3.9,0,6,4.7,0,0,0,1.2,0,35:07:00,4.56,80,0,100,0,0,102,113
1139.9,1176,468,3250,110,13393,86,100,45.6,1.69,276,594,0.57,4,0,6.1,4.7,0,0,0,1.2,0,35:07:00,4.56,80,0,100,0,0,102,113
1140.1,1176,468,3250,110,13394,86,100,45.6,1.69,276,594,0.57,4,0,6.1,4.7,0,0,0,1.2,0,35:07:00,4.56,80,0,100,0,0,102,113
1140.3,1176,468,3250,110,13395,86,100,45.6,1.69,276,594,0.57,4,0,6.1,4.7,0,0,0,1.2,0,35:07:00,4.56,80,0,100,0,0,102,113
1140.5,1176,468,3250,110,13396,86,100,45.6,1.69,276,594,0.57,4,0,6.1,4.7,0,0,0,1.2,0,35:06:00,4.56,80,0,100,0,0,102,113
