"Time, s","Altitude, m","IAS, km/h","TAS, km/h","Propeller efficiency, %[1]","Propeller efficiency, %[2]","Propeller pitch, deg[1]","Propeller pitch, deg[2]","Propeller pitch, %[1]","Propeller pitch, %[2]",RPM[1],RPM[2],"Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]","Pitch angle, deg","AoA, deg","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s",Mach number,"Manifold pressure, atm[1]","Manifold pressure, atm[2]"
28.2,120,252,254,78,78,29.2,29.2,100,100,3005,3005,1616,1616,1345,1344,16.6,6.6,22.6,1.44,12.3,0.21,2.23,2.23
28.3,121,253,254,78,78,29.2,29.2,100,100,3005,3005,1616,1616,1348,1348,16.6,6.4,22.7,1.41,12.5,0.21,2.23,2.23
28.4,123,253,254,78,78,29.3,29.3,100,100,3005,3005,1616,1616,1350,1350,16.6,6.3,22.7,1.39,12.7,0.21,2.23,2.23
28.5,124,253,255,78,78,29.3,29.3,100,100,3005,3005,1615,1615,1354,1353,16.6,6.1,22.8,1.37,12.9,0.21,2.22,2.22
28.6,125,254,255,79,79,29.4,29.4,100,100,3004,3004,1615,1615,1355,1355,16.6,6.1,22.8,1.34,13.1,0.21,2.22,2.22
28.7,127,254,255,79,79,29.4,29.4,100,100,3003,3003,1614,1614,1356,1356,16.7,6.0,22.8,1.32,13.2,0.21,2.22,2.22
28.8,128,254,256,79,79,29.4,29.4,100,100,3002,3002,1614,1614,1355,1357,16.8,6.0,22.8,1.29,13.4,0.21,2.22,2.22
28.9,129,254,256,79,79,29.5,29.5,100,100,3000,3000,1614,1614,1353,1356,16.9,6.0,22.7,1.26,13.6,0.21,2.22,2.22
29.0,131,254,256,79,79,29.5,29.5,100,100,2999,2999,1614,1613,1350,1352,17.0,5.9,22.7,1.24,13.8,0.21,2.22,2.22
29.1,132,255,256,78,79,29.5,29.5,100,100,2998,2998,1614,1613,1344,1351,17.0,5.9,22.7,1.21,13.9,0.21,2.22,2.22
29.2,133,255,256,78,79,29.5,29.5,100,100,2998,2997,1614,1613,1339,1350,17.2,6.0,22.5,1.18,13.9,0.21,2.22,2.22
29.3,135,255,257,78,79,29.5,29.5,100,100,2998,2996,1614,1614,1335,1349,17.3,6.1,22.5,1.15,14.1,0.21,2.22,2.22
29.4,136,255,257,78,79,29.4,29.4,100,100,2998,2996,1614,1614,1331,1347,17.4,6.1,22.3,1.11,14.2,0.21,2.22,2.22
29.5,137,255,257,78,79,29.4,29.4,100,100,2998,2995,1615,1614,1330,1344,17.5,6.2,22.3,1.06,14.3,0.21,2.22,2.22
29.6,139,255,256,78,78,29.4,29.4,100,100,2999,2995,1615,1614,1330,1341,17.5,6.2,22.0,1.03,14.5,0.21,2.22,2.22
29.7,140,255,256,78,78,29.4,29.4,100,100,2999,2996,1615,1615,1332,1339,17.5,6.3,22.0,0.99,14.6,0.21,2.22,2.22
29.8,142,255,256,78,78,29.4,29.4,100,100,2999,2996,1616,1615,1334,1337,17.5,6.4,21.7,0.95,14.8,0.21,2.22,2.22
29.9,144,255,256,78,78,29.4,29.4,100,100,2999,2997,1616,1616,1337,1335,17.5,6.5,21.6,0.91,15.0,0.21,2.22,2.22
30.0,145,255,256,78,78,29.4,29.4,100,100,2999,2998,1616,1616,1338,1334,17.5,6.5,21.5,0.87,15.2,0.21,2.22,2.22
30.1,147,254,256,78,78,29.4,29.4,100,100,2999,2999,1615,1616,1339,1336,17.5,6.7,21.5,0.83,15.3,0.21,2.22,2.23
30.2,148,254,256,78,78,29.4,29.4,100,100,2999,3000,1615,1617,1340,1341,17.5,7.0,21.1,0.78,15.4,0.21,2.22,2.23
30.3,150,254,256,79,79,29.4,29.4,100,100,2999,3000,1615,1617,1343,1349,17.7,7.6,20.8,0.73,15.5,0.21,2.22,2.22
30.4,152,253,255,79,80,29.3,29.3,100,100,2998,3000,1615,1616,1347,1360,17.9,8.3,20.8,0.66,15.8,0.21,2.22,2.22
30.5,153,253,254,79,80,29.3,29.3,100,100,2997,2999,1615,1616,1350,1366,18.1,8.8,20.3,0.60,16.0,0.21,2.22,2.22
30.6,154,252,254,79,80,29.3,29.3,100,100,2997,2998,1615,1615,1353,1369,18.3,9.3,20.3,0.54,16.3,0.21,2.22,2.22
30.7,156,251,253,79,80,29.2,29.2,100,100,2996,2997,1615,1615,1354,1371,18.4,9.9,20.1,0.47,16.7,0.21,2.22,2.22
30.8,158,251,253,79,80,29.2,29.2,100,100,2995,2996,1615,1615,1353,1368,18.4,10.2,20.1,0.41,17.1,0.21,2.22,2.22
30.9,159,251,253,79,80,29.2,29.2,100,100,2995,2995,1615,1615,1350,1365,18.3,10.4,19.7,0.34,17.3,0.21,2.22,2.22
31.0,162,250,252,78,79,29.1,29.1,100,100,2995,2995,1616,1615,1345,1359,18.2,10.6,19.4,0.25,17.6,0.21,2.22,2.22
31.1,163,250,252,78,79,29.0,29.0,100,100,2996,2995,1616,1616,1342,1355,17.9,10.7,19.4,0.19,17.8,0.21,2.22,2.22
31.2,165,250,252,78,78,29.0,29.0,100,100,2997,2996,1617,1616,1339,1350,17.7,10.8,18.7,0.12,17.9,0.21,2.22,2.22
31.3,167,250,252,78,78,29.0,29.0,100,100,2998,2998,1617,1617,1338,1347,17.4,10.8,18.7,0.07,17.9,0.21,2.22,2.22
31.4,169,250,252,77,78,28.9,28.9,100,100,3000,2999,1618,1618,1338,1344,17.1,10.8,18.0,0.02,17.9,0.21,2.23,2.23
31.5,170,250,252,77,78,28.9,28.9,100,100,3001,3001,1618,1619,1338,1342,16.8,10.6,17.7,-0.02,17.8,0.21,2.23,2.23
31.6,172,250,252,77,78,28.9,28.9,100,100,3003,3003,1619,1619,1340,1342,16.5,10.4,17.3,-0.05,17.7,0.21,2.23,2.23
31.7,174,250,252,78,78,29.0,29.0,100,100,3004,3005,1619,1620,1343,1343,16.2,10.2,17.3,-0.08,17.4,0.21,2.23,2.23
31.8,176,250,252,78,78,29.0,29.0,100,100,3005,3007,1619,1620,1348,1346,15.9,9.9,16.4,-0.10,17.1,0.21,2.23,2.23
31.9,177,250,252,78,78,29.1,29.1,100,100,3006,3008,1619,1620,1354,1351,15.7,9.7,15.9,-0.10,16.7,0.21,2.23,2.23
32.0,179,250,252,78,78,29.1,29.1,100,100,3006,3009,1619,1620,1360,1356,15.5,9.4,15.5,-0.11,16.3,0.21,2.23,2.23
32.1,180,250,252,79,78,29.2,29.2,100,100,3006,3009,1618,1619,1364,1361,15.4,9.1,15.1,-0.11,15.9,0.21,2.22,2.23
32.2,182,250,252,79,79,29.2,29.2,100,100,3005,3009,1618,1619,1367,1366,15.3,8.8,14.7,-0.11,15.5,0.21,2.22,2.23
32.3,184,251,253,79,79,29.2,29.2,100,100,3003,3008,1617,1618,1368,1370,15.2,8.5,14.7,-0.10,15.1,0.21,2.22,2.22
32.4,185,251,253,79,79,29.3,29.3,100,100,3002,3007,1617,1617,1367,1372,15.2,8.2,14.0,-0.09,14.6,0.21,2.22,2.22
32.5,187,251,253,79,79,29.3,29.3,100,100,3001,3005,1616,1617,1365,1371,15.3,7.8,13.7,-0.07,14.2,0.21,2.22,2.22
32.6,188,251,253,79,79,29.3,29.3,100,100,2999,3003,1616,1616,1361,1369,15.3,7.5,13.5,-0.05,13.9,0.21,2.22,2.22
32.7,190,252,254,78,79,29.3,29.3,100,100,2999,3001,1616,1616,1355,1366,15.4,7.2,13.4,-0.02,13.6,0.21,2.22,2.22
32.8,191,252,254,78,79,29.3,29.3,100,100,2998,2999,1617,1616,1350,1363,15.5,7.0,13.4,0.00,13.3,0.21,2.22,2.22
32.9,192,252,254,78,79,29.3,29.3,100,100,2998,2998,1617,1616,1346,1359,15.6,6.8,13.3,0.03,13.1,0.21,2.22,2.22
33.0,194,252,255,78,78,29.3,29.3,100,100,2999,2997,1618,1616,1341,1355,15.7,6.7,13.3,0.06,12.9,0.21,2.22,2.22
33.1,195,252,255,77,78,29.3,29.3,100,100,2999,2997,1618,1616,1338,1350,15.7,6.6,13.3,0.08,12.7,0.21,2.22,2.22
33.2,196,253,255,77,78,29.3,29.3,100,100,3000,2996,1619,1617,1336,1344,15.8,6.5,13.4,0.11,12.6,0.21,2.22,2.22
33.3,198,253,255,77,78,29.3,29.3,100,100,3001,2997,1619,1617,1336,1339,15.9,6.4,13.6,0.14,12.6,0.21,2.23,2.22
33.4,199,253,256,78,77,29.3,29.3,100,100,3002,2997,1619,1618,1337,1335,15.9,6.3,13.6,0.16,12.5,0.21,2.23,2.22
33.5,200,253,256,78,77,29.3,29.3,100,100,3002,2998,1619,1619,1338,1331,16.0,6.2,13.8,0.19,12.4,0.21,2.23,2.22
33.6,201,254,256,78,77,29.3,29.3,100,100,3003,2999,1619,1619,1338,1329,16.0,6.1,13.8,0.21,12.4,0.21,2.23,2.23
33.7,202,254,256,78,77,29.4,29.4,100,100,3003,3001,1619,1620,1340,1328,16.0,5.9,14.1,0.24,12.4,0.21,2.23,2.23
33.8,204,254,257,78,77,29.4,29.4,100,100,3004,3002,1619,1620,1341,1329,16.0,5.8,14.4,0.27,12.4,0.21,2.23,2.23
33.9,205,254,257,78,77,29.4,29.4,100,100,3003,3003,1619,1620,1343,1330,16.0,5.8,14.6,0.29,12.4,0.21,2.22,2.23
34.0,206,255,257,78,78,29.5,29.5,100,100,3003,3003,1619,1620,1344,1333,16.0,5.7,14.7,0.31,12.5,0.21,2.22,2.23
34.1,207,255,257,78,78,29.5,29.5,100,100,3003,3004,1619,1620,1344,1338,16.0,5.7,14.9,0.33,12.5,0.21,2.22,2.23
34.2,209,255,258,79,78,29.5,29.5,100,100,3002,3004,1618,1620,1344,1341,16.1,5.7,14.9,0.36,12.6,0.21,2.22,2.23
34.3,210,255,258,79,79,29.6,29.6,100,100,3001,3003,1618,1619,1343,1344,16.2,5.8,15.4,0.38,12.7,0.21,2.22,2.22
34.4,211,256,258,79,79,29.6,29.6,100,100,3000,3003,1618,1619,1342,1346,16.2,5.8,15.6,0.39,12.7,0.21,2.22,2.22
34.5,213,256,258,79,79,29.6,29.6,100,100,3000,3001,1618,1618,1339,1346,16.3,5.9,15.9,0.41,12.9,0.21,2.22,2.22
34.6,214,256,259,78,79,29.6,29.6,100,100,2999,3000,1618,1618,1336,1345,16.4,5.9,16.1,0.42,13.0,0.21,2.22,2.22
34.7,215,256,259,78,79,29.6,29.6,100,100,2999,2999,1618,1618,1333,1341,16.5,5.8,16.1,0.44,13.2,0.21,2.22,2.22
34.8,216,256,259,78,79,29.6,29.6,100,100,2999,2999,1618,1618,1331,1337,16.5,5.8,16.6,0.46,13.3,0.21,2.22,2.22
34.9,218,257,259,78,78,29.6,29.6,100,100,2999,2998,1619,1618,1328,1332,16.5,5.7,16.8,0.47,13.4,0.21,2.22,2.22
35.0,219,257,260,78,78,29.6,29.6,100,100,2999,2998,1619,1618,1325,1328,16.5,5.6,17.0,0.48,13.5,0.21,2.22,2.22
35.1,221,257,260,78,78,29.6,29.6,100,100,3000,2998,1619,1619,1323,1326,16.5,5.6,17.3,0.50,13.6,0.21,2.22,2.22
35.2,222,257,260,78,78,29.6,29.6,100,100,3000,2999,1620,1619,1322,1325,16.6,5.7,17.5,0.51,13.8,0.21,2.22,2.22
35.3,223,257,260,78,78,29.6,29.6,100,100,3001,2999,1620,1619,1320,1323,16.7,5.6,17.7,0.52,13.9,0.21,2.22,2.22
35.4,225,258,260,78,78,29.6,29.6,100,100,3001,3000,1620,1620,1319,1321,16.6,5.4,17.7,0.53,14.0,0.21,2.23,2.22
35.5,226,258,261,78,78,29.6,29.6,100,100,3002,3001,1620,1620,1320,1319,16.6,5.3,18.0,0.54,14.1,0.21,2.23,2.22
35.6,228,258,261,78,78,29.7,29.7,100,100,3003,3001,1620,1620,1322,1318,16.6,5.3,18.2,0.54,14.2,0.21,2.23,2.23
35.7,229,258,261,78,78,29.7,29.7,100,100,3003,3002,1620,1620,1325,1319,16.6,5.3,18.2,0.55,14.3,0.21,2.22,2.23
35.8,230,258,261,79,78,29.7,29.7,100,100,3003,3003,1620,1620,1327,1320,16.6,5.3,18.5,0.56,14.4,0.21,2.22,2.23
35.9,232,259,261,79,78,29.7,29.7,100,100,3002,3003,1620,1620,1328,1322,16.6,5.2,18.6,0.56,14.4,0.21,2.22,2.23
36.0,233,259,262,79,78,29.8,29.8,100,100,3002,3003,1619,1620,1328,1325,16.7,5.2,18.6,0.56,14.5,0.21,2.22,2.22
36.1,235,259,262,79,79,29.8,29.8,100,100,3001,3003,1619,1620,1328,1328,16.8,5.3,18.7,0.56,14.6,0.21,2.22,2.22
36.2,236,259,262,79,79,29.8,29.8,100,100,3001,3002,1619,1620,1328,1330,16.9,5.4,18.9,0.56,14.7,0.21,2.22,2.22
36.3,238,259,262,79,79,29.8,29.8,100,100,3000,3002,1619,1619,1327,1331,17.1,5.4,18.9,0.56,14.8,0.21,2.22,2.22
36.4,239,259,262,79,79,29.8,29.8,100,100,2999,3001,1619,1619,1326,1332,17.3,5.6,18.9,0.56,14.9,0.22,2.22,2.22
36.5,241,259,262,79,79,29.8,29.8,100,100,2999,2999,1619,1619,1325,1334,17.7,6.0,19.1,0.55,15.0,0.22,2.22,2.22
36.6,242,259,262,79,80,29.8,29.8,100,100,2998,2998,1619,1618,1325,1336,18.1,6.4,19.1,0.55,15.2,0.22,2.22,2.22
36.7,244,259,262,79,80,29.8,29.8,100,100,2998,2997,1619,1618,1327,1336,18.7,6.9,19.4,0.53,15.5,0.22,2.22,2.22
36.8,245,259,262,79,80,29.8,29.8,100,100,2997,2996,1619,1618,1328,1336,19.4,7.3,19.6,0.51,15.8,0.22,2.22,2.22
36.9,247,259,262,79,79,29.7,29.7,100,100,2996,2995,1619,1618,1329,1334,20.1,7.8,19.6,0.48,16.2,0.22,2.22,2.22
37.0,248,258,261,79,79,29.7,29.7,100,100,2996,2994,1619,1618,1329,1329,21.0,8.2,20.0,0.45,16.7,0.22,2.22,2.22
37.1,250,258,261,79,79,29.7,29.7,100,100,2995,2994,1619,1619,1329,1325,21.6,8.6,20.3,0.41,17.3,0.22,2.22,2.22
37.2,252,258,261,79,79,29.6,29.6,100,100,2995,2994,1619,1619,1327,1320,22.3,8.8,20.6,0.37,17.9,0.22,2.22,2.22
37.3,254,257,261,79,78,29.6,29.6,100,100,2995,2995,1620,1620,1324,1317,23.1,9.0,20.6,0.33,18.5,0.22,2.22,2.22
37.4,256,257,260,78,78,29.5,29.5,100,100,2996,2996,1620,1621,1321,1314,23.7,9.0,21.3,0.29,19.1,0.21,2.22,2.22
37.5,258,257,260,78,78,29.5,29.5,100,100,2997,2998,1621,1621,1317,1312,24.2,8.9,21.3,0.25,19.7,0.21,2.22,2.22
37.6,260,257,260,78,78,29.4,29.4,100,100,2998,2999,1621,1622,1315,1312,24.6,8.8,21.8,0.22,20.2,0.21,2.22,2.23
37.7,262,257,260,78,78,29.4,29.4,100,100,2999,3001,1622,1622,1314,1313,24.9,8.7,22.1,0.18,20.8,0.21,2.22,2.23
37.8,264,256,260,78,78,29.4,29.4,100,100,3001,3003,1622,1623,1315,1316,25.2,8.4,22.1,0.15,21.3,0.21,2.23,2.23
37.9,266,256,259,78,78,29.4,29.4,100,100,3003,3004,1623,1623,1318,1320,25.4,8.2,22.6,0.11,21.8,0.21,2.23,2.23
38.0,268,256,259,78,78,29.4,29.4,100,100,3004,3005,1623,1623,1322,1326,25.6,8.0,22.9,0.08,22.3,0.21,2.23,2.23
38.1,270,256,259,78,78,29.5,29.5,100,100,3005,3006,1623,1623,1326,1331,25.7,7.8,23.0,0.05,22.6,0.21,2.23,2.23
38.2,273,256,259,78,79,29.5,29.5,100,100,3005,3006,1623,1622,1331,1336,25.8,7.4,23.0,0.03,23.0,0.21,2.23,2.22
38.3,275,256,259,78,79,29.6,29.6,100,100,3005,3005,1622,1622,1336,1340,25.8,7.1,23.4,0.00,23.4,0.21,2.22,2.22
38.4,277,256,259,79,79,29.6,29.6,100,100,3005,3005,1622,1621,1340,1345,25.8,6.8,23.4,-0.02,23.7,0.21,2.22,2.22
38.5,280,255,259,79,79,29.7,29.7,100,100,3004,3003,1621,1621,1345,1349,25.9,6.7,23.6,-0.04,23.9,0.21,2.22,2.22
38.6,282,255,258,79,79,29.7,29.7,100,100,3003,3002,1621,1620,1348,1351,26.0,6.7,23.6,-0.07,24.1,0.21,2.22,2.22
38.7,284,255,258,79,79,29.7,29.7,100,100,3002,3000,1620,1620,1351,1353,26.2,6.6,23.6,-0.10,24.4,0.21,2.22,2.22
38.8,287,255,258,79,79,29.7,29.7,100,100,3000,2999,1620,1620,1352,1351,26.4,6.5,23.7,-0.12,24.6,0.21,2.22,2.22
38.9,290,254,258,79,79,29.7,29.7,100,100,2999,2997,1620,1619,1351,1348,26.4,6.3,23.8,-0.15,24.9,0.21,2.22,2.22
39.0,292,254,257,79,78,29.7,29.7,100,100,2997,2996,1620,1620,1348,1343,26.5,6.1,23.8,-0.18,25.1,0.21,2.22,2.22
39.1,294,254,257,78,78,29.7,29.7,100,100,2997,2996,1620,1620,1344,1339,26.5,6.0,23.8,-0.20,25.2,0.21,2.22,2.22
39.2,297,254,257,78,78,29.7,29.7,100,100,2996,2996,1620,1621,1340,1335,26.5,5.8,23.7,-0.22,25.3,0.21,2.22,2.22
39.3,299,253,257,78,78,29.6,29.6,100,100,2996,2996,1621,1621,1337,1333,26.5,5.7,23.7,-0.24,25.4,0.21,2.22,2.22
39.4,302,253,257,77,77,29.6,29.6,100,100,2996,2997,1621,1622,1333,1331,26.5,5.6,23.6,-0.27,25.6,0.21,2.22,2.22
39.5,304,253,256,77,77,29.6,29.6,100,100,2997,2998,1622,1622,1332,1330,26.5,5.5,23.6,-0.29,25.6,0.21,2.22,2.22
39.6,307,252,256,77,77,29.5,29.5,100,100,2998,2999,1623,1623,1332,1331,26.5,5.4,23.4,-0.31,25.7,0.21,2.22,2.22
39.7,310,252,256,77,77,29.5,29.5,100,100,2999,3000,1623,1624,1332,1333,26.5,5.3,23.3,-0.34,25.8,0.21,2.22,2.22
39.8,312,252,255,77,77,29.5,29.5,100,100,3000,3001,1624,1624,1335,1336,26.5,5.2,23.3,-0.35,25.8,0.21,2.22,2.22
39.9,315,251,255,77,77,29.5,29.5,100,100,3001,3002,1624,1624,1338,1341,26.5,5.2,23.3,-0.36,25.8,0.21,2.22,2.22
40.0,318,251,255,77,77,29.5,29.5,100,100,3002,3002,1624,1624,1342,1345,26.5,5.1,23.2,-0.36,25.9,0.21,2.22,2.22
40.1,320,251,254,77,78,29.5,29.5,100,100,3002,3003,1624,1624,1345,1349,26.5,5.1,23.2,-0.40,25.9,0.21,2.22,2.22
40.2,323,250,254,78,78,29.6,29.6,100,100,3002,3002,1624,1624,1350,1353,26.5,5.0,22.9,-0.42,25.9,0.21,2.22,2.22
40.3,325,250,254,78,78,29.6,29.6,100,100,3002,3002,1624,1623,1354,1357,26.5,5.0,22.9,-0.43,25.9,0.21,2.22,2.22
40.4,329,250,254,78,78,29.6,29.6,100,100,3002,3001,1624,1623,1358,1360,26.5,5.0,22.8,-0.43,25.9,0.21,2.22,2.22
40.5,331,249,253,78,78,29.6,29.6,100,100,3001,3000,1623,1623,1360,1361,26.5,4.9,22.6,-0.46,25.9,0.21,2.22,2.22
40.6,333,249,253,78,78,29.6,29.6,100,100,3000,2999,1623,1623,1361,1361,26.5,4.9,22.4,-0.48,25.9,0.21,2.22,2.22
40.7,336,249,253,78,78,29.6,29.6,100,100,2999,2999,1623,1623,1362,1361,26.5,4.9,22.4,-0.51,25.9,0.21,2.22,2.22
40.8,339,249,252,78,78,29.6,29.6,100,100,2999,2998,1623,1623,1362,1360,26.5,4.9,22.1,-0.53,25.9,0.21,2.22,2.22
40.9,341,248,252,78,77,29.6,29.6,100,100,2998,2997,1623,1623,1361,1359,26.5,4.9,21.9,-0.55,25.9,0.21,2.22,2.22
41.0,344,248,252,77,77,29.6,29.6,100,100,2998,2997,1623,1623,1360,1357,26.5,4.9,21.8,-0.57,25.8,0.21,2.22,2.22
41.1,346,248,252,77,77,29.6,29.6,100,100,2997,2997,1624,1624,1358,1356,26.5,4.9,21.8,-0.58,25.8,0.21,2.22,2.22
41.2,348,247,252,77,77,29.5,29.5,100,100,2997,2997,1624,1624,1357,1355,26.5,4.8,21.5,-0.60,25.8,0.21,2.22,2.22
41.3,352,247,251,77,77,29.5,29.5,100,100,2998,2998,1624,1625,1356,1354,26.4,4.8,21.6,-0.58,25.8,0.21,2.22,2.22
41.4,354,247,251,77,77,29.5,29.5,100,100,2998,2999,1625,1625,1355,1354,26.4,4.8,21.6,-0.60,25.7,0.21,2.22,2.22
41.5,357,247,251,77,77,29.5,29.5,100,100,2998,2999,1625,1625,1356,1355,26.4,4.8,21.3,-0.62,25.7,0.21,2.22,2.22
41.6,359,246,250,77,77,29.4,29.4,100,100,2999,3000,1626,1626,1356,1357,26.4,4.8,21.2,-0.63,25.7,0.21,2.22,2.22
41.7,362,246,250,77,77,29.4,29.4,100,100,3000,3000,1626,1626,1358,1359,26.4,4.8,21.1,-0.65,25.7,0.21,2.22,2.22
41.8,365,246,250,77,77,29.4,29.4,100,100,3000,3001,1626,1626,1360,1361,26.4,4.8,21.1,-0.66,25.6,0.20,2.22,2.22
41.9,367,245,250,77,77,29.4,29.4,100,100,3001,3001,1626,1626,1363,1364,26.4,4.9,20.8,-0.67,25.6,0.20,2.22,2.22
42.0,369,245,249,77,77,29.4,29.4,100,100,3001,3001,1626,1626,1365,1367,26.4,4.9,20.8,-0.68,25.5,0.20,2.22,2.22
42.1,372,245,249,77,77,29.4,29.4,100,100,3001,3001,1626,1626,1368,1370,26.4,4.9,20.6,-0.69,25.5,0.20,2.22,2.22
42.2,375,244,249,77,77,29.4,29.4,100,100,3001,3001,1626,1626,1370,1372,26.4,4.9,20.6,-0.70,25.5,0.20,2.22,2.22
42.3,377,244,249,77,77,29.5,29.5,100,100,3001,3001,1626,1626,1373,1374,26.4,4.9,20.5,-0.70,25.4,0.20,2.22,2.22
42.4,380,244,248,77,77,29.5,29.5,100,100,3001,3000,1626,1626,1375,1376,26.4,4.9,20.5,-0.71,25.4,0.20,2.22,2.22
42.5,382,244,248,77,77,29.5,29.5,100,100,3000,3000,1626,1626,1376,1376,26.4,4.9,20.3,-0.71,25.4,0.20,2.22,2.22
42.6,385,243,248,77,77,29.5,29.5,100,100,3000,2999,1626,1626,1377,1377,26.4,4.9,20.3,-0.71,25.3,0.20,2.22,2.22
42.7,387,243,247,77,77,29.5,29.5,100,100,2999,2999,1626,1626,1378,1377,26.4,4.9,20.2,-0.72,25.3,0.20,2.22,2.22
42.8,390,243,247,77,77,29.4,29.4,100,100,2999,2999,1626,1626,1378,1377,26.4,4.9,20.2,-0.72,25.2,0.20,2.22,2.22
42.9,393,242,247,77,77,29.4,29.4,100,100,2999,2998,1626,1626,1378,1376,26.4,4.9,20.2,-0.72,25.2,0.20,2.22,2.22
43.0,395,242,247,77,77,29.4,29.4,100,100,2998,2998,1627,1627,1377,1376,26.4,5.0,20.1,-0.72,25.1,0.20,2.22,2.22
43.1,398,242,246,77,76,29.4,29.4,100,100,2998,2998,1627,1627,1377,1376,26.4,5.0,20.1,-0.71,25.1,0.20,2.22,2.22
43.2,400,242,246,76,76,29.4,29.4,100,100,2998,2999,1627,1627,1377,1376,26.4,5.0,20.1,-0.72,25.1,0.20,2.22,2.22
43.3,403,241,246,76,76,29.4,29.4,100,100,2999,2999,1627,1628,1377,1376,26.4,5.0,20.0,-0.71,25.0,0.20,2.22,2.22
43.4,405,241,246,76,76,29.4,29.4,100,100,2999,2999,1628,1628,1377,1376,26.4,5.0,20.0,-0.72,25.0,0.20,2.22,2.22
43.5,410,682,696,383,383,29.6,29.6,100,100,3135,3136,1831,1831,2754,2755,26.3,4.2,221.5,7.50,73.7,0.57,2.58,2.58
43.6,418,684,697,320,320,30.1,30.1,100,100,3385,3385,1802,1802,2263,2264,26.0,2.5,221.5,15.44,77.5,0.57,2.66,2.66
43.7,424,684,698,268,268,30.6,30.6,100,100,3514,3515,1715,1714,1806,1807,25.9,1.7,501.6,21.35,79.8,0.57,2.66,2.66
43.8,434,683,697,216,216,31.5,31.5,100,100,3619,3619,1581,1580,1340,1340,26.1,1.2,633.6,27.91,82.5,0.57,2.59,2.59
43.9,441,683,697,210,210,32.2,32.2,100,100,3665,3665,1505,1504,1237,1237,26.4,0.7,702.9,31.34,84.1,0.57,2.53,2.53
44.0,450,685,700,238,238,33.0,33.0,100,100,3725,3725,1416,1416,1317,1317,26.5,0.3,702.9,34.61,86.0,0.57,2.49,2.49
44.2,459,685,699,222,222,34.0,34.0,100,100,3802,3802,1316,1315,1142,1143,26.5,-0.1,821.3,37.07,87.2,0.57,2.47,2.47
44.2,468,684,699,197,198,35.1,35.1,100,100,3863,3863,1225,1224,948,948,26.5,-0.4,821.3,38.72,87.9,0.57,2.44,2.44
44.3,477,684,699,160,160,36.2,36.2,100,100,3917,3917,1140,1139,713,714,26.5,-0.7,877.2,39.87,88.6,0.57,2.41,2.41
44.5,486,683,698,96,96,37.4,37.4,100,100,3955,3955,1073,1072,404,405,26.5,-0.8,890.3,40.55,89.0,0.57,2.38,2.38
44.6,494,683,699,38,38,38.3,38.3,100,100,3971,3971,1037,1037,154,155,26.5,-0.9,894.3,40.69,89.4,0.57,2.36,2.36
44.6,503,682,698,76,76,39.6,39.6,100,100,3966,3966,1024,1024,305,304,26.5,-1.0,894.3,40.69,89.7,0.57,2.31,2.31
44.8,513,682,698,137,137,40.9,40.9,100,100,3918,3918,1062,1062,572,571,26.5,-1.1,885.0,40.22,89.9,0.57,2.26,2.26
44.9,522,682,698,175,175,42.1,42.1,100,100,3838,3838,1127,1127,771,771,26.5,-1.1,873.8,39.63,90.1,0.57,2.20,2.20
45.0,529,681,698,189,189,43.0,43.0,100,100,3757,3757,1187,1186,879,879,26.5,-1.2,873.8,38.80,90.2,0.57,2.15,2.15
45.1,539,681,698,187,187,43.9,43.9,100,100,3648,3648,1255,1254,918,918,26.5,-1.2,837.0,37.79,90.3,0.57,2.11,2.11
45.2,548,680,698,176,176,44.6,44.6,100,100,3544,3545,1309,1309,902,903,26.5,-1.2,815.7,36.72,90.4,0.57,2.08,2.08
45.3,558,680,698,160,160,45.1,45.1,100,100,3453,3453,1352,1352,847,848,26.5,-1.3,790.1,35.42,90.4,0.57,2.07,2.07
45.4,567,681,699,139,139,45.4,45.4,100,100,3377,3377,1388,1388,752,753,26.5,-1.3,764.9,34.06,90.7,0.57,2.07,2.07
45.5,575,681,699,124,124,45.6,45.6,100,100,3329,3329,1411,1411,683,683,26.5,-1.3,740.3,32.82,90.7,0.57,2.07,2.07
45.6,586,680,699,106,106,45.7,45.7,100,100,3277,3278,1442,1442,601,601,26.5,-1.3,740.3,31.41,90.7,0.57,2.09,2.09
45.7,595,679,698,98,98,45.7,45.7,100,100,3248,3249,1464,1464,561,561,26.6,-1.3,681.4,29.89,90.7,0.57,2.11,2.11
45.8,603,679,698,93,93,45.8,45.8,100,100,3231,3231,1480,1480,542,542,26.5,-1.3,681.4,28.74,90.7,0.57,2.12,2.12
45.9,612,679,698,91,91,45.9,45.9,100,100,3212,3213,1496,1496,536,536,26.5,-1.3,630.4,27.31,90.7,0.57,2.14,2.14
46.0,622,679,698,92,92,46.2,46.2,100,100,3195,3196,1509,1509,544,544,26.5,-1.3,599.1,25.73,90.7,0.57,2.15,2.15
46.1,631,678,697,95,95,46.4,46.4,100,100,3178,3178,1519,1519,563,563,26.5,-1.3,599.1,24.52,90.6,0.57,2.16,2.16
46.2,641,678,697,97,97,46.7,46.7,100,100,3158,3158,1527,1527,578,578,26.5,-1.3,552.0,23.36,90.6,0.57,2.16,2.16
