"Time, s","Power, hp","Thrust, kgf",RPM,"Manifold pressure, atm","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %",Supercharger gear,"Throttle, %","WEP remain, m:s","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
0,4,45,409,0.97,0,0,0,0,2,0,00:00,71,-127,0,0,0,0,0,0,0,697.4,0
0.6,4,45,409,0.97,0,0,0,0,2,0,00:00,71,-123,0,0,0,0,0,0,0,697.4,0
1.1,4,45,409,0.97,0,0,0,0,2,0,00:00,71,-116,0,0,0,0,0,0,0,697.4,0
1.6,130,64,490,1.45,0,0,0,0,2,54,00:00,71,-117,0,0,0,0,0,0,0,697.4,0
2.2,262,165,786,1.78,0,0,0,0,2,110,00:00,71,-104,0,0,0,0,0,0,0,697.4,0
2.7,568,351,1146,2.09,0,0.01,0,0,2,110,00:00,71,-94,0,0,0,0,0,0,0,697.4,0
3.3,1230,751,1678,2.67,0,0.01,0,0,2,110,00:00,71,67,0,0,0,0.1,0,1,1,697.5,0
3.8,1839,1361,2264,2.22,0,0.42,0,1,1,110,00:00,71,74,0,0,0,0.2,0,5,5,698.3,0
4.4,2484,2107,2828,2.72,0.2,2.74,0,4,1,110,00:00,71,74,0,0,0,0.3,0,11,11,702.3,1811
4.9,2238,2623,3170,2.66,0.2,2.74,0,10,1,110,00:00,71,76,0,0,0,0.1,0,21,22,716.8,1811
5.5,2010,2934,3262,2.5,1.6,5.43,0,18,1,110,00:00,71,77,0,0,0,-0.1,0,32,32,738,2225.6
6,2002,2465,3097,2.33,1.6,5.43,0,21,1,110,00:00,71,77,0,0,0,-0.2,0,44,44,773.9,2225.6
6.5,2076,2262,2947,2.33,4,5.54,0,22,1,110,00:00,71,77,0,0,0,0.3,0,54,54,810.3,1221.1
7.1,2130,2106,2855,2.36,4,5.54,0,24,1,110,00:00,71,76,0,0,0,-0.1,0,63,63,851.1,1221.1
7.6,2159,2046,2810,2.39,5.9,4.58,0,25,1,110,00:00,71,77,0,0,0,0.3,0,71,72,897.2,891.7
8.2,2175,2030,2782,2.4,5.9,4.58,0,28,1,110,00:00,71,77,0,0,0,0.2,0,79,80,943.9,891.7
8.7,2184,2042,2767,2.41,7.1,3.8,0,31,1,110,00:00,71,78,0,0,0,0,0,87,87,988.3,891.5
9.3,2189,2072,2757,2.42,7.1,3.8,0,34,1,110,00:00,71,78,0,0,0,0.1,0,95,95,1046.3,891.5
9.8,2192,2112,2752,2.42,9.3,4.09,0,37,1,110,00:00,71,78,0,0,0,-0.2,0,103,103,1105.3,816.7
10.4,2193,2167,2749,2.42,9.3,4.09,0,42,1,110,00:00,71,78,0,0,0,0.1,0,111,111,1176.1,816.7
10.9,2194,2230,2746,2.42,11,4.22,0,46,1,110,00:00,71,79,0,0,0,0,0,120,120,1250.7,879.5
11.4,2194,2292,2745,2.42,11,4.22,0,51,1,110,00:00,71,79,0,0,0,-0.1,0,128,129,1340.2,879.5
12,2192,2352,2742,2.42,13.6,4.72,0,56,1,110,00:00,71,79,0,0,0,-0.1,0,137,138,1435.6,887.2
12.5,2194,2371,2743,2.42,13.6,4.72,0.3,60,1,110,00:00,71,80,0,0,0,0,0,146,147,1536.7,887.2
13.1,2194,2359,2743,2.42,15.1,4.3,1.2,63,1,110,00:00,72,80,0,0,0,-0.1,0,154,154,1621.2,960.5
13.6,2195,2324,2746,2.42,15.1,4.3,2.4,65,1,110,00:00,73,72,0,0,0,-0.2,0,163,163,1738.2,960.5
14.2,2193,2284,2748,2.42,20.3,4.7,3.1,67,1,110,00:00,74,66,0,0,0,0,0,172,173,1875.3,619.3
14.7,2193,2240,2749,2.42,20.3,4.7,3.7,69,1,110,00:00,76,61,0,0,0,-0.2,0,180,181,2003.5,619.3
15.2,2192,2197,2750,2.42,23,4.15,4.4,70,1,110,00:00,78,57,0,0,0,0.1,0,188,188,2125.3,481.3
15.8,2191,2160,2751,2.42,23,4.15,5.1,71,1,110,00:00,81,53,0,0,0,0,0,195,195,2252.9,481.3
16.3,2191,2121,2751,2.42,25.1,3.76,5.9,73,1,110,00:00,84,50,0,0,0,0,0,202,202,2394.4,382.2
16.9,2190,2085,2751,2.42,25.1,3.76,6.6,74,1,110,00:00,87,47,0,0,0,-0.1,0,209,210,2549.7,382.2
17.4,2189,2051,2752,2.42,27.7,3.46,7.4,75,1,110,00:00,91,43,0,0,0,-0.1,0,215,216,2692.3,243.3
18,2189,2019,2752,2.42,27.7,3.46,8.1,76,1,110,00:00,95,40,0,0,0,-0.1,0,221,222,2837.3,243.3
18.5,2189,1988,2752,2.42,27.5,3.19,8.7,76,1,110,00:00,99,38,0,0,0,-0.1,0,227,228,2984.1,295.7
19,2188,1958,2752,2.42,27.5,3.19,9.4,77,1,110,00:00,104,35,0,0,0,-0.6,0,233,234,3133.4,295.7
19.6,2188,1933,2752,2.42,28.7,2.96,9.7,78,1,110,00:00,109,33,0,0,0,0.1,0,238,240,3296.1,245.2
20.1,2188,1906,2752,2.42,28.7,2.96,10.3,78,1,110,00:00,115,32,0,0,0,0.1,0,243,244,3432.6,245.2
20.7,2187,1882,2752,2.42,29.1,2.67,10.8,79,1,110,00:00,121,30,0,0,0,0,0,248,250,3601.9,246.9
21.2,2187,1858,2752,2.42,29.1,2.67,11.3,79,1,110,00:00,127,29,0,0,0,0,0,253,255,3753,246.9
21.8,2187,1837,2752,2.42,30.4,2.72,11.8,80,1,110,00:00,133,28,0,0,0,0,0,257,259,3898.9,193.5
22.3,2187,1815,2752,2.42,30.4,2.72,12.4,80,1,110,00:00,140,26,0,0,0,0,0,262,264,4062.8,193.5
22.8,2187,1796,2752,2.42,29.4,1.98,12.9,81,1,110,00:00,146,25,0,0,0,0,0,266,268,4209.6,253.6
23.4,2187,1777,2752,2.42,29.4,1.98,13.3,81,1,110,00:00,154,24,0,0,0,0,0,270,272,4368.3,253.6
23.9,2187,1760,2752,2.42,30.8,2.36,13.7,81,1,110,00:00,161,24,0,0,0,0.1,0,274,276,4521.2,197.9
24.5,2187,1743,2752,2.42,30.8,2.36,14.2,82,1,110,00:00,168,24,0,0,0,-0.3,0,278,281,4694,197.9
25,2187,1729,2751,2.42,30.4,1.87,15,82,1,110,00:00,176,26,0,0,0,-0.4,0,281,283,4819.3,225.5
25.6,2187,1718,2751,2.42,30.4,1.87,16.8,82,1,110,00:00,185,33,0,0,0,-0.1,0,283,285,4952.1,225.5
26.1,2187,1710,2751,2.42,31.7,1.57,19.8,83,1,110,00:00,195,37,0,0,0,-0.2,0,285,288,5100.5,173.7
26.7,2188,1703,2751,2.42,31.7,1.57,22.5,83,1,110,00:00,207,29,0,0,0,0,0,287,289,5240.2,173.7
27.2,2188,1697,2751,2.42,33.7,0.85,23.8,83,1,110,00:00,219,24,0,0,0,-0.2,0,288,291,5417.2,77.3
27.7,2188,1694,2751,2.42,33.3,0.58,24.6,83,1,110,00:00,232,23,0,0,0,-0.3,0,289,292,5560.9,99.8
28.3,2189,1689,2751,2.42,33.3,0.58,25.8,83,1,110,00:00,246,25,0,0,0,-0.5,0,289,293,5733.6,99.8
28.8,2190,1687,2751,2.42,33.1,0.51,26.9,83,1,110,00:00,260,23,0,0,0,-0.4,0,290,294,5884.8,113.5
29.4,2191,1685,2751,2.42,33.1,0.51,27.7,83,1,110,00:00,275,21,0,0,0,-0.3,0,290,294,6036.5,113.5
29.9,2192,1682,2751,2.42,32.2,0.1,28.3,83,1,110,00:00,290,21,0,0,0,-0.1,0,290,294,6186.5,156
30.5,2193,1683,2751,2.42,32.2,0.1,28.7,83,1,110,00:00,305,19,0,0,0,0,0,290,294,6339.5,156
31,2194,1683,2750,2.42,31.1,0.03,28.9,83,1,110,00:00,322,19,0,0,0,0,0,290,294,6498.3,207.9
31.6,2195,1683,2750,2.42,31.1,0.03,28.9,83,1,110,00:00,337,18,0,0,0,0,0,290,294,6651.2,207.9
32.1,2196,1682,2750,2.42,30.1,-0.01,29,83,1,110,00:00,353,18,0,0,0,0.2,0,290,295,6826.7,253.6
32.6,2197,1682,2750,2.42,30.1,-0.01,29,83,1,110,00:00,368,17,0,0,0,-0.1,0,290,296,6997,253.6
33.2,2198,1682,2750,2.42,31.4,0.49,28.9,83,1,110,00:00,384,17,0,0,0,-0.1,0,290,296,7156,199.9
33.7,2199,1681,2750,2.42,31.4,0.49,28.9,83,1,110,00:00,400,17,0,0,0,-0.1,0,290,296,7309,199.9
34.3,2200,1681,2750,2.42,30.3,-0.02,28.9,83,1,110,00:00,416,18,0,0,0,-0.1,0,290,296,7462.1,250.9
34.8,2201,1681,2750,2.42,30.3,-0.02,28.9,83,1,110,00:00,432,18,0,0,0,0,0,290,297,7643.6,250.9
35.4,2202,1680,2750,2.42,30.5,0.24,28.9,83,1,110,00:00,448,18,0,0,0,0,0,290,297,7796.7,245.8
35.9,2204,1680,2750,2.42,30.5,0.24,29,83,1,110,00:00,463,18,0,0,0,0,0,290,297,7949.5,245.8
36.4,2205,1680,2750,2.42,29.8,-0.02,29,83,1,110,00:00,479,18,0,0,0,0,0,290,297,8102.7,279.1
37,2206,1680,2750,2.42,29.8,-0.02,29.1,83,1,110,00:00,495,18,0,0,0,0,0,290,297,8256,279.1
37.5,2207,1679,2750,2.42,29.4,-0.02,29.1,83,1,110,00:00,510,18,0,0,0,-0.1,0,290,297,8403.5,297.4
38.1,2208,1679,2750,2.42,29.4,-0.02,29.1,83,1,110,00:00,526,18,0,0,0,0,0,290,298,8586,297.4
38.6,2209,1679,2750,2.42,30.2,0.24,29.1,83,1,110,00:00,542,18,0,0,0,0.2,0,290,298,8739.6,265.4
39.2,2210,1678,2750,2.42,30.2,0.24,29.1,83,1,110,00:00,558,18,0,0,0,0,0,290,298,8893.4,265.4
39.7,2211,1678,2750,2.42,29.6,-0.01,29,83,1,110,00:00,573,18,0,0,0,0,0,290,298,9047,290.8
40.2,2212,1678,2750,2.42,29.6,-0.01,29.1,83,1,110,00:00,589,18,0,0,0,-0.1,0,290,298,9200.7,290.8
40.8,2213,1677,2750,2.42,29.3,-0.02,29.1,83,1,110,00:00,604,18,0,0,0,-0.1,0,290,299,9371.3,304.9
41.3,2214,1677,2750,2.42,29.3,-0.02,29.1,83,1,110,00:00,621,17,0,0,0,0,0,290,299,9531.6,304.9
41.9,2215,1677,2750,2.42,30.1,0.24,29.1,83,1,110,00:00,636,18,0,0,0,0,0,290,299,9685.4,268.3
42.4,2216,1677,2750,2.42,30.1,0.24,29.1,83,1,110,00:00,652,18,0,0,0,0.1,0,290,299,9839.4,268.3
43,2217,1676,2750,2.42,29.6,-0.01,29.1,83,1,110,00:00,668,18,0,0,0,0.1,0,290,299,9993.3,292.2
43.5,2219,1675,2750,2.42,30.5,0.28,29.1,83,1,110,00:00,684,18,0,0,0,-0.4,0,290,300,10176.6,254.4
44.1,2220,1675,2750,2.42,30.5,0.28,29.1,83,1,110,00:00,700,18,0,0,0,0,0,290,300,10330.9,254.4
44.6,2221,1675,2750,2.42,29.7,0,29,83,1,110,00:00,716,17,0,0,0,0.1,0,290,300,10485.6,292.3
45.1,2222,1674,2750,2.42,29.7,0,29,83,1,110,00:00,731,18,0,0,0,-0.1,0,290,300,10639.9,292.3
45.7,2223,1673,2750,2.42,30.5,0.29,29,83,1,110,00:00,747,18,0,0,0,0,0,290,301,10817.3,255.7
46.2,2224,1673,2750,2.42,30.5,0.29,29,83,1,110,00:00,763,18,0,0,0,0,0,290,301,10977.7,255.7
46.8,2225,1672,2750,2.42,29.8,0.01,29,83,1,110,00:00,779,18,0,0,0,0,0,290,301,11132.2,289.9
47.3,2226,1672,2750,2.42,29.8,0.01,29,83,1,110,00:00,795,18,0,0,0,0,0,290,301,11287,289.9
47.9,2227,1671,2750,2.42,30.4,0.27,28.9,83,1,110,00:00,810,18,0,0,0,0.1,0,290,302,11458.6,262.6
48.4,2228,1671,2750,2.42,30.4,0.27,28.9,83,1,110,00:00,826,18,0,0,0,0,0,290,302,11619,262.6
49,2229,1670,2750,2.42,29.9,0.01,29,83,1,110,00:00,842,19,0,0,0,-0.1,0,290,302,11773.1,286.1
49.5,2230,1669,2750,2.42,29.9,0.01,29.1,83,1,110,00:00,858,19,0,0,0,0.1,0,290,302,11927.5,286.1
50,2231,1669,2750,2.42,30.7,0.28,29.2,83,1,110,00:00,873,18,0,0,0,0,0,290,303,12105.2,251.6
50.6,2232,1669,2750,2.42,30.7,0.28,29.2,83,1,110,00:00,890,18,0,0,0,-0.1,0,290,303,12266.1,251.6
51.1,2233,1668,2750,2.42,30.1,0,29.2,83,1,110,00:00,906,17,0,0,0,0,0,290,303,12427.5,280.8
51.7,2234,1668,2750,2.42,29.6,0,29.2,83,1,110,00:00,921,17,0,0,0,-0.2,0,290,303,12570.4,301.2
52.2,2235,1667,2750,2.42,29.6,0,29.2,83,1,110,00:00,937,18,0,0,0,0.2,0,290,304,12754.7,301.2
52.8,2236,1667,2750,2.42,30.4,0.25,29.2,83,1,110,00:00,954,18,0,0,0,0,0,290,304,12915.5,268.7
53.3,2237,1666,2750,2.42,30.4,0.25,29.2,83,1,110,00:00,969,18,0,0,0,0.1,0,290,304,13064.6,268.7
53.9,2238,1666,2750,2.42,29.9,-0.01,29.3,83,1,110,00:00,985,18,0,0,0,0.1,0,290,304,13219.3,289.5
54.4,2239,1665,2750,2.42,29.9,-0.01,29.3,83,1,110,00:00,1001,18,0,0,0,0.1,0,290,304,13380.3,289.5
54.9,2240,1665,2750,2.42,30.6,0.24,29.4,83,1,110,00:00,1016,19,0,0,0,0,0,290,305,13552.7,260.2
55.5,2241,1665,2750,2.42,30.6,0.24,29.4,83,1,110,00:00,1033,19,0,0,0,-0.1,0,290,305,13713.5,260.2
56,2243,1665,2750,2.42,30.1,-0.03,29.5,83,1,110,00:00,1049,18,0,0,0,0,0,290,305,13868.7,283.5
56.6,2244,1664,2750,2.42,30.1,-0.03,29.5,83,1,110,00:00,1064,18,0,0,0,0.1,0,290,305,14017.7,283.5
57.1,2245,1664,2750,2.42,29.7,-0.03,29.5,83,1,110,00:00,1081,18,0,0,0,0,0,289,304,14185.6,300.4
57.7,2246,1664,2750,2.42,29.7,-0.03,29.5,83,1,110,00:00,1097,18,0,0,0,0,0,289,305,14358.8,300.4
58.2,2247,1663,2750,2.42,30.5,0.23,29.5,83,1,110,00:00,1113,18,0,0,0,0,0,289,305,14520.8,267.7
58.7,2248,1663,2750,2.42,30.5,0.23,29.4,83,1,110,00:00,1129,18,0,0,0,0.1,0,289,305,14676.4,267.7
59.3,2249,1662,2750,2.42,29.9,-0.02,29.4,83,1,110,00:00,1145,18,0,0,0,0,0,289,305,14831.9,295.3
59.8,2250,1662,2750,2.42,29.9,-0.02,29.4,83,1,110,00:00,1161,18,0,0,0,0,0,289,305,14981.2,295.3
60.4,2251,1662,2750,2.42,29.6,-0.02,29.5,83,1,110,00:00,1177,19,0,0,0,-0.1,0,289,307,15191.3,306.2
60.9,2252,1661,2750,2.42,29.6,-0.02,29.5,83,1,110,00:00,1193,18,0,0,0,0,0,289,307,15340.8,306.2
61.5,2253,1661,2750,2.42,31.7,0.51,29.6,83,1,110,00:00,1209,18,0,0,0,0,0,289,307,15502.8,221.1
62,2254,1661,2750,2.42,31.7,0.51,29.6,83,1,110,00:00,1225,18,0,0,0,0.1,0,289,307,15652.6,221.1
62.5,2255,1660,2750,2.42,30.6,-0.03,29.6,83,1,110,00:00,1241,18,0,0,0,0,0,289,307,15814.7,267.8
63.1,2256,1660,2750,2.42,30.6,-0.03,29.6,83,1,110,00:00,1257,18,0,0,0,0,0,289,307,15964.5,267.8
63.6,2257,1660,2750,2.42,31.1,0.22,29.6,83,1,110,00:00,1273,18,0,0,0,0,0,289,308,16144,251.6
64.2,2258,1659,2750,2.42,31.1,0.22,29.6,83,1,110,00:00,1289,18,0,0,0,0,0,289,308,16306.3,251.6
64.7,2259,1659,2750,2.42,30.4,-0.03,29.6,83,1,110,00:00,1305,18,0,0,0,-0.1,0,289,308,16462.2,281
65.3,2260,1659,2750,2.42,30.4,-0.03,29.6,83,1,110,00:00,1321,18,0,0,0,-0.1,0,289,308,16618.5,281
65.8,2261,1658,2750,2.42,29.9,-0.03,29.6,83,1,110,00:00,1338,18,0,0,0,0,0,289,308,16774.5,301.6
66.4,2262,1658,2750,2.42,29.9,-0.03,29.7,83,1,110,00:00,1354,18,0,0,0,0,0,289,309,16960.6,301.6
66.9,2263,1658,2750,2.42,30.7,0.23,29.7,83,1,110,00:00,1370,19,0,0,0,0,0,289,309,17110.7,268
67.4,2264,1657,2750,2.42,30.7,0.23,29.7,83,1,110,00:00,1386,19,0,0,0,0,0,289,309,17273.1,268
68,2265,1657,2750,2.42,30.2,-0.04,29.8,83,1,110,00:00,1402,19,0,0,0,-0.1,0,288,308,17423.2,290.8
68.5,2266,1657,2750,2.42,30.2,-0.04,29.7,83,1,110,00:00,1419,17,0,0,0,0.1,0,288,308,17587,290.8
69.1,2267,1656,2750,2.42,29.8,-0.03,29.7,83,1,110,00:00,1434,18,0,0,0,0,0,288,309,17761,305.7
69.6,2268,1656,2750,2.42,29.8,-0.03,29.6,83,1,110,00:00,1451,18,0,0,0,0,0,288,309,17923.8,305.7
70.2,2269,1655,2750,2.42,30.8,0.25,29.6,83,1,110,00:00,1466,18,0,0,0,0,0,288,309,18074.4,266.9
70.7,2270,1655,2750,2.42,30.8,0.25,29.6,83,1,110,00:00,1483,19,0,0,0,0.1,0,288,309,18236.8,266.9
71.2,2271,1655,2750,2.42,30.1,-0.02,29.7,83,1,110,00:00,1499,19,0,0,0,0,0,288,309,18393.4,295.6
71.8,2272,1654,2750,2.42,32.3,0.57,29.7,83,1,110,00:00,1515,19,0,0,0,0,0,288,311,18599.9,205.1
72.3,2273,1654,2750,2.42,32.3,0.57,29.7,83,1,110,00:00,1531,18,0,0,0,0,0,288,311,18756.7,205.1
72.9,2274,1653,2750,2.42,30.9,-0.02,29.7,83,1,110,00:00,1547,18,0,0,0,0.1,0,288,311,18913.7,266.1
73.4,2275,1653,2750,2.42,30.9,-0.02,29.7,83,1,110,00:00,1563,19,0,0,0,0,0,288,311,19070.6,266.1
74,2276,1652,2750,2.42,30.3,-0.02,29.7,83,1,110,00:00,1580,19,0,0,0,0,0,288,311,19233.6,290.9
74.5,2277,1652,2750,2.42,30.3,-0.02,29.8,83,1,110,00:00,1596,19,0,0,0,0,0,288,312,19414.5,290.9
75.1,2278,1652,2750,2.42,31.2,0.25,29.8,83,1,110,00:00,1612,19,0,1,0,0,0,288,312,19571.5,257.5
75.6,2279,1651,2750,2.42,31.2,0.25,29.8,83,1,110,00:00,1628,18,0,2,0,-0.1,0,288,312,19728.8,257.5
76.2,2280,1651,2750,2.42,30.4,-0.02,29.8,83,1,110,00:00,1645,18,0,3,0,0,0,288,312,19885.9,288.7
76.7,2281,1650,2750,2.42,30.4,-0.02,29.7,83,1,110,00:00,1661,18,0,4,0,0,0,288,312,20043,288.7
77.2,2282,1649,2750,2.42,31.1,0.27,29.7,83,1,110,00:00,1677,17,0,4,0,-0.3,0,288,313,20225,260
77.8,2283,1648,2750,2.42,31.1,0.27,29.5,83,1,110,00:00,1693,17,0,5,0,0,0,288,313,20388.6,260
78.3,2284,1648,2750,2.42,30.2,0,29.5,83,1,110,00:00,1709,18,0,6,0,0,0,288,313,20545.5,300.3
78.9,2285,1648,2750,2.42,30.2,0,29.4,83,1,110,00:00,1725,19,0,7,0,0,0,288,314,20720.3,300.3
79.4,2286,1647,2750,2.42,30.9,0.26,29.5,83,1,110,00:00,1741,19,0,7,0,0,0,288,314,20877.1,272.4
79.9,2287,1647,2750,2.42,30.9,0.26,29.5,83,1,110,00:00,1757,19,0,8,0,0,0,288,314,21039.7,272.4
80.5,2288,1646,2750,2.42,30.3,0,29.5,83,1,110,00:00,1773,19,0,9,0,-0.1,0,288,314,21196.5,298.9
81,2289,1645,2750,2.42,31.2,0.28,29.5,83,1,110,00:00,1789,19,0,10,0,0,0,288,315,21371.4,262.3
81.6,2288,1644,2750,2.42,31.2,0.28,29.6,83,1,110,00:00,1805,19,0,10,0,0,0,288,315,21534.2,262.3
82.1,2284,1640,2750,2.41,30.3,-0.02,29.6,83,1,110,00:00,1821,19,0,11,0,0,0,288,315,21690.4,293.8
82.7,2280,1637,2750,2.41,30.3,-0.02,29.7,83,1,110,00:00,1837,19,0,11,0,0,0,288,315,21846.5,293.8
83.2,2276,1633,2750,2.4,30,-0.04,29.7,83,1,110,00:00,1853,19,0,12,0,0,0,288,315,22002.1,304.3
83.8,2273,1630,2750,2.4,30,-0.04,29.7,83,1,110,00:00,1869,19,0,13,0,0,0,288,315,22157.6,304.3
84.3,2269,1627,2750,2.39,30.7,0.2,29.7,83,1,110,00:00,1886,19,0,13,0,0,0,288,315,22336.8,268.9
84.8,2265,1624,2750,2.39,30.7,0.2,29.7,83,1,110,00:00,1902,19,0,13,0,0,0,287,315,22491.4,268.9
85.4,2261,1621,2750,2.38,29.9,-0.07,29.7,83,1,110,00:00,1918,19,0,14,0,0,0,287,316,22672.5,294.5
85.9,2258,1617,2750,2.38,29.9,-0.07,29.7,83,1,110,00:00,1934,19,0,15,0,0,0,287,316,22826.3,294.5
86.5,2253,1614,2750,2.37,30.8,0.23,29.7,83,1,110,00:00,1951,19,0,15,0,0.1,0,287,316,22991.6,256.5
87,2250,1611,2750,2.37,30.8,0.23,29.7,83,1,110,00:00,1967,19,0,15,0,0,0,287,316,23138.9,256.5
87.6,2246,1608,2750,2.36,29.9,-0.1,29.7,83,1,110,00:00,1983,19,0,16,0,0,0,287,316,23297.7,288.8
88.1,2242,1606,2750,2.36,29.9,-0.1,29.7,83,1,110,00:00,1999,19,0,16,0,0,0,286,315,23449.9,288.8
88.7,2238,1603,2750,2.36,29.3,-0.12,29.7,83,1,110,00:00,2015,19,0,16,0,-0.1,0,286,316,23628.5,306.6
89.2,2234,1600,2750,2.35,29.3,-0.12,29.8,83,1,110,00:00,2032,19,0,17,0,-0.1,0,286,316,23779.9,306.6
89.8,2231,1598,2750,2.35,30.2,0.15,29.8,83,1,110,00:00,2048,19,0,17,0,0,0,286,316,23931.1,264.4
90.3,2227,1595,2750,2.34,30.2,0.15,29.8,83,1,110,00:00,2064,19,0,18,0,-0.1,0,285,315,24082.5,264.4
90.8,2223,1593,2750,2.34,29.4,-0.15,29.8,83,1,110,00:00,2080,19,0,18,0,0,0,285,316,24260.3,290.3
91.4,2219,1590,2750,2.33,30.2,0.16,29.8,83,1,110,00:00,2097,19,0,18,0,0,0,285,316,24416.9,255.1
91.9,2215,1587,2750,2.33,30.2,0.16,29.7,83,1,110,00:00,2112,19,0,18,0,0,0,285,315,24561.2,255.1
92.5,2211,1585,2750,2.32,29.2,-0.16,29.7,83,1,110,00:00,2129,19,0,19,0,0,0,284,316,24743.7,290
93,2207,1582,2750,2.32,29.2,-0.16,29.6,83,1,110,00:00,2145,19,0,19,0,0.1,0,284,316,24893.1,290
93.6,2204,1580,2750,2.31,29.8,0.11,29.6,83,1,110,00:00,2161,19,0,19,0,0,0,284,316,25042.4,259.4
94.1,2200,1578,2750,2.31,29.8,0.11,29.6,83,1,110,00:00,2177,19,0,20,0,0,0,283,315,25191.3,259.4
94.7,2196,1575,2750,2.3,30.1,0.11,29.5,83,1,110,00:00,2193,19,0,20,0,0,0,283,316,25367.1,246
95.2,2192,1573,2750,2.3,30.1,0.11,29.4,83,1,110,00:00,2210,19,0,20,0,0,0,283,315,25497,246
95.7,2189,1570,2750,2.29,27.9,-0.46,29.4,83,1,110,00:00,2225,19,0,20,0,0.1,0,282,314,25639.4,333.3
96.3,2185,1568,2750,2.29,27.9,-0.46,29.3,83,1,110,00:00,2241,19,0,20,0,0,0,282,315,25814.1,333.3
96.8,2181,1566,2750,2.29,29,0.14,29.3,83,1,110,00:00,2256,20,0,21,0,0,0,282,315,25955.3,279.1
97.4,2177,1564,2750,2.28,29,0.14,29.3,83,1,110,00:00,2273,20,0,21,0,0,0,281,314,26113.4,279.1
97.9,2174,1562,2750,2.28,28.5,-0.17,28.9,83,1,110,00:00,2289,16,0,21,0,0,0,281,315,26293.2,295.8
98.5,2170,1559,2750,2.27,28.5,-0.17,28.3,83,1,110,00:00,2305,16,0,21,0,-0.1,0,281,315,26442.9,295.8
99,2167,1555,2750,2.27,28.8,0.27,27.8,83,1,110,00:00,2319,17,0,21,0,-0.1,0,281,315,26584.5,281.4
99.6,2163,1551,2750,2.26,28.8,0.27,27.4,83,1,110,00:00,2334,19,0,21,0,-0.2,0,281,316,26754.7,281.4
100.1,2160,1548,2750,2.26,28.7,0.24,27.2,83,1,110,00:00,2350,19,0,21,0,0,0,281,316,26911.8,285.3
100.6,2156,1544,2750,2.26,28.7,0.24,27.1,83,1,110,00:00,2364,20,0,22,0,0.1,0,281,315,27024.2,285.3
101.2,2153,1541,2750,2.25,26.7,-0.27,27.1,83,1,110,00:00,2379,20,0,22,0,0.1,0,281,316,27199.2,361.6
101.7,2150,1538,2750,2.25,28,0.31,27,83,1,110,00:00,2394,20,0,22,0,0,0,281,316,27338.2,299.3
102.3,2146,1534,2750,2.24,28,0.31,27.2,83,1,110,00:00,2409,21,0,22,0,0,0,281,316,27486.4,299.3
102.8,2143,1531,2750,2.24,27.7,-0.02,27.3,83,1,110,00:00,2423,20,0,22,0,-0.1,0,281,316,27630.7,307
103.4,2140,1528,2750,2.24,27.7,-0.02,27.3,83,1,110,00:00,2438,20,0,22,0,0,0,281,317,27799.1,307
103.9,2137,1526,2750,2.23,29.7,0.52,27.4,83,1,110,00:00,2453,20,0,22,0,-0.1,0,281,318,27970.3,220.3
104.5,2133,1523,2750,2.23,29.7,0.52,27.4,83,1,110,00:00,2468,20,0,22,0,0,0,281,318,28113.7,220.3
105,2130,1520,2750,2.22,28.5,-0.05,27.4,83,1,110,00:00,2483,20,0,22,0,0,0,281,318,28256.5,268.8
105.5,2126,1517,2750,2.22,28.5,-0.05,27.4,83,1,110,00:00,2496,20,0,22,0,0,0,281,318,28388.3,268.8
106,2123,1514,2750,2.22,27.8,-0.06,27.4,83,1,110,00:00,2511,20,0,22,0,0,0,281,318,28525.4,293.8
106.5,2120,1511,2750,2.21,27.8,-0.06,27.4,83,1,110,00:00,2525,18,0,22,0,-0.3,0,281,318,28659.6,293.8
107,2117,1508,2750,2.21,27.2,-0.04,27.2,83,1,110,00:00,2538,19,0,22,0,0.1,0,281,318,28790.8,311.9
107.5,2114,1506,2750,2.21,27.2,-0.04,27,83,1,110,00:00,2552,20,0,22,0,0.1,0,281,319,28946.1,311.9
108,2111,1504,2750,2.2,27.9,0.23,27,83,1,110,00:00,2566,20,0,22,0,0,0,280,318,29081.8,278.5
108.5,2108,1501,2750,2.2,27.9,0.23,27,83,1,110,00:00,2579,20,0,22,0,0,0,280,318,29206.2,278.5
109,2105,1499,2750,2.19,27.3,-0.06,27,83,1,110,00:00,2592,20,0,22,0,0,0,280,318,29335.7,301.7
109.5,2102,1496,2750,2.19,27.3,-0.06,27.1,83,1,110,00:00,2606,21,0,22,0,0,0,280,318,29465.3,301.7
110,2098,1494,2750,2.19,28.3,0.24,27.1,83,1,110,00:00,2620,20,0,22,0,-0.1,0,280,319,29628.2,256.8
110.5,2095,1491,2750,2.18,28.3,0.24,27.1,83,1,110,00:00,2633,20,0,22,0,0,0,280,319,29752.7,256.8
111.1,2092,1489,2750,2.18,27.4,-0.08,27.1,83,1,110,00:00,2647,20,0,22,0,0,0,280,319,29887.2,288.5
111.6,2089,1486,2750,2.18,27.4,-0.08,27.1,83,1,110,00:00,2660,20,0,22,0,0,0,280,319,30016.6,288.5
