"Time, s","Power, hp","Thrust, kgf",RPM,"Manifold pressure, atm","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %",Supercharger gear,"Throttle, %","WEP remain, m:s","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
298.2,1939,1146,2750,2.3,23.1,-0.11,23.4,84,2,110,00:00,6597,22,0,17,0,0,0,277,390,70578.6,320.4
298.7,1937,1145,2750,2.29,23.1,-0.11,23.5,84,2,110,00:00,6609,22,0,17,0,0,0,277,391,70729.7,320.4
299.2,1935,1144,2750,2.29,24.7,0.26,23.5,84,2,110,00:00,6620,22,0,17,0,0,0,277,391,70838.1,260.8
299.7,1932,1142,2750,2.28,24.7,0.26,23.6,84,2,110,00:00,6632,22,0,17,0,0,0,277,391,70946.9,260.8
300.2,1930,1141,2750,2.28,23.6,-0.13,23.6,84,2,110,00:00,6644,22,0,17,0,0,0,277,390,71055.7,296.4
300.7,1928,1140,2750,2.28,23.6,-0.13,23.6,84,2,110,00:00,6656,22,0,17,0,0,0,276,390,71164.1,296.4
301.2,1926,1138,2750,2.27,22.9,-0.13,23.6,84,2,110,00:00,6668,22,0,17,0,0,0,276,390,71273,316.6
301.7,1924,1137,2750,2.27,22.9,-0.13,23.6,84,2,110,00:00,6679,22,0,17,0,0,0,276,391,71423.9,316.6
302.2,1921,1135,2750,2.27,24.5,0.26,23.5,84,2,110,00:00,6691,22,0,17,0,0,0,276,391,71532.5,260.1
302.8,1919,1134,2750,2.26,24.5,0.26,23.5,84,2,110,00:00,6703,22,0,17,0,0,0,276,391,71645.3,260.1
303.3,1917,1133,2750,2.26,23.3,-0.13,23.4,84,2,110,00:00,6715,22,0,17,0,0,0,276,390,71753.1,300.5
303.8,1915,1131,2750,2.25,23.3,-0.13,23.4,84,2,110,00:00,6727,22,0,17,0,0,0,275,390,71860.6,300.5
304.3,1913,1130,2750,2.25,22.6,-0.14,23.4,84,2,110,00:00,6738,22,0,17,0,0,0,275,390,71967.7,321
304.8,1910,1129,2750,2.25,22.6,-0.14,23.4,84,2,110,00:00,6750,22,0,17,0,0,0,275,391,72117.2,321
305.3,1908,1127,2750,2.24,24.2,0.24,23.4,84,2,110,00:00,6762,22,0,17,0,0,0,275,391,72228.3,262.9
305.8,1906,1126,2750,2.24,24.2,0.24,23.4,84,2,110,00:00,6774,22,0,17,0,0,0,275,390,72335.1,262.9
306.3,1904,1125,2750,2.24,23.1,-0.14,23.4,84,2,110,00:00,6786,22,0,17,0,0,0,274,390,72442.2,298
306.8,1902,1123,2750,2.23,23.1,-0.14,23.4,84,2,110,00:00,6797,22,0,17,0,0,0,274,390,72549.3,298
307.3,1899,1122,2750,2.23,22.4,-0.14,23.3,84,2,110,00:00,6809,22,0,17,0,0,0,274,390,72656.2,317.6
307.8,1897,1121,2750,2.23,22.4,-0.14,23.2,84,2,110,00:00,6821,22,0,17,0,0,0,274,391,72805.6,317.6
308.3,1895,1119,2750,2.22,24,0.26,23.2,84,2,110,00:00,6833,22,0,17,0,0,0,274,391,72916.3,261.3
308.8,1893,1118,2750,2.22,24,0.26,23.1,84,2,110,00:00,6844,22,0,17,0,0,0,274,390,73022.3,261.3
309.3,1891,1117,2750,2.21,22.8,-0.14,23.1,84,2,110,00:00,6856,22,0,17,0,0,0,273,390,73127.8,301
309.8,1889,1116,2750,2.21,22.8,-0.14,23.1,84,2,110,00:00,6867,23,0,17,0,0,0,273,390,73232.8,301
310.3,1886,1114,2750,2.21,24.2,0.24,23.1,84,2,110,00:00,6879,23,0,17,0,0,0,273,391,73380.3,252.1
310.8,1884,1113,2750,2.2,24.2,0.24,23.1,84,2,110,00:00,6891,23,0,17,0,0,0,273,391,73484.8,252.1
311.3,1882,1112,2750,2.2,22.9,-0.16,23.2,84,2,110,00:00,6902,23,0,17,0,0,0,273,390,73589.4,292.1
311.8,1880,1111,2750,2.2,22.9,-0.16,23.2,84,2,110,00:00,6914,23,0,17,0,0,0,272,390,73698.5,292.1
312.3,1878,1110,2750,2.19,22.3,-0.17,23.2,84,2,110,00:00,6926,23,0,17,0,0,0,272,390,73803.2,312.8
312.8,1876,1108,2750,2.19,22.3,-0.17,23.3,84,2,110,00:00,6937,23,0,17,0,0,0,272,391,73946.5,312.8
313.3,1874,1107,2750,2.19,24.1,0.27,23.1,84,2,110,00:00,6949,21,0,17,0,0,0,272,391,74057.9,246.4
313.8,1871,1105,2750,2.18,24.1,0.27,22.8,84,2,110,00:00,6961,22,0,17,0,0,0,272,391,74166.1,246.4
314.3,1869,1104,2750,2.18,22.4,-0.15,22.6,84,2,110,00:00,6972,22,0,17,0,0,0,271,390,74270,304.5
314.8,1867,1103,2750,2.18,22.4,-0.15,22.5,84,2,110,00:00,6983,22,0,17,0,0,0,271,390,74374.3,304.5
315.3,1865,1102,2750,2.17,21.7,-0.12,22.4,84,2,110,00:00,6994,22,0,17,0,0,0,271,390,74478.4,325.7
315.8,1863,1100,2750,2.17,21.7,-0.12,22.3,84,2,110,00:00,7006,22,0,17,0,0,0,271,390,74587,325.7
316.3,1861,1099,2750,2.17,23.4,0.3,22.2,84,2,110,00:00,7017,23,0,17,0,0,0,271,391,74734.1,264.8
316.8,1859,1097,2750,2.16,23.4,0.3,22.2,84,2,110,00:00,7028,23,0,17,0,-0.1,0,271,391,74837.5,264.8
317.3,1487,1055,2711,1.85,22.2,-0.1,22.1,102,2,100,00:00,7040,24,0,25,0,-0.1,0,271,391,74943.9,297.7
317.9,1337,867,2660,1.64,22.2,-0.1,22.1,93,2,100,00:00,7050,24,0,44,0,0,0,270,391,75060.5,297.7
318.4,1309,823,2631,1.6,19.5,-0.5,22,89,2,100,00:00,7062,24,0,63,0,0.1,0,269,389,75111.7,127.2
