"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,56.3,21.8,2999,65,1.80,2021,477,46.2,100,588,758,4999,0.66,71207.0,-0.58,3.9
0.1,56.9,21.4,2998,65,1.80,2021,476,46.2,100,587,758,5005,0.65,71265.9,-0.70,3.1
0.2,57.5,21.1,2998,65,1.80,2021,476,46.2,100,587,757,5010,0.65,71256.5,-0.81,4.2
0.3,58.4,20.8,2998,65,1.80,2021,476,46.1,100,586,757,5014,0.65,71295.7,-0.91,5.0
0.4,59.5,20.7,2999,65,1.80,2020,477,46.1,100,586,756,5020,0.65,71296.2,-1.01,4.7
0.5,60.6,20.5,2999,65,1.80,2020,479,46.1,100,585,755,5028,0.65,71316.4,-1.10,4.3
0.6,62.1,20.4,2999,66,1.80,2020,481,46.1,100,584,754,5034,0.65,71317.0,-1.17,7.3
0.7,63.9,20.8,2999,66,1.80,2020,483,46.1,100,583,754,5040,0.65,71375.9,-1.24,8.7
0.8,66.1,21.2,2999,66,1.80,2020,485,46.0,100,583,753,5046,0.65,71376.6,-1.30,8.0
0.9,68.3,21.6,2998,66,1.80,2020,486,46.0,100,582,752,5053,0.65,71387.2,-1.35,8.2
1.0,69.9,22.5,2998,66,1.80,2020,486,46.0,100,581,752,5059,0.65,71446.1,-1.40,7.1
1.1,71.1,23.3,2998,66,1.80,2019,485,46.0,100,580,751,5067,0.65,71466.6,-1.45,4.6
1.2,71.9,24.0,2998,66,1.79,2019,485,45.9,100,579,750,5074,0.65,71477.3,-1.49,3.3
1.3,72.6,23.0,2998,66,1.79,2019,485,45.9,100,579,749,5081,0.65,71488.2,-1.61,3.9
1.4,73.4,22.1,2998,66,1.79,2019,486,45.9,100,578,749,5088,0.65,71556.8,-1.73,5.3
1.5,74.9,21.3,2999,66,1.79,2019,489,45.8,100,577,748,5097,0.65,71587.4,-1.83,5.4
1.6,76.0,22.9,2999,66,1.79,2021,491,45.8,100,576,747,5105,0.65,71608.2,-1.83,4.9
1.7,76.7,24.3,2999,66,1.79,2025,492,45.8,100,575,746,5111,0.65,71609.4,-1.83,4.0
1.8,77.4,25.6,2999,66,1.79,2029,494,45.8,100,574,745,5119,0.65,71630.4,-1.83,3.3
1.9,78.0,27.0,2999,66,1.79,2034,496,45.8,100,574,745,5127,0.64,71708.9,-1.83,3.8
2.0,78.8,28.2,2999,67,1.79,2036,499,45.7,100,573,744,5135,0.64,71729.9,-1.83,4.2
2.1,79.6,29.3,2999,67,1.79,2039,501,45.7,100,572,743,5144,0.64,71760.8,-1.83,3.6
2.2,80.1,28.6,2999,67,1.79,2041,502,45.7,100,571,742,5150,0.64,71762.4,-1.93,3.5
2.3,80.7,27.9,2999,67,1.79,2043,504,45.7,100,570,742,5159,0.64,71850.7,-2.01,3.0
2.4,81.3,27.3,2999,67,1.78,2046,505,45.6,100,569,741,5167,0.64,71872.0,-2.09,3.6
2.5,82.2,28.9,2999,67,1.78,2049,507,45.6,100,568,740,5176,0.64,71903.1,-2.06,5.2
2.6,83.2,30.4,2999,67,1.78,2051,509,45.6,100,568,739,5182,0.64,71904.9,-2.04,5.5
2.7,84.3,31.7,2999,67,1.78,2053,511,45.6,100,567,739,5191,0.64,71993.2,-2.02,5.5
2.8,85.9,33.3,2999,67,1.78,2057,514,45.6,100,566,738,5202,0.64,72044.1,-2.00,5.9
2.9,86.8,34.7,2999,67,1.77,2059,516,45.5,100,565,737,5209,0.64,72055.9,-1.99,5.1
3.0,87.6,36.0,2999,67,1.77,2062,517,45.5,100,564,736,5218,0.64,72087.4,-1.97,3.7
3.1,88.2,35.5,2998,67,1.77,2064,518,45.5,100,563,735,5227,0.64,72118.9,-2.05,2.9
3.2,88.6,35.0,2998,67,1.77,2067,519,45.5,100,562,734,5236,0.64,72150.5,-2.12,2.5
3.3,88.9,34.5,2999,67,1.77,2070,520,45.4,100,561,734,5246,0.64,72248.6,-2.19,2.2
3.4,89.1,36.2,2999,67,1.76,2072,522,45.4,100,561,733,5253,0.64,72260.7,-2.15,1.5
3.5,89.4,37.7,2999,68,1.76,2075,524,45.4,100,560,732,5262,0.64,72292.4,-2.12,2.2
3.6,89.8,39.0,2999,68,1.76,2078,526,45.4,100,559,732,5272,0.63,72390.5,-2.09,3.0
3.7,90.3,40.3,2999,68,1.76,2080,528,45.4,100,558,731,5281,0.63,72422.4,-2.07,2.5
3.8,90.5,41.5,2999,68,1.76,2083,530,45.3,100,557,730,5291,0.63,72464.1,-2.04,1.3
3.9,90.6,42.6,2999,68,1.75,2086,532,45.3,100,556,729,5300,0.63,72496.1,-2.02,1.2
4.0,90.8,43.6,2999,68,1.75,2088,533,45.3,100,556,729,5308,0.63,72574.6,-2.00,1.3
4.1,91.2,44.5,2999,68,1.75,2091,534,45.3,100,555,728,5317,0.63,72606.7,-1.99,3.9
4.2,92.5,45.3,2999,68,1.75,2093,537,45.2,100,554,727,5327,0.63,72648.7,-1.97,6.6
4.3,93.9,44.5,2999,68,1.74,2096,540,45.2,100,553,726,5336,0.63,72680.9,-2.05,6.3
4.4,94.9,43.8,2999,68,1.74,2099,542,45.2,100,552,726,5346,0.63,72779.0,-2.12,4.3
4.5,95.4,43.2,2999,69,1.74,2101,544,45.2,100,552,725,5354,0.63,72801.5,-2.18,2.8
4.6,95.8,44.7,2998,68,1.74,2104,545,45.2,100,551,724,5366,0.63,72863.3,-2.15,2.5
4.7,96.2,46.0,2998,68,1.74,2106,545,45.1,100,550,723,5374,0.63,72886.0,-2.12,3.3
4.8,96.7,47.3,2998,68,1.73,2109,546,45.1,100,549,723,5384,0.63,72984.1,-2.09,2.9
4.9,97.1,48.5,2999,68,1.73,2112,548,45.1,100,548,722,5394,0.63,73026.4,-2.06,2.1
5.0,97.3,49.6,2999,68,1.73,2114,549,45.1,100,547,721,5402,0.63,73049.2,-2.04,1.9
5.1,97.4,50.5,2999,69,1.73,2117,551,45.1,100,546,720,5412,0.63,73091.7,-2.02,0.0
5.2,97.5,51.5,2999,69,1.72,2119,553,45.0,100,545,720,5423,0.63,73199.6,-2.00,0.4
5.3,97.6,52.3,2999,69,1.72,2122,555,45.0,100,545,719,5433,0.62,73242.2,-1.99,1.7
5.4,97.8,53.1,2999,69,1.72,2125,557,45.0,100,544,718,5443,0.62,73284.9,-1.97,1.4
5.5,97.9,52.0,2999,69,1.72,2127,559,45.0,100,543,717,5453,0.62,73327.6,-2.05,0.0
5.6,97.9,51.0,2999,69,1.71,2130,560,44.9,100,542,717,5463,0.62,73425.7,-2.12,0.0
5.7,97.8,50.1,2999,69,1.71,2133,561,44.9,100,541,716,5473,0.62,73468.5,-2.19,0.0
5.8,97.7,51.1,2999,69,1.71,2135,563,44.9,100,540,715,5484,0.62,73521.2,-2.15,0.0
5.9,97.7,52.0,2999,69,1.71,2137,564,44.9,100,540,715,5492,0.62,73599.7,-2.12,0.0
6.0,97.7,52.9,2999,69,1.71,2140,566,44.9,100,539,714,5502,0.62,73642.7,-2.09,0.8
