"Time, s","Climb, m/s","Specific excess power, m/s","Propeller efficiency, %","Manifold pressure, atm",Supercharger gear,RPM,"Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²"
123.7,26.0,27.0,81,2.22,2,2801,2295,1435,32.8,100,299,355,3461,0.30,38814.5,0.10
123.8,26.0,26.9,81,2.22,2,2801,2294,1435,32.8,100,299,355,3464,0.30,38843.9,0.09
123.9,26.0,26.8,81,2.22,2,2801,2293,1434,32.8,100,299,355,3467,0.30,38873.3,0.08
124.0,26.0,26.7,81,2.22,2,2801,2293,1433,32.8,100,299,356,3469,0.30,38920.4,0.07
124.1,26.0,26.6,81,2.21,2,2801,2292,1433,32.8,100,299,356,3472,0.30,38949.8,0.07
124.2,26.0,27.5,81,2.21,2,2801,2292,1432,32.8,100,299,356,3474,0.30,38969.4,0.15
124.3,26.1,28.3,81,2.21,2,2801,2291,1432,32.8,100,299,356,3477,0.30,38998.9,0.23
124.4,26.1,29.0,81,2.21,2,2801,2291,1431,32.8,100,299,356,3480,0.30,39028.3,0.30
124.5,26.1,28.7,81,2.21,2,2801,2290,1431,32.8,100,299,356,3482,0.30,39047.9,0.27
124.6,26.1,28.4,81,2.21,2,2801,2289,1430,32.9,100,299,356,3485,0.30,39077.4,0.24
124.7,26.1,28.2,81,2.21,2,2801,2289,1430,32.9,100,299,356,3487,0.30,39097.0,0.22
124.8,26.1,28.0,81,2.21,2,2801,2288,1430,32.9,100,299,356,3490,0.30,39126.4,0.20
124.9,26.1,27.8,81,2.21,2,2801,2288,1429,32.9,100,299,356,3493,0.30,39155.8,0.18
125.0,26.1,27.6,81,2.21,2,2801,2287,1428,32.9,100,299,356,3495,0.30,39175.5,0.16
125.1,26.2,27.5,81,2.21,2,2801,2287,1428,32.9,100,299,356,3498,0.30,39204.9,0.14
125.2,26.2,27.4,81,2.21,2,2801,2286,1427,32.9,100,299,356,3501,0.30,39234.3,0.13
125.3,26.2,27.2,81,2.21,2,2801,2285,1427,32.9,100,299,356,3504,0.30,39263.8,0.12
125.4,26.2,27.1,81,2.21,2,2801,2285,1426,32.9,100,299,356,3506,0.30,39283.4,0.10
125.5,26.2,27.0,81,2.20,2,2801,2284,1426,32.9,100,299,356,3509,0.30,39312.8,0.09
125.6,26.2,27.0,81,2.20,2,2801,2284,1425,32.9,100,299,356,3511,0.30,39332.4,0.08
125.7,26.2,26.9,81,2.20,2,2801,2283,1425,32.9,100,299,356,3514,0.30,39361.8,0.08
125.8,26.2,26.8,81,2.20,2,2801,2282,1424,32.9,100,299,356,3517,0.30,39391.3,0.07
125.9,26.2,26.8,81,2.20,2,2801,2282,1424,32.9,100,299,356,3519,0.30,39410.9,0.06
126.0,26.2,26.7,81,2.20,2,2801,2281,1423,32.9,100,299,356,3522,0.30,39440.3,0.06
126.1,26.2,26.6,81,2.20,2,2801,2281,1423,32.9,100,299,356,3524,0.30,39459.9,0.05
126.2,26.2,26.6,81,2.20,2,2801,2280,1422,32.9,100,299,357,3527,0.30,39516.9,0.04
126.3,26.2,27.5,81,2.20,2,2801,2280,1422,32.9,100,299,357,3530,0.30,39546.3,0.13
126.4,26.2,28.3,81,2.20,2,2801,2279,1421,32.9,100,299,357,3533,0.30,39575.7,0.21
126.5,26.2,29.0,81,2.20,2,2801,2279,1421,32.9,100,299,357,3535,0.30,39595.4,0.28
126.6,26.2,28.7,81,2.20,2,2801,2278,1421,32.9,100,299,357,3538,0.30,39624.8,0.25
126.7,26.2,28.5,81,2.20,2,2801,2277,1420,32.9,100,299,357,3540,0.30,39644.4,0.23
126.8,26.2,28.3,81,2.20,2,2801,2277,1420,32.9,100,299,357,3543,0.30,39673.8,0.21
126.9,26.2,28.0,81,2.19,2,2801,2276,1419,32.9,100,299,357,3546,0.30,39703.3,0.19
127.0,26.3,27.9,81,2.19,2,2801,2276,1419,32.9,100,299,357,3548,0.30,39722.9,0.17
127.1,26.3,27.7,81,2.19,2,2801,2275,1418,32.9,100,299,357,3551,0.30,39752.3,0.15
127.2,26.3,27.6,81,2.19,2,2801,2274,1418,32.9,100,299,357,3553,0.30,39771.9,0.14
127.3,26.3,27.4,81,2.19,2,2801,2274,1417,32.9,100,299,357,3556,0.30,39801.4,0.12
127.4,26.3,27.3,81,2.19,2,2801,2273,1417,32.9,100,299,357,3559,0.30,39830.8,0.11
127.5,26.3,27.2,81,2.19,2,2801,2273,1416,32.9,100,299,357,3561,0.30,39850.4,0.10
127.6,26.3,27.1,81,2.19,2,2801,2272,1416,32.9,100,299,357,3564,0.30,39879.9,0.09
127.7,26.3,27.0,81,2.19,2,2801,2271,1415,32.9,100,299,357,3567,0.30,39909.3,0.08
127.8,26.3,27.0,81,2.19,2,2801,2271,1415,32.9,100,299,357,3570,0.30,39938.7,0.07
127.9,26.3,26.9,81,2.19,2,2801,2270,1414,32.9,100,299,357,3572,0.30,39958.3,0.06
128.0,26.3,26.8,81,2.19,2,2801,2270,1414,32.9,100,299,357,3575,0.30,39987.8,0.06
128.1,26.3,26.8,81,2.19,2,2801,2269,1413,32.9,100,299,357,3577,0.30,40007.4,0.05
128.2,26.3,26.7,81,2.19,2,2801,2268,1413,32.9,100,299,357,3580,0.30,40036.8,0.05
128.3,26.3,26.7,81,2.18,2,2801,2268,1412,32.9,100,299,357,3583,0.30,40066.2,0.04
128.4,26.3,26.7,81,2.18,2,2801,2267,1412,32.9,100,299,357,3585,0.30,40085.9,0.04
128.5,26.3,26.6,81,2.18,2,2801,2267,1411,32.9,100,299,357,3588,0.30,40115.3,0.03
128.6,26.3,26.6,81,2.18,2,2801,2266,1411,32.9,100,299,357,3591,0.30,40144.7,0.03
128.7,26.3,26.6,81,2.18,2,2801,2266,1411,32.9,100,299,357,3593,0.30,40164.3,0.03
128.8,26.3,26.5,81,2.18,2,2801,2265,1410,32.9,100,299,357,3596,0.30,40193.8,0.03
128.9,26.3,26.5,81,2.18,2,2801,2264,1410,32.9,100,299,357,3598,0.30,40213.4,0.02
129.0,26.3,26.5,81,2.18,2,2801,2264,1409,32.9,100,299,357,3601,0.30,40242.8,0.02
129.1,26.3,26.5,81,2.18,2,2801,2263,1409,32.9,100,299,358,3604,0.30,40299.8,0.02
129.2,26.3,26.5,81,2.18,2,2801,2263,1408,32.9,100,299,358,3606,0.30,40319.5,0.02
129.3,26.3,27.4,81,2.18,2,2801,2262,1408,32.9,100,299,358,3609,0.30,40348.9,0.11
129.4,26.3,28.2,81,2.18,2,2801,2262,1407,32.9,100,299,358,3611,0.30,40368.5,0.19
129.5,26.2,28.9,81,2.18,2,2801,2261,1407,32.9,100,298,358,3614,0.30,40397.9,0.26
129.6,26.2,28.7,81,2.17,2,2801,2260,1406,32.9,100,298,358,3617,0.30,40427.4,0.23
129.7,26.2,28.4,81,2.17,2,2801,2260,1406,32.9,100,298,358,3620,0.30,40456.8,0.21
129.8,26.2,28.2,81,2.17,2,2801,2259,1405,32.9,100,298,358,3622,0.30,40476.4,0.19
129.9,26.2,28.0,81,2.17,2,2801,2259,1405,32.9,100,298,358,3625,0.30,40505.9,0.17
130.0,26.2,27.8,81,2.17,2,2801,2258,1404,32.9,100,298,358,3628,0.30,40535.3,0.15
130.1,26.2,27.6,81,2.17,2,2801,2257,1404,32.9,100,298,358,3631,0.30,40564.7,0.14
130.2,26.2,27.5,81,2.17,2,2801,2257,1404,32.9,100,298,358,3633,0.30,40584.3,0.12
130.3,26.2,27.4,81,2.17,2,2801,2256,1403,32.9,100,298,358,3635,0.30,40603.9,0.11
130.4,26.2,27.3,81,2.17,2,2801,2256,1403,32.9,100,298,358,3638,0.30,40633.4,0.10
130.5,26.2,27.2,81,2.17,2,2801,2255,1403,32.9,100,298,358,3641,0.30,40662.8,0.09
130.6,26.2,27.1,81,2.17,2,2801,2254,1402,32.9,100,298,358,3644,0.30,40692.2,0.08
130.7,26.3,27.0,81,2.17,2,2801,2254,1402,32.9,100,298,358,3646,0.30,40711.9,0.07
130.8,26.3,26.9,81,2.17,2,2801,2253,1401,32.9,100,298,358,3649,0.30,40741.3,0.07
130.9,26.3,26.8,81,2.17,2,2801,2253,1401,32.9,100,298,358,3651,0.30,40760.9,0.06
131.0,26.3,26.8,81,2.16,2,2801,2252,1400,32.9,100,298,358,3654,0.30,40790.3,0.05
131.1,26.3,26.7,81,2.16,2,2801,2251,1400,32.9,100,298,358,3657,0.30,40819.8,0.05
131.2,26.3,26.7,81,2.16,2,2801,2251,1399,32.9,100,298,358,3659,0.30,40839.4,0.04
131.3,26.3,26.7,81,2.16,2,2801,2250,1400,32.9,100,298,358,3662,0.30,40868.8,0.04
131.4,26.2,26.6,81,2.16,2,2801,2250,1401,32.9,100,298,358,3664,0.30,40888.4,0.04
131.5,26.1,26.6,82,2.16,2,2800,2249,1402,32.9,100,298,358,3667,0.30,40917.9,0.03
131.6,25.9,26.5,82,2.16,2,2800,2248,1400,32.9,100,298,358,3670,0.30,40947.3,0.03
131.7,25.7,26.4,81,2.16,2,2800,2247,1396,32.9,100,298,358,3673,0.30,40976.7,0.03
131.8,25.6,26.4,81,2.16,2,2800,2247,1393,32.9,100,298,358,3675,0.30,40996.4,0.02
131.9,25.5,26.3,81,2.16,2,2800,2246,1391,32.9,100,298,358,3677,0.30,41016.0,0.02
132.1,25.5,27.2,81,2.16,2,2801,2246,1390,32.9,100,298,359,3680,0.30,41073.1,0.11
132.2,25.4,27.9,81,2.16,2,2801,2246,1389,32.9,100,298,359,3682,0.30,41092.7,0.19
132.3,25.3,28.6,81,2.16,2,2802,2246,1390,32.9,100,298,359,3685,0.30,41122.1,0.26
132.4,25.3,28.3,81,2.16,2,2802,2246,1391,32.9,100,298,359,3687,0.30,41141.7,0.24
132.5,25.2,28.0,81,2.16,2,2802,2246,1393,32.9,100,298,359,3690,0.31,41171.2,0.21
132.6,25.1,27.7,81,2.16,2,2803,2245,1394,32.9,100,298,359,3693,0.31,41200.6,0.19
132.7,25.1,27.5,82,2.16,2,2802,2245,1395,33.0,100,298,359,3695,0.31,41220.2,0.17
132.8,25.1,27.2,82,2.15,2,2802,2244,1396,33.0,100,298,359,3697,0.31,41239.8,0.16
132.9,25.0,27.0,82,2.15,2,2802,2243,1396,33.0,100,298,359,3700,0.31,41269.3,0.14
133.0,25.0,26.8,82,2.15,2,2801,2242,1395,33.0,100,298,359,3703,0.31,41298.7,0.13
133.1,25.0,26.6,82,2.15,2,2801,2241,1394,33.0,100,298,359,3705,0.31,41318.3,0.11
133.2,24.9,26.5,82,2.15,2,2801,2240,1391,33.0,100,298,359,3709,0.31,41357.6,0.10
133.3,24.9,26.3,81,2.15,2,2800,2239,1388,33.0,100,298,359,3712,0.31,41387.0,0.09
133.4,24.9,26.2,81,2.15,2,2800,2238,1386,33.0,100,298,359,3715,0.31,41416.4,0.08
133.5,24.9,26.0,81,2.15,2,2801,2238,1384,33.0,100,298,360,3718,0.31,41473.6,0.07
133.6,24.9,26.9,81,2.15,2,2801,2238,1383,33.0,100,298,360,3720,0.31,41493.2,0.16
133.7,24.9,27.6,81,2.15,2,2801,2237,1383,33.0,100,299,360,3723,0.31,41522.6,0.24
133.8,24.9,28.3,81,2.15,2,2801,2237,1383,33.0,100,299,360,3725,0.31,41542.3,0.31
133.9,24.9,27.9,81,2.15,2,2802,2237,1383,33.0,100,299,360,3727,0.31,41561.9,0.27
134.0,24.9,27.6,81,2.15,2,2802,2236,1384,33.0,100,299,360,3730,0.31,41591.3,0.25
134.1,24.9,27.4,81,2.14,2,2802,2236,1385,33.0,100,299,360,3733,0.31,41620.7,0.22
134.2,24.9,27.1,81,2.14,2,2802,2235,1385,33.0,100,299,360,3735,0.31,41640.4,0.20
134.3,24.9,26.9,82,2.14,2,2802,2235,1385,33.0,100,299,360,3737,0.31,41660.0,0.18
134.4,24.9,26.7,82,2.14,2,2801,2234,1385,33.0,100,299,360,3740,0.31,41689.4,0.16
134.5,24.9,26.5,82,2.14,2,2801,2233,1385,33.0,100,299,360,3743,0.31,41718.8,0.15
134.6,24.9,26.4,82,2.14,2,2801,2233,1384,33.0,100,299,360,3745,0.31,41738.5,0.13
134.7,24.9,26.2,82,2.14,2,2801,2232,1382,33.0,100,299,360,3748,0.31,41767.9,0.12
134.8,24.9,26.1,82,2.14,2,2801,2231,1381,33.0,100,299,360,3750,0.31,41787.5,0.11
134.9,24.9,26.0,81,2.14,2,2801,2231,1380,33.0,100,299,360,3752,0.31,41807.1,0.10
135.0,24.9,25.9,81,2.14,2,2801,2230,1379,33.0,100,299,360,3755,0.31,41836.6,0.09
135.1,24.9,26.7,81,2.14,2,2801,2230,1377,33.0,100,299,361,3758,0.31,41893.8,0.17
135.2,24.9,27.4,81,2.14,2,2801,2229,1377,33.0,100,299,361,3761,0.31,41923.2,0.24
135.3,24.9,28.1,81,2.14,2,2801,2229,1376,33.0,100,299,361,3763,0.31,41942.8,0.30
135.4,24.9,27.7,81,2.14,2,2801,2228,1376,33.0,100,299,361,3766,0.31,41972.3,0.27
135.5,24.9,27.5,81,2.13,2,2801,2228,1376,33.0,100,299,361,3769,0.31,42001.7,0.25
135.6,24.9,27.2,81,2.13,2,2801,2227,1376,33.0,100,299,361,3771,0.31,42021.3,0.22
135.7,24.9,27.0,81,2.13,2,2801,2227,1376,33.0,100,299,361,3773,0.31,42040.9,0.20
135.8,24.9,26.8,82,2.13,2,2801,2226,1376,33.0,100,299,361,3776,0.31,42070.4,0.18
135.9,24.9,26.6,82,2.13,2,2801,2226,1376,33.0,100,299,361,3778,0.31,42090.0,0.16
136.0,24.9,26.4,82,2.13,2,2801,2225,1376,33.0,100,299,361,3781,0.31,42119.4,0.15
136.1,24.9,26.3,82,2.13,2,2801,2225,1375,33.1,100,299,361,3783,0.31,42139.0,0.13
136.2,24.9,26.1,82,2.13,2,2801,2224,1375,33.1,100,299,361,3786,0.31,42168.5,0.12
136.3,24.9,26.0,82,2.13,2,2801,2223,1374,33.1,100,299,361,3788,0.31,42188.1,0.11
136.4,24.9,25.9,82,2.13,2,2801,2223,1373,33.1,100,299,361,3791,0.31,42217.5,0.10
136.5,24.9,25.8,82,2.13,2,2801,2222,1372,33.1,100,299,361,3793,0.31,42237.1,0.09
136.6,24.9,25.7,81,2.13,2,2801,2222,1371,33.1,100,299,361,3796,0.31,42266.6,0.08
136.7,24.9,25.6,81,2.13,2,2801,2221,1370,33.1,100,299,361,3798,0.31,42286.2,0.07
136.8,24.9,25.6,81,2.13,2,2801,2221,1370,33.1,100,299,361,3801,0.31,42315.6,0.06
136.9,24.9,26.4,81,2.13,2,2801,2220,1369,33.1,100,299,362,3803,0.31,42363.1,0.15
137.0,24.9,27.2,81,2.12,2,2801,2220,1369,33.1,100,299,362,3806,0.31,42392.6,0.23
137.1,25.0,27.9,81,2.12,2,2801,2219,1368,33.1,100,299,362,3809,0.31,42422.0,0.30
137.2,25.0,27.6,81,2.12,2,2801,2219,1368,33.1,100,299,362,3811,0.31,42441.6,0.27
137.3,25.0,27.4,82,2.12,2,2801,2218,1368,33.1,100,299,362,3813,0.31,42461.2,0.24
137.4,25.0,27.1,82,2.12,2,2801,2218,1368,33.1,100,299,362,3816,0.31,42490.7,0.22
137.5,25.0,26.9,82,2.12,2,2801,2217,1368,33.1,100,299,362,3818,0.31,42510.3,0.19
137.6,25.0,26.7,82,2.12,2,2801,2216,1367,33.1,100,299,362,3821,0.31,42539.7,0.17
137.7,25.0,26.6,82,2.12,2,2801,2216,1367,33.1,100,299,362,3824,0.31,42569.2,0.16
137.8,25.0,26.4,82,2.12,2,2801,2215,1366,33.1,100,299,362,3826,0.31,42588.8,0.14
137.9,25.0,26.3,82,2.12,2,2801,2215,1366,33.1,100,299,362,3828,0.31,42608.4,0.13
138.0,24.9,26.1,82,2.12,2,2801,2214,1365,33.1,100,299,362,3831,0.31,42637.8,0.11
138.1,24.9,26.0,82,2.12,2,2801,2214,1364,33.1,100,299,362,3833,0.31,42657.4,0.10
138.2,25.0,25.9,82,2.12,2,2801,2213,1363,33.1,100,299,362,3836,0.31,42686.9,0.09
138.3,24.9,25.8,82,2.12,2,2801,2212,1363,33.1,100,299,362,3839,0.31,42716.3,0.08
138.4,24.9,25.7,82,2.12,2,2801,2212,1362,33.1,100,299,362,3841,0.31,42735.9,0.07
138.5,24.9,25.6,82,2.11,2,2801,2212,1362,33.1,100,299,362,3843,0.31,42755.5,0.07
138.6,24.9,25.6,82,2.11,2,2801,2211,1361,33.1,100,299,362,3846,0.31,42785.0,0.06
138.7,24.9,25.5,82,2.11,2,2801,2211,1361,33.1,100,299,362,3849,0.31,42814.4,0.05
138.8,24.9,25.4,82,2.11,2,2801,2210,1361,33.1,100,299,362,3851,0.31,42834.0,0.05
138.9,24.9,25.4,82,2.11,2,2801,2210,1361,33.1,100,299,362,3853,0.31,42853.6,0.04
139.0,24.9,26.3,82,2.11,2,2801,2209,1360,33.1,100,299,363,3856,0.31,42911.0,0.13
139.1,24.9,27.1,82,2.11,2,2801,2208,1360,33.1,100,299,363,3858,0.31,42930.7,0.21
139.2,24.9,27.8,82,2.11,2,2801,2208,1360,33.1,100,299,363,3860,0.31,42950.3,0.28
139.3,24.9,27.5,82,2.11,2,2801,2207,1359,33.1,100,299,363,3864,0.31,42989.5,0.25
139.4,24.9,27.3,82,2.11,2,2801,2207,1359,33.1,100,299,363,3865,0.31,42999.3,0.23
139.5,24.9,27.0,82,2.11,2,2801,2206,1358,33.1,100,299,363,3868,0.31,43028.8,0.21
139.6,24.9,26.8,82,2.11,2,2801,2206,1357,33.1,100,299,363,3871,0.31,43058.2,0.19
139.7,24.9,26.6,82,2.11,2,2801,2205,1357,33.1,100,299,363,3873,0.31,43077.8,0.17
139.8,24.9,26.5,82,2.11,2,2801,2205,1356,33.1,100,299,363,3876,0.31,43107.2,0.15
139.9,24.9,26.3,82,2.11,2,2801,2204,1356,33.1,100,299,363,3879,0.31,43136.7,0.14
140.0,24.9,26.2,82,2.11,2,2801,2204,1355,33.1,100,299,363,3881,0.31,43156.3,0.12
140.1,24.9,26.0,82,2.10,2,2801,2203,1355,33.1,100,299,363,3883,0.31,43175.9,0.11
140.2,24.9,25.9,82,2.10,2,2801,2202,1354,33.1,100,299,363,3886,0.31,43205.3,0.10
140.3,24.9,25.8,82,2.10,2,2801,2202,1354,33.1,100,299,363,3888,0.31,43225.0,0.09
140.4,24.9,25.7,82,2.10,2,2801,2202,1354,33.1,100,299,363,3890,0.31,43244.6,0.08
140.5,24.9,25.6,82,2.10,2,2801,2201,1353,33.1,100,299,363,3893,0.31,43274.0,0.07
140.6,24.9,25.6,82,2.10,2,2801,2200,1353,33.1,100,299,363,3896,0.31,43303.4,0.06
140.7,25.0,25.5,82,2.10,2,2801,2200,1352,33.1,100,299,363,3898,0.31,43323.1,0.06
140.8,25.0,25.5,82,2.10,2,2801,2199,1352,33.1,100,299,363,3901,0.31,43352.5,0.05
140.9,25.0,25.4,82,2.10,2,2801,2199,1351,33.1,100,299,363,3904,0.31,43381.9,0.05
141.0,25.0,25.4,82,2.10,2,2801,2198,1351,33.1,100,299,363,3906,0.31,43401.5,0.04
141.1,25.0,25.3,82,2.10,2,2801,2198,1351,33.1,100,299,363,3908,0.31,43421.2,0.04
141.2,25.0,25.3,82,2.10,2,2801,2197,1350,33.1,100,299,363,3911,0.31,43450.6,0.03
141.3,25.0,25.3,82,2.10,2,2801,2197,1350,33.1,100,299,363,3912,0.31,43460.4,0.03
141.4,25.0,26.2,82,2.10,2,2801,2196,1349,33.1,100,299,364,3914,0.31,43508.1,0.12
141.5,25.0,27.0,82,2.10,2,2801,2196,1349,33.1,100,299,364,3915,0.31,43517.9,0.20
141.6,25.0,27.8,82,2.10,2,2801,2196,1349,33.1,100,299,364,3918,0.31,43547.3,0.27
141.7,25.0,27.5,82,2.09,2,2801,2195,1348,33.1,100,299,364,3921,0.31,43576.7,0.25
141.8,25.0,27.2,82,2.09,2,2801,2194,1348,33.1,100,299,364,3923,0.31,43596.4,0.22
141.9,25.0,27.0,82,2.09,2,2801,2194,1347,33.1,100,299,364,3926,0.31,43625.8,0.20
142.0,25.0,26.8,82,2.09,2,2801,2193,1347,33.1,100,299,364,3929,0.31,43655.2,0.18
142.1,25.0,26.6,82,2.09,2,2801,2193,1346,33.1,100,299,364,3931,0.31,43674.8,0.16
142.2,25.0,26.5,82,2.09,2,2801,2192,1346,33.1,100,299,364,3933,0.31,43694.5,0.14
142.3,25.0,26.3,82,2.09,2,2801,2192,1346,33.1,100,299,364,3936,0.31,43723.9,0.13
142.4,25.0,26.2,82,2.09,2,2801,2191,1347,33.1,100,299,364,3938,0.31,43743.5,0.12
142.5,24.9,26.1,82,2.09,2,2801,2190,1347,33.1,100,299,364,3941,0.31,43772.9,0.11
142.6,24.8,25.9,82,2.09,2,2801,2190,1346,33.1,100,299,364,3943,0.31,43792.6,0.09
142.7,24.6,25.8,82,2.09,2,2800,2189,1344,33.1,100,299,364,3946,0.31,43822.0,0.09
142.8,24.5,25.7,82,2.09,2,2800,2188,1343,33.1,100,299,364,3948,0.31,43841.6,0.08
142.9,24.3,25.6,82,2.09,2,2800,2188,1341,33.1,100,299,364,3951,0.31,43871.0,0.07
143.0,24.1,25.5,81,2.09,2,2800,2187,1339,33.1,100,299,364,3953,0.31,43890.7,0.06
143.1,24.0,25.3,81,2.09,2,2801,2187,1337,33.1,100,299,364,3955,0.31,43910.3,0.06
143.2,23.9,25.2,81,2.08,2,2801,2187,1335,33.1,100,299,364,3958,0.31,43939.7,0.05
143.3,23.8,25.1,81,2.08,2,2802,2187,1335,33.1,100,299,365,3960,0.31,43987.5,0.05
143.4,23.7,25.0,81,2.08,2,2802,2187,1336,33.1,100,299,365,3963,0.31,44016.9,0.04
143.5,23.6,25.8,81,2.08,2,2802,2187,1337,33.1,100,299,365,3965,0.31,44036.5,0.13
143.6,23.5,26.5,82,2.08,2,2803,2187,1338,33.1,100,299,365,3967,0.31,44056.1,0.21
143.7,23.5,27.2,82,2.08,2,2803,2186,1339,33.2,100,299,365,3970,0.31,44085.6,0.28
143.8,23.4,26.8,82,2.08,2,2802,2186,1340,33.2,100,299,365,3972,0.31,44105.2,0.25
143.9,23.4,26.5,82,2.08,2,2802,2185,1341,33.2,100,299,365,3975,0.31,44134.6,0.23
144.0,23.3,26.2,82,2.08,2,2802,2184,1341,33.2,100,299,365,3976,0.31,44144.4,0.21
144.1,23.3,25.9,82,2.08,2,2801,2183,1340,33.2,100,299,365,3979,0.31,44173.8,0.18
144.2,23.2,25.6,82,2.08,2,2801,2182,1339,33.2,100,299,365,3981,0.31,44193.5,0.17
144.3,23.2,25.4,82,2.08,2,2801,2182,1337,33.2,100,299,366,3984,0.31,44251.1,0.15
144.4,23.2,26.1,82,2.08,2,2801,2181,1335,33.2,100,299,366,3986,0.31,44270.7,0.23
144.5,23.2,26.8,82,2.08,2,2800,2180,1333,33.2,100,299,366,3989,0.31,44300.1,0.30
144.6,23.2,27.4,82,2.08,2,2800,2180,1331,33.2,100,299,366,3991,0.31,44319.8,0.36
144.7,23.1,27.0,82,2.08,2,2801,2179,1330,33.2,100,299,366,3993,0.31,44339.4,0.32
144.8,23.1,26.6,82,2.08,2,2801,2179,1329,33.2,100,299,366,3995,0.31,44359.0,0.29
144.9,23.1,26.2,82,2.07,2,2801,2179,1328,33.2,100,300,366,3998,0.31,44388.4,0.26
145.0,23.1,25.9,82,2.07,2,2801,2179,1328,33.2,100,300,366,4000,0.31,44408.1,0.24
145.1,23.1,25.6,82,2.07,2,2802,2179,1328,33.2,100,300,366,4003,0.31,44437.5,0.21
145.2,23.1,25.4,82,2.07,2,2802,2178,1329,33.2,100,300,366,4004,0.31,44447.3,0.19
145.3,23.1,25.2,82,2.07,2,2802,2178,1329,33.2,100,300,366,4007,0.31,44476.7,0.17
145.4,23.1,25.0,82,2.07,2,2802,2177,1330,33.2,100,300,367,4009,0.31,44524.6,0.16
145.5,23.1,24.8,82,2.07,2,2802,2177,1330,33.3,100,300,367,4011,0.31,44544.2,0.14
145.6,23.1,25.6,82,2.07,2,2802,2176,1330,33.3,100,300,367,4014,0.31,44573.7,0.22
145.7,23.2,26.3,82,2.07,2,2801,2176,1329,33.3,100,300,367,4016,0.31,44593.3,0.29
145.8,23.2,26.9,82,2.07,2,2801,2175,1329,33.3,100,300,367,4018,0.31,44612.9,0.35
145.9,23.2,26.5,82,2.07,2,2801,2174,1328,33.3,100,300,367,4020,0.31,44632.5,0.32
146.0,23.2,26.2,82,2.07,2,2801,2174,1326,33.3,100,300,367,4023,0.31,44662.0,0.28
146.1,23.2,25.9,82,2.07,2,2801,2173,1325,33.3,100,300,367,4026,0.31,44691.4,0.26
146.2,23.2,25.6,82,2.07,2,2801,2172,1324,33.3,100,300,367,4028,0.31,44711.0,0.23
146.3,23.2,25.4,82,2.07,2,2801,2172,1323,33.3,100,300,367,4030,0.31,44730.6,0.21
146.4,23.3,25.2,82,2.07,2,2801,2172,1322,33.3,100,300,367,4032,0.31,44750.3,0.19
146.5,23.3,25.0,82,2.07,2,2801,2171,1321,33.3,100,300,367,4035,0.31,44779.7,0.17
146.6,23.3,24.8,82,2.07,2,2801,2171,1321,33.3,100,300,368,4037,0.31,44827.7,0.15
146.7,23.3,24.7,82,2.06,2,2801,2171,1321,33.3,100,300,368,4039,0.31,44847.3,0.14
146.8,23.3,25.5,82,2.06,2,2801,2170,1321,33.3,100,300,368,4042,0.31,44876.7,0.22
146.9,23.4,26.3,82,2.06,2,2801,2170,1321,33.3,100,300,368,4044,0.31,44896.3,0.29
147.0,23.4,26.9,82,2.06,2,2801,2169,1321,33.3,100,300,368,4046,0.31,44916.0,0.35
147.1,23.4,26.6,82,2.06,2,2801,2169,1321,33.3,100,300,368,4049,0.31,44945.4,0.32
147.2,23.4,26.3,82,2.06,2,2801,2168,1320,33.3,100,300,368,4051,0.31,44965.0,0.29
147.3,23.5,26.0,82,2.06,2,2801,2168,1320,33.3,100,300,368,4054,0.31,44994.4,0.26
147.4,23.5,25.7,82,2.06,2,2801,2167,1319,33.3,100,300,368,4056,0.31,45014.1,0.23
147.5,23.5,25.5,82,2.06,2,2801,2167,1319,33.3,100,300,368,4058,0.31,45033.7,0.21
147.6,23.5,25.3,82,2.06,2,2801,2166,1318,33.3,100,300,368,4061,0.31,45063.1,0.19
147.8,23.5,25.1,82,2.06,2,2801,2165,1317,33.3,100,300,368,4063,0.31,45082.7,0.17
147.9,23.6,25.0,82,2.06,2,2801,2165,1316,33.3,100,300,368,4066,0.31,45112.2,0.15
148.0,23.6,24.8,82,2.06,2,2801,2164,1315,33.3,100,300,368,4068,0.31,45131.8,0.14
148.1,23.6,25.6,82,2.06,2,2801,2164,1315,33.3,100,300,369,4070,0.31,45179.8,0.21
148.2,23.6,26.4,82,2.06,2,2801,2164,1314,33.3,100,300,369,4073,0.31,45209.3,0.28
148.3,23.6,27.1,82,2.06,2,2801,2163,1314,33.3,100,300,369,4075,0.31,45228.9,0.35
148.4,23.7,26.7,82,2.05,2,2801,2163,1313,33.3,100,300,369,4077,0.32,45248.5,0.31
148.5,23.7,26.4,82,2.05,2,2801,2162,1313,33.3,100,300,369,4079,0.32,45268.1,0.28
148.6,23.7,26.2,82,2.05,2,2801,2162,1313,33.3,100,300,369,4082,0.32,45297.5,0.25
148.7,23.7,25.9,82,2.05,2,2801,2161,1313,33.3,100,300,369,4084,0.32,45317.2,0.23
148.8,23.7,25.7,82,2.05,2,2801,2161,1312,33.3,100,300,369,4087,0.32,45346.6,0.21
148.9,23.7,25.5,82,2.05,2,2801,2160,1312,33.3,100,300,369,4089,0.32,45366.2,0.18
