"Time, s","Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]",RPM[1],RPM[2],"Manifold pressure, atm[1]","Manifold pressure, atm[2]","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %[1]","Propeller efficiency, %[2]",Supercharger gear,"Throttle, %[1]","Throttle, %[2]","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %[1]","Radiator, %[2]","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
535.8,1117,1117,598,598,2800,2800,1.08,1.08,9.2,0.11,7.9,83,83,0,110,110,00:00,7948,17,0,5,5,0,0.0,0,279,424,84897.3,664.8
536.3,1116,1116,597,597,2800,2800,1.08,1.08,9.2,0.12,7.9,83,83,0,110,110,00:00,7952,18,0,5,5,0,0.0,0,279,424,84955.9,664.8
536.8,1115,1115,597,597,2800,2800,1.07,1.07,9.8,0.15,7.9,83,83,0,110,110,00:00,7956,18,0,5,5,0,0.0,0,279,425,85009.3,628.7
537.4,1115,1115,596,596,2800,2800,1.07,1.07,9.8,0.16,8.0,83,83,0,110,110,00:00,7961,18,0,5,5,0,0.0,0,279,425,85065.0,628.7
537.9,1114,1114,596,596,2800,2800,1.07,1.07,9.8,0.15,8.0,83,83,0,110,110,00:00,7965,17,0,5,5,0,0.0,0,279,425,85108.1,628.3
538.5,1114,1114,595,595,2800,2800,1.07,1.07,9.3,0.13,8.0,83,83,0,110,110,00:00,7969,17,0,5,5,0,0.0,0,279,425,85150.6,656.3
539.0,1113,1113,594,594,2800,2800,1.07,1.07,9.3,0.12,8.0,83,83,0,110,110,00:00,7974,17,0,5,5,0,0.0,0,279,425,85208.8,656.3
539.6,1112,1112,594,594,2800,2800,1.07,1.07,10.0,0.14,8.0,83,83,0,110,110,00:00,7978,17,0,5,5,0,0.0,0,279,426,85268.4,616.7
540.1,1112,1112,593,593,2800,2800,1.07,1.07,10.0,0.15,8.0,83,83,0,110,110,00:00,7983,17,0,5,5,0,0.0,0,279,426,85325.6,616.7
540.7,1111,1111,592,592,2800,2800,1.07,1.07,9.7,0.15,8.0,83,83,0,110,110,00:00,7987,17,0,5,5,0,0.0,0,279,426,85368.8,632.2
541.2,1110,1110,592,592,2800,2800,1.07,1.07,9.7,0.13,8.0,83,83,0,110,110,00:00,7991,17,0,5,5,0,0.0,0,279,426,85400.5,632.2
541.8,1110,1110,591,591,2800,2800,1.07,1.07,7.9,0.04,8.0,83,83,0,110,110,00:00,7996,17,0,5,5,0,0.0,0,279,425,85424.5,727.9
542.3,1109,1109,591,591,2800,2800,1.07,1.07,7.9,-0.01,8.0,83,83,0,110,110,00:00,8000,17,0,5,5,0,0.0,0,279,426,85468.6,727.9
542.9,1108,1108,590,590,2800,2800,1.07,1.07,7.9,0.00,8.0,83,83,0,110,110,00:00,8004,17,0,5,5,0,0.0,0,279,426,85520.6,730.9
543.4,1108,1108,590,590,2800,2800,1.07,1.07,8.6,0.03,8.0,83,83,0,110,110,00:00,8009,17,0,5,5,0,0.0,0,279,426,85575.1,684.9
543.9,1107,1107,589,589,2800,2800,1.07,1.07,8.6,0.04,8.0,83,83,0,110,110,00:00,8013,17,0,5,5,0,0.0,0,280,426,85617.0,684.9
544.5,1107,1107,588,588,2800,2800,1.07,1.07,8.5,0.04,8.0,83,83,0,110,110,00:00,8017,17,0,5,5,0,0.0,0,280,426,85657.9,690.0
545.0,1106,1106,588,588,2800,2800,1.06,1.06,8.5,0.04,8.0,83,83,0,110,110,00:00,8022,17,0,5,5,0,0.0,0,280,426,85708.3,690.0
545.6,1052,1052,616,616,2790,2790,1.06,1.06,8.4,0.04,7.9,92,92,0,100,100,00:00,8026,17,0,5,5,0,0.0,0,280,427,85758.1,690.7
546.1,1002,1002,727,727,2697,2697,1.01,1.01,8.4,0.11,7.5,114,114,0,100,100,00:00,8031,14,0,5,5,0,0.0,0,280,428,85853.9,690.7
546.7,951,951,553,553,2610,2610,0.97,0.97,11.0,0.22,6.9,91,91,0,100,100,00:00,8035,14,0,5,5,0,0.0,0,281,429,85918.2,649.6
547.2,963,963,473,473,2632,2632,0.98,0.98,11.0,0.21,6.3,77,77,0,100,100,00:00,8038,14,0,5,5,0,0.0,0,281,428,85934.6,649.6
547.8,963,963,585,585,2632,2632,0.98,0.98,7.4,0.18,5.7,95,95,0,100,100,00:00,8041,14,0,5,5,0,0.0,0,281,428,85964.7,612.2
548.3,937,937,548,548,2588,2588,0.95,0.95,7.4,0.19,5.4,92,92,0,100,100,00:00,8044,15,0,5,5,0,0.0,0,281,429,86027.4,612.2
548.9,943,943,468,467,2598,2598,0.96,0.96,7.9,0.21,5.2,78,78,0,100,100,00:00,8047,16,0,5,5,0,0.0,0,281,430,86066.5,552.7
549.4,954,954,529,529,2619,2619,0.97,0.97,7.9,0.20,5.0,87,87,0,100,100,00:00,8050,16,0,5,5,0,0.0,0,281,430,86099.8,552.7
549.9,940,940,549,549,2595,2595,0.96,0.96,6.8,0.20,4.9,92,92,0,100,100,00:00,8053,17,0,5,5,0,0.0,0,281,430,86149.5,723.0
550.5,937,937,488,488,2591,2591,0.95,0.95,6.8,0.23,4.8,82,82,0,100,100,00:00,8055,17,0,5,5,0,0.0,0,281,431,86193.9,723.0
551.0,949,949,508,508,2610,2610,0.96,0.96,7.7,0.23,4.8,84,84,0,100,100,00:00,8058,17,0,5,5,0,0.0,0,281,431,86231.6,527.3
551.6,943,943,541,541,2602,2602,0.96,0.96,7.7,0.17,4.7,90,90,0,100,100,00:00,8061,17,0,5,5,0,0.0,0,282,431,86238.1,527.3
552.1,937,937,505,505,2592,2592,0.95,0.95,5.5,0.13,4.7,85,85,0,100,100,00:00,8063,18,0,5,5,0,0.9,0,282,431,86271.3,762.8
552.7,943,943,497,496,2603,2603,0.96,0.96,6.4,0.12,4.8,83,83,0,100,100,00:00,8066,18,0,5,5,0,1.2,0,282,431,86310.4,629.8
553.2,944,944,527,527,2605,2605,0.96,0.96,6.4,0.12,4.9,88,88,0,100,100,00:00,8068,17,0,5,5,0,0.0,0,282,432,86339.2,629.8
553.8,938,938,516,516,2595,2595,0.95,0.95,6.5,0.13,4.9,87,87,0,100,100,00:00,8071,17,0,5,5,0,0.7,0,282,432,86377.4,671.9
554.3,940,940,498,498,2599,2599,0.96,0.96,6.5,0.12,5.0,84,84,0,100,100,00:00,8074,17,0,5,5,0,0.7,0,282,432,86410.4,671.9
554.9,943,943,517,517,2604,2604,0.96,0.96,7.0,0.15,5.0,87,87,0,100,100,00:00,8077,17,0,5,5,0,0.7,0,282,433,86465.9,620.4
555.4,939,939,518,518,2598,2598,0.95,0.95,7.0,0.17,5.1,87,87,0,100,100,00:00,8079,17,0,5,5,0,0.7,0,282,433,86498.9,620.4
556.0,939,939,503,502,2598,2598,0.95,0.95,7.3,0.18,5.1,85,85,0,100,100,00:00,8082,17,0,5,5,0,0.0,0,282,434,86534.9,608.7
556.5,941,941,509,509,2603,2603,0.96,0.96,7.3,0.14,5.1,86,86,0,100,100,00:00,8085,17,0,5,5,0,0.0,0,282,433,86543.3,608.7
557.1,939,939,516,516,2600,2600,0.95,0.95,5.2,0.06,5.1,87,87,0,100,100,00:00,8088,17,0,5,5,0,0.0,0,283,433,86560.6,728.2
557.6,938,938,506,506,2598,2598,0.95,0.95,5.7,0.05,5.0,86,85,0,100,100,00:00,8090,17,0,5,5,0,0.0,0,283,433,86601.6,688.1
558.1,939,939,506,506,2601,2601,0.95,0.95,5.7,0.06,5.0,85,85,0,100,100,00:00,8093,17,0,5,5,0,0.0,0,283,433,86639.5,688.1
558.7,939,939,512,513,2601,2601,0.95,0.95,6.0,0.07,5.0,87,87,0,100,100,00:00,8096,17,0,5,5,0,0.0,0,283,434,86674.9,683.7
559.2,937,937,508,508,2599,2599,0.95,0.95,6.0,0.07,5.0,86,86,0,100,100,00:00,8098,17,0,5,5,0,0.0,0,283,434,86699.3,683.7
559.8,938,938,505,505,2600,2600,0.95,0.95,6.0,0.08,5.0,85,85,0,100,100,00:00,8101,17,0,5,5,0,0.0,0,283,434,86732.4,673.2
560.3,938,938,509,509,2601,2601,0.95,0.95,6.0,0.09,5.1,86,86,0,100,100,00:00,8104,17,0,5,5,0,0.0,0,283,434,86781.7,673.2
560.9,936,936,508,508,2599,2599,0.95,0.95,7.0,0.13,5.0,86,86,0,100,100,00:00,8107,17,0,5,5,0,0.0,0,283,435,86827.3,628.2
561.4,936,936,504,504,2600,2600,0.95,0.95,7.0,0.15,5.0,86,86,0,100,100,00:00,8109,17,0,5,5,0,0.0,0,283,435,86854.3,628.2
562.0,936,936,506,506,2601,2601,0.95,0.95,6.8,0.15,5.0,86,86,0,100,100,00:00,8112,17,0,5,5,0,0.0,0,283,435,86888.6,624.5
562.5,936,936,507,507,2600,2600,0.95,0.95,6.3,0.13,5.0,86,86,0,100,100,00:00,8115,17,0,5,5,0,0.0,0,283,435,86922.0,658.5
563.0,935,935,505,505,2600,2600,0.95,0.95,6.3,0.12,5.0,86,86,0,100,100,00:00,8118,17,0,5,5,0,0.9,0,283,435,86953.3,658.5
563.6,935,935,504,504,2600,2600,0.95,0.95,6.8,0.12,5.2,86,86,0,100,100,00:00,8121,18,0,5,5,0,1.3,0,283,436,87003.1,626.6
564.1,935,935,505,505,2600,2600,0.95,0.95,6.8,0.14,5.4,86,86,0,100,100,00:00,8123,17,0,5,5,0,0.9,0,283,436,87033.3,626.6
564.7,934,934,505,505,2600,2600,0.95,0.95,7.1,0.14,5.5,86,86,0,100,100,00:00,8126,17,0,5,5,0,0.9,0,283,436,87065.9,610.3
565.2,934,934,503,503,2600,2600,0.95,0.95,7.1,0.12,5.6,86,86,0,100,100,00:00,8129,17,0,5,5,0,0.9,0,283,436,87095.8,610.3
565.8,934,934,504,504,2600,2600,0.95,0.95,6.6,0.10,5.7,86,86,0,100,100,00:00,8132,17,0,5,5,0,0.7,0,283,436,87124.7,635.4
566.3,933,933,504,504,2600,2600,0.95,0.95,6.6,0.07,5.8,86,86,0,100,100,00:00,8136,17,0,5,5,0,0.0,0,283,436,87163.1,635.4
566.9,933,933,503,503,2600,2600,0.95,0.95,6.2,0.05,5.8,86,86,0,100,100,00:00,8139,17,0,5,5,0,0.0,0,283,436,87191.6,659.8
567.4,933,933,503,503,2600,2600,0.95,0.95,6.2,0.03,5.8,86,86,0,100,100,00:00,8142,17,0,5,5,0,0.0,0,283,436,87220.1,659.8
567.9,932,932,503,503,2600,2600,0.95,0.95,5.9,0.02,5.7,86,86,0,100,100,00:00,8145,17,0,5,5,0,0.0,0,283,436,87248.7,676.9
568.5,932,932,502,502,2600,2600,0.95,0.95,5.7,0.01,5.7,86,86,0,100,100,00:00,8148,17,0,5,5,0,0.0,0,283,436,87277.4,685.8
569.0,931,931,502,502,2600,2600,0.95,0.95,5.7,0.00,5.7,86,86,0,100,100,00:00,8151,17,0,5,5,0,0.0,0,283,436,87305.6,685.8
569.6,931,931,502,502,2600,2600,0.95,0.95,5.6,0.00,5.7,86,86,0,100,100,00:00,8154,17,0,5,5,0,0.0,0,283,436,87333.7,692.4
570.1,930,930,502,501,2600,2600,0.94,0.94,5.6,-0.01,5.7,86,86,0,100,100,00:00,8157,17,0,5,5,0,0.7,0,283,436,87361.5,692.4
570.7,930,930,501,501,2600,2600,0.94,0.94,5.5,-0.01,5.8,86,86,0,100,100,00:00,8161,17,0,5,5,0,0.7,0,283,436,87398.9,691.4
571.2,930,930,501,501,2600,2600,0.94,0.94,5.5,-0.02,5.8,86,86,0,100,100,00:00,8164,17,0,5,5,0,0.7,0,283,436,87426.4,691.4
571.8,929,929,501,501,2600,2600,0.94,0.94,5.6,-0.02,5.8,86,86,0,100,100,00:00,8167,17,0,5,5,0,0.0,0,283,436,87454.0,690.9
572.3,929,929,500,500,2600,2600,0.94,0.94,5.6,-0.02,5.8,86,86,0,100,100,00:00,8170,17,0,5,5,0,0.0,0,283,436,87481.7,690.9
572.9,929,929,500,500,2600,2600,0.94,0.94,5.5,-0.02,5.8,86,86,0,100,100,00:00,8173,17,0,5,5,0,0.0,0,283,436,87509.5,690.3
573.4,928,928,500,500,2600,2600,0.94,0.94,5.5,-0.02,5.7,86,86,0,100,100,00:00,8176,17,0,5,5,0,0.0,0,283,436,87537.7,690.3
573.9,928,928,500,500,2600,2600,0.94,0.94,5.5,-0.02,5.7,86,86,0,100,100,00:00,8179,17,0,5,5,0,0.0,0,283,436,87565.9,694.0
574.5,927,927,499,499,2600,2600,0.94,0.94,5.5,-0.02,5.6,86,86,0,100,100,00:00,8183,17,0,5,5,0,0.0,0,283,436,87604.3,694.0
575.0,927,927,499,499,2600,2600,0.94,0.94,5.4,-0.01,5.6,86,86,0,100,100,00:00,8186,17,0,5,5,0,0.0,0,283,436,87645.2,696.5
575.6,927,927,499,499,2600,2600,0.94,0.94,6.6,0.03,5.5,86,86,0,100,100,00:00,8189,17,0,5,5,0,0.0,0,283,437,87688.5,627.3
576.1,926,926,498,498,2600,2600,0.94,0.94,6.6,0.06,5.5,86,86,0,100,100,00:00,8192,17,0,5,5,0,0.0,0,283,437,87721.9,627.3
576.7,926,926,498,498,2600,2600,0.94,0.94,6.3,0.06,5.5,86,86,0,100,100,00:00,8195,17,0,5,5,0,0.0,0,283,437,87751.9,642.5
577.2,926,925,498,498,2600,2600,0.94,0.94,6.3,0.06,5.5,86,86,0,100,100,00:00,8198,17,0,5,5,0,0.0,0,283,437,87780.7,642.5
577.8,925,925,498,498,2600,2600,0.94,0.94,5.9,0.04,5.6,86,86,0,100,100,00:00,8201,17,0,5,5,0,0.7,0,283,437,87809.0,663.6
578.3,925,925,497,497,2600,2600,0.94,0.94,5.9,0.03,5.6,86,86,0,100,100,00:00,8204,17,0,5,5,0,0.7,0,283,437,87836.8,663.6
578.9,924,924,497,497,2600,2600,0.94,0.94,5.7,0.02,5.7,86,86,0,100,100,00:00,8207,17,0,5,5,0,0.7,0,283,437,87864.4,674.2
579.4,924,924,497,497,2600,2600,0.94,0.94,5.7,0.00,5.7,86,86,0,100,100,00:00,8210,17,0,5,5,0,0.0,0,283,437,87891.8,674.2
580.0,977,977,444,444,2618,2618,0.95,0.95,5.6,-0.01,5.8,73,73,0,110,110,00:00,8213,17,0,5,5,0,0.0,0,283,436,87916.7,681.4
580.5,1040,1040,353,353,2728,2728,1.00,1.00,4.4,-0.05,6.0,54,54,0,110,110,00:00,8216,21,0,5,5,0,2.4,0,282,436,87918.9,457.7
581.0,1079,1079,573,573,2802,2802,1.04,1.04,4.4,-0.11,6.8,85,85,0,110,110,00:00,8220,21,0,5,5,0,2.5,0,281,435,87943.1,457.7
581.6,1058,1058,604,604,2763,2763,1.02,1.02,6.3,-0.10,7.4,91,91,0,110,110,00:00,8224,20,0,5,5,0,2.0,0,282,436,87996.6,901.3
582.1,1067,1067,469,469,2781,2780,1.02,1.02,6.3,-0.08,7.7,70,70,0,110,110,00:00,8228,18,0,5,5,0,1.5,0,282,435,88029.9,901.3
582.7,1085,1085,569,569,2818,2819,1.04,1.04,6.2,-0.11,7.9,83,83,0,110,110,00:00,8232,18,0,5,5,0,1.1,0,281,435,88040.2,719.1
583.2,1069,1069,605,605,2788,2788,1.03,1.03,6.2,-0.11,8.0,90,90,0,110,110,00:00,8236,17,0,5,5,0,0.7,0,281,435,88093.4,719.1
583.8,1069,1069,511,511,2788,2788,1.03,1.03,7.7,-0.08,8.1,76,76,0,110,110,00:00,8241,17,0,5,5,0,0.0,0,281,435,88143.8,649.3
584.3,1081,1081,556,556,2814,2814,1.04,1.04,7.7,-0.03,8.1,82,82,0,110,110,00:00,8245,17,0,5,5,0,0.0,0,281,435,88192.3,649.3
584.9,1072,1072,594,594,2797,2797,1.03,1.03,8.2,0.00,8.1,88,88,0,110,110,00:00,8250,17,0,5,5,0,0.0,0,281,436,88254.9,734.2
585.4,1068,1068,533,533,2791,2791,1.03,1.03,8.2,0.05,8.1,79,79,0,110,110,00:00,8254,17,0,5,5,0,0.0,0,281,436,88305.7,734.2
585.9,1077,1077,552,552,2809,2809,1.03,1.03,9.3,0.04,8.1,81,81,0,110,110,00:00,8258,17,0,5,5,0,0.0,0,281,435,88324.1,532.1
586.5,1072,1072,583,583,2800,2800,1.03,1.03,9.3,0.00,8.1,86,86,0,110,110,00:00,8263,17,0,5,5,0,0.0,0,281,435,88361.9,532.1
587.0,1068,1068,545,545,2794,2794,1.03,1.03,7.8,0.00,8.1,81,81,0,110,110,00:00,8267,17,0,5,5,0,0.0,0,281,436,88418.1,704.4
587.6,1073,1073,549,549,2805,2805,1.03,1.03,7.8,-0.02,8.0,81,81,0,110,110,00:00,8272,17,0,5,5,0,0.0,0,281,435,88446.6,704.4
588.1,1070,1070,573,573,2801,2801,1.03,1.03,7.0,-0.06,8.0,85,85,0,110,110,00:00,8276,17,0,5,5,0,0.0,0,281,435,88476.6,719.9
588.7,1067,1067,550,550,2796,2796,1.02,1.02,7.9,-0.04,7.9,82,82,0,110,110,00:00,8280,17,0,5,5,0,0.0,0,281,435,88534.1,654.0
589.2,1070,1070,549,549,2803,2803,1.03,1.03,7.9,-0.02,7.8,82,82,0,110,110,00:00,8285,17,0,5,5,0,0.0,0,281,435,88577.8,654.0
589.8,1068,1068,565,565,2801,2801,1.03,1.03,7.6,-0.02,7.8,84,84,0,110,110,00:00,8289,17,0,5,5,0,0.0,0,281,435,88618.1,702.0
590.3,1066,1066,553,553,2797,2797,1.02,1.02,7.6,-0.01,7.8,83,83,0,110,110,00:00,8293,17,0,5,5,0,0.0,0,280,435,88659.1,702.0
590.9,1067,1067,549,549,2801,2801,1.03,1.03,7.8,-0.01,7.8,82,82,0,110,110,00:00,8297,17,0,5,5,0,0.0,0,280,435,88695.1,658.5
591.4,1067,1067,560,560,2801,2801,1.02,1.02,7.8,0.03,7.8,84,84,0,110,110,00:00,8302,17,0,5,5,0,0.0,0,280,436,88772.2,658.5
592.0,1064,1064,554,554,2798,2798,1.02,1.02,9.4,0.08,7.8,83,83,0,110,110,00:00,8306,17,0,5,5,0,0.0,0,280,436,88823.2,593.1
592.5,1065,1065,549,549,2800,2800,1.02,1.02,9.4,0.10,7.8,82,82,0,110,110,00:00,8310,17,0,5,5,0,0.0,0,280,436,88863.0,593.1
593.1,1065,1065,557,557,2801,2801,1.02,1.02,8.9,0.09,7.8,83,83,0,110,110,00:00,8314,17,0,5,5,0,0.0,0,280,436,88900.2,601.8
593.6,1063,1063,554,554,2799,2799,1.02,1.02,8.2,0.07,7.9,83,83,0,110,110,00:00,8319,17,0,5,5,0,0.0,0,280,436,88946.6,647.6
594.1,1063,1063,550,550,2800,2800,1.02,1.02,8.2,0.04,7.9,82,82,0,110,110,00:00,8323,17,0,5,5,0,0.0,0,280,436,88981.7,647.6
594.7,1063,1063,554,554,2801,2801,1.02,1.02,7.7,0.02,7.9,83,83,0,110,110,00:00,8327,17,0,5,5,0,0.0,0,280,436,89017.0,673.3
595.2,1061,1061,553,553,2799,2799,1.02,1.02,7.7,0.00,7.9,83,83,0,110,110,00:00,8332,17,0,5,5,0,0.0,0,280,436,89062.7,673.3
595.8,1061,1061,550,550,2800,2800,1.02,1.02,7.5,-0.02,7.9,82,82,0,110,110,00:00,8336,17,0,5,5,0,0.0,0,280,436,89097.7,681.3
596.3,1061,1061,552,552,2801,2801,1.02,1.02,7.5,-0.03,7.9,83,83,0,110,110,00:00,8340,17,0,5,5,0,0.0,0,280,436,89132.6,681.3
596.9,1060,1060,552,552,2800,2800,1.02,1.02,7.3,-0.04,7.9,83,83,0,110,110,00:00,8345,18,0,5,5,0,0.0,0,280,435,89177.4,696.7
597.4,1059,1059,549,549,2800,2800,1.02,1.02,7.3,-0.05,7.9,83,83,0,110,110,00:00,8349,18,0,5,5,0,0.0,0,280,435,89211.9,696.7
598.0,1059,1059,550,550,2800,2800,1.02,1.02,7.2,-0.06,8.0,83,83,0,110,110,00:00,8353,18,0,5,5,0,0.0,0,279,435,89239.4,693.4
598.5,1058,1058,551,551,2800,2800,1.02,1.02,6.9,-0.09,8.0,83,83,0,110,110,00:00,8358,18,0,5,5,0,0.0,0,279,435,89284.5,714.6
599.1,1057,1057,549,549,2800,2800,1.02,1.02,6.9,-0.06,8.0,83,83,0,110,110,00:00,8362,18,0,5,5,0,0.0,0,279,435,89335.6,714.6
599.6,1057,1057,549,549,2800,2800,1.01,1.01,8.0,-0.03,8.0,83,83,0,110,110,00:00,8366,17,0,5,5,0,0.0,0,279,435,89375.5,648.1
600.2,1056,1056,550,550,2800,2800,1.01,1.01,8.0,-0.02,8.0,83,83,0,110,110,00:00,8371,17,0,5,5,0,0.0,0,279,435,89421.6,648.1
600.7,1055,1055,548,548,2800,2800,1.01,1.01,7.7,-0.02,7.9,83,83,0,110,110,00:00,8375,17,0,5,5,0,0.0,0,279,435,89456.7,665.4
601.2,1055,1055,548,548,2800,2800,1.01,1.01,7.7,-0.03,7.9,83,83,0,110,110,00:00,8380,17,0,5,5,0,0.0,0,279,435,89501.0,665.4
601.8,1054,1054,548,549,2800,2800,1.01,1.01,7.4,-0.04,7.9,83,83,0,110,110,00:00,8384,18,0,5,5,0,0.0,0,279,435,89535.6,683.4
602.3,1053,1053,548,548,2800,2800,1.01,1.01,7.4,-0.04,7.9,83,83,0,110,110,00:00,8388,18,0,5,5,0,0.0,0,279,435,89570.0,683.4
602.9,1053,1053,547,547,2800,2800,1.01,1.01,7.2,-0.05,7.9,83,83,0,110,110,00:00,8392,18,0,5,5,0,0.0,0,279,434,89604.4,688.6
603.4,1052,1052,547,547,2800,2800,1.01,1.01,7.1,-0.06,7.9,83,83,0,110,110,00:00,8397,18,0,5,5,0,0.0,0,278,434,89648.6,693.5
604.0,1051,1051,547,547,2800,2800,1.01,1.01,7.1,-0.06,7.9,83,83,0,110,110,00:00,8401,18,0,5,5,0,0.0,0,278,434,89683.2,693.5
604.5,1051,1051,547,546,2800,2800,1.01,1.01,8.0,-0.04,7.9,83,83,0,110,110,00:00,8405,18,0,5,5,0,0.0,0,278,435,89743.4,645.4
605.1,1050,1050,546,546,2800,2800,1.01,1.01,8.0,0.02,7.9,83,83,0,110,110,00:00,8410,18,0,5,5,0,0.0,0,278,435,89805.7,645.4
605.6,1050,1050,546,546,2800,2800,1.01,1.01,8.9,0.05,7.8,83,83,0,110,110,00:00,8414,18,0,5,5,0,0.0,0,278,435,89846.3,593.6
606.2,1049,1049,546,546,2800,2800,1.01,1.01,8.9,0.05,7.8,83,83,0,110,110,00:00,8418,18,0,5,5,0,0.0,0,278,435,89883.0,593.6
606.7,1048,1048,545,545,2800,2800,1.01,1.01,8.2,0.04,7.8,83,83,0,110,110,00:00,8423,18,0,5,5,0,0.0,0,278,435,89928.2,633.8
607.3,1048,1048,545,545,2800,2800,1.01,1.01,8.2,0.02,7.8,83,83,0,110,110,00:00,8427,18,0,5,5,0,0.0,0,278,435,89963.2,633.8
607.8,1047,1047,545,545,2800,2800,1.00,1.00,7.6,0.00,7.8,83,83,0,110,110,00:00,8431,18,0,5,5,0,0.0,0,278,435,89997.9,662.3
608.4,1047,1047,544,544,2800,2800,1.00,1.00,7.6,-0.02,7.8,83,83,0,110,110,00:00,8435,18,0,5,5,0,0.0,0,278,435,90032.5,662.3
608.9,1046,1046,544,544,2800,2800,1.00,1.00,7.3,-0.03,7.7,83,83,0,110,110,00:00,8440,17,0,5,5,0,0.0,0,278,435,90081.0,676.1
609.5,1046,1046,545,545,2800,2800,1.00,1.00,7.1,-0.03,7.4,83,83,0,110,110,00:00,8444,17,0,5,5,0,0.0,0,278,434,90118.8,691.7
610.0,1045,1045,543,543,2800,2800,1.00,1.00,7.1,-0.03,7.2,83,83,0,110,110,00:00,8448,17,0,5,5,0,0.0,0,278,434,90156.5,691.7
610.5,1044,1044,542,542,2800,2800,1.00,1.00,6.8,-0.03,7.1,83,83,0,110,110,00:00,8452,17,0,5,5,0,0.0,0,278,434,90195.0,700.2
611.1,1044,1044,543,543,2800,2800,1.00,1.00,6.8,-0.02,7.0,83,83,0,110,110,00:00,8455,17,0,5,5,0,0.0,0,278,434,90224.1,700.2
611.6,1043,1043,542,542,2800,2800,1.00,1.00,6.8,-0.02,6.9,83,83,0,110,110,00:00,8459,18,0,5,5,0,0.0,0,278,434,90263.6,705.3
612.2,1043,1043,541,541,2800,2800,1.00,1.00,6.8,0.00,6.9,83,83,0,110,110,00:00,8463,18,0,5,5,0,0.0,0,278,435,90314.9,705.3
612.7,1042,1042,541,541,2800,2800,1.00,1.00,7.7,0.04,6.9,83,83,0,110,110,00:00,8467,18,0,5,5,0,0.0,0,278,435,90368.6,647.8
613.3,1042,1042,541,541,2800,2800,1.00,1.00,7.7,0.07,6.9,83,83,0,110,110,00:00,8471,18,0,5,5,0,0.0,0,278,435,90412.7,647.8
613.8,1041,1041,540,540,2800,2800,1.00,1.00,7.8,0.07,6.9,83,83,0,110,110,00:00,8474,18,0,5,5,0,0.0,0,278,435,90443.9,640.1
614.4,1041,1041,540,540,2800,2800,1.00,1.00,7.8,0.07,6.9,83,83,0,110,110,00:00,8478,18,0,5,5,0,0.0,0,278,435,90483.9,640.1
614.9,1040,1040,540,540,2800,2800,1.00,1.00,7.5,0.06,6.9,83,83,0,110,110,00:00,8482,18,0,5,5,0,0.0,0,278,435,90523.6,658.0
615.5,1040,1040,539,539,2800,2800,1.00,1.00,7.2,0.05,6.8,83,83,0,110,110,00:00,8486,18,0,5,5,0,0.0,0,278,435,90563.0,673.3
616.0,1039,1039,539,539,2800,2800,1.00,1.00,7.2,0.04,6.8,83,83,0,110,110,00:00,8489,18,0,5,5,0,0.0,0,278,435,90592.3,673.3
616.5,1039,1039,538,538,2800,2800,1.00,1.00,7.0,0.03,6.9,83,83,0,110,110,00:00,8493,18,0,5,5,0,0.0,0,278,435,90631.4,681.4
617.1,1038,1038,538,538,2800,2800,1.00,1.00,7.0,0.02,6.9,83,83,0,110,110,00:00,8497,18,0,5,5,0,0.0,0,278,435,90670.3,681.4
617.6,1038,1038,537,537,2800,2800,1.00,1.00,7.0,0.02,6.9,83,83,0,110,110,00:00,8501,18,0,5,5,0,0.0,0,278,436,90721.3,684.2
618.2,1037,1037,537,537,2800,2800,0.99,0.99,7.0,0.06,6.9,83,83,0,110,110,00:00,8504,18,0,5,5,0,0.0,0,278,436,90764.8,684.2
618.7,1037,1037,537,537,2800,2800,0.99,0.99,8.3,0.08,6.9,83,83,0,110,110,00:00,8508,18,0,5,5,0,0.0,0,278,436,90808.2,610.2
619.3,1036,1036,536,536,2800,2800,0.99,0.99,8.3,0.08,6.9,83,83,0,110,110,00:00,8512,18,0,5,5,0,0.0,0,278,436,90848.4,610.2
619.8,1035,1035,536,536,2800,2800,0.99,0.99,7.8,0.07,6.9,83,83,0,110,110,00:00,8516,18,0,5,5,0,0.0,0,278,436,90887.1,637.2
620.4,1035,1035,535,535,2800,2800,0.99,0.99,7.3,0.05,6.9,83,83,0,110,110,00:00,8519,18,0,5,5,0,0.0,0,278,436,90915.5,659.7
620.9,1034,1034,535,535,2800,2800,0.99,0.99,7.3,0.04,7.0,83,83,0,110,110,00:00,8523,18,0,5,5,0,0.0,0,278,436,90953.5,659.7
621.5,1034,1034,535,535,2800,2800,0.99,0.99,7.1,0.02,7.0,83,83,0,110,110,00:00,8527,18,0,5,5,0,0.0,0,278,436,90991.7,673.2
622.0,1033,1033,534,534,2800,2800,0.99,0.99,7.1,0.01,7.0,83,83,0,110,110,00:00,8531,18,0,5,5,0,0.0,0,277,436,91029.9,673.2
622.6,1033,1033,534,534,2800,2800,0.99,0.99,6.9,0.00,6.9,83,83,0,110,110,00:00,8535,18,0,5,5,0,0.0,0,277,436,91068.3,680.5
