"Time, s","Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]",RPM[1],RPM[2],"Manifold pressure, atm[1]","Manifold pressure, atm[2]","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %[1]","Propeller efficiency, %[2]",Supercharger gear,"Throttle, %[1]","Throttle, %[2]","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %[1]","Radiator, %[2]","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
243.3,1507,1507,1014,1014,2800,2800,1.42,1.42,17.9,0.09,17.1,84,84,0,110,110,00:00,4072,16,0,50,50,0,0.0,0,279,342,44448.6,737.0
243.9,1507,1507,1013,1013,2800,2800,1.42,1.42,17.9,0.08,17.1,84,84,0,110,110,00:00,4082,16,0,50,50,0,0.0,0,279,342,44546.8,737.0
244.4,1507,1507,1012,1012,2800,2800,1.42,1.42,17.6,0.06,17.1,84,84,0,110,110,00:00,4091,16,0,50,50,0,0.0,0,279,342,44634.7,760.4
244.9,1506,1506,1012,1012,2800,2800,1.42,1.42,18.1,0.07,17.1,84,84,0,110,110,00:00,4101,16,0,50,50,0,0.0,0,279,342,44747.8,721.6
245.5,1506,1506,1011,1011,2800,2800,1.42,1.42,18.1,0.09,17.2,84,84,0,110,110,00:00,4110,16,0,50,50,0,0.0,0,279,342,44842.7,721.6
246.0,1506,1506,1010,1010,2800,2800,1.42,1.42,18.1,0.10,17.2,84,84,0,110,110,00:00,4119,16,0,50,50,0,0.0,0,279,342,44932.6,719.8
246.6,1505,1505,1010,1010,2800,2800,1.42,1.42,18.1,0.09,17.2,84,84,0,110,110,00:00,4128,16,0,50,50,0,0.0,0,279,342,45020.8,719.8
247.1,1505,1505,1009,1009,2800,2800,1.42,1.42,17.7,0.07,17.1,84,84,0,110,110,00:00,4138,15,0,50,50,0,0.0,0,279,342,45119.1,747.3
247.7,1505,1505,1009,1009,2800,2800,1.42,1.42,17.7,0.06,17.0,84,84,0,110,110,00:00,4147,15,0,50,50,0,0.0,0,279,343,45208.8,747.3
248.2,1504,1504,1008,1008,2800,2800,1.42,1.42,17.2,0.06,16.8,84,84,0,110,110,00:00,4156,15,0,50,50,0,0.0,0,279,343,45307.3,778.2
248.8,1504,1504,1007,1007,2800,2800,1.42,1.42,17.2,0.09,16.6,84,84,0,110,110,00:00,4166,15,0,50,50,0,0.0,0,279,343,45419.1,778.2
249.3,1504,1504,1006,1006,2800,2800,1.42,1.42,17.9,0.11,16.5,84,84,0,110,110,00:00,4175,15,0,50,50,0,0.0,0,279,344,45513.3,730.2
249.9,1504,1504,1004,1004,2800,2800,1.42,1.42,17.9,0.11,16.5,84,84,0,110,110,00:00,4184,16,0,50,50,0,0.0,0,279,344,45605.4,730.2
250.4,1503,1503,1004,1004,2800,2800,1.42,1.42,17.6,0.13,16.5,84,84,0,110,110,00:00,4192,16,0,50,50,0,0.0,0,279,344,45699.4,746.1
251.0,1503,1503,1003,1003,2800,2800,1.42,1.42,18.4,0.16,16.5,84,84,0,110,110,00:00,4202,16,0,50,50,0,0.0,0,279,345,45808.9,691.9
251.5,1503,1503,1002,1002,2800,2800,1.42,1.42,18.4,0.17,16.6,84,84,0,110,110,00:00,4211,16,0,50,50,0,0.0,0,279,345,45901.9,691.9
252.0,1502,1502,1001,1001,2800,2800,1.42,1.42,17.9,0.15,16.6,84,84,0,110,110,00:00,4220,16,0,50,50,0,0.0,0,279,345,45992.6,721.7
252.6,1502,1502,1000,1000,2800,2800,1.42,1.42,17.9,0.14,16.7,84,84,0,110,110,00:00,4229,16,0,50,50,0,0.0,0,279,345,46087.9,721.7
253.1,1502,1502,1000,1000,2800,2800,1.42,1.42,18.3,0.15,16.7,84,84,0,110,110,00:00,4238,16,0,50,50,0,0.0,0,279,346,46191.7,698.1
253.7,1501,1501,999,999,2800,2800,1.42,1.42,18.3,0.16,16.7,84,84,0,110,110,00:00,4247,16,0,50,50,0,0.0,0,279,346,46285.7,698.1
254.2,1501,1501,998,998,2800,2800,1.42,1.42,18.1,0.15,16.7,84,84,0,110,110,00:00,4256,16,0,50,50,0,0.0,0,279,346,46376.2,709.7
254.8,1501,1501,997,997,2800,2800,1.42,1.42,18.1,0.13,16.7,84,84,0,110,110,00:00,4265,16,0,50,50,0,0.0,0,279,346,46465.8,709.7
255.3,1500,1500,997,997,2800,2800,1.42,1.42,17.6,0.10,16.7,84,84,0,110,110,00:00,4274,16,0,50,50,0,0.0,0,279,346,46555.4,744.3
255.9,1500,1500,996,996,2800,2800,1.42,1.42,17.6,0.12,16.6,84,84,0,110,110,00:00,4283,16,0,50,50,0,0.0,0,279,347,46662.8,744.3
256.4,1500,1500,995,995,2800,2800,1.42,1.42,18.0,0.13,16.6,84,84,0,110,110,00:00,4292,16,0,50,50,0,0.0,0,279,347,46757.8,713.7
257.0,1500,1500,994,994,2800,2800,1.42,1.42,18.0,0.13,16.6,84,84,0,110,110,00:00,4301,16,0,50,50,0,0.0,0,279,347,46848.8,713.7
257.5,1499,1499,994,994,2800,2800,1.42,1.42,17.7,0.12,16.6,84,84,0,110,110,00:00,4310,16,0,50,50,0,0.0,0,279,347,46938.4,733.1
258.0,1499,1499,993,993,2800,2800,1.42,1.42,17.4,0.10,16.7,84,84,0,110,110,00:00,4320,16,0,50,50,0,0.0,0,279,347,47037.0,754.2
258.6,1499,1499,992,992,2800,2800,1.42,1.42,17.4,0.12,16.7,84,84,0,110,110,00:00,4329,16,0,50,50,0,0.0,0,279,348,47143.7,754.2
259.1,1498,1498,991,991,2800,2800,1.42,1.42,18.3,0.13,16.8,84,84,0,110,110,00:00,4338,16,0,50,50,0,0.0,0,279,348,47237.9,693.4
259.7,1498,1498,991,991,2800,2800,1.42,1.42,18.3,0.13,16.8,84,84,0,110,110,00:00,4347,16,0,50,50,0,0.0,0,279,348,47328.2,693.4
260.2,1498,1498,990,990,2800,2800,1.42,1.42,17.7,0.11,16.8,84,84,0,110,110,00:00,4356,16,0,50,50,0,0.0,0,279,348,47416.8,729.3
260.8,1497,1497,989,990,2800,2800,1.42,1.42,17.7,0.09,16.7,84,84,0,110,110,00:00,4365,16,0,50,50,0,0.0,0,279,348,47505.2,729.3
261.3,1497,1497,989,989,2800,2800,1.42,1.42,17.3,0.07,16.7,84,84,0,110,110,00:00,4374,16,0,50,50,0,0.0,0,279,348,47593.4,758.8
261.9,1497,1497,988,988,2800,2800,1.42,1.42,17.3,0.09,16.7,84,84,0,110,110,00:00,4384,16,0,50,50,0,0.0,0,279,349,47709.5,758.8
262.4,1497,1497,987,987,2800,2800,1.42,1.42,17.9,0.11,16.7,84,84,0,110,110,00:00,4393,16,0,50,50,0,0.0,0,279,349,47803.8,711.6
263.0,1496,1496,987,987,2800,2800,1.42,1.42,17.6,0.11,16.7,84,84,0,110,110,00:00,4402,16,0,50,50,0,0.0,0,279,349,47893.6,730.7
263.5,1496,1496,986,986,2800,2800,1.42,1.42,17.6,0.09,16.7,84,84,0,110,110,00:00,4411,16,0,50,50,0,0.0,0,279,349,47981.9,730.7
264.0,1496,1496,985,986,2800,2800,1.42,1.42,17.2,0.07,16.8,84,84,0,110,110,00:00,4420,16,0,50,50,0,0.0,0,279,349,48069.5,758.1
264.6,1495,1495,985,985,2800,2800,1.42,1.42,17.2,0.05,16.8,84,84,0,110,110,00:00,4429,16,0,50,50,0,0.0,0,279,349,48156.9,758.1
265.1,1495,1495,984,984,2800,2800,1.42,1.42,17.0,0.04,16.8,84,84,0,110,110,00:00,4439,16,0,50,50,0,0.0,0,279,350,48259.4,772.4
265.7,1495,1495,984,984,2800,2800,1.42,1.42,17.0,0.07,16.8,84,84,0,110,110,00:00,4447,16,0,50,50,0,0.0,0,279,350,48351.1,772.4
266.2,1494,1494,983,983,2800,2800,1.42,1.42,17.8,0.08,16.9,84,84,0,110,110,00:00,4457,16,0,50,50,0,0.0,0,279,350,48452.7,713.4
266.8,1494,1494,983,983,2800,2800,1.42,1.42,17.8,0.08,16.9,84,84,0,110,110,00:00,4466,16,0,50,50,0,0.0,0,279,350,48541.0,713.4
267.3,1494,1494,982,982,2800,2800,1.42,1.42,17.5,0.07,16.9,84,84,0,110,110,00:00,4475,16,0,50,50,0,0.0,0,279,350,48628.3,736.7
267.9,1493,1493,982,982,2800,2800,1.42,1.42,17.5,0.05,16.9,84,84,0,110,110,00:00,4484,16,0,50,50,0,0.0,0,279,350,48715.3,736.7
268.4,1493,1493,981,981,2800,2800,1.42,1.42,17.1,0.03,16.8,84,84,0,110,110,00:00,4494,16,0,50,50,0,0.0,0,279,350,48812.2,762.5
269.0,1493,1493,981,981,2800,2800,1.42,1.42,16.8,0.02,16.8,84,84,0,110,110,00:00,4503,16,0,50,50,0,0.0,0,279,350,48899.0,778.4
269.5,1493,1493,980,980,2800,2800,1.42,1.42,16.8,0.00,16.8,84,84,0,110,110,00:00,4512,16,0,50,50,0,0.0,0,279,350,48986.0,778.4
270.0,1492,1492,979,979,2800,2800,1.42,1.42,17.4,0.02,16.8,84,84,0,110,110,00:00,4521,16,0,50,50,0,0.0,0,279,350,49088.7,737.6
270.6,1492,1492,979,979,2800,2800,1.42,1.42,17.4,0.05,16.8,84,84,0,110,110,00:00,4530,16,0,50,50,0,0.0,0,279,351,49182.7,737.6
271.1,1492,1492,978,978,2800,2800,1.42,1.42,17.5,0.06,16.9,84,84,0,110,110,00:00,4539,17,0,50,50,0,0.0,0,279,351,49271.5,728.7
271.7,1491,1491,978,978,2800,2800,1.42,1.42,17.5,0.05,16.9,84,84,0,110,110,00:00,4548,17,0,50,50,0,0.0,0,279,351,49358.5,728.7
272.2,1491,1491,977,977,2800,2800,1.42,1.42,17.1,0.04,16.9,84,84,0,110,110,00:00,4558,16,0,50,50,0,0.0,0,279,351,49454.7,751.8
272.8,1491,1491,977,977,2800,2800,1.42,1.42,17.1,0.02,16.9,84,84,0,110,110,00:00,4567,16,0,50,50,0,0.0,0,279,350,49540.7,751.8
273.3,1490,1490,977,976,2800,2800,1.42,1.42,16.9,0.01,16.9,84,84,0,110,110,00:00,4576,16,0,50,50,0,0.0,0,279,350,49626.8,770.2
273.9,1490,1490,976,976,2800,2800,1.42,1.42,16.9,-0.01,16.9,84,84,0,110,110,00:00,4585,16,0,50,50,0,0.0,0,278,350,49713.2,770.2
274.4,1490,1490,976,976,2800,2800,1.42,1.42,16.7,0.01,16.9,84,84,0,110,110,00:00,4595,16,0,50,50,0,0.0,0,278,351,49825.9,779.6
275.0,1490,1490,975,975,2800,2800,1.42,1.42,17.9,0.05,16.8,84,84,0,110,110,00:00,4604,16,0,50,50,0,0.0,0,278,351,49924.3,694.1
275.5,1489,1489,974,975,2800,2800,1.42,1.42,17.9,0.10,16.8,84,84,0,110,110,00:00,4613,16,0,50,50,0,0.0,0,278,352,50030.9,694.1
276.0,1489,1489,974,974,2800,2800,1.42,1.42,18.4,0.14,16.8,84,84,0,110,110,00:00,4622,16,0,50,50,0,0.0,0,278,352,50126.6,662.5
276.6,1489,1489,973,973,2800,2800,1.42,1.42,18.4,0.14,16.7,84,84,0,110,110,00:00,4631,16,0,50,50,0,0.0,0,278,352,50216.1,662.5
277.1,1488,1488,973,973,2800,2800,1.42,1.42,17.7,0.12,16.7,84,84,0,110,110,00:00,4641,16,0,50,50,0,0.0,0,278,352,50313.6,707.3
277.7,1488,1488,972,972,2800,2800,1.42,1.42,17.7,0.09,16.7,84,84,0,110,110,00:00,4649,17,0,50,50,0,0.0,0,278,352,50390.6,707.3
278.2,1488,1488,972,972,2800,2800,1.42,1.42,17.2,0.06,16.8,84,84,0,110,110,00:00,4659,17,0,50,50,0,0.0,0,278,352,50486.9,744.6
278.8,1487,1487,971,971,2800,2800,1.42,1.42,17.2,0.04,16.8,84,84,0,110,110,00:00,4668,17,0,50,50,0,0.0,0,278,352,50573.0,744.6
279.3,1487,1487,971,971,2800,2800,1.42,1.42,16.9,0.02,16.8,84,84,0,110,110,00:00,4677,17,0,50,50,0,0.0,0,278,352,50659.0,763.3
279.9,1487,1487,970,970,2800,2800,1.42,1.42,16.9,0.00,16.9,84,84,0,110,110,00:00,4686,17,0,50,50,0,0.0,0,278,352,50745.0,763.3
280.4,1487,1487,970,970,2800,2800,1.42,1.42,16.7,-0.01,16.9,84,84,0,110,110,00:00,4695,17,0,50,50,0,0.0,0,278,352,50830.7,773.1
281.0,1486,1486,969,969,2800,2800,1.42,1.42,17.4,0.01,16.9,84,84,0,110,110,00:00,4705,17,0,50,50,0,0.0,0,278,352,50944.6,721.1
281.5,1486,1486,969,969,2800,2800,1.42,1.42,17.4,0.04,16.9,84,84,0,110,110,00:00,4714,17,0,50,50,0,0.0,0,278,352,51036.4,721.1
282.0,1486,1486,969,969,2800,2800,1.42,1.42,17.3,0.05,16.8,84,84,0,110,110,00:00,4723,17,0,50,50,0,0.0,0,278,352,51124.2,730.4
282.6,1485,1485,968,968,2800,2800,1.42,1.42,17.3,0.04,16.8,84,84,0,110,110,00:00,4732,17,0,50,50,0,0.0,0,277,352,51210.4,730.4
283.1,1485,1485,968,968,2800,2800,1.42,1.42,16.9,0.02,16.9,84,84,0,110,110,00:00,4741,17,0,50,50,0,0.0,0,277,352,51296.1,754.7
283.7,1485,1485,967,967,2801,2801,1.42,1.42,16.9,0.04,16.7,84,84,0,110,110,00:00,4750,14,0,50,50,0,0.0,0,277,353,51406.4,754.7
284.2,1484,1484,969,969,2800,2800,1.42,1.42,17.8,0.08,16.4,84,84,0,110,110,00:00,4760,15,0,50,50,0,0.0,0,277,353,51507.1,698.5
284.8,1484,1484,964,964,2800,2800,1.42,1.42,17.8,0.05,16.2,84,84,0,110,110,00:00,4769,15,0,50,50,0,0.0,0,277,353,51580.8,698.5
285.3,1484,1484,965,965,2801,2801,1.42,1.42,16.2,0.05,16.1,84,84,0,110,110,00:00,4777,16,0,50,50,0,0.0,0,278,353,51673.8,796.4
285.9,1484,1484,965,965,2800,2800,1.42,1.42,16.8,0.07,16.0,84,84,0,110,110,00:00,4786,16,0,50,50,0,0.0,0,278,353,51768.6,757.4
286.4,1484,1484,962,962,2800,2800,1.42,1.42,16.8,0.08,15.9,84,84,0,110,110,00:00,4795,15,0,50,50,0,0.0,0,278,354,51862.0,757.4
287.0,1483,1483,964,964,2800,2800,1.42,1.42,16.6,0.09,15.7,84,84,0,110,110,00:00,4804,15,0,50,50,0,0.0,0,278,354,51959.9,775.0
287.5,1483,1483,961,961,2800,2800,1.42,1.42,16.6,0.12,15.6,84,84,0,110,110,00:00,4812,16,0,50,50,0,0.0,0,278,355,52057.3,775.0
288.1,1483,1483,960,959,2800,2800,1.42,1.42,17.5,0.16,15.5,84,84,0,110,110,00:00,4820,16,0,50,50,0,0.0,0,278,355,52144.5,707.3
288.6,1482,1482,960,960,2800,2800,1.42,1.42,17.5,0.17,15.5,84,84,0,110,110,00:00,4829,17,0,50,50,0,0.0,0,278,355,52238.7,707.3
289.1,1482,1482,958,958,2800,2800,1.42,1.42,17.5,0.20,15.5,84,84,0,110,110,00:00,4837,17,0,50,50,0,0.0,0,278,356,52340.3,706.4
289.7,1482,1482,957,957,2800,2800,1.42,1.42,17.5,0.22,15.5,84,84,0,110,110,00:00,4846,17,0,50,50,0,0.0,0,278,356,52438.9,706.4
290.2,1482,1482,957,957,2800,2800,1.42,1.42,17.7,0.18,15.5,84,84,0,110,110,00:00,4854,17,0,50,50,0,0.0,0,278,356,52502.2,693.0
290.8,1481,1481,955,955,2800,2800,1.42,1.42,16.5,0.14,15.6,84,84,0,110,110,00:00,4863,17,0,50,50,0,0.0,0,279,356,52601.6,772.4
291.3,1481,1481,954,954,2800,2800,1.42,1.42,16.5,0.13,15.6,84,84,0,110,110,00:00,4871,17,0,50,50,0,0.0,0,279,357,52687.8,772.4
291.9,1481,1481,954,954,2800,2800,1.42,1.42,16.7,0.12,15.6,84,84,0,110,110,00:00,4880,17,0,50,50,0,0.0,0,279,357,52780.3,759.2
292.4,1481,1481,953,953,2800,2800,1.42,1.42,16.7,0.12,15.7,84,84,0,110,110,00:00,4889,17,0,50,50,0,0.0,0,279,357,52877.1,759.2
293.0,1480,1480,952,952,2800,2800,1.42,1.42,17.3,0.14,15.7,84,84,0,110,110,00:00,4897,17,0,50,50,0,0.0,0,279,358,52972.7,713.2
293.5,1480,1480,951,951,2800,2800,1.42,1.42,17.3,0.16,15.8,84,84,0,110,110,00:00,4906,17,0,50,50,0,0.0,0,279,358,53068.1,713.2
294.1,1480,1480,950,950,2800,2800,1.42,1.42,17.3,0.15,15.8,84,84,0,110,110,00:00,4914,16,0,50,50,0,0.0,0,279,358,53150.2,715.1
294.6,1480,1480,950,950,2800,2800,1.42,1.42,17.3,0.14,15.8,84,84,0,110,110,00:00,4923,16,0,50,50,0,0.0,0,279,358,53241.0,715.1
295.2,1479,1479,949,949,2800,2800,1.42,1.42,17.1,0.16,15.8,84,84,0,110,110,00:00,4932,16,0,50,50,0,0.0,0,279,359,53350.0,727.5
295.7,1479,1479,948,948,2800,2800,1.42,1.42,17.1,0.16,15.8,84,84,0,110,110,00:00,4940,16,0,50,50,0,0.0,0,279,359,53436.2,727.5
296.3,1479,1479,947,947,2800,2800,1.42,1.42,17.4,0.17,15.8,84,84,0,110,110,00:00,4949,16,0,50,50,0,0.0,0,279,359,53528.5,703.8
296.8,1478,1478,947,947,2800,2800,1.42,1.42,17.0,0.15,15.7,84,84,0,110,110,00:00,4957,16,0,50,50,0,0.0,0,279,359,53609.3,732.6
297.3,1478,1478,946,946,2800,2800,1.42,1.42,17.0,0.13,15.7,84,84,0,110,110,00:00,4966,16,0,50,50,0,0.0,0,279,360,53713.2,732.6
297.9,1478,1478,945,945,2800,2800,1.42,1.42,17.6,0.16,15.7,84,84,0,110,110,00:00,4974,15,0,50,50,0,0.0,0,279,360,53803.8,687.4
298.4,1478,1478,945,945,2800,2800,1.42,1.42,17.6,0.16,15.6,84,84,0,110,110,00:00,4983,15,0,50,50,0,0.0,0,279,360,53885.8,687.4
299.0,1477,1477,944,944,2800,2800,1.42,1.42,15.7,0.10,15.4,84,84,0,110,110,00:00,4992,15,0,50,50,0,0.0,0,280,360,53963.8,812.7
299.5,1477,1477,942,942,2800,2800,1.42,1.42,15.7,0.08,15.3,84,84,0,110,110,00:00,5000,15,0,50,50,0,0.0,0,280,360,54057.6,812.7
300.1,1477,1477,941,941,2800,2800,1.42,1.42,16.4,0.10,15.2,84,84,0,110,110,00:00,5008,16,0,50,50,0,0.0,0,280,361,54146.6,763.7
300.6,1477,1477,941,941,2800,2800,1.42,1.42,16.4,0.11,15.2,84,84,0,110,110,00:00,5016,16,0,50,50,0,0.0,0,280,361,54231.2,763.7
301.2,1476,1476,940,939,2800,2800,1.42,1.42,16.6,0.14,15.1,84,84,0,110,110,00:00,5025,16,0,50,50,0,0.0,0,280,362,54341.4,746.8
301.7,1476,1476,939,939,2800,2800,1.42,1.42,16.6,0.17,15.1,84,84,0,110,110,00:00,5033,16,0,50,50,0,0.0,0,280,362,54432.2,746.8
302.3,1476,1476,938,938,2800,2800,1.42,1.42,17.3,0.19,15.1,84,84,0,110,110,00:00,5041,16,0,50,50,0,0.0,0,280,362,54517.6,704.5
302.8,1476,1476,937,937,2800,2800,1.42,1.42,17.1,0.19,15.1,84,84,0,110,110,00:00,5050,16,0,50,50,0,0.0,0,280,363,54617.2,717.0
303.4,1475,1475,936,936,2800,2800,1.42,1.42,17.1,0.16,15.2,84,84,0,110,110,00:00,5058,17,0,50,50,0,0.0,0,281,363,54689.5,717.0
303.9,1475,1475,935,935,2800,2800,1.42,1.42,16.0,0.13,15.3,84,84,0,110,110,00:00,5066,16,0,50,50,0,0.0,0,281,363,54768.2,785.9
304.5,1475,1475,934,934,2800,2800,1.42,1.42,16.0,0.10,15.3,84,84,0,110,110,00:00,5074,16,0,50,50,0,0.0,0,281,363,54854.0,785.9
305.0,1475,1475,933,933,2800,2800,1.42,1.42,16.7,0.12,15.3,84,84,0,110,110,00:00,5083,16,0,50,50,0,0.0,0,281,363,54959.9,738.3
305.5,1474,1474,933,933,2800,2800,1.42,1.42,16.7,0.14,15.4,84,84,0,110,110,00:00,5091,16,0,50,50,0,0.0,0,281,364,55045.8,738.3
306.1,1474,1474,932,932,2800,2800,1.42,1.42,16.8,0.14,15.3,84,84,0,110,110,00:00,5100,15,0,50,50,0,0.0,0,281,364,55138.4,730.1
306.6,1474,1474,931,931,2800,2800,1.42,1.42,16.8,0.13,15.3,84,84,0,110,110,00:00,5108,15,0,50,50,0,0.0,0,281,364,55225.7,730.1
307.2,1474,1474,930,930,2800,2800,1.42,1.42,16.9,0.16,15.3,84,84,0,110,110,00:00,5116,16,0,50,50,0,0.0,0,281,365,55322.0,724.6
307.7,1473,1473,929,929,2800,2800,1.42,1.42,16.9,0.18,15.3,84,84,0,110,110,00:00,5125,16,0,50,50,0,0.0,0,281,365,55418.0,724.6
308.3,1473,1473,929,929,2800,2800,1.42,1.42,17.0,0.17,15.3,84,84,0,110,110,00:00,5133,16,0,50,50,0,0.0,0,281,365,55500.3,715.6
308.8,1473,1473,928,928,2800,2800,1.42,1.42,16.9,0.15,15.3,84,84,0,110,110,00:00,5141,16,0,50,50,0,0.0,0,281,366,55587.2,722.6
309.4,1473,1473,927,927,2800,2800,1.42,1.42,16.9,0.16,15.3,84,84,0,110,110,00:00,5150,16,0,50,50,0,0.0,0,281,366,55693.0,722.6
309.9,1472,1472,926,926,2800,2800,1.42,1.42,17.3,0.18,15.3,84,84,0,110,110,00:00,5158,16,0,50,50,0,0.0,0,281,366,55778.6,691.2
310.4,1472,1472,926,926,2800,2800,1.42,1.42,17.3,0.17,15.3,84,84,0,110,110,00:00,5166,16,0,50,50,0,0.0,0,281,367,55860.8,691.2
311.0,1472,1472,925,925,2800,2800,1.42,1.42,16.1,0.11,15.3,84,84,0,110,110,00:00,5175,16,0,50,50,0,0.0,0,281,366,55929.6,772.4
311.5,1472,1472,924,924,2800,2800,1.42,1.42,16.1,0.08,15.3,84,84,0,110,110,00:00,5183,16,0,50,50,0,0.0,0,282,366,56018.8,772.4
312.1,1471,1471,923,923,2800,2800,1.42,1.42,16.0,0.07,15.4,84,84,0,110,110,00:00,5191,16,0,50,50,0,0.0,0,282,366,56101.5,775.4
312.6,1471,1471,923,923,2800,2800,1.42,1.42,16.0,0.06,15.4,84,84,0,110,110,00:00,5200,16,0,50,50,0,0.0,0,282,366,56191.8,775.4
313.2,1471,1471,922,922,2800,2800,1.42,1.42,16.0,0.05,15.5,84,84,0,110,110,00:00,5208,16,0,50,50,0,0.0,0,282,366,56271.4,774.6
313.7,1471,1471,921,921,2800,2800,1.42,1.42,16.1,0.05,15.5,84,84,0,110,110,00:00,5217,16,0,50,50,0,0.0,0,282,367,56366.3,760.1
314.3,1470,1470,921,921,2800,2800,1.42,1.42,16.1,0.08,15.5,84,84,0,110,110,00:00,5225,16,0,50,50,0,0.0,0,282,367,56460.6,760.1
314.8,1470,1470,920,920,2800,2800,1.42,1.42,16.8,0.10,15.5,84,84,0,110,110,00:00,5234,16,0,50,50,0,0.0,0,282,367,56554.6,713.1
315.4,1470,1470,920,920,2800,2800,1.42,1.42,16.8,0.10,15.5,84,84,0,110,110,00:00,5242,16,0,50,50,0,0.0,0,282,368,56635.1,713.1
315.9,1470,1470,919,919,2800,2800,1.42,1.42,16.4,0.09,15.5,84,84,0,110,110,00:00,5251,15,0,50,50,0,0.0,0,282,368,56724.3,742.5
316.4,1469,1469,918,918,2800,2800,1.42,1.42,16.4,0.08,15.5,84,84,0,110,110,00:00,5259,15,0,50,50,0,0.0,0,282,368,56803.4,742.5
317.0,1469,1469,918,918,2800,2800,1.42,1.42,16.4,0.09,15.5,84,84,0,110,110,00:00,5267,15,0,50,50,0,0.0,0,282,368,56899.1,740.5
317.5,1469,1469,917,917,2800,2800,1.42,1.42,16.4,0.12,15.5,84,84,0,110,110,00:00,5276,16,0,50,50,0,0.0,0,282,368,56995.5,740.5
318.1,1469,1469,916,916,2800,2800,1.42,1.42,16.7,0.12,15.5,84,84,0,110,110,00:00,5284,16,0,50,50,0,0.0,0,282,369,57076.7,720.6
318.6,1468,1468,916,916,2800,2800,1.42,1.42,16.7,0.11,15.5,84,84,0,110,110,00:00,5293,16,0,50,50,0,0.0,0,282,369,57166.1,720.6
319.2,1468,1468,915,915,2800,2800,1.42,1.42,16.2,0.09,15.5,84,84,0,110,110,00:00,5301,16,0,50,50,0,0.0,0,282,369,57244.9,750.1
319.7,1468,1468,915,915,2800,2800,1.42,1.42,16.2,0.07,15.5,84,84,0,110,110,00:00,5310,16,0,50,50,0,0.0,0,282,369,57333.2,750.1
320.2,1468,1468,914,914,2800,2800,1.42,1.42,16.5,0.09,15.5,84,84,0,110,110,00:00,5318,16,0,50,50,0,0.0,0,282,369,57430.7,728.5
320.8,1467,1467,914,914,2800,2800,1.42,1.42,16.5,0.11,15.5,84,84,0,110,110,00:00,5326,16,0,50,50,0,0.0,0,282,369,57515.2,728.5
321.3,1467,1467,913,913,2800,2800,1.42,1.42,16.7,0.11,15.5,84,84,0,110,110,00:00,5335,16,0,50,50,0,0.0,0,282,370,57605.2,714.9
321.9,1467,1467,912,912,2800,2800,1.42,1.42,16.7,0.09,15.5,84,84,0,110,110,00:00,5343,16,0,50,50,0,0.0,0,282,370,57683.8,714.9
322.4,1467,1467,912,912,2800,2800,1.42,1.42,16.2,0.07,15.5,84,84,0,110,110,00:00,5352,16,0,50,50,0,0.0,0,282,370,57771.9,746.9
323.0,1466,1466,911,911,2800,2800,1.42,1.42,15.9,0.06,15.5,84,84,0,110,110,00:00,5360,16,0,50,50,0,0.0,0,282,370,57849.8,767.6
323.5,1466,1466,911,911,2800,2800,1.42,1.42,15.9,0.06,15.5,84,84,0,110,110,00:00,5369,16,0,50,50,0,0.0,0,282,370,57951.5,767.6
324.1,1466,1466,910,910,2800,2800,1.42,1.42,16.7,0.09,15.5,84,84,0,110,110,00:00,5377,16,0,50,50,0,0.0,0,282,370,58039.0,708.9
324.6,1466,1466,910,910,2800,2800,1.42,1.42,16.7,0.09,15.6,84,84,0,110,110,00:00,5386,16,0,50,50,0,0.0,0,282,370,58129.6,708.9
325.2,1465,1465,909,909,2800,2800,1.42,1.42,16.3,0.09,15.6,84,84,0,110,110,00:00,5394,16,0,50,50,0,0.0,0,282,370,58207.7,736.6
325.7,1465,1465,909,909,2800,2800,1.42,1.42,16.3,0.07,15.6,84,84,0,110,110,00:00,5403,16,0,50,50,0,0.0,0,282,370,58295.0,736.6
326.2,1465,1465,908,908,2800,2800,1.42,1.42,16.0,0.05,15.7,84,84,0,110,110,00:00,5412,16,0,50,50,0,0.0,0,281,370,58381.8,756.1
326.8,1465,1465,908,908,2800,2800,1.42,1.42,16.0,0.03,15.7,84,84,0,110,110,00:00,5420,16,0,50,50,0,0.0,0,281,370,58458.7,756.1
327.3,1464,1464,907,907,2800,2800,1.42,1.42,16.5,0.05,15.7,84,84,0,110,110,00:00,5428,16,0,50,50,0,0.0,0,281,371,58560.9,722.6
327.9,1464,1464,907,907,2800,2800,1.42,1.42,16.5,0.10,15.7,84,84,0,110,110,00:00,5437,16,0,50,50,0,0.0,0,281,372,58672.8,722.6
328.4,1464,1464,907,907,2800,2800,1.42,1.42,17.7,0.16,15.7,84,84,0,110,110,00:00,5446,15,0,50,50,0,0.0,0,281,372,58770.3,645.3
329.0,1464,1464,906,906,2800,2800,1.42,1.42,17.7,0.17,15.6,84,84,0,110,110,00:00,5454,15,0,50,50,0,0.0,0,281,372,58850.7,645.3
