"Time, s","Climb, m/s","Specific excess power, m/s","Propeller efficiency, %","Manifold pressure, atm",Supercharger gear,RPM,"Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²"
0.0,20.3,22.8,82,1.77,2,2801,1920,1098,34.3,100,302,395,5245,0.34,57472.9,0.22
0.1,20.3,22.6,82,1.77,2,2801,1920,1098,34.3,100,302,395,5247,0.34,57492.6,0.20
0.2,20.3,22.3,82,1.77,2,2801,1919,1098,34.3,100,302,395,5249,0.34,57512.2,0.18
0.3,20.3,22.1,82,1.77,2,2801,1919,1097,34.3,100,302,395,5251,0.34,57531.8,0.16
0.4,20.3,21.9,82,1.77,2,2801,1918,1097,34.3,100,302,395,5253,0.34,57551.4,0.14
0.5,20.3,21.8,82,1.77,2,2801,1918,1096,34.3,100,302,395,5255,0.34,57571.0,0.13
0.6,20.3,21.6,82,1.77,2,2801,1917,1096,34.3,100,302,395,5257,0.34,57590.7,0.12
0.7,20.3,21.5,82,1.77,2,2801,1917,1095,34.3,100,302,395,5259,0.34,57610.3,0.11
0.8,20.3,21.4,82,1.77,2,2801,1916,1095,34.3,100,302,395,5261,0.34,57629.9,0.09
0.9,20.3,21.3,82,1.77,2,2801,1916,1094,34.3,100,302,395,5263,0.34,57649.5,0.09
1.0,20.3,21.2,82,1.77,2,2801,1915,1094,34.3,100,302,395,5265,0.34,57669.1,0.08
1.1,20.3,21.1,82,1.77,2,2801,1915,1093,34.3,100,302,395,5267,0.34,57688.8,0.07
1.2,20.3,21.0,82,1.77,2,2801,1915,1093,34.3,100,302,395,5269,0.34,57708.4,0.06
1.3,20.3,20.9,82,1.77,2,2801,1914,1093,34.3,100,302,395,5272,0.34,57737.8,0.06
1.4,20.3,20.9,82,1.77,2,2801,1914,1093,34.3,100,302,395,5274,0.34,57757.4,0.05
1.5,20.3,20.8,82,1.77,2,2801,1913,1093,34.3,100,302,395,5275,0.34,57767.2,0.05
1.6,20.3,20.8,82,1.77,2,2801,1913,1092,34.3,100,302,395,5277,0.34,57786.9,0.04
1.7,20.3,20.7,82,1.77,2,2801,1912,1092,34.3,100,302,395,5280,0.34,57816.3,0.04
1.8,20.3,20.7,82,1.77,2,2801,1912,1092,34.3,100,302,395,5282,0.34,57835.9,0.03
1.9,20.3,20.6,82,1.76,2,2801,1912,1091,34.3,100,302,395,5284,0.34,57855.5,0.03
2.0,20.3,20.6,82,1.76,2,2801,1911,1091,34.3,100,302,395,5286,0.34,57875.1,0.03
2.1,20.3,20.6,82,1.76,2,2801,1911,1091,34.3,100,302,395,5288,0.34,57894.8,0.02
2.2,20.3,20.5,82,1.76,2,2801,1910,1090,34.3,100,302,395,5290,0.34,57914.4,0.02
2.3,20.3,20.5,82,1.76,2,2801,1910,1090,34.3,100,302,395,5292,0.34,57934.0,0.02
2.4,20.3,20.5,82,1.76,2,2801,1909,1089,34.3,100,302,396,5294,0.34,57984.1,0.02
2.5,20.3,20.5,82,1.76,2,2801,1909,1089,34.3,100,302,396,5296,0.34,58003.8,0.02
2.6,20.3,21.5,82,1.76,2,2801,1909,1089,34.3,100,302,396,5298,0.34,58023.4,0.11
2.7,20.3,22.4,82,1.76,2,2801,1908,1088,34.3,100,302,396,5300,0.34,58043.0,0.19
2.8,20.3,23.2,82,1.76,2,2801,1908,1088,34.3,100,302,396,5302,0.34,58062.6,0.26
2.9,20.3,23.0,82,1.76,2,2801,1907,1088,34.3,100,302,396,5304,0.34,58082.2,0.24
3.0,20.3,22.7,82,1.76,2,2801,1907,1088,34.3,100,302,396,5306,0.34,58101.9,0.21
3.1,20.3,22.5,82,1.76,2,2801,1906,1087,34.3,100,302,396,5308,0.34,58121.5,0.19
3.2,20.3,22.2,82,1.76,2,2801,1906,1087,34.3,100,302,396,5310,0.34,58141.1,0.17
3.3,20.4,22.0,82,1.76,2,2801,1906,1086,34.3,100,302,396,5312,0.34,58160.7,0.16
3.4,20.4,21.9,82,1.76,2,2801,1905,1086,34.3,100,302,396,5314,0.34,58180.3,0.14
3.5,20.4,21.7,82,1.76,2,2801,1905,1086,34.3,100,302,396,5316,0.34,58200.0,0.13
3.6,20.5,21.6,82,1.76,2,2801,1904,1086,34.3,100,302,396,5318,0.34,58219.6,0.11
3.7,20.5,21.5,83,1.76,2,2801,1904,1086,34.3,100,302,396,5320,0.34,58239.2,0.10
3.8,20.5,21.4,83,1.76,2,2801,1903,1086,34.3,100,302,396,5322,0.34,58258.8,0.09
3.9,20.6,21.3,83,1.76,2,2801,1903,1086,34.3,100,302,396,5325,0.34,58288.3,0.08
4.0,20.6,21.2,83,1.75,2,2801,1902,1085,34.3,100,302,396,5326,0.34,58298.1,0.07
4.1,20.6,21.1,82,1.75,2,2801,1902,1085,34.3,100,302,396,5328,0.34,58317.7,0.07
4.2,20.6,21.1,82,1.75,2,2801,1901,1084,34.3,100,302,396,5331,0.34,58347.1,0.06
4.3,20.6,21.0,82,1.75,2,2801,1901,1083,34.3,100,302,396,5333,0.34,58366.7,0.05
4.4,20.7,21.0,82,1.75,2,2801,1900,1083,34.3,100,302,396,5335,0.34,58386.4,0.05
4.5,20.7,21.0,82,1.75,2,2801,1900,1082,34.3,100,302,396,5337,0.34,58406.0,0.04
4.6,20.7,20.9,82,1.75,2,2801,1900,1082,34.3,100,302,396,5339,0.34,58425.6,0.04
4.7,20.7,20.9,82,1.75,2,2801,1899,1082,34.3,100,301,396,5341,0.34,58445.2,0.04
4.8,20.7,20.9,82,1.75,2,2801,1899,1081,34.3,100,301,396,5343,0.34,58464.8,0.03
4.9,20.7,20.9,82,1.75,2,2801,1898,1081,34.3,100,301,396,5345,0.34,58484.5,0.03
5.0,20.7,20.9,82,1.75,2,2801,1898,1081,34.3,100,301,396,5347,0.34,58504.1,0.03
5.1,20.7,20.8,82,1.75,2,2801,1897,1081,34.3,100,301,396,5350,0.34,58533.5,0.02
5.2,20.7,20.8,82,1.75,2,2801,1897,1081,34.3,100,301,396,5352,0.34,58553.1,0.02
5.3,20.7,20.8,82,1.75,2,2801,1897,1081,34.3,100,301,396,5354,0.34,58572.7,0.02
5.4,20.7,20.8,82,1.75,2,2801,1896,1081,34.3,100,301,396,5356,0.34,58592.4,0.02
5.5,20.7,20.8,82,1.75,2,2801,1896,1080,34.3,100,301,396,5358,0.34,58612.0,0.02
5.6,20.8,20.8,82,1.75,2,2801,1895,1080,34.3,100,301,396,5360,0.34,58631.6,0.01
5.7,20.8,20.8,82,1.75,2,2801,1895,1080,34.3,100,301,396,5362,0.34,58651.2,0.01
5.8,20.8,20.8,82,1.75,2,2801,1894,1079,34.3,100,301,396,5364,0.34,58670.8,0.01
5.9,20.8,20.8,82,1.75,2,2801,1894,1079,34.3,100,301,396,5366,0.34,58690.5,0.01
6.0,20.8,20.8,82,1.75,2,2801,1893,1078,34.3,100,301,396,5368,0.34,58710.1,0.01
6.1,20.8,20.8,82,1.74,2,2801,1893,1078,34.3,100,301,396,5370,0.34,58729.7,0.01
6.2,20.8,20.8,82,1.74,2,2801,1892,1078,34.3,100,301,396,5372,0.34,58749.3,0.01
6.3,20.8,20.8,82,1.74,2,2801,1892,1077,34.3,100,301,396,5375,0.34,58778.8,0.01
6.4,20.8,20.8,82,1.74,2,2801,1892,1077,34.3,100,301,396,5376,0.34,58788.6,0.01
6.5,20.8,20.8,82,1.74,2,2801,1891,1077,34.3,100,301,396,5379,0.34,58818.0,0.01
6.6,20.8,20.8,82,1.74,2,2801,1891,1077,34.3,100,301,396,5381,0.34,58837.6,0.00
6.7,20.8,20.8,82,1.74,2,2801,1890,1076,34.3,100,301,396,5383,0.34,58857.2,0.00
6.8,20.8,20.8,82,1.74,2,2801,1890,1076,34.3,100,301,396,5385,0.34,58876.9,0.00
6.9,20.8,20.8,82,1.74,2,2801,1889,1076,34.3,100,301,396,5387,0.34,58896.5,0.00
7.0,20.8,20.8,82,1.74,2,2801,1889,1076,34.3,100,301,396,5389,0.34,58916.1,0.00
7.1,20.8,20.8,82,1.74,2,2801,1888,1075,34.3,100,301,396,5392,0.34,58945.5,0.00
7.3,20.8,20.8,82,1.74,2,2801,1888,1075,34.3,100,301,396,5394,0.34,58965.1,0.00
7.3,20.8,20.8,82,1.74,2,2801,1887,1075,34.3,100,301,396,5395,0.34,58975.0,0.00
7.5,20.8,20.8,82,1.74,2,2801,1887,1075,34.3,100,301,396,5398,0.34,59004.4,0.00
7.6,20.8,20.8,82,1.74,2,2801,1886,1074,34.3,100,301,396,5400,0.34,59024.0,0.00
7.7,20.7,20.8,82,1.74,2,2801,1886,1074,34.3,100,301,396,5402,0.34,59043.6,0.00
7.8,20.7,20.8,82,1.74,2,2801,1886,1073,34.3,100,301,396,5404,0.34,59063.2,0.00
7.9,20.7,20.8,82,1.74,2,2801,1885,1073,34.3,100,301,396,5406,0.34,59082.9,0.00
8.0,20.7,20.8,82,1.74,2,2801,1885,1073,34.3,100,301,396,5408,0.34,59102.5,0.00
8.1,20.7,20.8,82,1.74,2,2801,1884,1072,34.3,100,301,396,5410,0.34,59122.1,0.00
8.2,20.7,20.8,82,1.73,2,2801,1884,1072,34.3,100,301,396,5412,0.34,59141.7,0.00
8.3,20.7,20.8,82,1.73,2,2801,1883,1072,34.3,100,300,396,5414,0.34,59161.3,0.00
8.4,20.7,20.7,82,1.73,2,2801,1883,1072,34.3,100,300,396,5416,0.34,59181.0,0.00
8.5,20.7,20.7,82,1.73,2,2801,1883,1071,34.3,100,300,396,5418,0.34,59200.6,0.00
8.6,20.7,20.7,82,1.73,2,2801,1882,1071,34.3,100,300,396,5420,0.34,59220.2,0.00
8.7,20.7,20.7,82,1.73,2,2801,1882,1071,34.3,100,300,396,5423,0.34,59249.6,0.00
8.8,20.6,20.7,82,1.73,2,2801,1881,1071,34.3,100,300,396,5424,0.34,59259.4,0.00
8.9,20.6,20.7,82,1.73,2,2801,1881,1070,34.3,100,300,396,5426,0.34,59279.1,0.00
9.0,20.6,20.7,82,1.73,2,2801,1880,1070,34.3,100,300,396,5429,0.34,59308.5,0.00
9.1,20.6,20.7,82,1.73,2,2801,1880,1070,34.3,100,300,396,5431,0.34,59328.1,0.00
9.2,20.6,20.7,82,1.73,2,2801,1879,1070,34.3,100,300,396,5433,0.34,59347.7,0.00
9.3,20.6,20.7,82,1.73,2,2801,1879,1069,34.3,100,300,396,5435,0.34,59367.4,0.00
9.4,20.6,20.7,82,1.73,2,2801,1879,1069,34.3,100,300,396,5437,0.34,59387.0,0.00
9.5,20.6,20.7,82,1.73,2,2801,1878,1069,34.3,100,300,396,5439,0.34,59406.6,0.00
9.6,20.6,20.7,82,1.73,2,2801,1878,1068,34.3,100,300,396,5441,0.34,59426.2,0.00
9.7,20.6,20.7,82,1.73,2,2801,1877,1068,34.3,100,300,396,5443,0.34,59445.8,0.00
9.8,20.6,20.6,82,1.73,2,2801,1877,1068,34.3,100,300,396,5445,0.34,59465.5,0.00
9.9,20.6,20.6,82,1.73,2,2801,1876,1068,34.3,100,300,396,5447,0.34,59485.1,0.00
10.0,20.6,20.6,82,1.73,2,2801,1876,1067,34.3,100,300,396,5449,0.34,59504.7,0.00
10.1,20.6,20.6,82,1.73,2,2801,1875,1067,34.3,100,300,396,5451,0.34,59524.3,0.00
10.2,20.6,20.6,82,1.73,2,2801,1875,1067,34.3,100,300,396,5453,0.34,59543.9,0.00
10.3,20.6,20.6,82,1.73,2,2801,1875,1067,34.3,100,300,396,5455,0.34,59563.6,0.00
10.4,20.6,20.6,82,1.72,2,2801,1874,1066,34.3,100,300,396,5457,0.34,59583.2,0.00
10.5,20.6,20.6,82,1.72,2,2801,1874,1066,34.3,100,300,396,5460,0.34,59612.6,0.00
10.6,20.6,20.6,82,1.72,2,2801,1873,1066,34.3,100,300,396,5462,0.34,59632.2,0.00
10.7,20.6,20.6,82,1.72,2,2801,1873,1066,34.3,100,300,396,5464,0.34,59651.8,0.00
10.8,20.6,20.6,82,1.72,2,2801,1872,1065,34.3,100,300,396,5466,0.34,59671.5,0.00
10.9,20.6,20.6,82,1.72,2,2801,1872,1065,34.3,100,300,396,5468,0.34,59691.1,0.00
11.0,20.6,20.6,82,1.72,2,2801,1871,1065,34.3,100,300,396,5470,0.34,59710.7,0.00
11.1,20.6,20.6,82,1.72,2,2801,1871,1065,34.3,100,300,396,5472,0.34,59730.3,0.00
11.2,20.6,20.6,82,1.72,2,2801,1870,1064,34.3,100,300,396,5474,0.34,59749.9,0.00
11.3,20.7,20.6,82,1.72,2,2801,1870,1064,34.3,100,300,396,5476,0.34,59769.6,0.00
11.4,20.7,20.6,82,1.72,2,2801,1870,1064,34.3,100,300,396,5478,0.34,59789.2,0.00
11.5,20.7,20.6,82,1.72,2,2801,1869,1063,34.3,100,300,396,5481,0.34,59818.6,0.00
11.6,20.7,20.6,82,1.72,2,2801,1869,1063,34.3,100,299,396,5483,0.34,59838.2,0.00
11.7,20.7,20.6,82,1.72,2,2801,1868,1063,34.3,100,299,396,5484,0.34,59848.0,0.00
11.8,20.7,20.6,82,1.72,2,2801,1868,1063,34.3,100,299,396,5487,0.34,59877.5,0.00
11.9,20.7,20.7,82,1.72,2,2801,1867,1062,34.3,100,299,396,5489,0.34,59897.1,0.00
12.0,20.7,20.7,82,1.72,2,2801,1867,1062,34.3,100,299,396,5491,0.34,59916.7,0.00
12.1,20.7,20.7,82,1.72,2,2801,1866,1062,34.3,100,299,396,5493,0.34,59936.3,0.00
12.2,20.7,20.7,82,1.72,2,2801,1866,1062,34.3,100,299,396,5495,0.34,59956.0,0.00
12.3,20.7,20.7,82,1.72,2,2801,1866,1061,34.3,100,299,396,5497,0.34,59975.6,0.00
12.4,20.7,20.7,82,1.71,2,2801,1865,1061,34.3,100,299,396,5499,0.34,59995.2,0.00
12.5,20.7,20.7,82,1.71,2,2801,1865,1061,34.3,100,299,396,5501,0.34,60014.8,0.00
12.6,20.7,20.7,82,1.71,2,2801,1864,1060,34.3,100,299,396,5503,0.34,60034.4,0.00
12.7,20.7,20.7,82,1.71,2,2801,1864,1060,34.3,100,299,396,5505,0.34,60054.1,0.00
12.8,20.7,20.7,82,1.71,2,2801,1863,1060,34.3,100,299,396,5507,0.34,60073.7,0.00
12.9,20.7,20.7,82,1.71,2,2801,1863,1059,34.3,100,299,396,5509,0.34,60093.3,0.00
13.0,20.7,20.7,82,1.71,2,2801,1862,1059,34.3,100,299,396,5512,0.34,60122.7,0.00
13.1,20.6,20.7,82,1.71,2,2801,1862,1059,34.3,100,299,396,5514,0.34,60142.3,0.00
13.2,20.6,20.7,82,1.71,2,2801,1862,1059,34.3,100,299,396,5515,0.34,60152.2,0.00
13.3,20.6,20.7,82,1.71,2,2801,1861,1058,34.3,100,299,396,5518,0.34,60181.6,0.00
13.4,20.6,20.7,82,1.71,2,2801,1861,1058,34.3,100,299,396,5520,0.34,60201.2,0.00
13.5,20.6,20.7,82,1.71,2,2801,1860,1058,34.3,100,299,396,5522,0.34,60220.8,0.00
13.6,20.6,20.7,82,1.71,2,2801,1860,1058,34.3,100,299,396,5524,0.34,60240.4,0.00
13.7,20.6,20.6,82,1.71,2,2801,1859,1057,34.3,100,299,396,5526,0.35,60260.1,0.00
13.8,20.5,20.6,82,1.71,2,2801,1859,1057,34.3,100,299,396,5528,0.35,60279.7,0.00
13.9,20.5,20.6,82,1.71,2,2801,1858,1057,34.3,100,299,396,5530,0.35,60299.3,0.00
14.0,20.5,20.6,82,1.71,2,2801,1858,1057,34.3,100,299,396,5533,0.35,60328.7,0.00
14.1,20.5,20.6,82,1.71,2,2801,1858,1056,34.3,100,299,396,5534,0.35,60338.5,0.00
14.2,20.5,20.6,82,1.71,2,2801,1857,1056,34.3,100,299,396,5536,0.35,60358.2,0.00
14.3,20.5,20.6,82,1.71,2,2801,1857,1056,34.3,100,299,396,5539,0.35,60387.6,0.00
14.4,20.5,20.6,82,1.71,2,2801,1856,1056,34.3,100,299,396,5541,0.35,60407.2,0.00
14.5,20.5,20.6,82,1.70,2,2801,1856,1055,34.3,100,298,396,5543,0.35,60426.8,0.00
14.6,20.5,20.6,82,1.70,2,2801,1855,1055,34.3,100,298,396,5545,0.35,60446.5,0.00
14.7,20.5,20.6,82,1.70,2,2801,1855,1055,34.3,100,298,396,5547,0.35,60466.1,0.00
14.8,20.5,20.5,82,1.70,2,2801,1854,1055,34.3,100,298,396,5549,0.35,60485.7,0.00
14.9,20.5,20.5,82,1.70,2,2801,1854,1054,34.3,100,298,396,5551,0.35,60505.3,0.00
15.0,20.5,20.5,82,1.70,2,2801,1854,1054,34.3,100,298,396,5553,0.35,60524.9,0.00
15.1,20.5,20.5,82,1.70,2,2801,1853,1054,34.3,100,298,396,5555,0.35,60544.6,0.00
15.2,20.5,20.5,82,1.70,2,2801,1853,1054,34.3,100,298,396,5557,0.35,60564.2,0.00
15.3,20.5,20.5,82,1.70,2,2801,1852,1054,34.3,100,298,396,5559,0.35,60583.8,0.00
15.4,20.5,20.5,82,1.70,2,2801,1852,1053,34.3,100,298,396,5561,0.35,60603.4,0.00
15.5,20.5,20.5,82,1.70,2,2801,1851,1053,34.3,100,298,396,5563,0.35,60623.0,0.00
15.6,20.5,20.5,82,1.70,2,2801,1851,1053,34.3,100,298,396,5565,0.35,60642.7,0.00
15.7,20.5,20.5,82,1.70,2,2801,1850,1053,34.3,100,298,396,5567,0.35,60662.3,0.00
15.8,20.5,20.5,82,1.70,2,2801,1850,1052,34.3,100,298,396,5569,0.35,60681.9,0.00
15.9,20.5,20.5,82,1.70,2,2801,1850,1052,34.3,100,298,396,5571,0.35,60701.5,0.00
16.0,20.5,20.5,82,1.70,2,2801,1849,1052,34.3,100,298,396,5574,0.35,60730.9,0.00
16.1,20.5,20.5,82,1.70,2,2801,1849,1051,34.3,100,298,396,5576,0.35,60750.6,0.00
16.2,20.5,20.5,82,1.70,2,2801,1848,1051,34.3,100,298,396,5578,0.35,60770.2,0.00
16.3,20.5,20.5,82,1.70,2,2801,1848,1051,34.3,100,298,396,5580,0.35,60789.8,0.00
16.4,20.5,20.5,82,1.70,2,2801,1847,1051,34.3,100,298,396,5582,0.35,60809.4,0.00
16.5,20.5,20.5,82,1.70,2,2801,1847,1050,34.3,100,298,396,5584,0.35,60829.0,0.00
16.6,20.5,20.5,82,1.69,2,2801,1846,1050,34.3,100,298,396,5586,0.35,60848.7,0.00
16.7,20.5,20.5,82,1.69,2,2801,1846,1050,34.3,100,298,396,5588,0.35,60868.3,0.00
16.8,20.5,20.5,82,1.69,2,2801,1846,1049,34.3,100,298,396,5590,0.35,60887.9,0.00
16.9,20.5,20.5,82,1.69,2,2801,1845,1049,34.3,100,298,396,5592,0.35,60907.5,0.00
17.0,20.5,20.5,82,1.69,2,2801,1845,1049,34.3,100,298,396,5594,0.35,60927.1,0.00
17.1,20.5,20.5,82,1.69,2,2801,1844,1049,34.3,100,298,396,5596,0.35,60946.8,0.00
17.2,20.5,20.5,82,1.69,2,2801,1844,1049,34.3,100,297,396,5598,0.35,60966.4,0.00
17.3,20.5,20.5,82,1.69,2,2801,1843,1049,34.3,100,297,396,5600,0.35,60986.0,0.00
17.4,20.5,20.5,82,1.69,2,2801,1843,1048,34.3,100,297,396,5602,0.35,61005.6,0.00
17.5,20.5,20.5,82,1.69,2,2801,1843,1048,34.3,100,297,396,5604,0.35,61025.2,0.00
17.6,20.5,20.5,82,1.69,2,2801,1842,1048,34.3,100,297,396,5606,0.35,61044.9,0.00
17.7,20.5,20.5,82,1.69,2,2801,1842,1048,34.3,100,297,396,5609,0.35,61074.3,0.00
17.8,20.5,20.5,82,1.69,2,2801,1841,1047,34.3,100,297,396,5611,0.35,61093.9,0.00
17.9,20.5,20.5,82,1.69,2,2801,1841,1047,34.3,100,297,396,5612,0.35,61103.7,0.00
18.0,20.5,20.5,82,1.69,2,2801,1840,1047,34.3,100,297,396,5615,0.35,61133.2,0.00
18.1,20.5,20.5,82,1.69,2,2801,1840,1047,34.3,100,297,396,5617,0.35,61152.8,0.00
18.2,20.5,20.5,82,1.69,2,2801,1839,1047,34.3,100,297,396,5619,0.35,61172.4,0.00
18.3,20.4,20.5,82,1.69,2,2801,1839,1046,34.3,100,297,396,5621,0.35,61192.0,0.00
18.4,20.4,20.5,82,1.69,2,2801,1838,1046,34.3,100,297,396,5623,0.35,61211.6,0.00
18.5,20.3,20.5,82,1.69,2,2801,1838,1045,34.3,100,297,396,5625,0.35,61231.3,0.00
18.6,20.2,20.4,82,1.69,2,2801,1837,1044,34.3,100,297,396,5627,0.35,61250.9,0.00
18.7,20.1,20.4,82,1.68,2,2801,1837,1043,34.3,100,297,396,5629,0.35,61270.5,0.00
18.8,20.0,20.4,82,1.68,2,2801,1837,1042,34.3,100,297,396,5631,0.35,61290.1,0.00
18.9,19.9,20.3,82,1.68,2,2801,1836,1042,34.3,100,297,396,5633,0.35,61309.7,0.00
19.0,19.8,20.3,82,1.68,2,2801,1836,1041,34.3,100,297,396,5635,0.35,61329.4,0.00
19.1,19.7,20.3,82,1.68,2,2801,1836,1041,34.3,100,297,396,5637,0.35,61349.0,0.00
19.2,19.7,20.2,82,1.68,2,2801,1836,1041,34.3,100,297,396,5639,0.35,61368.6,0.00
19.3,19.6,20.2,82,1.68,2,2801,1835,1041,34.3,100,297,396,5641,0.35,61388.2,0.00
19.4,19.5,20.1,82,1.68,2,2802,1835,1041,34.3,100,297,396,5643,0.35,61407.8,0.00
19.5,19.5,20.1,82,1.68,2,2802,1835,1042,34.3,100,297,396,5645,0.35,61427.5,0.00
19.6,19.4,20.0,82,1.68,2,2802,1834,1042,34.3,100,297,397,5647,0.35,61477.7,0.00
19.7,19.4,19.9,82,1.68,2,2802,1834,1042,34.3,100,297,397,5649,0.35,61497.3,0.00
19.8,19.3,20.9,82,1.68,2,2801,1833,1042,34.3,100,297,397,5651,0.35,61516.9,0.09
19.9,19.3,21.8,82,1.68,2,2801,1833,1042,34.3,100,297,397,5653,0.35,61536.5,0.18
20.0,19.2,22.6,82,1.68,2,2801,1832,1042,34.3,100,297,397,5655,0.35,61556.1,0.25
20.1,19.2,22.2,82,1.68,2,2801,1832,1041,34.3,100,297,397,5657,0.35,61575.8,0.23
20.2,19.2,21.9,82,1.68,2,2801,1831,1041,34.3,100,297,397,5659,0.35,61595.4,0.20
20.3,19.1,21.7,82,1.68,2,2801,1831,1040,34.3,100,297,397,5660,0.35,61605.2,0.18
20.4,19.1,21.4,82,1.68,2,2801,1830,1039,34.3,100,297,397,5662,0.35,61624.8,0.16
20.5,19.1,21.2,82,1.68,2,2801,1830,1038,34.3,100,297,397,5664,0.35,61644.4,0.15
20.6,19.1,21.0,82,1.68,2,2801,1830,1038,34.3,100,297,397,5666,0.35,61664.1,0.13
20.7,19.1,20.8,82,1.68,2,2801,1829,1037,34.3,100,297,397,5668,0.35,61683.7,0.12
20.8,19.1,20.6,82,1.68,2,2801,1829,1037,34.3,100,297,397,5670,0.35,61703.3,0.11
20.9,19.0,20.5,82,1.68,2,2801,1829,1037,34.3,100,297,397,5672,0.35,61722.9,0.10
21.0,19.0,20.3,82,1.68,2,2801,1828,1037,34.3,100,297,397,5674,0.35,61742.5,0.09
21.1,19.0,20.2,82,1.68,2,2801,1828,1037,34.3,100,297,397,5676,0.35,61762.2,0.08
21.2,19.0,20.1,82,1.67,2,2801,1828,1037,34.3,100,297,397,5678,0.35,61781.8,0.07
21.3,19.0,20.0,82,1.67,2,2801,1827,1037,34.4,100,297,397,5679,0.35,61791.6,0.06
21.4,19.0,19.9,82,1.67,2,2801,1827,1037,34.4,100,297,397,5681,0.35,61811.2,0.06
21.5,19.0,19.8,82,1.67,2,2801,1826,1037,34.4,100,297,397,5683,0.35,61830.8,0.05
21.6,19.1,19.7,82,1.67,2,2801,1826,1037,34.4,100,297,397,5685,0.35,61850.4,0.05
21.7,19.1,19.6,82,1.67,2,2801,1825,1037,34.4,100,297,397,5687,0.35,61870.1,0.04
21.8,19.1,19.6,82,1.67,2,2801,1825,1036,34.4,100,297,397,5689,0.35,61889.7,0.04
21.9,19.1,19.5,82,1.67,2,2801,1824,1035,34.4,100,297,397,5691,0.35,61909.3,0.03
22.0,19.1,19.5,82,1.67,2,2801,1824,1035,34.4,100,297,397,5693,0.35,61928.9,0.03
22.1,19.1,19.5,82,1.67,2,2801,1824,1034,34.4,100,297,397,5695,0.35,61948.5,0.03
22.2,19.1,19.4,82,1.67,2,2801,1823,1034,34.4,100,297,397,5697,0.35,61968.2,0.02
22.3,19.1,19.4,82,1.67,2,2801,1823,1033,34.4,100,297,397,5699,0.35,61987.8,0.02
22.4,19.1,19.4,82,1.67,2,2801,1823,1033,34.4,100,297,397,5701,0.35,62007.4,0.02
22.5,19.1,19.3,82,1.67,2,2801,1822,1033,34.4,100,297,397,5703,0.35,62027.0,0.02
22.6,19.1,19.3,82,1.67,2,2801,1822,1032,34.4,100,297,397,5705,0.35,62046.6,0.02
22.7,19.1,19.3,82,1.67,2,2801,1822,1032,34.4,100,297,397,5706,0.35,62056.5,0.01
22.8,19.1,19.3,82,1.67,2,2801,1821,1032,34.4,100,297,397,5708,0.35,62076.1,0.01
22.9,19.1,19.3,82,1.67,2,2801,1821,1032,34.4,100,297,398,5710,0.35,62126.4,0.01
23.0,19.1,19.2,82,1.67,2,2801,1820,1032,34.4,100,297,398,5712,0.35,62146.0,0.01
23.1,19.1,20.3,82,1.67,2,2801,1820,1032,34.4,100,297,398,5714,0.35,62165.6,0.10
23.2,19.1,21.2,82,1.67,2,2801,1820,1031,34.4,100,297,398,5716,0.35,62185.2,0.18
23.3,19.1,22.0,82,1.67,2,2801,1819,1031,34.4,100,297,398,5718,0.35,62204.8,0.26
23.4,19.1,21.7,82,1.67,2,2801,1819,1031,34.4,100,297,398,5720,0.35,62224.5,0.23
23.5,19.1,21.5,82,1.66,2,2801,1818,1030,34.4,100,297,398,5722,0.35,62244.1,0.21
23.6,19.1,21.2,82,1.66,2,2801,1818,1030,34.4,100,297,398,5724,0.35,62263.7,0.19
23.7,19.0,21.0,82,1.66,2,2801,1817,1030,34.4,100,297,398,5726,0.35,62283.3,0.17
23.8,19.0,20.8,82,1.66,2,2801,1817,1029,34.4,100,296,398,5728,0.35,62302.9,0.15
23.9,19.0,20.6,82,1.66,2,2801,1817,1029,34.4,100,296,398,5730,0.35,62322.6,0.14
24.0,19.0,20.5,82,1.66,2,2801,1816,1028,34.4,100,296,398,5731,0.35,62332.4,0.12
24.1,19.0,20.3,82,1.66,2,2801,1816,1028,34.4,100,296,398,5733,0.35,62352.0,0.11
24.2,19.0,20.2,82,1.66,2,2801,1816,1028,34.4,100,296,398,5735,0.35,62371.6,0.10
24.3,19.0,20.1,82,1.66,2,2801,1815,1027,34.4,100,296,398,5737,0.35,62391.2,0.09
24.4,19.0,20.0,82,1.66,2,2801,1815,1027,34.4,100,296,398,5739,0.35,62410.9,0.08
24.5,19.0,19.9,82,1.66,2,2801,1814,1027,34.4,100,296,398,5741,0.35,62430.5,0.07
24.6,19.0,19.8,82,1.66,2,2801,1814,1027,34.4,100,296,398,5743,0.35,62450.1,0.07
24.7,19.0,19.7,82,1.66,2,2801,1814,1027,34.4,100,296,398,5745,0.35,62469.7,0.06
24.8,19.0,19.6,82,1.66,2,2801,1813,1027,34.4,100,296,398,5747,0.35,62489.3,0.05
24.9,19.0,19.6,82,1.66,2,2801,1813,1026,34.4,100,296,398,5749,0.35,62509.0,0.05
25.0,19.0,19.5,82,1.66,2,2801,1812,1026,34.4,100,296,398,5750,0.35,62518.8,0.04
25.1,19.0,19.5,82,1.66,2,2801,1812,1026,34.4,100,296,398,5752,0.35,62538.4,0.04
