"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,0.3,-25.4,2999,70,1.80,1325,409,38.7,100,620,620,14,0.51,14967.6,-1.18,3.2
0.1,0.3,-24.5,2999,70,1.80,1325,408,38.7,100,620,620,14,0.50,14967.6,-1.15,0.0
0.2,0.1,-25.3,2998,70,1.80,1325,407,38.7,100,619,619,14,0.50,14919.8,-1.22,0.0
0.3,0.1,-26.0,2999,69,1.80,1325,407,38.7,100,619,619,14,0.50,14919.8,-1.28,1.2
0.4,0.6,-26.6,2999,70,1.80,1325,408,38.6,100,618,618,14,0.50,14872.1,-1.34,4.8
0.5,1.5,-25.4,2999,70,1.80,1325,410,38.6,100,618,618,15,0.50,14881.9,-1.30,6.2
0.6,2.5,-24.3,2999,70,1.80,1325,411,38.6,100,617,617,15,0.50,14834.2,-1.26,5.4
0.7,3.4,-23.3,2999,70,1.80,1325,413,38.6,100,616,617,15,0.50,14834.2,-1.22,5.0
0.8,4.0,-23.9,2999,70,1.80,1325,413,38.6,100,616,616,15,0.50,14786.7,-1.29,3.5
0.9,4.3,-24.4,2999,70,1.80,1325,413,38.5,100,616,616,16,0.50,14796.5,-1.35,2.3
1.0,4.4,-24.8,2999,70,1.80,1325,413,38.5,100,615,615,16,0.50,14749.0,-1.40,2.2
1.1,5.1,-23.5,2999,70,1.80,1325,414,38.5,100,614,615,17,0.50,14758.8,-1.35,5.9
1.2,6.6,-22.2,2999,70,1.80,1325,416,38.5,100,614,614,17,0.50,14711.4,-1.31,8.7
1.3,9.0,-21.1,2999,71,1.80,1325,418,38.4,100,613,614,18,0.50,14721.2,-1.27,11.4
1.4,11.6,-21.0,2998,71,1.80,1325,419,38.4,100,613,613,19,0.50,14683.7,-1.33,11.1
1.5,13.5,-20.9,2998,71,1.80,1325,420,38.4,100,612,613,20,0.50,14693.5,-1.38,10.0
1.6,15.5,-20.9,2998,71,1.80,1325,420,38.4,100,611,612,22,0.50,14665.8,-1.43,7.1
1.7,17.1,-20.3,2998,71,1.80,1324,421,38.3,100,610,611,24,0.50,14638.3,-1.47,8.5
1.8,18.4,-19.7,2998,71,1.80,1324,421,38.3,100,610,610,25,0.50,14601.0,-1.50,8.0
1.9,19.8,-19.2,2998,71,1.80,1324,421,38.3,100,609,610,27,0.50,14620.6,-1.54,6.5
