"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,-33.5,-38.9,2999,67,1.80,1330,374,40.0,100,646,648,80,0.53,16984.8,0.33,6.9
0.1,-31.6,-39.9,2999,67,1.80,1330,375,40.0,100,646,648,76,0.53,16945.6,0.20,9.0
0.2,-29.9,-40.8,2999,67,1.80,1330,376,39.9,100,646,648,74,0.53,16925.9,0.09,9.4
0.3,-27.7,-41.5,2999,67,1.80,1330,376,39.9,100,646,648,71,0.53,16896.5,-0.01,9.5
0.4,-25.3,-41.6,2999,67,1.80,1329,377,39.9,100,645,647,68,0.53,16817.1,-0.10,10.0
0.5,-22.8,-41.7,2999,67,1.80,1329,377,39.9,100,645,647,66,0.53,16797.5,-0.18,10.7
0.6,-20.0,-41.7,2999,67,1.80,1329,378,39.9,100,645,647,63,0.53,16768.1,-0.26,11.7
0.7,-17.5,-41.0,2999,67,1.80,1329,379,39.9,100,644,646,62,0.53,16708.4,-0.32,12.7
0.8,-14.0,-40.3,2998,67,1.80,1329,380,39.8,100,644,646,60,0.53,16688.8,-0.38,14.2
0.9,-10.2,-39.7,2998,68,1.80,1328,381,39.8,100,643,645,59,0.53,16629.1,-0.44,15.1
1.0,-6.1,-39.7,2998,68,1.80,1328,382,39.8,100,642,644,58,0.52,16569.6,-0.58,15.4
1.1,-2.2,-39.7,2998,68,1.80,1328,383,39.8,100,642,643,58,0.52,16519.9,-0.70,14.5
1.2,1.4,-39.7,2998,68,1.80,1328,383,39.7,100,641,643,58,0.52,16519.9,-0.82,13.5
1.3,4.7,-38.6,2997,68,1.80,1328,384,39.7,100,640,642,58,0.52,16470.4,-0.92,12.9
1.4,7.9,-37.7,2997,68,1.80,1328,385,39.6,100,639,641,59,0.52,16430.7,-1.01,12.8
1.5,11.0,-36.8,2997,68,1.80,1327,386,39.6,100,638,640,60,0.52,16391.1,-1.10,12.5
1.6,13.4,-36.8,2997,68,1.80,1327,387,39.6,100,637,639,61,0.52,16351.5,-1.26,12.6
1.7,16.6,-36.7,2997,68,1.80,1327,389,39.5,100,636,638,62,0.52,16312.1,-1.41,12.8
1.8,19.1,-36.7,2997,68,1.80,1327,390,39.5,100,635,637,64,0.52,16282.5,-1.55,12.6
1.9,22.2,-35.8,2997,69,1.80,1327,391,39.4,100,634,636,66,0.52,16253.0,-1.67,13.0
2.0,25.6,-34.9,2997,69,1.80,1327,393,39.4,100,632,634,68,0.52,16174.6,-1.78,13.9
2.1,29.2,-34.2,2997,69,1.80,1327,395,39.3,100,631,633,71,0.52,16155.2,-1.87,15.1
2.2,32.3,-34.2,2997,69,1.80,1327,397,39.3,100,630,632,74,0.52,16135.8,-2.06,15.0
2.3,36.6,-34.1,2996,69,1.80,1327,399,39.2,100,628,630,78,0.51,16077.7,-2.22,14.4
2.4,39.2,-34.1,2996,69,1.80,1327,400,39.2,100,627,629,81,0.51,16058.5,-2.37,13.1
2.5,41.8,-33.1,2996,69,1.80,1327,401,39.1,100,625,628,85,0.51,16049.3,-2.50,10.6
2.6,43.9,-32.1,2996,69,1.80,1327,403,39.0,100,624,626,90,0.51,16001.6,-2.62,9.7
2.7,45.6,-31.3,2996,69,1.80,1327,404,39.0,100,622,625,94,0.51,15992.5,-2.72,10.3
2.8,48.2,-31.5,2996,70,1.80,1327,406,38.9,100,620,623,99,0.51,15945.3,-2.91,10.2
2.9,50.3,-31.7,2996,70,1.80,1327,409,38.8,100,618,622,105,0.51,15956.1,-3.08,10.3
3.0,52.1,-31.8,2996,70,1.80,1327,411,38.8,100,617,620,109,0.51,15899.5,-3.24,10.4
3.1,54.0,-29.7,2996,70,1.80,1327,413,38.7,100,615,619,114,0.50,15900.8,-3.28,8.9
3.2,55.5,-27.8,2996,70,1.80,1327,415,38.6,100,613,617,120,0.50,15864.3,-3.32,7.8
3.3,57.1,-26.1,2996,71,1.80,1328,417,38.6,100,612,615,126,0.50,15828.1,-3.36,9.0
3.4,59.0,-25.6,2996,71,1.80,1328,419,38.5,100,610,614,132,0.50,15839.5,-3.48,9.7
3.5,60.4,-25.2,2996,71,1.80,1328,421,38.4,100,608,612,137,0.50,15794.0,-3.60,9.0
3.6,62.0,-24.8,2996,71,1.80,1328,423,38.4,100,606,611,143,0.50,15805.6,-3.70,8.6
3.7,63.8,-23.9,2996,71,1.80,1328,426,38.3,100,605,609,150,0.50,15780.2,-3.79,9.7
3.8,65.5,-23.0,2996,72,1.80,1328,428,38.2,100,603,607,157,0.50,15755.0,-3.87,8.9
3.9,66.9,-22.3,2996,72,1.80,1329,430,38.1,100,601,606,163,0.49,15767.1,-3.94,7.2
4.0,67.6,-21.2,2996,72,1.80,1329,432,38.1,100,599,604,169,0.49,15732.6,-4.01,5.6
4.1,68.2,-20.2,2996,72,1.80,1329,434,38.0,100,597,602,176,0.49,15708.2,-4.07,4.1
4.2,68.8,-19.3,2996,72,1.80,1329,436,37.9,100,595,601,183,0.49,15730.5,-4.12,5.3
4.3,69.8,-18.2,2996,72,1.80,1329,439,37.8,100,593,599,192,0.49,15726.2,-4.17,6.1
4.4,70.4,-17.2,2996,72,1.80,1330,440,37.8,100,592,597,198,0.49,15692.7,-4.21,5.0
4.5,71.0,-16.3,2996,72,1.80,1330,443,37.7,100,590,596,205,0.49,15715.4,-4.25,4.9
4.6,71.5,-15.2,2996,73,1.80,1330,445,37.6,100,588,594,211,0.49,15682.4,-4.29,5.6
4.7,72.4,-14.3,2996,73,1.80,1330,448,37.6,100,586,593,219,0.48,15715.1,-4.32,6.0
4.8,73.2,-13.5,2996,73,1.80,1331,450,37.5,100,584,591,228,0.48,15712.0,-4.35,5.0
4.9,73.6,-12.4,2996,73,1.80,1331,452,37.4,100,583,589,234,0.48,15679.8,-4.37,4.4
5.0,73.9,-11.4,2996,73,1.80,1331,454,37.3,100,581,588,240,0.48,15693.3,-4.39,4.1
5.1,74.3,-10.6,2996,73,1.80,1331,456,37.3,100,579,586,248,0.48,15681.2,-4.41,4.1
5.2,74.9,-9.6,2996,74,1.80,1332,459,37.2,100,577,584,257,0.48,15679.2,-4.43,4.5
5.3,75.2,-8.7,2996,74,1.80,1332,461,37.1,100,576,583,263,0.48,15693.0,-4.44,3.4
5.4,75.3,-7.9,2996,74,1.80,1332,463,37.1,100,574,582,271,0.47,15726.6,-4.46,2.7
5.5,75.4,-5.7,2996,74,1.80,1333,465,37.0,100,572,580,279,0.47,15715.4,-4.38,2.4
5.6,75.5,-3.7,2996,74,1.80,1333,467,36.9,100,570,578,287,0.47,15704.5,-4.31,2.1
5.7,75.4,-1.8,2996,74,1.79,1333,470,36.8,100,569,577,295,0.47,15738.4,-4.25,0.0
5.8,75.6,-1.6,2996,74,1.79,1333,472,36.8,100,567,575,303,0.47,15728.0,-4.29,3.8
5.9,75.9,-1.4,2996,75,1.79,1334,474,36.7,100,566,574,309,0.47,15742.6,-4.32,4.2
6.0,76.4,-1.2,2996,75,1.79,1334,476,36.6,100,564,572,317,0.47,15732.6,-4.35,4.2
6.1,76.4,0.6,2996,75,1.79,1334,478,36.6,100,562,571,325,0.47,15767.0,-4.28,0.0
6.2,76.2,2.2,2996,75,1.79,1335,480,36.5,100,560,569,333,0.47,15757.5,-4.22,0.0
6.3,75.9,3.7,2996,75,1.79,1335,482,36.4,100,559,568,341,0.46,15792.1,-4.17,0.0
6.4,75.6,5.0,2996,75,1.79,1335,484,36.4,100,557,567,348,0.46,15817.0,-4.12,0.0
6.5,75.4,6.2,2996,75,1.79,1335,486,36.3,100,555,565,356,0.46,15808.1,-4.07,0.0
6.6,75.4,7.2,2997,75,1.79,1336,489,36.3,100,554,564,364,0.46,15843.1,-4.03,0.0
6.7,75.2,8.1,2997,75,1.79,1336,491,36.2,100,553,563,370,0.46,15858.4,-4.00,0.9
6.8,75.0,9.0,2997,76,1.79,1336,493,36.1,100,551,561,378,0.46,15850.2,-3.97,0.0
7.0,74.7,9.7,2997,76,1.79,1337,495,36.1,100,550,560,385,0.46,15875.6,-3.94,0.0
7.1,74.6,10.4,2997,76,1.79,1337,497,36.0,100,548,559,392,0.46,15901.1,-3.91,2.8
7.2,75.4,11.1,2997,76,1.79,1337,500,36.0,100,547,557,400,0.46,15893.5,-3.88,7.4
7.3,76.7,11.6,2997,76,1.79,1338,502,35.9,100,545,556,410,0.45,15948.6,-3.86,6.5
7.4,77.1,12.4,2997,76,1.79,1338,504,35.9,100,544,555,416,0.45,15964.6,-3.84,3.3
7.5,77.0,13.1,2997,76,1.79,1338,505,35.8,100,542,553,424,0.45,15957.6,-3.83,0.0
7.6,76.8,13.7,2997,76,1.79,1338,507,35.7,100,541,552,432,0.45,15993.5,-3.81,0.0
7.7,76.6,14.3,2997,76,1.79,1339,508,35.7,100,539,551,440,0.45,16029.4,-3.80,0.0
7.8,76.4,14.8,2997,76,1.79,1339,510,35.6,100,538,550,448,0.45,16065.4,-3.78,0.0
7.9,76.3,15.2,2997,76,1.79,1339,511,35.6,100,537,549,454,0.45,16081.9,-3.77,0.0
8.0,76.1,15.6,2997,77,1.79,1340,513,35.5,100,535,547,462,0.45,16075.8,-3.77,0.0
8.1,75.9,15.9,2997,77,1.79,1340,515,35.5,100,534,546,470,0.45,16112.1,-3.76,0.0
8.2,75.7,16.2,2997,77,1.79,1340,518,35.4,100,533,545,478,0.45,16148.5,-3.75,0.0
8.3,75.5,17.9,2997,77,1.79,1341,520,35.4,100,531,544,486,0.45,16184.9,-3.65,0.0
8.4,75.4,19.4,2997,77,1.79,1341,521,35.3,100,530,543,492,0.44,16201.9,-3.56,0.0
8.5,75.5,20.8,2997,77,1.79,1341,523,35.3,100,529,542,500,0.44,16238.5,-3.48,1.5
8.6,75.6,20.6,2997,77,1.79,1341,525,35.2,100,527,540,510,0.44,16253.1,-3.50,2.6
8.7,75.8,20.5,2997,77,1.79,1342,527,35.2,100,526,540,516,0.44,16312.0,-3.52,3.1
8.8,76.0,20.4,2997,77,1.79,1342,529,35.1,100,525,538,524,0.44,16307.3,-3.54,2.6
8.9,76.0,21.7,2997,78,1.79,1342,530,35.1,100,524,537,532,0.44,16344.3,-3.46,0.0
