"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,19.8,4.0,2999,73,1.80,1324,452,37.4,100,577,589,427,0.48,17573.2,0.59,8.5
0.1,21.0,4.1,2999,73,1.80,1324,452,37.4,100,576,588,429,0.48,17547.4,0.44,3.8
0.2,21.2,4.1,2999,73,1.80,1324,452,37.3,100,576,588,431,0.48,17567.0,0.31,1.7
0.3,21.2,2.8,2999,73,1.80,1324,452,37.3,100,575,587,433,0.48,17541.3,0.09,1.7
0.4,21.4,1.6,2999,73,1.80,1324,453,37.3,100,575,587,435,0.48,17560.9,-0.10,2.3
0.5,21.7,0.5,2999,73,1.80,1324,453,37.3,100,574,587,437,0.48,17580.5,-0.28,3.3
0.6,22.8,1.2,2999,74,1.80,1324,455,37.3,100,574,586,440,0.48,17564.7,-0.34,6.9
0.7,24.4,1.8,2999,74,1.80,1324,457,37.3,100,573,586,442,0.48,17584.3,-0.40,9.4
0.8,26.2,2.4,2999,74,1.80,1324,458,37.2,100,573,585,445,0.48,17568.6,-0.45,10.7
0.9,28.4,3.4,2998,74,1.80,1324,459,37.2,100,572,585,447,0.48,17588.2,-0.50,10.1
1.0,30.1,4.4,2998,74,1.80,1324,460,37.2,100,572,584,450,0.48,17572.5,-0.54,10.3
1.1,32.2,5.3,2998,74,1.80,1324,461,37.2,100,571,584,453,0.48,17602.0,-0.58,10.6
1.2,34.9,5.2,2998,74,1.80,1324,461,37.1,100,570,583,457,0.48,17596.2,-0.70,10.7
1.3,36.6,5.1,2998,74,1.80,1324,462,37.1,100,569,582,460,0.48,17580.7,-0.82,10.6
1.4,38.6,5.0,2998,74,1.80,1323,462,37.1,100,569,581,464,0.48,17575.0,-0.92,9.4
1.5,40.3,5.6,2998,74,1.80,1323,463,37.0,100,568,581,468,0.48,17614.3,-1.01,8.6
1.6,41.7,6.0,2998,74,1.80,1323,464,37.0,100,567,580,473,0.47,17618.5,-1.09,7.6
1.7,42.9,6.5,2998,74,1.80,1323,465,37.0,100,566,579,477,0.47,17613.1,-1.17,6.6
1.8,43.8,5.7,2998,74,1.80,1323,466,36.9,100,565,578,481,0.47,17607.7,-1.33,7.3
1.9,45.1,5.0,2998,74,1.80,1323,467,36.9,100,564,578,485,0.47,17646.9,-1.47,7.2
2.0,46.2,4.3,2998,74,1.80,1323,468,36.9,100,563,577,490,0.47,17651.4,-1.60,6.6
2.1,47.2,5.6,2998,75,1.80,1323,469,36.8,100,562,576,495,0.47,17656.0,-1.62,6.2
2.2,48.1,6.8,2998,75,1.80,1323,470,36.8,100,561,575,500,0.47,17660.6,-1.65,5.9
