"Time, s","Altitude, m","IAS, km/h","TAS, km/h","Propeller efficiency, %[1]","Propeller efficiency, %[2]","Propeller pitch, deg[1]","Propeller pitch, deg[2]","Propeller pitch, %[1]","Propeller pitch, %[2]",RPM[1],RPM[2],"Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]","Pitch angle, deg","AoA, deg","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s",Mach number,"Manifold pressure, atm[1]","Manifold pressure, atm[2]"
18.0,1474,650,698,80,80,48.3,48.3,100,100,2853,2853,1134,1134,357,357,25.4,-1.2,87.7,0.04,86.9,0.58,1.61,1.61
18.1,1485,651,699,79,79,48.4,48.4,100,100,2852,2852,1134,1134,351,351,25.4,-1.2,88.3,0.06,87.1,0.58,1.61,1.61
18.2,1494,651,699,79,79,48.4,48.4,100,100,2851,2851,1134,1134,352,352,25.4,-1.2,88.3,0.07,87.1,0.58,1.61,1.61
18.3,1501,651,699,79,79,48.4,48.4,100,100,2850,2850,1134,1134,352,352,25.4,-1.2,88.7,0.08,87.1,0.58,1.60,1.60
18.4,1510,650,699,82,82,48.4,48.4,100,100,2850,2850,1134,1134,364,364,25.4,-1.2,88.7,0.09,87.1,0.58,1.60,1.60
18.5,1519,650,699,80,80,48.4,48.4,100,100,2849,2849,1134,1134,354,354,25.4,-1.2,88.7,0.08,87.0,0.58,1.60,1.60
18.6,1528,649,698,80,80,48.4,48.4,100,100,2849,2849,1134,1134,355,355,25.4,-1.2,88.4,0.07,87.0,0.58,1.60,1.60
18.7,1537,649,698,80,80,48.4,48.4,100,100,2849,2849,1135,1135,354,354,25.4,-1.2,88.3,0.07,87.0,0.58,1.60,1.60
18.8,1545,648,698,79,79,48.4,48.4,100,100,2849,2849,1135,1135,353,353,25.4,-1.2,88.2,0.06,87.0,0.58,1.60,1.60
18.9,1554,648,698,79,79,48.4,48.4,100,100,2850,2850,1136,1136,353,353,25.4,-1.2,88.1,0.06,87.0,0.58,1.60,1.60
19.0,1563,648,698,80,80,48.4,48.4,100,100,2850,2850,1136,1136,356,356,25.4,-1.2,87.8,0.04,86.9,0.58,1.60,1.60
19.1,1572,647,698,80,80,48.4,48.4,100,100,2851,2851,1137,1137,357,357,25.4,-1.2,87.8,0.03,86.9,0.58,1.60,1.60
19.2,1581,647,698,81,81,48.4,48.4,100,100,2851,2851,1137,1137,360,360,25.4,-1.2,87.1,0.01,86.8,0.58,1.60,1.60
19.3,1588,647,698,80,80,48.4,48.4,100,100,2851,2851,1137,1137,359,359,25.4,-1.2,87.0,0.00,86.9,0.58,1.60,1.60
19.4,1597,648,699,79,79,48.4,48.4,100,100,2851,2851,1138,1138,351,350,25.4,-1.2,87.4,0.02,87.0,0.58,1.61,1.61
19.5,1606,647,699,79,79,48.4,48.4,100,100,2850,2850,1138,1138,351,351,25.4,-1.2,87.6,0.03,87.0,0.58,1.61,1.61
19.6,1615,647,699,79,79,48.4,48.4,100,100,2850,2850,1138,1138,351,351,25.4,-1.2,87.6,0.04,87.0,0.58,1.61,1.61
19.7,1624,646,698,80,80,48.4,48.4,100,100,2850,2850,1138,1138,355,355,25.4,-1.2,87.6,0.04,87.0,0.58,1.60,1.60
19.8,1632,646,699,79,79,48.4,48.4,100,100,2850,2850,1138,1138,350,350,25.4,-1.2,87.6,0.04,87.0,0.58,1.60,1.60
19.9,1641,646,699,78,78,48.4,48.4,100,100,2849,2849,1139,1139,349,349,25.4,-1.2,87.8,0.04,87.0,0.58,1.60,1.60
20.0,1650,645,698,80,80,48.4,48.4,100,100,2850,2850,1139,1139,356,356,25.4,-1.2,87.8,0.03,86.9,0.58,1.60,1.60
20.1,1659,645,698,80,80,48.4,48.4,100,100,2850,2850,1139,1139,356,356,25.4,-1.2,87.4,0.03,86.8,0.58,1.60,1.60
20.2,1668,644,698,80,80,48.4,48.4,100,100,2850,2850,1139,1139,359,359,25.4,-1.2,87.4,0.01,86.8,0.58,1.60,1.60
20.3,1675,644,698,80,80,48.4,48.4,100,100,2850,2850,1140,1140,359,359,25.4,-1.2,86.8,0.00,86.8,0.58,1.60,1.60
20.4,1684,644,698,80,80,48.4,48.4,100,100,2850,2850,1140,1140,360,360,25.4,-1.2,86.8,-0.01,86.8,0.58,1.60,1.60
20.5,1693,643,698,81,80,48.4,48.4,100,100,2850,2850,1140,1140,360,360,25.4,-1.2,86.3,-0.02,86.7,0.58,1.60,1.60
20.6,1702,643,697,81,81,48.4,48.4,100,100,2850,2850,1140,1140,363,363,25.4,-1.2,85.9,-0.04,86.7,0.58,1.60,1.60
20.7,1709,643,698,81,81,48.5,48.5,100,100,2850,2850,1141,1141,360,360,25.4,-1.2,85.8,-0.05,86.7,0.58,1.60,1.60
20.8,1718,642,697,81,81,48.5,48.5,100,100,2850,2850,1141,1141,363,363,25.4,-1.2,85.6,-0.06,86.7,0.58,1.60,1.60
20.9,1729,643,699,79,79,48.5,48.5,100,100,2850,2850,1142,1142,351,351,25.4,-1.2,85.6,-0.03,86.9,0.58,1.61,1.61
21.0,1738,643,699,79,79,48.5,48.5,100,100,2850,2850,1142,1142,351,351,25.4,-1.2,86.6,-0.01,86.9,0.58,1.61,1.61
21.1,1747,643,699,78,78,48.5,48.5,100,100,2850,2850,1142,1142,351,351,25.4,-1.2,86.9,0.00,86.9,0.58,1.61,1.61
21.2,1755,641,697,81,81,48.5,48.5,100,100,2850,2850,1142,1142,363,363,25.4,-1.2,86.4,-0.02,86.7,0.58,1.60,1.60
21.3,1762,641,698,81,81,48.5,48.5,100,100,2850,2850,1142,1142,360,360,25.4,-1.2,86.4,-0.03,86.7,0.58,1.60,1.60
21.4,1773,642,698,79,79,48.5,48.5,100,100,2851,2850,1143,1143,356,356,25.4,-1.2,86.3,-0.03,86.8,0.58,1.61,1.61
21.5,1782,641,698,80,80,48.5,48.5,100,100,2851,2851,1143,1143,359,359,25.4,-1.2,86.4,-0.02,86.8,0.58,1.60,1.60
21.6,1791,641,698,80,80,48.5,48.5,100,100,2851,2851,1144,1144,359,359,25.4,-1.2,86.4,-0.02,86.8,0.58,1.60,1.60
21.7,1798,641,699,80,80,48.5,48.5,100,100,2850,2850,1144,1144,357,357,25.4,-1.2,86.7,-0.01,86.9,0.58,1.60,1.60
21.8,1807,640,698,80,80,48.5,48.5,100,100,2850,2850,1144,1144,360,360,25.4,-1.2,86.8,0.00,86.8,0.58,1.60,1.60
21.9,1816,639,698,81,81,48.5,48.5,100,100,2850,2850,1144,1144,362,362,25.4,-1.2,86.8,-0.01,86.8,0.58,1.60,1.60
22.0,1825,639,698,81,81,48.5,48.5,100,100,2850,2850,1144,1144,362,362,25.4,-1.2,86.5,-0.02,86.8,0.58,1.60,1.60
22.1,1832,639,698,81,81,48.5,48.5,100,100,2850,2850,1145,1145,362,362,25.4,-1.2,86.4,-0.02,86.8,0.58,1.60,1.60
22.2,1842,639,698,81,81,48.5,48.5,100,100,2850,2850,1145,1145,362,362,25.4,-1.2,86.3,-0.02,86.8,0.58,1.60,1.60
22.3,1851,638,698,81,81,48.5,48.5,100,100,2850,2850,1145,1145,365,365,25.4,-1.2,86.3,-0.03,86.8,0.58,1.60,1.60
22.4,1860,638,697,81,81,48.5,48.5,100,100,2850,2850,1145,1145,364,364,25.4,-1.2,85.9,-0.04,86.8,0.58,1.60,1.60
22.5,1869,637,698,81,81,48.5,48.5,100,100,2850,2850,1146,1146,364,364,25.4,-1.2,85.9,-0.05,86.8,0.58,1.60,1.60
22.6,1876,637,698,81,81,48.5,48.5,100,100,2850,2850,1146,1146,362,362,25.4,-1.2,86.0,-0.04,86.8,0.58,1.60,1.60
22.7,1885,638,699,79,79,48.5,48.5,100,100,2850,2850,1147,1147,353,353,25.4,-1.2,86.7,-0.01,87.0,0.58,1.61,1.61
22.8,1894,636,697,82,82,48.5,48.5,100,100,2850,2850,1146,1146,367,367,25.4,-1.2,86.7,-0.04,86.7,0.58,1.60,1.60
23.0,1903,638,699,79,79,48.5,48.5,100,100,2850,2850,1147,1147,354,354,25.4,-1.2,86.7,-0.01,87.0,0.58,1.61,1.61
23.0,1912,637,699,80,80,48.5,48.5,100,100,2850,2850,1148,1148,358,358,25.4,-1.2,86.7,0.00,86.9,0.58,1.61,1.61
23.1,1921,637,699,80,80,48.5,48.5,100,100,2850,2850,1148,1148,358,358,25.4,-1.2,87.2,0.01,86.9,0.58,1.61,1.61
23.2,1930,636,698,80,80,48.5,48.5,100,100,2850,2850,1148,1148,361,361,25.4,-1.2,87.2,0.01,86.9,0.58,1.60,1.60
23.3,1939,636,698,80,80,48.5,48.5,100,100,2850,2850,1148,1148,361,361,25.4,-1.2,87.2,0.02,86.9,0.58,1.60,1.60
23.5,1948,635,698,81,81,48.5,48.5,100,100,2850,2850,1148,1148,364,364,25.4,-1.2,87.1,0.01,86.8,0.58,1.60,1.60
23.6,1956,635,698,80,80,48.6,48.6,100,100,2850,2850,1149,1149,361,361,25.4,-1.2,87.1,0.02,86.8,0.58,1.60,1.60
23.7,1965,635,699,80,80,48.6,48.6,100,100,2850,2850,1149,1149,361,361,25.4,-1.2,87.2,0.02,86.8,0.58,1.60,1.60
23.8,1974,634,698,81,81,48.6,48.6,100,100,2850,2850,1149,1149,364,364,25.4,-1.2,87.0,0.01,86.8,0.58,1.60,1.60
23.9,1983,634,698,81,81,48.6,48.6,100,100,2850,2850,1149,1149,364,364,25.4,-1.2,87.0,0.01,86.7,0.58,1.60,1.60
24.0,1992,634,698,81,81,48.6,48.6,100,100,2850,2850,1150,1150,363,363,25.4,-1.2,86.7,0.00,86.7,0.58,1.60,1.60
24.1,1999,634,698,81,81,48.6,48.6,100,100,2850,2850,1150,1150,364,364,25.4,-1.2,86.5,-0.01,86.7,0.58,1.60,1.60
24.2,2006,633,698,81,81,48.6,48.6,100,100,2850,2850,1150,1150,364,364,25.4,-1.2,86.4,-0.02,86.7,0.58,1.60,1.60
24.3,2017,633,697,82,82,48.6,48.6,100,100,2850,2850,1150,1150,367,367,25.4,-1.2,85.9,-0.03,86.6,0.58,1.60,1.60
24.4,2026,634,699,79,79,48.6,48.6,100,100,2850,2850,1151,1151,356,356,25.4,-1.2,86.5,-0.01,86.8,0.58,1.61,1.61
24.5,2035,634,699,79,79,48.6,48.6,100,100,2850,2850,1151,1151,356,356,25.3,-1.2,86.8,0.00,86.8,0.58,1.61,1.61
24.6,2042,632,697,82,82,48.6,48.6,100,100,2850,2850,1151,1151,367,367,25.3,-1.2,86.8,-0.02,86.6,0.58,1.60,1.60
24.7,2051,632,697,81,81,48.6,48.6,100,100,2850,2850,1151,1151,367,367,25.3,-1.2,85.9,-0.04,86.6,0.58,1.60,1.60
24.8,2060,631,697,81,81,48.6,48.6,100,100,2850,2850,1152,1152,367,367,25.3,-1.2,85.9,-0.04,86.5,0.58,1.60,1.60
24.9,2069,631,697,81,81,48.6,48.6,100,100,2850,2850,1152,1152,367,367,25.3,-1.2,85.5,-0.05,86.5,0.58,1.60,1.60
25.0,2078,631,697,81,81,48.6,48.6,100,100,2850,2850,1152,1152,367,367,25.3,-1.2,85.4,-0.05,86.5,0.58,1.60,1.60
25.1,2086,631,698,81,81,48.6,48.6,100,100,2850,2850,1153,1153,365,365,25.3,-1.2,85.5,-0.05,86.5,0.58,1.60,1.60
25.2,2095,630,697,81,81,48.6,48.6,100,100,2850,2850,1153,1153,367,367,25.3,-1.2,85.4,-0.05,86.5,0.58,1.60,1.60
25.3,2104,631,699,79,79,48.6,48.6,100,100,2850,2850,1154,1154,357,357,25.3,-1.2,85.4,-0.03,86.7,0.58,1.61,1.61
25.4,2113,631,699,79,79,48.6,48.6,100,100,2850,2850,1154,1154,357,357,25.3,-1.2,86.6,0.00,86.6,0.58,1.61,1.61
25.5,2122,629,697,82,82,48.6,48.6,100,100,2850,2850,1153,1153,371,371,25.3,-1.2,86.0,-0.02,86.4,0.58,1.60,1.60
25.6,2131,631,699,79,79,48.6,48.6,100,100,2850,2850,1154,1154,357,357,25.3,-1.2,86.8,0.01,86.6,0.58,1.61,1.61
25.7,2138,629,697,82,82,48.6,48.6,100,100,2850,2850,1154,1154,368,368,25.3,-1.2,86.8,0.00,86.4,0.58,1.60,1.60
25.8,2147,630,699,79,79,48.6,48.6,100,100,2850,2850,1155,1155,357,357,25.3,-1.2,86.4,-0.01,86.6,0.58,1.61,1.61
25.9,2158,629,698,80,80,48.6,48.6,100,100,2850,2850,1155,1155,361,361,25.3,-1.2,86.5,0.00,86.6,0.58,1.60,1.60
26.0,2165,628,697,82,82,48.6,48.6,100,100,2850,2850,1155,1155,371,371,25.3,-1.2,86.5,-0.02,86.3,0.58,1.60,1.60
26.1,2174,629,699,79,79,48.6,48.6,100,100,2850,2850,1156,1156,357,357,25.3,-1.2,85.8,-0.04,86.6,0.58,1.61,1.61
26.2,2183,629,699,79,79,48.6,48.6,100,100,2850,2850,1156,1156,357,357,25.3,-1.2,85.8,-0.02,86.6,0.58,1.61,1.61
26.3,2192,629,699,79,79,48.6,48.6,100,100,2850,2850,1156,1156,357,357,25.3,-1.2,86.5,-0.01,86.6,0.58,1.61,1.61
26.4,2201,628,699,79,79,48.6,48.6,100,100,2850,2850,1157,1157,358,358,25.3,-1.2,86.5,0.01,86.6,0.58,1.61,1.61
26.5,2208,627,697,82,82,48.7,48.7,100,100,2850,2850,1156,1156,369,369,25.3,-1.2,86.1,-0.02,86.4,0.58,1.60,1.60
26.6,2217,628,699,79,79,48.7,48.7,100,100,2850,2850,1157,1157,358,358,25.3,-1.2,86.1,0.00,86.6,0.58,1.61,1.61
26.7,2226,628,699,79,79,48.7,48.7,100,100,2850,2850,1157,1157,358,359,25.3,-1.1,86.8,0.01,86.6,0.58,1.61,1.61
26.8,2235,627,699,79,79,48.7,48.7,100,100,2850,2850,1158,1158,359,359,25.3,-1.1,86.8,0.02,86.6,0.58,1.61,1.61
26.9,2244,627,699,79,79,48.7,48.7,100,100,2850,2850,1158,1158,359,359,25.3,-1.1,87.2,0.03,86.6,0.58,1.61,1.61
27.0,2252,625,697,82,82,48.7,48.7,100,100,2850,2850,1157,1157,370,370,25.3,-1.1,87.2,0.01,86.4,0.58,1.60,1.60
27.1,2261,626,699,79,79,48.7,48.7,100,100,2850,2850,1158,1158,359,359,25.3,-1.1,87.0,0.02,86.6,0.58,1.61,1.61
27.2,2270,626,699,79,79,48.7,48.7,100,100,2850,2850,1159,1159,359,359,25.3,-1.1,87.3,0.03,86.6,0.58,1.61,1.61
27.3,2277,624,697,82,82,48.7,48.7,100,100,2850,2850,1158,1158,370,370,25.3,-1.1,87.3,0.01,86.4,0.58,1.60,1.60
27.4,2288,625,699,80,80,48.7,48.7,100,100,2850,2850,1159,1159,363,363,25.3,-1.1,86.9,0.02,86.5,0.58,1.61,1.61
27.5,2295,625,699,79,79,48.7,48.7,100,100,2850,2850,1159,1159,359,359,25.4,-1.1,87.2,0.03,86.6,0.58,1.61,1.61
27.6,2304,625,699,79,79,48.7,48.7,100,100,2850,2850,1160,1160,360,360,25.4,-1.1,87.2,0.04,86.6,0.58,1.61,1.61
27.7,2313,625,699,79,79,48.7,48.7,100,100,2850,2850,1160,1160,360,360,25.4,-1.1,87.5,0.05,86.6,0.58,1.61,1.61
27.8,2322,625,699,79,79,48.7,48.7,100,100,2850,2850,1160,1160,360,360,25.4,-1.1,87.5,0.05,86.7,0.58,1.61,1.61
27.9,2331,624,698,80,80,48.7,48.7,100,100,2850,2850,1160,1160,364,364,25.4,-1.1,87.5,0.05,86.6,0.58,1.61,1.61
28.0,2338,624,699,79,79,48.7,48.7,100,100,2850,2850,1161,1161,360,360,25.4,-1.1,87.5,0.05,86.7,0.59,1.61,1.61
28.1,2347,624,699,79,79,48.7,48.7,100,100,2850,2850,1161,1161,360,360,25.4,-1.1,87.8,0.05,86.7,0.59,1.61,1.61
28.2,2356,623,698,80,80,48.7,48.7,100,100,2850,2850,1161,1161,364,364,25.4,-1.1,87.7,0.05,86.7,0.58,1.61,1.61
28.3,2367,622,697,82,82,48.7,48.7,100,100,2850,2850,1161,1161,372,372,25.4,-1.1,87.7,0.02,86.6,0.58,1.60,1.60
28.4,2374,622,698,81,81,48.7,48.7,100,100,2850,2850,1161,1161,370,370,25.4,-1.1,86.8,0.01,86.7,0.58,1.60,1.60
28.5,2383,621,697,82,82,48.7,48.7,100,100,2850,2850,1161,1161,372,372,25.4,-1.1,86.4,-0.01,86.6,0.58,1.60,1.60
28.6,2392,621,697,82,82,48.7,48.7,100,100,2850,2850,1162,1162,372,372,25.5,-1.1,86.3,-0.02,86.6,0.58,1.60,1.60
28.7,2401,622,699,79,79,48.7,48.7,100,100,2850,2850,1163,1163,362,362,25.5,-1.1,87.0,0.00,86.9,0.59,1.61,1.61
28.8,2410,622,699,79,79,48.7,48.7,100,100,2850,2850,1163,1163,361,361,25.5,-1.1,87.2,0.02,86.9,0.59,1.61,1.61
28.9,2418,621,699,79,79,48.7,48.7,100,100,2850,2850,1163,1163,361,361,25.5,-1.1,87.4,0.03,86.9,0.59,1.61,1.61
29.0,2427,621,698,80,80,48.7,48.7,100,100,2850,2850,1163,1163,365,365,25.5,-1.1,87.4,0.03,86.9,0.59,1.60,1.60
29.1,2436,620,698,81,81,48.8,48.8,100,100,2850,2850,1163,1163,368,368,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
29.2,2445,620,698,81,81,48.8,48.8,100,100,2850,2850,1164,1164,368,368,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
29.3,2452,620,698,81,81,48.8,48.8,100,100,2850,2850,1164,1164,368,368,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
29.4,2461,619,698,81,81,48.8,48.8,100,100,2850,2850,1164,1164,368,368,25.5,-1.1,87.1,0.01,86.8,0.59,1.60,1.60
29.5,2470,619,698,81,81,48.8,48.8,100,100,2850,2850,1164,1164,368,368,25.5,-1.1,87.1,0.02,86.8,0.59,1.60,1.60
29.6,2479,618,698,81,81,48.8,48.8,100,100,2850,2850,1164,1164,371,371,25.5,-1.1,86.9,0.00,86.8,0.58,1.60,1.60
29.7,2488,618,698,81,81,48.8,48.8,100,100,2850,2850,1165,1165,370,371,25.5,-1.1,86.7,-0.01,86.8,0.59,1.60,1.60
29.8,2497,618,698,82,82,48.8,48.8,100,100,2850,2850,1165,1165,373,373,25.5,-1.1,86.7,-0.02,86.7,0.58,1.60,1.60
29.9,2504,618,698,81,81,48.8,48.8,100,100,2850,2850,1165,1165,371,371,25.5,-1.1,86.3,-0.02,86.8,0.59,1.60,1.60
30.0,2514,618,699,80,80,48.8,48.8,100,100,2850,2850,1166,1166,363,363,25.5,-1.1,86.9,0.00,86.9,0.59,1.61,1.61
30.1,2523,618,699,80,80,48.8,48.8,100,100,2850,2850,1166,1166,363,363,25.4,-1.1,87.1,0.01,86.9,0.59,1.61,1.61
30.2,2532,616,697,82,82,48.8,48.8,100,100,2850,2850,1166,1166,376,376,25.4,-1.1,86.2,-0.02,86.6,0.59,1.60,1.60
30.3,2539,617,698,81,81,48.8,48.8,100,100,2850,2850,1166,1166,371,371,25.4,-1.1,86.2,-0.03,86.7,0.59,1.60,1.60
30.4,2548,617,699,79,79,48.8,48.8,100,100,2850,2850,1167,1167,363,363,25.4,-1.1,86.7,-0.01,86.9,0.59,1.61,1.61
30.5,2557,617,699,79,79,48.8,48.8,100,100,2850,2850,1167,1167,363,363,25.4,-1.1,86.7,0.00,86.9,0.59,1.61,1.61
30.6,2566,617,699,79,79,48.8,48.8,100,100,2850,2850,1168,1168,363,363,25.4,-1.1,87.1,0.01,86.8,0.59,1.61,1.61
30.7,2575,616,699,80,80,48.8,48.8,100,100,2850,2850,1168,1168,367,367,25.4,-1.1,87.1,0.02,86.8,0.59,1.60,1.60
30.8,2584,616,698,81,81,48.8,48.8,100,100,2851,2851,1168,1168,370,370,25.4,-1.1,87.0,0.01,86.7,0.59,1.60,1.60
30.9,2591,616,699,80,80,48.8,48.8,100,100,2850,2850,1168,1168,368,368,25.4,-1.1,87.0,0.02,86.7,0.59,1.60,1.60
31.0,2600,615,699,80,80,48.8,48.8,100,100,2850,2850,1168,1168,368,368,25.4,-1.1,87.1,0.02,86.7,0.59,1.60,1.60
31.1,2609,615,698,81,81,48.8,48.8,100,100,2850,2850,1169,1169,370,370,25.4,-1.1,87.0,0.01,86.7,0.59,1.60,1.60
31.2,2618,615,698,81,81,48.8,48.8,100,100,2850,2850,1169,1169,370,370,25.4,-1.1,86.9,0.01,86.7,0.59,1.60,1.60
31.3,2627,614,698,81,81,48.8,48.8,100,100,2850,2850,1169,1169,370,370,25.4,-1.1,86.9,0.01,86.7,0.59,1.60,1.60
31.4,2636,614,698,81,81,48.8,48.8,100,100,2850,2850,1169,1169,370,370,25.4,-1.1,86.9,0.01,86.6,0.59,1.60,1.60
31.5,2645,614,698,81,81,48.8,48.8,100,100,2850,2850,1170,1170,370,370,25.4,-1.1,86.9,0.01,86.6,0.59,1.60,1.60
31.6,2654,613,698,81,81,48.8,48.8,100,100,2850,2850,1170,1170,370,370,25.4,-1.1,86.9,0.01,86.6,0.59,1.60,1.60
31.7,2664,613,699,80,80,48.8,48.8,100,100,2850,2850,1170,1170,367,367,25.4,-1.1,87.0,0.02,86.7,0.59,1.60,1.60
31.8,2671,614,699,79,79,48.9,48.9,100,100,2850,2850,1171,1171,364,364,25.4,-1.1,87.0,0.03,86.8,0.59,1.61,1.61
31.9,2680,613,699,80,80,48.9,48.9,100,100,2850,2850,1171,1171,368,368,25.4,-1.1,87.2,0.03,86.7,0.59,1.61,1.61
32.0,2689,612,698,81,81,48.9,48.9,100,100,2851,2851,1171,1171,371,371,25.4,-1.1,87.2,0.02,86.7,0.59,1.60,1.60
32.1,2698,612,698,81,81,48.9,48.9,100,100,2851,2851,1171,1171,371,371,25.4,-1.1,86.9,0.01,86.7,0.59,1.60,1.60
32.2,2705,612,699,80,80,48.9,48.9,100,100,2850,2850,1172,1172,365,365,25.4,-1.1,87.2,0.02,86.8,0.59,1.61,1.61
32.3,2714,612,699,81,80,48.9,48.9,100,100,2850,2850,1172,1172,369,369,25.4,-1.1,87.2,0.02,86.7,0.59,1.60,1.60
32.4,2723,612,699,81,81,48.9,48.9,100,100,2850,2850,1172,1172,370,369,25.5,-1.1,87.2,0.02,86.7,0.59,1.60,1.60
32.5,2732,611,698,81,81,48.9,48.9,100,100,2850,2850,1172,1172,370,369,25.5,-1.1,87.1,0.02,86.7,0.59,1.60,1.60
32.6,2741,611,699,80,80,48.9,48.9,100,100,2850,2850,1172,1172,369,369,25.5,-1.1,87.1,0.02,86.7,0.59,1.60,1.60
32.7,2748,611,699,80,80,48.9,48.9,100,100,2850,2850,1173,1173,366,366,25.5,-1.1,87.3,0.03,86.8,0.59,1.61,1.61
32.8,2757,611,699,80,80,48.9,48.9,100,100,2850,2850,1173,1173,366,366,25.5,-1.1,87.4,0.03,86.8,0.59,1.61,1.61
32.9,2766,611,699,80,80,48.9,48.9,100,100,2850,2850,1173,1173,366,366,25.5,-1.1,87.4,0.03,86.8,0.59,1.61,1.61
33.0,2776,610,699,80,80,48.9,48.9,100,100,2850,2850,1174,1174,370,370,25.5,-1.1,87.3,0.03,86.8,0.59,1.60,1.60
33.1,2785,610,699,80,80,48.9,48.9,100,100,2850,2850,1174,1174,366,366,25.5,-1.1,87.3,0.03,86.8,0.59,1.61,1.61
33.2,2792,608,697,82,82,48.9,48.9,100,100,2850,2850,1174,1174,376,376,25.5,-1.1,86.7,0.01,86.6,0.59,1.60,1.60
33.3,2801,609,699,80,80,48.9,48.9,100,100,2850,2850,1174,1174,367,367,25.5,-1.1,86.7,0.01,86.8,0.59,1.61,1.61
33.4,2810,609,699,80,80,48.9,48.9,100,100,2850,2850,1175,1175,367,367,25.5,-1.1,87.2,0.02,86.9,0.59,1.61,1.61
33.5,2819,609,699,81,81,48.9,48.9,100,100,2851,2851,1175,1175,371,371,25.5,-1.1,87.3,0.03,86.8,0.59,1.60,1.60
33.6,2828,608,698,81,81,48.9,48.9,100,100,2851,2851,1175,1175,373,373,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
33.7,2837,608,699,81,81,48.9,48.9,100,100,2850,2850,1175,1175,371,371,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
33.8,2846,608,699,81,81,48.9,48.9,100,100,2850,2850,1175,1175,371,371,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
33.9,2855,607,699,81,81,48.9,48.9,100,100,2850,2850,1176,1176,371,371,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
34.0,2864,607,699,80,80,48.9,48.9,100,100,2850,2850,1176,1176,371,371,25.5,-1.1,87.2,0.02,86.8,0.59,1.60,1.60
34.1,2871,607,699,80,80,48.9,48.9,100,100,2850,2850,1176,1176,367,367,25.5,-1.1,87.2,0.03,86.8,0.59,1.61,1.61
34.2,2880,606,698,81,81,49.0,49.0,100,100,2850,2850,1176,1176,373,373,25.5,-1.1,87.0,0.01,86.7,0.59,1.60,1.60
34.3,2889,606,698,81,81,49.0,49.0,100,100,2850,2850,1177,1177,373,373,25.5,-1.1,87.0,0.01,86.7,0.59,1.60,1.60
34.4,2898,606,698,81,81,49.0,49.0,100,100,2850,2850,1177,1177,373,373,25.4,-1.1,86.7,0.00,86.7,0.59,1.60,1.60
34.5,2907,606,698,81,81,49.0,49.0,100,100,2850,2850,1177,1177,374,374,25.4,-1.1,86.6,0.00,86.7,0.59,1.60,1.60
34.6,2915,606,699,81,81,49.0,49.0,100,100,2850,2850,1178,1178,372,372,25.4,-1.1,86.6,0.00,86.7,0.59,1.60,1.60
34.7,2924,605,699,81,81,49.0,49.0,100,100,2850,2850,1178,1178,372,372,25.4,-1.1,86.7,0.00,86.7,0.59,1.60,1.60
34.8,2933,605,699,81,81,49.0,49.0,100,100,2850,2850,1178,1178,372,372,25.4,-1.1,86.7,0.00,86.7,0.59,1.60,1.60
34.9,2942,604,698,81,81,49.0,49.0,100,100,2850,2850,1178,1178,374,374,25.4,-1.1,86.6,0.00,86.6,0.59,1.60,1.60
35.0,2951,604,698,82,82,49.0,49.0,100,100,2850,2850,1178,1178,377,377,25.4,-1.1,86.2,-0.02,86.6,0.59,1.60,1.60
35.1,2958,604,698,81,81,49.0,49.0,100,100,2850,2850,1179,1179,375,375,25.4,-1.1,86.2,-0.02,86.6,0.59,1.60,1.60
35.2,2967,604,698,81,81,49.0,49.0,100,100,2850,2850,1179,1179,375,375,25.4,-1.1,86.2,-0.02,86.6,0.59,1.60,1.60
35.3,2976,603,698,82,82,49.0,49.0,100,100,2850,2850,1179,1179,377,377,25.4,-1.1,86.2,-0.03,86.5,0.59,1.60,1.60
35.4,2985,603,698,82,82,49.0,49.0,100,100,2850,2850,1179,1179,377,377,25.4,-1.1,85.8,-0.03,86.5,0.59,1.60,1.60
35.5,2994,602,698,82,82,49.0,49.0,100,100,2850,2850,1179,1179,377,377,25.4,-1.1,85.6,-0.04,86.5,0.59,1.60,1.60
35.6,3001,602,698,82,82,49.0,49.0,100,100,2850,2850,1180,1180,377,377,25.4,-1.1,85.5,-0.05,86.5,0.59,1.60,1.60
35.7,3010,602,698,82,82,49.0,49.0,100,100,2850,2850,1180,1180,377,377,25.4,-1.1,85.5,-0.05,86.4,0.59,1.60,1.60
35.8,3019,601,698,82,82,49.0,49.0,100,100,2850,2850,1180,1180,379,379,25.4,-1.1,85.1,-0.07,86.4,0.59,1.60,1.60
35.9,3028,601,698,82,82,49.0,49.0,100,100,2850,2850,1180,1180,379,379,25.4,-1.1,84.9,-0.07,86.3,0.59,1.60,1.60
36.0,3037,602,699,80,80,49.0,49.0,100,100,2850,2850,1181,1181,370,370,25.4,-1.1,84.9,-0.04,86.5,0.59,1.61,1.61
