"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,0.7,-19.7,2999,70,1.80,2025,564,42.3,100,690,691,19,0.56,18607.7,-1.03,0.0
0.1,0.7,-19.5,2999,70,1.80,2025,564,42.3,100,690,690,19,0.56,18554.4,-1.02,0.0
0.2,0.6,-19.3,2999,70,1.80,2025,565,42.3,100,690,690,19,0.56,18554.4,-1.01,0.0
0.3,0.6,-19.1,2999,70,1.80,2025,565,42.3,100,689,690,19,0.56,18554.4,-1.00,0.0
0.4,0.5,-18.9,2999,70,1.80,2025,566,42.3,100,689,690,19,0.56,18554.4,-0.99,0.0
0.5,0.5,-18.7,2999,70,1.80,2025,566,42.3,100,689,689,19,0.56,18501.2,-0.98,0.0
0.6,0.4,-18.6,2999,70,1.80,2025,567,42.3,100,688,689,19,0.56,18501.2,-0.97,0.0
0.7,0.4,-18.5,2999,70,1.80,2025,567,42.3,100,688,689,19,0.56,18501.2,-0.97,0.0
0.8,0.4,-18.4,2999,70,1.80,2025,567,42.2,100,688,688,19,0.56,18448.1,-0.96,0.0
0.9,0.4,-18.3,2999,71,1.80,2025,568,42.2,100,687,688,19,0.56,18448.1,-0.96,0.4
1.0,0.2,-18.2,2999,71,1.80,2025,568,42.2,100,687,688,19,0.56,18448.1,-0.96,0.0
1.1,-0.2,-18.2,2999,70,1.80,2025,568,42.2,100,687,688,19,0.56,18448.1,-0.95,0.0
1.2,-0.8,-18.2,2999,71,1.80,2025,569,42.2,100,687,687,19,0.56,18395.1,-0.95,0.0
1.3,-1.2,-18.3,2999,71,1.80,2025,569,42.2,100,687,687,19,0.56,18395.1,-0.95,0.0
1.4,-1.3,-18.4,3000,71,1.80,2025,570,42.2,100,686,687,19,0.56,18395.1,-0.95,0.0
1.5,-1.1,-16.6,3000,71,1.80,2025,571,42.2,100,686,687,19,0.56,18395.1,-0.85,3.8
1.6,0.0,-15.1,3000,71,1.80,2025,573,42.2,100,686,686,19,0.56,18342.1,-0.77,7.6
1.7,2.4,-13.7,3000,71,1.80,2025,575,42.2,100,686,686,19,0.56,18342.1,-0.69,10.2
1.8,5.2,-13.6,2999,71,1.80,2025,576,42.2,100,685,686,19,0.56,18342.1,-0.71,10.9
1.9,8.2,-13.5,2999,71,1.80,2025,577,42.1,100,685,685,20,0.56,18299.0,-0.73,11.7
2.0,11.6,-13.4,2999,71,1.80,2025,578,42.1,100,684,685,21,0.56,18308.8,-0.75,12.8
2.1,15.2,-12.3,2999,71,1.80,2025,578,42.1,100,684,685,23,0.56,18328.4,-0.77,13.3
2.2,18.1,-11.4,2999,71,1.80,2024,579,42.1,100,683,684,24,0.56,18285.4,-0.78,13.2
2.3,21.6,-10.5,2998,72,1.80,2024,580,42.1,100,683,683,26,0.56,18252.3,-0.80,12.6
2.4,25.4,-10.5,2998,72,1.80,2024,581,42.0,100,682,683,29,0.56,18281.8,-0.90,11.3
2.5,27.6,-10.4,2998,72,1.80,2024,581,42.0,100,681,682,31,0.56,18248.7,-0.99,10.3
2.6,29.4,-10.4,2998,71,1.80,2024,581,42.0,100,680,682,34,0.56,18278.1,-1.08,8.5
2.7,31.1,-9.8,2998,72,1.80,2023,582,42.0,100,680,681,37,0.55,18255.0,-1.15,7.4
2.8,33.0,-9.3,2998,72,1.80,2023,583,41.9,100,679,680,40,0.55,18231.9,-1.22,8.7
2.9,35.3,-8.8,2998,72,1.80,2023,585,41.9,100,678,679,44,0.55,18218.7,-1.29,9.9
3.0,38.0,-9.4,2998,72,1.80,2023,587,41.9,100,677,678,47,0.55,18195.8,-1.43,10.9
3.1,39.9,-9.9,2998,72,1.80,2023,588,41.8,100,676,678,51,0.55,18235.0,-1.57,8.7
3.2,41.9,-10.5,2998,72,1.80,2022,589,41.8,100,675,677,56,0.55,18231.8,-1.68,7.1
3.3,43.0,-8.6,2998,72,1.80,2022,590,41.8,100,674,676,59,0.55,18209.0,-1.70,6.1
3.4,43.9,-7.0,2998,72,1.80,2022,591,41.7,100,673,675,64,0.55,18206.0,-1.71,5.0
3.5,45.3,-5.5,2998,72,1.80,2022,593,41.7,100,672,674,69,0.55,18203.0,-1.73,7.8
3.6,47.5,-5.5,2998,72,1.80,2022,595,41.6,100,671,673,73,0.55,18190.2,-1.83,9.8
3.7,49.9,-5.4,2998,73,1.80,2022,597,41.6,100,669,672,78,0.55,18187.4,-1.92,10.1
3.8,52.2,-5.4,2998,73,1.80,2022,599,41.6,100,668,671,84,0.55,18194.5,-2.01,9.3
3.9,53.7,-4.7,2998,73,1.80,2021,600,41.5,100,667,670,88,0.55,18182.0,-2.08,7.2
4.0,54.7,-4.1,2997,73,1.80,2021,600,41.5,100,666,669,94,0.55,18189.2,-2.15,4.8
4.1,55.7,-3.6,2997,73,1.80,2021,602,41.5,100,665,668,100,0.54,18196.4,-2.21,6.1
4.2,57.0,-2.8,2998,73,1.80,2024,604,41.4,100,664,667,105,0.54,18194.0,-2.27,7.0
4.3,58.5,-2.0,2998,73,1.80,2026,607,41.4,100,663,666,111,0.54,18201.4,-2.32,6.9
4.4,60.0,-1.3,2998,73,1.80,2029,611,41.3,100,661,665,118,0.54,18218.7,-2.36,7.8
4.5,61.5,-0.2,2998,73,1.80,2030,614,41.3,100,660,664,123,0.54,18216.5,-2.40,9.4
4.6,63.9,0.8,2998,74,1.79,2032,617,41.3,100,659,663,131,0.54,18243.8,-2.44,7.5
4.7,65.4,1.6,2997,74,1.79,2034,619,41.2,100,657,662,137,0.54,18251.5,-2.47,7.6
4.8,66.8,3.0,2997,74,1.79,2035,621,41.2,100,656,661,143,0.54,18259.4,-2.50,9.4
4.9,69.3,4.2,2997,74,1.79,2037,624,41.1,100,655,660,150,0.54,18277.1,-2.52,11.6
5.0,71.6,5.4,2997,74,1.79,2038,626,41.1,100,654,659,156,0.54,18285.0,-2.55,12.1
5.1,74.2,5.4,2997,74,1.79,2040,629,41.0,100,652,657,165,0.54,18271.8,-2.66,8.5
5.2,75.6,5.4,2997,74,1.79,2042,631,41.0,100,651,656,171,0.54,18280.0,-2.76,8.5
5.3,77.4,5.4,2997,74,1.78,2044,634,41.0,100,650,655,179,0.53,18307.9,-2.86,8.8
5.4,78.7,7.6,2997,74,1.78,2045,636,40.9,100,648,654,186,0.53,18326.1,-2.85,8.0
5.5,80.4,9.6,2997,74,1.78,2047,639,40.9,100,647,653,195,0.53,18363.9,-2.84,7.2
5.7,81.5,11.4,2997,74,1.78,2049,641,40.8,100,645,652,202,0.53,18382.2,-2.83,7.8
5.8,82.9,11.8,2997,75,1.78,2051,644,40.8,100,644,650,211,0.53,18370.1,-2.92,7.5
5.9,83.9,12.2,2997,75,1.77,2053,646,40.7,100,642,649,219,0.53,18398.4,-2.99,5.0
6.0,84.3,12.5,2997,75,1.77,2055,649,40.7,100,641,648,228,0.53,18436.7,-3.06,2.9
6.1,84.6,14.6,2997,75,1.77,2057,651,40.6,100,639,647,237,0.53,18475.0,-3.03,3.8
6.2,85.1,16.5,2997,75,1.77,2059,654,40.6,100,638,645,246,0.53,18463.6,-3.00,3.8
6.3,85.6,18.3,2997,75,1.77,2061,657,40.5,100,636,644,255,0.53,18502.2,-2.98,4.0
6.4,86.2,18.4,2997,75,1.77,2062,660,40.5,100,635,643,262,0.53,18521.2,-3.05,5.5
6.5,87.1,18.4,2998,75,1.76,2064,663,40.5,100,634,642,271,0.52,18559.9,-3.11,5.6
6.6,87.9,18.5,2998,75,1.76,2066,666,40.4,100,632,641,280,0.52,18598.7,-3.17,4.7
6.7,88.6,20.5,2997,76,1.76,2068,669,40.4,100,631,640,289,0.52,18637.6,-3.13,5.0
6.8,89.3,22.4,2997,76,1.76,2070,671,40.3,100,630,639,299,0.52,18686.3,-3.09,5.4
6.9,90.1,24.0,2997,76,1.76,2072,674,40.3,100,628,637,308,0.52,18676.2,-3.06,5.1
7.0,90.8,24.1,2998,76,1.75,2074,677,40.2,100,627,636,317,0.52,18715.3,-3.12,5.0
7.1,91.7,24.2,2998,76,1.75,2076,680,40.2,100,625,635,327,0.52,18764.4,-3.17,6.0
7.2,92.6,24.2,2998,76,1.75,2078,682,40.2,100,624,634,334,0.52,18784.1,-3.22,7.3
7.3,93.9,26.2,2998,76,1.75,2080,685,40.1,100,623,633,344,0.52,18833.3,-3.18,7.0
7.4,95.0,28.1,2998,76,1.75,2082,688,40.1,100,621,632,354,0.52,18882.6,-3.13,6.7
7.5,96.1,29.7,2998,76,1.74,2084,691,40.0,100,620,631,364,0.52,18932.0,-3.10,7.1
7.6,97.0,31.5,2997,76,1.74,2085,693,40.0,100,619,630,372,0.51,18961.8,-3.06,6.1
7.7,98.1,33.1,2997,77,1.74,2088,696,39.9,100,617,629,382,0.51,19011.3,-3.03,7.5
7.8,99.6,34.6,2998,77,1.74,2090,699,39.9,100,616,627,392,0.51,19012.5,-3.00,8.9
7.9,100.6,36.3,2997,77,1.74,2091,702,39.9,100,615,627,401,0.51,19100.8,-2.98,7.3
8.0,101.6,37.9,2997,77,1.73,2093,704,39.8,100,613,625,411,0.51,19102.3,-2.96,5.8
8.1,102.2,39.2,2997,77,1.73,2096,707,39.8,100,611,624,424,0.51,19181.7,-2.94,4.0
8.2,102.7,39.1,2997,77,1.73,2098,709,39.7,100,610,623,435,0.51,19241.5,-3.01,5.3
8.3,103.5,38.9,2998,77,1.73,2100,712,39.7,100,609,622,443,0.51,19271.9,-3.08,7.0
8.4,104.7,38.8,2998,77,1.73,2102,715,39.6,100,607,621,454,0.51,19331.9,-3.14,7.7
8.5,105.7,39.1,2998,77,1.72,2104,719,39.6,100,606,619,465,0.51,19344.1,-3.19,6.0
8.6,106.2,39.3,2998,77,1.72,2106,722,39.6,100,604,618,476,0.51,19404.3,-3.24,3.4
8.7,106.3,39.5,2997,77,1.72,2108,724,39.5,100,603,617,487,0.51,19464.5,-3.29,0.0
8.8,106.6,41.4,2997,77,1.72,2110,725,39.5,100,602,616,496,0.50,19505.3,-3.23,4.0
8.9,107.3,43.1,2998,77,1.71,2112,728,39.4,100,600,615,507,0.50,19565.7,-3.19,5.5
9.0,108.0,44.6,2998,78,1.71,2114,731,39.4,100,599,614,518,0.50,19626.2,-3.14,4.9
9.1,108.3,46.2,2998,78,1.71,2116,734,39.4,100,597,613,530,0.50,19696.6,-3.11,2.5
9.2,108.3,47.6,2998,78,1.71,2118,737,39.3,100,596,612,541,0.50,19757.2,-3.07,1.1
9.3,108.4,48.9,2998,78,1.71,2120,739,39.3,100,595,611,550,0.50,19798.3,-3.04,2.1
9.4,108.7,50.1,2998,78,1.70,2122,742,39.2,100,593,610,564,0.50,19888.6,-3.01,2.5
9.5,108.6,51.1,2998,78,1.70,2124,744,39.2,100,592,609,575,0.50,19949.4,-2.99,0.0
9.6,108.5,52.1,2998,78,1.70,2126,746,39.2,100,591,608,584,0.50,19990.8,-2.97,0.0
9.7,108.3,53.0,2998,78,1.70,2128,749,39.1,100,589,607,595,0.50,20051.8,-2.95,0.0
9.8,108.2,53.8,2998,78,1.70,2130,751,39.1,100,588,606,604,0.50,20093.3,-2.93,0.0
9.9,108.0,54.5,2998,78,1.69,2132,754,39.0,100,587,605,618,0.50,20183.9,-2.91,0.0
10.0,107.8,55.1,2998,78,1.69,2134,757,39.0,100,586,604,629,0.50,20245.2,-2.90,0.0
10.1,107.7,55.6,2998,78,1.69,2136,759,39.0,100,584,603,640,0.49,20306.5,-2.88,0.0
