"Time, s","Power, hp","Thrust, kgf",RPM,"Manifold pressure, atm","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %",Supercharger gear,"Throttle, %","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
0.0,10,78,622,1.00,0.0,0.00,0.0,0,0,0,00:00,22,68,100,0,0,0.0,0,0,0,215.4,0.0
0.6,10,78,622,1.00,0.0,0.00,0.0,0,0,0,00:00,22,53,100,0,0,0.0,0,0,0,215.4,0.0
1.1,226,88,660,1.19,0.0,0.00,0.0,0,0,50,00:00,22,70,100,0,0,0.0,0,0,0,215.4,0.0
1.7,446,258,1131,1.90,0.0,0.00,0.0,0,0,110,00:00,22,41,100,0,0,0.0,0,0,0,215.4,0.0
2.2,869,564,1675,2.02,0.0,0.03,0.0,0,0,110,00:00,22,22,100,0,0,0.0,0,1,1,215.5,0.0
2.8,1257,994,2235,2.04,0.0,0.15,0.0,1,0,110,00:00,22,13,100,0,0,0.0,0,4,4,215.9,0.0
3.3,1454,1391,2681,2.04,0.0,0.52,0.0,3,0,110,00:00,22,16,100,0,0,0.0,0,9,9,218.6,0.0
3.9,1497,1647,2971,2.04,0.3,1.10,0.0,6,0,110,00:00,22,20,100,0,0,0.0,0,16,16,225.4,1288.0
4.4,1482,1791,3146,2.03,0.3,1.75,0.0,11,0,110,00:00,22,20,100,0,0,0.0,0,25,25,239.0,1288.0
5.0,1463,1840,3225,2.03,1.3,2.39,0.0,15,0,110,00:00,22,21,100,0,0,12.2,44,33,33,258.3,1222.6
5.5,1460,1674,3221,2.02,1.3,2.93,0.0,18,0,110,00:00,22,21,100,0,0,0.0,0,42,42,283.5,1222.6
6.1,1476,1613,3086,2.02,2.7,3.12,0.0,20,0,110,00:00,22,20,100,0,0,8.2,97,50,50,311.0,882.3
6.6,1481,1512,2989,2.02,4.0,3.54,0.0,21,0,110,00:00,22,21,100,0,0,0.0,0,57,57,342.2,629.5
7.2,1485,1584,3009,2.02,4.0,3.70,0.0,25,0,110,00:00,22,20,100,0,0,0.0,0,64,64,375.9,629.5
7.7,1485,1578,3033,2.02,5.2,3.80,0.0,28,0,110,00:00,22,20,100,0,0,4.0,0,72,72,417.0,658.0
8.2,1484,1527,3016,2.02,5.2,3.69,0.0,30,0,110,00:00,22,22,100,0,0,0.0,0,79,79,457.9,658.0
8.8,1484,1519,2988,2.02,6.7,3.81,0.0,33,0,110,00:00,22,22,100,0,0,7.5,185,87,87,505.2,503.4
9.3,1485,1591,2987,2.02,6.7,3.93,0.0,37,0,110,00:00,22,21,100,0,0,0.0,0,93,93,552.2,503.4
9.8,1486,1650,3002,2.02,8.0,3.64,0.0,41,0,110,00:00,22,21,100,0,0,8.7,183,101,101,605.3,587.6
10.3,1486,1681,3005,2.02,8.0,3.64,0.0,45,0,110,00:00,22,20,100,0,0,0.0,0,108,108,667.7,587.6
10.8,1485,1711,2995,2.02,10.0,3.76,0.0,49,0,110,00:00,22,20,100,0,0,5.0,0,116,116,733.7,570.5
11.3,1485,1730,2986,2.02,10.0,4.00,0.0,53,0,110,00:00,22,20,100,0,0,0.0,0,123,124,806.2,570.5
11.8,1486,1716,2996,2.02,12.1,4.45,0.0,56,0,110,00:00,22,20,100,0,0,2.2,0,131,131,879.3,522.9
12.3,1486,1735,3002,2.02,12.1,4.61,0.0,59,0,110,00:00,22,20,100,0,0,0.0,0,139,139,959.6,522.9
12.8,1486,1746,2996,2.02,14.1,4.59,0.0,63,0,110,00:00,22,20,100,0,0,0.0,0,146,147,1044.1,506.3
13.3,1486,1707,2992,2.02,14.1,4.18,0.0,65,0,110,00:00,22,22,100,0,0,3.7,0,154,154,1134.5,506.3
13.8,1486,1676,3003,2.02,16.2,4.33,0.1,67,0,110,00:00,22,31,100,0,0,0.0,0,161,161,1221.5,397.2
14.3,1486,1683,3004,2.02,16.2,4.25,0.1,70,0,110,00:00,22,47,100,0,0,3.4,0,168,168,1300.3,397.2
14.8,1486,1657,2996,2.02,15.9,4.28,0.6,72,0,110,00:00,22,62,100,0,0,7.3,375,173,173,1370.8,496.9
15.3,1486,1601,3000,2.02,15.9,4.25,1.7,71,0,110,00:00,23,59,100,0,0,6.4,440,178,178,1447.5,496.9
15.8,1487,1598,3008,2.02,17.3,4.05,2.5,73,0,110,00:00,24,54,100,0,0,5.3,0,183,183,1532.0,386.3
16.3,1486,1589,3004,2.02,17.3,3.74,3.1,75,0,110,00:00,25,44,100,0,0,1.5,0,189,189,1623.3,386.3
16.8,1486,1549,3000,2.02,18.7,3.65,2.8,75,0,110,00:00,27,37,100,0,0,0.0,0,195,195,1721.2,335.8
17.3,1486,1523,3002,2.02,18.7,3.41,2.8,75,0,110,00:00,28,38,100,0,0,1.4,0,200,200,1810.4,335.8
17.8,1486,1506,3004,2.02,18.6,3.18,3.0,76,0,110,00:00,30,37,100,0,0,0.0,0,205,205,1906.0,352.5
18.3,1486,1489,3002,2.02,18.6,3.15,3.5,77,0,110,00:00,31,37,100,0,0,3.9,0,209,209,1995.9,352.5
18.8,1486,1464,3002,2.02,19.7,3.23,4.0,77,0,110,00:00,33,36,100,0,0,4.1,0,214,214,2091.3,301.4
19.3,1486,1448,3003,2.02,19.7,3.14,4.8,78,0,110,00:00,35,34,100,0,0,4.7,0,218,218,2182.8,301.4
19.8,1486,1428,3003,2.02,20.3,2.87,5.3,78,0,110,00:00,38,26,100,0,0,0.0,0,222,223,2282.3,278.0
20.3,1486,1411,3004,2.02,20.3,2.72,4.9,79,0,110,00:00,40,17,100,0,0,0.0,0,227,227,2388.6,278.0
20.9,1486,1397,3004,2.02,19.6,2.55,3.3,80,0,110,00:00,43,14,100,0,0,0.0,0,232,232,2492.4,324.2
21.4,1486,1376,3001,2.02,19.6,2.73,2.2,80,0,110,00:00,44,16,100,0,0,0.0,0,236,237,2589.1,324.2
21.9,1487,1351,3003,2.02,18.0,2.88,1.5,80,0,110,00:00,45,19,100,0,0,0.0,0,241,241,2686.5,409.4
22.4,1487,1339,3004,2.02,18.0,2.92,1.3,81,0,110,00:00,46,20,100,0,0,0.0,0,246,246,2784.4,409.4
22.9,1487,1316,3003,2.02,18.8,2.94,1.0,82,0,110,00:00,46,14,100,0,0,0.0,0,251,252,2897.5,374.6
23.4,1487,1302,3004,2.02,18.8,2.91,0.1,82,0,110,00:00,46,14,100,0,0,0.0,0,257,257,2999.5,374.6
23.9,1487,1281,3002,2.02,18.7,2.80,-0.4,83,0,110,00:00,46,14,100,0,0,0.0,0,262,262,3109.1,384.4
24.4,1487,1259,3003,2.02,18.7,2.99,-0.6,83,0,110,00:00,46,14,100,0,0,0.0,0,267,268,3219.6,384.4
24.9,1487,1246,3004,2.02,20.4,3.06,-0.7,84,0,110,00:00,46,14,100,0,0,1.1,0,272,273,3326.6,302.1
25.4,1487,1228,3003,2.02,20.4,2.75,-0.6,84,0,110,00:00,45,14,100,0,0,1.8,0,277,278,3429.3,302.1
25.9,1488,1210,3003,2.02,20.5,2.91,-0.4,84,0,110,00:00,45,13,100,0,0,2.0,0,282,283,3531.2,292.5
26.4,1488,1197,3003,2.02,20.5,2.97,-0.2,85,0,110,00:00,45,13,100,0,0,2.5,0,287,288,3642.3,292.5
26.9,1488,1181,3003,2.02,22.0,3.01,0.1,85,0,110,00:00,45,12,100,0,0,2.4,0,292,293,3749.4,233.6
27.4,1488,1174,3003,2.02,22.0,3.00,0.5,86,0,110,00:00,45,19,100,0,0,6.1,776,296,297,3837.4,233.6
27.9,1487,1168,2996,2.02,22.1,2.75,5.9,86,0,110,00:00,46,43,100,0,0,15.5,306,297,298,3880.1,239.1
28.4,1487,1135,3002,2.02,22.1,2.30,13.3,84,0,110,00:00,51,38,100,0,0,13.5,352,299,299,3962.4,239.1
28.9,1486,1174,3005,2.02,29.1,1.92,18.9,87,0,110,00:00,59,31,100,0,0,11.7,409,299,300,4053.1,-60.7
29.4,1486,1155,3000,2.02,29.1,1.61,21.8,85,0,110,00:00,69,18,100,0,0,6.4,746,299,300,4158.6,-60.7
29.9,1485,1152,3002,2.02,30.0,1.27,23.1,85,0,110,00:00,80,13,100,0,0,3.5,0,299,300,4261.8,-108.8
30.4,1485,1160,3001,2.02,30.0,0.97,23.6,86,0,110,00:00,93,10,100,0,0,1.4,0,298,300,4385.8,-108.8
30.9,1484,1155,3000,2.02,26.5,0.68,23.7,85,0,110,00:00,105,9,100,0,0,0.0,0,298,299,4478.8,39.6
31.4,1484,1158,3001,2.02,26.5,0.45,23.8,85,0,110,00:00,116,9,100,0,0,0.0,0,297,299,4584.0,39.6
31.9,1483,1161,3001,2.02,24.0,0.25,23.7,85,0,110,00:00,128,9,100,0,0,0.0,0,296,298,4684.3,142.4
32.4,1483,1159,3001,2.02,24.0,0.12,23.7,85,0,110,00:00,140,9,100,0,0,0.0,0,296,298,4790.7,142.4
32.9,1513,458,3141,2.07,23.0,2.24,40.9,55,0,110,00:00,153,7,100,0,0,8.9,892,495,499,11093.1,182.5
33.4,1336,635,3551,2.05,23.0,14.45,44.2,86,0,110,00:00,175,-4,100,0,0,3.0,0,494,498,11271.8,182.5
33.9,1428,1065,3313,2.01,336.0,17.10,44.9,136,0,110,00:00,197,-7,100,0,0,0.0,0,494,498,11509.8,-7433.6
34.4,1468,769,3151,2.01,336.0,16.53,45.1,96,0,110,00:00,219,-8,100,0,0,0.0,0,495,500,11790.9,-7433.6
34.9,1476,828,3100,2.01,202.9,14.08,45.0,102,0,110,00:00,242,-8,100,0,0,0.0,0,493,498,11956.8,-4345.4
35.4,1480,757,3043,2.02,202.9,11.56,44.8,93,0,110,00:00,266,-8,100,0,0,0.0,0,491,497,12136.1,-4345.4
36.0,1481,765,3029,2.02,121.4,8.72,45.0,94,0,110,00:00,291,-8,100,0,0,0.0,0,491,498,12426.1,-2321.2
36.5,1481,740,3014,2.02,121.4,6.50,45.0,91,0,110,00:00,314,-8,100,0,0,0.0,0,491,498,12662.4,-2321.2
37.1,1481,735,3008,2.02,89.9,4.66,45.1,91,0,110,00:00,341,-8,100,0,0,0.0,0,492,499,12954.5,-1537.4
37.6,1480,735,3004,2.02,89.9,3.35,45.1,90,0,110,00:00,364,-8,100,0,0,0.0,0,490,498,13158.2,-1537.4
38.2,1480,732,3003,2.02,71.5,2.33,45.0,90,0,110,00:00,390,-8,100,0,0,0.0,0,490,499,13426.1,-1078.9
38.7,1479,735,3002,2.02,57.2,1.60,44.9,90,0,110,00:00,413,-8,100,0,0,0.0,0,489,498,13627.8,-713.2
39.3,1478,729,3002,2.02,57.2,1.09,44.9,90,0,110,00:00,438,-8,100,0,0,0.0,0,489,499,13901.4,-713.2
39.8,1477,737,3001,2.02,52.5,0.73,44.6,91,0,110,00:00,463,-8,100,0,0,0.0,0,487,498,14103.1,-598.0
40.4,1476,729,3001,2.02,52.5,0.52,44.6,90,0,110,00:00,487,-8,100,0,0,0.0,0,488,499,14396.7,-598.0
40.9,1476,721,3001,2.02,47.4,0.38,44.6,89,0,110,00:00,513,-8,100,0,0,0.0,0,488,500,14672.6,-465.0
41.5,1475,730,3001,2.02,47.4,0.25,44.6,90,0,110,00:00,537,-8,100,0,0,0.0,0,486,499,14873.3,-465.0
42.0,1474,721,3001,2.02,47.8,0.21,44.7,89,0,110,00:00,561,-8,100,0,0,0.0,0,487,500,15146.2,-479.9
42.6,1473,732,3001,2.02,47.8,0.15,44.7,91,0,110,00:00,586,-7,100,0,0,0.0,0,485,498,15336.6,-479.9
43.1,1472,719,3001,2.02,47.4,0.14,45.0,89,0,110,00:00,610,-7,100,0,0,0.0,0,486,500,15626.3,-473.7
43.7,1471,732,3001,2.02,44.1,0.05,45.0,91,0,110,00:00,635,-7,100,0,0,0.0,0,484,498,15807.5,-383.9
44.2,1471,724,3001,2.02,44.1,0.01,45.2,90,0,110,00:00,659,-7,100,0,0,0.0,0,484,499,16078.2,-383.9
44.8,1469,730,3001,2.02,46.0,-0.03,45.1,90,0,110,00:00,684,-8,100,0,0,0.0,0,483,498,16282.9,-437.0
45.3,1469,724,3001,2.02,46.0,-0.01,45.2,90,0,110,00:00,710,-8,100,0,0,0.0,0,483,499,16581.6,-437.0
45.9,1468,728,3001,2.02,44.3,0.01,45.1,90,0,110,00:00,734,-8,100,0,0,0.0,0,482,499,16793.9,-393.6
46.4,1467,722,3001,2.02,44.3,0.03,45.0,90,0,110,00:00,759,-8,100,0,0,0.0,0,482,499,17060.9,-393.6
47.0,1466,727,3001,2.02,47.0,-0.02,44.8,90,0,110,00:00,783,-8,100,0,0,0.0,0,481,499,17275.1,-468.9
47.5,1465,730,3001,2.02,47.0,-0.02,44.6,91,0,110,00:00,807,-8,100,0,0,0.0,0,479,498,17486.5,-468.9
48.1,1465,723,3001,2.02,44.5,0.00,44.7,90,0,110,00:00,833,-7,100,0,0,0.0,0,480,499,17779.8,-403.6
48.6,1464,729,3001,2.02,42.8,0.01,44.6,91,0,110,00:00,857,-7,100,0,0,0.0,0,478,498,17975.1,-356.1
49.2,1463,724,3002,2.02,42.8,-0.01,44.7,90,0,110,00:00,882,-7,100,0,0,0.0,0,478,499,18252.6,-356.1
49.7,1462,714,3000,2.02,45.9,0.06,44.9,89,0,110,00:00,907,-7,100,0,0,0.0,0,478,500,18532.8,-436.2
50.2,1461,724,3002,2.02,45.9,0.06,45.0,90,0,110,00:00,930,-7,100,0,0,0.0,0,477,499,18726.6,-436.2
50.8,1461,718,3001,2.02,46.1,0.04,45.2,90,0,110,00:00,955,-7,100,0,0,0.0,0,477,499,18981.6,-446.5
51.3,1460,726,3001,2.02,46.1,-0.01,45.2,91,0,110,00:00,980,-7,100,0,0,0.0,0,476,498,19189.9,-446.5
51.9,1459,720,3001,2.02,43.3,-0.01,45.3,90,0,110,00:00,1005,-7,100,0,0,0.0,0,476,499,19467.0,-370.0
52.4,1458,727,3001,2.02,43.3,-0.03,45.1,91,0,110,00:00,1030,-7,100,0,0,0.0,0,474,498,19668.7,-370.0
53.0,1457,725,3001,2.02,45.8,-0.02,45.0,91,0,110,00:00,1055,-8,100,0,0,0.0,0,474,498,19914.6,-436.7
53.5,1457,711,3001,2.02,45.8,0.03,44.9,89,0,110,00:00,1079,-8,100,0,0,0.0,0,475,500,20217.0,-436.7
54.1,1456,719,3001,2.02,44.9,0.00,44.7,90,0,110,00:00,1102,-8,100,0,0,0.0,0,473,499,20427.9,-414.0
