"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,-79.1,22.9,3006,75,1.81,1227,452,35.7,100,542,556,529,0.46,17116.0,6.56,0.0
0.1,-79.4,21.4,3005,75,1.81,1228,450,35.8,100,544,558,523,0.46,17143.1,6.46,0.0
0.2,-79.8,21.5,3005,74,1.81,1230,447,35.9,100,546,560,514,0.46,17141.1,6.46,0.0
0.3,-80.0,21.6,3005,74,1.81,1231,445,36.0,100,548,561,508,0.46,17125.5,6.46,0.0
0.4,-80.3,21.7,3005,74,1.81,1233,442,36.1,100,551,564,498,0.46,17157.6,6.45,0.0
0.5,-80.7,20.1,3005,74,1.81,1234,440,36.2,100,553,566,489,0.46,17156.5,6.35,0.0
0.6,-80.9,18.7,3005,74,1.81,1236,438,36.3,100,555,568,483,0.46,17185.1,6.25,0.0
0.7,-81.2,17.4,3005,73,1.81,1237,437,36.4,100,557,570,474,0.47,17184.7,6.17,0.0
0.8,-81.5,15.0,3005,73,1.81,1238,436,36.4,100,559,571,467,0.47,17160.0,6.02,0.0
0.9,-81.5,12.9,3005,73,1.81,1240,435,36.5,100,561,573,459,0.47,17169.8,5.88,5.1
1.0,-78.8,10.9,3005,74,1.81,1242,439,36.6,100,563,576,449,0.47,17204.7,5.75,18.7
1.1,-74.5,11.4,3004,75,1.81,1243,444,36.7,100,565,577,442,0.47,17180.5,5.73,28.3
1.2,-66.4,11.9,3003,76,1.81,1244,450,36.8,100,566,578,435,0.47,17156.4,5.71,37.7
1.3,-56.6,12.3,3002,77,1.80,1245,452,36.9,100,567,579,429,0.47,17142.2,5.69,40.3
1.4,-46.5,10.9,3000,76,1.80,1246,448,36.9,100,568,580,423,0.47,17128.0,5.40,38.5
1.5,-36.8,9.7,2999,75,1.80,1247,442,36.9,100,569,580,419,0.47,17088.8,5.13,37.2
1.6,-29.3,8.6,2999,74,1.80,1247,437,36.9,100,569,581,416,0.47,17104.1,4.89,35.1
1.7,-20.3,7.2,2999,74,1.80,1247,434,36.9,100,569,581,414,0.48,17084.5,4.50,33.7
1.8,-11.7,5.9,2999,74,1.80,1247,435,36.9,100,569,581,412,0.48,17064.9,4.14,33.0
1.9,-3.0,4.8,2999,74,1.80,1247,437,36.9,100,569,581,411,0.47,17055.1,3.82,32.4
2.0,5.4,3.4,2999,75,1.80,1247,441,36.9,100,569,580,411,0.47,17010.3,3.34,32.0
2.1,12.1,2.1,2998,75,1.80,1246,443,36.9,100,568,580,412,0.47,17020.1,2.92,32.2
2.2,20.7,0.9,2997,76,1.80,1245,445,36.9,100,568,579,414,0.47,16995.0,2.53,33.5
2.3,29.6,0.8,2996,76,1.80,1245,446,36.8,100,567,578,416,0.47,16970.0,2.10,34.8
2.4,40.5,0.6,2995,75,1.80,1243,445,36.8,100,565,577,421,0.47,16974.5,1.70,35.0
2.5,47.3,0.5,2995,75,1.80,1242,442,36.7,100,564,576,424,0.47,16959.4,1.35,33.2
2.6,53.4,1.3,2995,74,1.80,1241,439,36.7,100,563,575,429,0.47,16964.1,0.94,29.9
2.7,60.9,2.0,2995,74,1.80,1239,436,36.6,100,561,573,436,0.47,16944.2,0.57,23.6
2.8,64.1,2.7,2995,73,1.80,1238,434,36.5,100,560,572,441,0.47,16949.1,0.23,15.4
2.9,65.7,1.6,2996,73,1.80,1237,435,36.5,100,558,570,448,0.47,16929.6,-0.25,5.9
3.0,65.8,0.6,2996,74,1.80,1235,437,36.4,100,557,569,455,0.47,16954.3,-0.68,0.0
3.1,65.6,-0.3,2996,74,1.80,1234,440,36.3,100,555,568,461,0.46,16969.3,-1.07,0.0
3.2,65.5,0.3,2996,74,1.80,1232,441,36.3,100,554,566,468,0.46,16950.5,-1.34,0.0
3.3,65.4,0.9,2996,74,1.80,1231,441,36.2,100,552,565,474,0.46,16965.7,-1.57,0.0
3.4,65.3,1.4,2996,74,1.80,1230,441,36.2,100,551,564,481,0.46,16990.8,-1.79,0.0
3.5,65.1,2.0,2996,74,1.80,1229,442,36.1,100,549,562,487,0.46,16962.8,-1.97,0.0
