"Time, s","Power, hp","Thrust, kgf",RPM,"Manifold pressure, atm","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %",Supercharger gear,"Throttle, %","WEP remain, min:sec","Altitude, m","Critical AoA, %","AoA, deg","Mixture, %","Radiator, %","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
63.6,1019,302,2999,1.41,78.4,0.01,78.2,76,2,100,00:00,9710,-3,-0.5,100,55,0,0,0,414,699,114082.9,-1024.4
63.7,1017,302,2999,1.41,78.4,0,78.1,76,2,100,00:00,9718,-3,-0.5,100,55,0,0,0,414,698,114151.1,-1024.4
63.8,1016,302,2999,1.41,78.4,0,78.1,76,2,100,00:00,9726,-3,-0.5,100,55,0,0,0,414,698,114232.9,-1024.4
63.9,1013,305,2998,1.41,78.4,-0.05,77.9,77,2,100,00:00,9734,-3,-0.5,100,55,0,0,0,412,697,114214.8,-1024.4
64,1011,304,2998,1.4,78.4,-0.11,77.8,76,2,100,00:00,9740,-3,-0.5,100,55,0,0,0,411,695,114204.4,-1024.4
64.1,1009,302,2998,1.4,78.4,-0.2,77.5,76,2,100,00:00,9748,-3,-0.5,100,55,0,0,0,410,693,114185,-1024.4
64.2,1012,295,3001,1.4,78.4,-0.16,78.1,74,2,100,00:00,9755,-3,-0.5,100,55,0,0,0,413,699,114531.4,-1024.4
64.3,1010,315,3000,1.4,78.4,-0.14,78,80,2,100,00:00,9765,-3,-0.5,100,55,0,0,0,412,698,114594.4,-1024.4
64.4,1006,304,2996,1.4,72.1,-0.16,77.8,77,2,100,00:00,9773,-3,-0.5,100,55,0,0,0,411,696,114578,-920.9
64.5,1004,290,2997,1.39,72.1,-0.23,77.6,73,2,100,00:00,9781,-3,-0.5,100,55,0,0,0,410,695,114570.1,-920.9
64.6,1007,294,3002,1.4,72.1,-0.2,78.1,75,2,100,00:00,9789,-3,-0.5,100,55,0,0,0,412,698,114852.8,-920.9
64.7,1005,313,3000,1.39,72.1,-0.14,78.1,79,2,100,00:00,9797,-3,-0.5,100,55,0,0,0,412,699,114968.1,-920.9
64.8,1002,295,2996,1.39,72.1,-0.1,78.1,75,2,100,00:00,9805,-3,-0.5,100,55,0,0,0,412,699,115060.7,-920.9
64.9,1001,281,2998,1.39,72.1,-0.06,78.1,72,2,100,00:00,9812,-3,-0.5,100,55,0,0,0,412,699,115131.1,-920.9
65,1001,297,3001,1.39,72.1,-0.03,78.1,76,2,100,00:00,9822,-3,-0.5,100,55,0,0,0,411,699,115196.1,-920.9
65.1,999,305,2999,1.39,72.1,-0.02,78,78,2,100,00:00,9830,-3,-0.5,100,55,0,0,0,411,699,115264.9,-920.9
65.2,997,295,2998,1.38,72.1,-0.01,78,76,2,100,00:00,9838,-3,-0.5,100,55,0,0,0,411,698,115328.3,-920.9
65.3,996,288,2999,1.38,72.1,0,78,74,2,100,00:00,9844,-3,-0.5,100,55,0,0,0,411,699,115408.6,-920.9
65.4,995,297,3000,1.38,79.8,0,78,76,2,100,00:00,9853,-3,-0.5,100,55,0,0,0,410,698,115464.8,-1054.9
65.5,994,300,2999,1.38,79.8,0.01,78,77,2,100,00:00,9861,-3,-0.5,100,55,0,0,0,410,698,115555.5,-1054.9
65.6,992,294,2998,1.38,79.8,0.01,77.9,76,2,100,00:00,9869,-3,-0.5,100,55,0,0,0,410,699,115640,-1054.9
65.7,991,292,2999,1.38,79.8,0.02,77.9,75,2,100,00:00,9877,-3,-0.5,100,55,0,0,0,410,699,115719.9,-1054.9
65.8,990,296,3000,1.38,79.8,0.02,77.9,76,2,100,00:00,9883,-3,-0.5,100,55,0,0,0,409,699,115780.4,-1054.9
65.9,988,298,2999,1.37,79.8,0.02,77.9,77,2,100,00:00,9892,-3,-0.5,100,55,0,0,0,409,698,115846.2,-1054.9
66,987,288,2998,1.37,79.8,0.04,78,75,2,100,00:00,9900,-3,-0.5,100,55,0,0,0,410,700,115999.9,-1054.9
66.1,986,290,2999,1.37,79.8,0.05,78,75,2,100,00:00,9909,-2,-0.4,100,55,0,0,0,409,699,116059.4,-1054.9
66.2,985,289,2999,1.37,79.8,0.06,78,75,2,100,00:00,9916,-2,-0.4,100,55,0,0,0,409,699,116140.3,-1054.9
66.3,984,289,2999,1.37,79.8,0.07,78,75,2,100,00:00,9922,-2,-0.4,100,55,0,0,0,409,699,116215.3,-1054.9
66.4,983,287,2999,1.37,82.3,0.08,78,75,2,100,00:00,9931,-2,-0.4,100,55,0,0,0,409,700,116300.3,-1104.8
66.5,981,288,2999,1.37,82.3,0.08,77.9,75,2,100,00:00,9939,-2,-0.4,100,55,0,0,0,408,699,116351.3,-1104.8
66.6,980,291,2999,1.36,82.3,0.07,77.9,76,2,100,00:00,9947,-2,-0.4,100,55,0,0,0,408,699,116419.1,-1104.8
66.7,978,290,2999,1.36,82.3,0.07,77.9,76,2,100,00:00,9955,-2,-0.4,100,55,0,0,0,408,699,116500.5,-1104.8
66.8,977,289,2999,1.36,82.3,0.07,77.9,75,2,100,00:00,9961,-2,-0.4,100,55,0,0,0,408,699,116562,-1104.8
66.9,976,288,2999,1.36,82.3,0.06,77.9,75,2,100,00:00,9969,-2,-0.4,100,55,0,0,0,407,699,116636.2,-1104.8
67,975,290,2999,1.36,82.3,0.05,77.9,76,2,100,00:00,9978,-2,-0.4,100,55,0,0,0,407,699,116707.9,-1104.8
67.1,973,290,2999,1.35,82.3,0.03,77.8,76,2,100,00:00,9987,-2,-0.4,100,55,0,0,0,407,698,116775.8,-1104.8
67.2,972,288,2999,1.35,82.3,0.02,77.9,76,2,100,00:00,9994,-2,-0.4,100,55,0,0,0,407,698,116852.6,-1104.8
67.3,971,284,2999,1.35,82.3,0.04,78,75,2,100,00:00,10002,-2,-0.4,100,55,0,0,0,407,700,116998.8,-1104.8
67.4,970,287,2999,1.35,79,0.05,78,76,2,100,00:00,10010,-2,-0.4,100,55,0,0,0,407,699,117053.9,-1050
67.5,969,283,2999,1.35,79,0.06,78,75,2,100,00:00,10017,-2,-0.4,100,55,0,0,0,407,700,117141.7,-1050
67.6,967,284,2999,1.35,79,0.07,78,75,2,100,00:00,10026,-2,-0.4,100,55,0,0,0,406,699,117203,-1050
67.7,966,285,2999,1.35,79,0.07,78,75,2,100,00:00,10033,-2,-0.4,100,55,0,0,0,406,699,117271.7,-1050
67.8,965,285,2999,1.34,79,0.06,78,75,2,100,00:00,10041,-2,-0.3,100,55,0,0,0,406,699,117351.6,-1050
67.9,963,283,2999,1.34,79,0.06,78,75,2,100,00:00,10049,-2,-0.3,100,55,0,0,0,406,699,117427.8,-1050
68,962,284,2999,1.34,79,0.05,78,75,2,100,00:00,10057,-2,-0.3,100,55,0,0,0,405,698,117482.2,-1050
68.1,961,286,2999,1.34,79,0.03,78,76,2,100,00:00,10065,-2,-0.3,100,55,0,0,0,405,698,117553.2,-1050
68.2,959,286,2999,1.34,79,0.02,78,76,2,100,00:00,10072,-2,-0.3,100,55,0,0,0,405,698,117621.2,-1050
68.3,958,284,2999,1.34,79,0,77.9,76,2,100,00:00,10082,-2,-0.3,100,55,0,0,0,404,698,117683.8,-1050
68.4,957,283,2999,1.34,76.1,-0.01,78,75,2,100,00:00,10088,-2,-0.3,100,55,0,0,0,404,698,117767.7,-1007.2
68.6,955,286,2999,1.33,76.1,-0.02,78,76,2,100,00:00,10096,-2,-0.3,100,55,0,0,0,404,698,117831.6,-1007.2
68.6,954,285,2999,1.33,76.1,-0.03,78,76,2,100,00:00,10104,-2,-0.3,100,55,0,0,0,404,698,117912.9,-1007.2
68.7,953,282,2999,1.33,76.1,-0.03,78,76,2,100,00:00,10111,-2,-0.3,100,55,0,0,0,404,698,117992.9,-1007.2
68.8,953,278,2999,1.33,76.1,-0.01,78.1,75,2,100,00:00,10119,-2,-0.3,100,55,0,0,0,404,699,118142.3,-1007.2
68.9,951,278,2999,1.33,76.1,0.01,78.1,75,2,100,00:00,10127,-2,-0.3,100,55,0,0,0,404,700,118228.8,-1007.2
69.1,950,279,2999,1.33,76.1,0.02,78.1,75,2,100,00:00,10135,-2,-0.3,100,55,0,0,0,403,699,118280.4,-1007.2
69.2,948,278,2999,1.32,76.1,0.02,78.1,75,2,100,00:00,10143,-2,-0.3,100,55,0,0,0,403,699,118349.4,-1007.2
69.3,948,276,2999,1.32,76.1,0.03,78.1,74,2,100,00:00,10150,-2,-0.3,100,55,0,0,0,403,699,118430.5,-1007.2
69.4,946,276,2999,1.32,76.1,0.03,78.1,75,2,100,00:00,10158,-2,-0.3,100,55,0,0,0,403,699,118505.4,-1007.2
69.5,945,278,2999,1.32,78.6,0.03,78.1,75,2,100,00:00,10166,-2,-0.3,100,55,0,0,0,403,699,118566.5,-1053.4
69.6,943,280,2999,1.32,78.6,0.01,78,76,2,100,00:00,10176,-2,-0.4,100,55,0,0,0,402,698,118636.8,-1053.4
69.7,942,278,2999,1.32,78.6,0.01,78,75,2,100,00:00,10182,-2,-0.4,100,55,0,0,0,402,699,118731.2,-1053.4
69.8,941,277,2999,1.32,78.6,0.01,78,75,2,100,00:00,10189,-2,-0.4,100,55,0,0,0,402,699,118798.2,-1053.4
69.9,940,277,2999,1.31,78.6,0.01,78,75,2,100,00:00,10197,-2,-0.4,100,55,0,0,0,402,699,118876.9,-1053.4
70,938,278,2999,1.31,78.6,0,77.9,76,2,100,00:00,10207,-2,-0.4,100,55,0,0,0,401,698,118946,-1053.4
70.1,937,279,2999,1.31,78.6,-0.01,77.9,76,2,100,00:00,10215,-2,-0.4,100,55,0,0,0,401,698,119007.7,-1053.4
70.2,936,273,2999,1.31,78.6,0.01,78,75,2,100,00:00,10221,-2,-0.4,100,55,0,0,0,401,699,119146.5,-1053.4
70.3,935,272,2999,1.31,78.6,0.02,78,74,2,100,00:00,10230,-2,-0.4,100,55,0,0,0,401,699,119222.2,-1053.4
70.4,934,271,2999,1.31,78.6,0.03,78,74,2,100,00:00,10238,-2,-0.4,100,55,0,0,0,401,699,119295,-1053.4
70.5,932,273,2999,1.3,78.5,0.03,77.9,75,2,100,00:00,10246,-2,-0.4,100,55,0,0,0,401,699,119354.5,-1056.3
70.6,931,274,2999,1.3,78.5,0.02,77.9,75,2,100,00:00,10254,-2,-0.4,100,55,0,0,0,400,699,119429.7,-1056.3
70.7,930,273,2999,1.3,78.5,0.02,77.9,75,2,100,00:00,10260,-2,-0.4,100,55,0,0,0,400,699,119486.1,-1056.3
70.8,929,272,2999,1.3,78.5,0.01,77.9,75,2,100,00:00,10269,-2,-0.4,100,55,0,0,0,400,698,119556.1,-1056.3
70.9,927,273,2999,1.3,78.5,0,77.8,75,2,100,00:00,10277,-2,-0.4,100,55,0,0,0,400,698,119624.4,-1056.3
71,926,273,2999,1.3,78.5,-0.01,77.8,75,2,100,00:00,10285,-2,-0.3,100,55,0,0,0,399,698,119706.2,-1056.3
71.1,925,273,2999,1.3,78.5,-0.02,77.7,75,2,100,00:00,10291,-2,-0.3,100,55,0,0,0,399,698,119768.1,-1056.3
71.2,924,272,2999,1.29,78.5,-0.03,77.7,75,2,100,00:00,10299,-2,-0.3,100,55,0,0,0,399,698,119842.5,-1056.3
71.3,923,273,2999,1.29,78.5,-0.04,77.7,75,2,100,00:00,10307,-2,-0.3,100,55,0,0,0,399,698,119914.4,-1056.3
71.4,921,272,2999,1.29,78.5,-0.04,77.6,75,2,100,00:00,10316,-2,-0.3,100,55,0,0,0,399,698,119999.1,-1056.3
71.5,920,273,2999,1.29,74.7,-0.06,77.6,76,2,100,00:00,10324,-2,-0.3,100,55,0,0,0,398,698,120049.3,-993.6
71.6,919,271,2999,1.29,74.7,-0.06,77.6,76,2,100,00:00,10330,-2,-0.3,100,55,0,0,0,398,698,120141.3,-993.6
71.7,918,267,2999,1.29,74.7,-0.04,77.7,74,2,100,00:00,10338,-2,-0.3,100,55,0,0,0,399,699,120281.6,-993.6
71.8,917,267,2999,1.29,74.7,-0.02,77.7,74,2,100,00:00,10346,-2,-0.3,100,55,0,0,0,398,699,120360.6,-993.6
71.9,916,268,2999,1.28,74.7,-0.01,77.6,75,2,100,00:00,10354,-2,-0.3,100,55,0,0,0,398,699,120425.1,-993.6
72,914,268,2999,1.28,74.7,0,77.6,75,2,100,00:00,10362,-2,-0.3,100,55,0,0,0,398,699,120504.2,-993.6
72.1,913,265,2999,1.28,74.7,0.02,77.6,74,2,100,00:00,10369,-2,-0.3,100,55,0,0,0,398,699,120593.5,-993.6
72.2,912,267,2999,1.28,74.7,0.02,77.6,75,2,100,00:00,10377,-2,-0.3,100,55,0,0,0,397,699,120644.8,-993.6
72.3,911,267,2999,1.28,74.7,0.02,77.6,75,2,100,00:00,10385,-2,-0.3,100,55,0,0,0,397,699,120713.2,-993.6
72.4,909,267,2999,1.28,74.7,0.02,77.5,75,2,100,00:00,10393,-2,-0.3,100,55,0,0,0,397,698,120780,-993.6
72.5,908,269,2999,1.27,77.4,0.01,77.5,75,2,100,00:00,10401,-2,-0.3,100,55,0,0,0,396,698,120842,-1042.2
72.6,907,267,2999,1.27,77.4,0.01,77.5,75,2,100,00:00,10408,-2,-0.3,100,55,0,0,0,396,698,120922.1,-1042.2
72.7,905,268,2999,1.27,77.4,-0.02,77.4,76,2,100,00:00,10417,-2,-0.3,100,55,0,0,0,396,698,120978.8,-1042.2
72.8,904,268,2999,1.27,77.4,-0.03,77.4,76,2,100,00:00,10425,-2,-0.3,100,55,0,0,0,396,698,121056.5,-1042.2
72.9,903,266,2999,1.27,77.4,-0.03,77.4,75,2,100,00:00,10432,-2,-0.3,100,55,0,0,0,396,698,121139.5,-1042.2
73,902,268,2999,1.27,77.4,-0.04,77.4,76,2,100,00:00,10440,-2,-0.3,100,55,0,0,0,395,698,121191,-1042.2
73.1,901,262,2999,1.27,77.4,-0.03,77.5,74,2,100,00:00,10448,-1,-0.2,100,55,0,0,0,396,699,121357.1,-1042.2
73.2,900,263,2999,1.26,77.4,-0.02,77.5,75,2,100,00:00,10456,-1,-0.2,100,55,0,0,0,395,699,121411.6,-1042.2
73.3,899,264,2999,1.26,77.4,-0.02,77.4,75,2,100,00:00,10464,-1,-0.2,100,55,0,0,0,395,699,121482.6,-1042.2
73.4,897,263,2999,1.26,77.4,-0.02,77.4,75,2,100,00:00,10472,-1,-0.2,100,55,0,0,0,395,699,121566.6,-1042.2
73.5,897,261,2999,1.26,79.6,0,77.4,74,2,100,00:00,10479,-1,-0.2,100,55,0,0,0,395,699,121649.3,-1086
73.6,895,263,2999,1.26,79.6,0,77.4,75,2,100,00:00,10487,-1,-0.2,100,55,0,0,0,394,699,121705.9,-1086
73.7,894,263,2999,1.26,79.6,-0.01,77.4,75,2,100,00:00,10495,-1,-0.2,100,55,0,0,0,394,699,121778.7,-1086
73.8,893,263,2999,1.26,79.6,-0.01,77.3,75,2,100,00:00,10503,-1,-0.2,100,55,0,0,0,394,698,121849.1,-1086
73.9,891,262,2999,1.25,79.6,-0.01,77.3,75,2,100,00:00,10511,-1,-0.2,100,55,0,0,0,394,698,121932.7,-1086
74,890,263,2999,1.25,79.6,-0.01,77.3,75,2,100,00:00,10517,-1,-0.2,100,55,0,0,0,393,698,121995.9,-1086
74.1,889,264,2999,1.25,79.6,-0.03,77.2,76,2,100,00:00,10525,-1,-0.2,100,55,0,0,0,393,698,122043.9,-1086
74.2,888,262,2999,1.25,79.6,-0.04,77.2,75,2,100,00:00,10534,-1,-0.2,100,55,0,0,0,393,698,122126.4,-1086
74.3,887,260,2999,1.25,79.6,-0.04,77.2,75,2,100,00:00,10542,-1,-0.2,100,55,0,0,0,393,698,122225.8,-1086
74.4,885,262,2999,1.25,79.6,-0.04,77.2,76,2,100,00:00,10550,-1,-0.2,100,55,0,0,0,392,698,122283.2,-1086
74.5,885,262,2999,1.25,76.1,-0.05,77.2,76,2,100,00:00,10556,-1,-0.2,100,55,0,0,0,392,698,122359.8,-1027.7
74.6,884,256,2999,1.24,76.1,-0.02,77.3,74,2,100,00:00,10564,-1,-0.2,100,55,0,0,0,393,699,122507,-1027.7
74.7,883,255,2999,1.24,76.1,0,77.3,74,2,100,00:00,10572,-1,-0.2,100,55,0,0,0,393,700,122591.1,-1027.7
74.8,881,257,2999,1.24,76.1,0.01,77.3,74,2,100,00:00,10580,-1,-0.2,100,55,0,0,0,392,699,122640.4,-1027.7
74.9,880,257,2999,1.24,76.1,0.01,77.2,75,2,100,00:00,10588,-1,-0.2,100,55,0,0,0,392,699,122707.2,-1027.7
75,879,256,2999,1.24,76.1,0.02,77.2,74,2,100,00:00,10596,-1,-0.2,100,55,0,0,0,392,699,122789.2,-1027.7
75.1,878,257,2999,1.24,76.1,0.01,77.2,75,2,100,00:00,10604,-1,-0.2,100,55,0,0,0,392,698,122850,-1027.7
75.2,876,257,2999,1.24,76.1,0.01,77.2,75,2,100,00:00,10612,-1,-0.2,100,55,0,0,0,391,698,122926.2,-1027.7
75.3,875,258,2999,1.23,76.1,0,77.1,75,2,100,00:00,10620,-1,-0.2,100,55,0,0,0,391,698,122999.4,-1027.7
75.4,874,258,2999,1.23,76.1,0,77.1,75,2,100,00:00,10627,-1,-0.2,100,55,0,0,0,391,698,123069.5,-1027.7
75.5,873,256,2999,1.23,77.3,0,77.1,75,2,100,00:00,10635,-1,-0.2,100,55,0,0,0,391,698,123150.1,-1052.9
75.6,871,257,2999,1.23,77.3,-0.02,77,75,2,100,00:00,10643,-1,-0.2,100,55,0,0,0,390,698,123196.9,-1052.9
75.7,871,252,2999,1.23,77.3,0.01,77.2,74,2,100,00:00,10651,-1,-0.2,100,55,0,0,0,391,699,123359.9,-1052.9
75.8,870,252,2999,1.23,77.3,0.03,77.2,74,2,100,00:00,10659,-1,-0.2,100,55,0,0,0,391,699,123438,-1052.9
75.9,868,256,2999,1.23,77.3,0.01,77,75,2,100,00:00,10665,-1,-0.1,100,55,0,0,0,390,698,123425.7,-1052.9
76,868,250,2999,1.22,77.3,0,77.2,74,2,100,00:00,10673,-1,-0.1,100,55,0,0,0,390,699,123576,-1052.9
76.1,866,253,2999,1.22,77.3,0.01,77.1,75,2,100,00:00,10681,-1,-0.1,100,55,0,0,0,390,699,123636.3,-1052.9
76.2,865,252,2999,1.22,77.3,0.01,77.1,75,2,100,00:00,10690,-1,-0.1,100,55,0,0,0,390,699,123712,-1052.9
76.3,864,252,2999,1.22,77.3,0.01,77.1,75,2,100,00:00,10698,-1,-0.1,100,55,0,0,0,389,698,123765.4,-1052.9
76.4,863,251,2999,1.22,77.3,0.01,77.1,74,2,100,00:00,10704,-1,-0.1,100,55,0,0,0,389,699,123838.9,-1052.9
76.5,862,252,2999,1.22,77.2,0,77.1,75,2,100,00:00,10712,-1,-0.1,100,55,0,0,0,389,698,123907.4,-1055.5
76.6,860,252,2999,1.22,77.2,0,77.1,75,2,100,00:00,10720,-1,-0.1,100,55,0,0,0,389,699,123989.4,-1055.5
76.7,859,251,2999,1.21,77.2,0,77.1,74,2,100,00:00,10728,-1,-0.1,100,55,0,0,0,388,699,124067.3,-1055.5
76.8,858,252,2999,1.21,77.2,-0.02,77,75,2,100,00:00,10736,-1,-0.1,100,55,0,0,0,388,698,124119.3,-1055.5
76.9,857,253,2999,1.21,77.2,-0.02,77,75,2,100,00:00,10743,-1,-0.1,100,55,0,0,0,388,698,124197.5,-1055.5
77,856,251,2999,1.21,77.2,-0.02,77,75,2,100,00:00,10751,-1,-0.1,100,55,0,0,0,388,698,124273.5,-1055.5
77.1,854,252,2999,1.21,77.2,-0.03,77,75,2,100,00:00,10759,-1,-0.1,100,55,0,0,0,387,698,124327,-1055.5
77.2,853,251,2999,1.21,77.2,-0.04,77,75,2,100,00:00,10767,-1,-0.1,100,55,0,0,0,387,698,124397.6,-1055.5
77.3,853,246,2999,1.21,77.2,-0.02,77.2,74,2,100,00:00,10775,-1,-0.1,100,55,0,0,0,388,699,124562.7,-1055.5
77.4,851,251,2999,1.2,77.2,-0.03,77,76,2,100,00:00,10781,-1,-0.1,100,55,0,0,0,387,698,124552,-1055.5
77.5,850,247,2999,1.2,77.7,-0.02,77.2,74,2,100,00:00,10791,-1,-0.1,100,55,0,0,0,387,699,124689.8,-1068.4
77.6,849,248,2999,1.2,77.7,-0.02,77.1,75,2,100,00:00,10799,0,0,100,55,0,0,0,387,698,124755.8,-1068.4
77.7,848,248,2999,1.2,77.7,-0.02,77.1,75,2,100,00:00,10807,-1,-0.1,100,55,0,0,0,387,698,124836.1,-1068.4
77.8,847,247,2999,1.2,77.7,-0.02,77.1,75,2,100,00:00,10813,0,0,100,55,0,0,0,386,698,124896.5,-1068.4
77.9,846,247,2999,1.2,77.7,-0.02,77.1,75,2,100,00:00,10821,0,0,100,55,0,0,0,386,698,124969.5,-1068.4
78,844,248,2999,1.2,77.7,-0.02,77.1,75,2,100,00:00,10829,0,0,100,55,0,0,0,386,698,125040.4,-1068.4
78.1,843,247,2999,1.19,77.7,-0.02,77.1,75,2,100,00:00,10837,0,0,100,55,0,0,0,386,698,125124.5,-1068.4
78.2,842,247,2999,1.19,77.7,-0.03,77.1,75,2,100,00:00,10845,-1,-0.1,100,55,0,0,0,385,698,125203.9,-1068.4
78.3,841,247,2999,1.19,77.7,-0.03,77.1,75,2,100,00:00,10852,-1,-0.1,100,55,0,0,0,385,698,125263.6,-1068.4
78.4,840,243,2999,1.19,77.7,0,77.2,74,2,100,00:00,10860,-1,-0.1,100,55,0,0,0,386,699,125405.1,-1068.4
78.5,839,242,2999,1.19,79.3,0.02,77.2,74,2,100,00:00,10868,-1,-0.1,100,55,0,0,0,385,699,125483.8,-1098.3
78.6,838,240,2999,1.19,79.3,0.03,77.2,73,2,100,00:00,10876,-1,-0.1,100,55,0,0,0,385,699,125558.7,-1098.3
78.7,837,243,2999,1.19,79.3,0.03,77.2,74,2,100,00:00,10884,-1,-0.1,100,55,0,0,0,385,699,125620.2,-1098.3
78.8,836,241,2999,1.19,79.3,0.05,77.2,74,2,100,00:00,10890,-1,-0.1,100,55,0,0,0,385,699,125711.3,-1098.3
78.9,835,243,2999,1.18,79.3,0.05,77.1,74,2,100,00:00,10898,-1,-0.1,100,55,0,0,0,384,699,125763.1,-1098.3
79,833,241,2999,1.18,79.3,0.05,77.1,74,2,100,00:00,10906,-1,-0.1,100,55,0,0,0,384,699,125832.1,-1098.3
79.1,832,242,2999,1.18,79.3,0.04,77.1,74,2,100,00:00,10915,-1,-0.1,100,55,0,0,0,384,699,125899.6,-1098.3
79.2,831,243,2999,1.18,79.3,0.04,77.1,75,2,100,00:00,10921,-1,-0.1,100,55,0,0,0,384,699,125965.5,-1098.3
79.3,830,242,2999,1.18,79.3,0.03,77,74,2,100,00:00,10929,-1,-0.1,100,55,0,0,0,383,699,126042.7,-1098.3
79.4,829,241,2999,1.18,79.3,0.01,77,74,2,100,00:00,10939,-1,-0.1,100,55,0,0,0,383,698,126109.7,-1098.3
79.5,828,242,2999,1.18,75.6,0.01,77,75,2,100,00:00,10945,-1,-0.1,100,55,0,0,0,383,698,126187.8,-1038.1
79.6,826,242,2999,1.17,75.6,0,76.9,75,2,100,00:00,10953,-1,-0.1,100,55,0,0,0,383,698,126263.6,-1038.1
79.7,826,238,2999,1.17,75.6,0.01,77,74,2,100,00:00,10961,-1,-0.1,100,55,0,0,0,383,699,126391.3,-1038.1
79.8,824,239,2999,1.17,75.6,0.01,77,74,2,100,00:00,10969,-1,-0.1,100,55,0,0,0,383,699,126450.8,-1038.1
79.9,823,238,2999,1.17,75.6,0.01,76.9,74,2,100,00:00,10977,-1,-0.1,100,55,0,0,0,383,699,126525.9,-1038.1
80,822,238,2999,1.17,75.6,0.01,76.9,74,2,100,00:00,10985,0,0,100,55,0,0,0,382,699,126598,-1038.1
80.1,821,239,2999,1.17,75.6,0.01,76.9,74,2,100,00:00,10993,0,0,100,55,0,0,0,382,699,126668,-1038.1
80.2,820,238,2999,1.17,75.6,0.01,76.9,74,2,100,00:00,11000,0,0,100,55,0,0,0,382,699,126755.3,-1038.1
80.3,819,237,2999,1.16,75.6,0.02,76.9,74,2,100,00:00,11008,0,0,100,55,0,0,0,382,699,126834.1,-1038.1
80.4,817,241,2999,1.16,75.6,-0.02,76.6,75,2,100,00:00,11016,0,0,100,55,0,0,0,381,697,126810.3,-1038.1
80.5,815,241,2998,1.16,67.9,-0.09,76.4,75,2,100,00:00,11024,0,0,100,55,0,0,0,379,695,126793.3,-914.6
80.6,813,239,2997,1.16,67.9,-0.17,76.2,75,2,100,00:00,11030,0,0,100,55,0,0,0,378,694,126774.4,-914.6
80.7,811,239,2998,1.15,67.9,-0.28,76,74,2,100,00:00,11038,0,0,100,55,0,0,0,377,692,126747.6,-914.6
80.8,809,241,2998,1.15,67.9,-0.41,75.8,75,2,100,00:00,11046,0,0,100,55,0,0,0,376,690,126728.1,-914.6
80.9,808,242,2997,1.15,67.9,-0.54,75.6,75,2,100,00:00,11052,0,0,100,55,0,0,0,375,689,126710.5,-914.6
81,806,241,2997,1.15,67.9,-0.69,75.4,75,2,100,00:00,11057,0,0,100,55,0,0,0,374,688,126705.6,-914.6
81.1,804,241,2997,1.15,67.9,-0.85,75.2,75,2,100,00:00,11066,0,0,100,55,0,0,0,373,685,126678.1,-914.6
81.2,802,241,2997,1.14,67.9,-0.95,74.9,75,2,100,00:00,11074,0,0,100,55,0,0,0,372,684,126671.1,-914.6
81.3,800,243,2997,1.14,67.9,-1.05,74.7,76,2,100,00:00,11082,0,0,100,55,0,0,0,371,682,126656.1,-914.6
81.4,798,243,2997,1.14,67.9,-1.12,74.4,76,2,100,00:00,11090,1,0.1,100,55,0,0,0,370,680,126647,-914.6
81.5,797,243,2996,1.14,29.1,-1.28,74.2,76,2,100,00:00,11096,1,0.1,100,55,0,0,0,369,679,126634.9,-263.3
81.6,795,243,2996,1.13,29.1,-1.47,74,76,2,100,00:00,11103,1,0.1,100,55,0,0,0,368,677,126624.8,-263.3
81.7,793,244,2996,1.13,29.1,-1.64,73.8,76,2,100,00:00,11111,1,0.1,100,55,0,0,0,366,676,126608.8,-263.3
81.8,791,244,2996,1.13,29.1,-1.81,73.5,76,2,100,00:00,11119,1,0.1,100,55,0,0,0,365,674,126587.9,-263.3
81.9,790,244,2996,1.13,29.1,-1.98,73.3,76,2,100,00:00,11127,1,0.1,100,55,0,0,0,364,672,126563.2,-263.3
82,788,245,2996,1.13,29.1,-2.17,73,76,2,100,00:00,11134,1,0.1,100,55,0,0,0,363,670,126532.9,-263.3
82.1,786,245,2996,1.12,29.1,-2.28,72.8,76,2,100,00:00,11142,1,0.2,100,55,0,0,0,362,668,126532.6,-263.3
