"Time, s","Power, hp","Thrust, kgf",RPM,"Manifold pressure, atm","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %",Supercharger gear,"Throttle, %","WEP remain, min:sec","Altitude, m","Critical AoA, %","AoA, deg","Mixture, %","Radiator, %","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
44.5,1294,389,2999,1.75,81.9,0.02,79.4,77,2,100,00:00,8202,-5,-0.8,100,55,0,0,0,454,699,99330.6,-995.8
44.6,1292,390,2999,1.75,81.9,0.03,79.3,77,2,100,00:00,8212,-5,-0.8,100,55,0,0,0,453,699,99394.9,-995.8
44.7,1290,395,2999,1.75,81.9,0.02,79.2,78,2,100,00:00,8220,-5,-0.8,100,55,0,0,0,453,698,99442.9,-995.8
44.8,1289,392,2999,1.75,81.9,0.02,79.3,78,2,100,00:00,8226,-5,-0.8,100,55,0,0,0,453,699,99526.2,-995.8
44.9,1287,389,2999,1.74,81.9,0.02,79.3,77,2,100,00:00,8235,-5,-0.8,100,55,0,0,0,452,698,99603.4,-995.8
45,1285,392,2999,1.74,81.9,0.01,79.2,78,2,100,00:00,8243,-5,-0.8,100,55,0,0,0,452,698,99676.1,-995.8
45.1,1283,392,2999,1.74,81.9,0,79.2,78,2,100,00:00,8251,-5,-0.8,100,55,0,0,0,452,698,99761.7,-995.8
45.2,1282,392,2999,1.74,81.9,-0.01,79.2,78,2,100,00:00,8259,-5,-0.8,100,55,0,0,0,451,698,99813.6,-995.8
45.3,1281,389,2999,1.74,77.5,-0.02,79.2,78,2,100,00:00,8266,-5,-0.8,100,55,0,0,0,451,698,99895.8,-924.8
45.4,1280,386,2999,1.74,77.5,0,79.3,77,2,100,00:00,8274,-5,-0.8,100,55,0,0,0,452,699,100039,-924.8
45.5,1278,384,2999,1.73,77.5,0.02,79.3,77,2,100,00:00,8283,-5,-0.8,100,55,0,0,0,452,699,100121.5,-924.8
45.6,1276,382,2999,1.73,77.5,0.03,79.3,76,2,100,00:00,8291,-5,-0.8,100,55,0,0,0,451,699,100200.2,-924.8
45.7,1275,386,2999,1.73,77.5,0.03,79.2,77,2,100,00:00,8299,-5,-0.8,100,55,0,0,0,451,699,100263.1,-924.8
45.8,1273,384,2999,1.73,77.5,0.05,79.3,77,2,100,00:00,8306,-5,-0.8,100,55,0,0,0,451,699,100354.3,-924.8
45.9,1272,381,2999,1.73,77.5,0.06,79.3,77,2,100,00:00,8314,-5,-0.8,100,55,0,0,0,451,700,100438,-924.8
46,1270,383,2999,1.72,77.5,0.06,79.2,77,2,100,00:00,8322,-5,-0.8,100,55,0,0,0,450,699,100488.1,-924.8
46.1,1268,387,2999,1.72,77.5,0.05,79.2,78,2,100,00:00,8330,-5,-0.8,100,55,0,0,0,450,699,100553.9,-924.8
46.2,1266,386,2999,1.72,77.5,0.03,79.1,78,2,100,00:00,8339,-5,-0.8,100,55,0,0,0,449,698,100615.7,-924.8
46.3,1265,382,2999,1.72,79.3,0.03,79.2,77,2,100,00:00,8345,-5,-0.8,100,55,0,0,0,449,699,100694.9,-961.3
46.4,1264,381,2999,1.72,79.3,0.03,79.2,77,2,100,00:00,8352,-5,-0.8,100,55,0,0,0,449,699,100774.5,-961.3
46.5,1262,386,2999,1.71,79.3,0.01,79.1,78,2,100,00:00,8362,-5,-0.8,100,55,0,0,0,449,698,100839.1,-961.3
46.6,1260,383,2999,1.71,79.3,0,79.1,78,2,100,00:00,8370,-5,-0.8,100,55,0,0,0,449,698,100922.9,-961.3
46.7,1259,382,2999,1.71,79.3,-0.01,79.1,78,2,100,00:00,8378,-5,-0.8,100,55,0,0,0,448,698,100996.5,-961.3
46.8,1257,384,2999,1.71,79.3,-0.02,79.1,78,2,100,00:00,8385,-5,-0.8,100,55,0,0,0,448,698,101068.8,-961.3
46.9,1256,377,2998,1.71,79.3,0,79.3,77,2,100,00:00,8395,-5,-0.8,100,55,0,0,0,449,699,101221.4,-961.3
47,1255,375,2999,1.7,79.3,0.01,79.3,76,2,100,00:00,8401,-5,-0.8,100,55,0,0,0,448,699,101287.5,-961.3
47.1,1253,379,2999,1.7,79.3,0.03,79.2,77,2,100,00:00,8411,-5,-0.8,100,55,0,0,0,448,699,101364.2,-961.3
47.2,1251,379,2999,1.7,79.3,0.03,79.3,77,2,100,00:00,8418,-5,-0.8,100,55,0,0,0,448,699,101426.4,-961.3
47.3,1250,377,2999,1.7,80,0.03,79.3,77,2,100,00:00,8426,-4,-0.7,100,55,0,0,0,447,699,101501.9,-977.6
47.4,1248,375,2999,1.7,80,0.02,79.3,77,2,100,00:00,8434,-4,-0.7,100,55,0,0,0,447,699,101574.9,-977.6
47.5,1246,379,2999,1.69,80,0.01,79.3,78,2,100,00:00,8443,-4,-0.7,100,55,0,0,0,447,698,101644,-977.6
47.6,1244,380,2999,1.69,80,0,79.2,78,2,100,00:00,8451,-4,-0.7,100,55,0,0,0,446,698,101708.6,-977.6
47.7,1243,378,2999,1.69,80,-0.01,79.3,78,2,100,00:00,8457,-4,-0.7,100,55,0,0,0,446,698,101771.4,-977.6
47.8,1242,376,2999,1.69,80,-0.02,79.3,77,2,100,00:00,8466,-4,-0.7,100,55,0,0,0,446,698,101864.3,-977.6
47.9,1240,377,2999,1.69,80,-0.02,79.3,78,2,100,00:00,8474,-4,-0.7,100,55,0,0,0,446,698,101951.3,-977.6
48,1238,379,2999,1.68,80,-0.03,79.3,78,2,100,00:00,8482,-4,-0.7,100,55,0,0,0,445,698,102004.3,-977.6
48.1,1236,376,2999,1.68,80,-0.04,79.3,78,2,100,00:00,8491,-4,-0.7,100,55,0,0,0,445,698,102078.6,-977.6
48.2,1236,374,2999,1.68,80,-0.04,79.3,77,2,100,00:00,8497,-4,-0.7,100,55,0,0,0,445,698,102170.3,-977.6
48.3,1235,372,2999,1.68,81.3,-0.02,79.4,77,2,100,00:00,8505,-4,-0.7,100,55,0,0,0,446,699,102310.6,-1003.1
48.4,1233,373,2999,1.68,81.3,-0.01,79.4,77,2,100,00:00,8514,-4,-0.7,100,55,0,0,0,445,699,102360.9,-1003.1
48.5,1231,371,2999,1.67,81.3,-0.01,79.4,77,2,100,00:00,8524,-4,-0.7,100,55,0,0,0,445,699,102440.3,-1003.1
48.6,1230,372,2999,1.67,81.3,-0.01,79.4,77,2,100,00:00,8530,-4,-0.7,100,55,0,0,0,444,698,102504.8,-1003.1
48.7,1228,372,2999,1.67,81.3,-0.01,79.4,77,2,100,00:00,8539,-4,-0.7,100,55,0,0,0,444,698,102581.9,-1003.1
48.8,1227,369,2999,1.67,81.3,-0.01,79.4,77,2,100,00:00,8545,-4,-0.7,100,55,0,0,0,444,699,102661.9,-1003.1
48.9,1225,370,2999,1.67,81.3,-0.01,79.4,77,2,100,00:00,8553,-5,-0.8,100,55,0,0,0,444,699,102732.4,-1003.1
49,1223,371,2999,1.67,81.3,0,79.4,77,2,100,00:00,8562,-5,-0.8,100,55,0,0,0,444,699,102816.4,-1003.1
49.1,1222,371,2999,1.66,81.3,-0.01,79.3,78,2,100,00:00,8570,-5,-0.8,100,55,0,0,0,443,698,102877.6,-1003.1
49.2,1220,372,2999,1.66,81.3,-0.03,79.3,78,2,100,00:00,8578,-5,-0.8,100,55,0,0,0,443,698,102938.9,-1003.1
49.3,1218,370,2999,1.66,76.1,-0.04,79.3,78,2,100,00:00,8586,-5,-0.8,100,55,0,0,0,443,698,103017.9,-921.5
49.4,1218,364,2999,1.66,76.1,-0.02,79.4,76,2,100,00:00,8595,-5,-0.8,100,55,0,0,0,443,699,103172.9,-921.5
49.5,1216,364,2999,1.66,76.1,0,79.4,77,2,100,00:00,8603,-5,-0.8,100,55,0,0,0,443,699,103267,-921.5
49.6,1215,363,2999,1.65,76.1,0.02,79.4,76,2,100,00:00,8610,-5,-0.8,100,55,0,0,0,443,700,103338.5,-921.5
49.7,1213,362,2999,1.65,76.1,0.04,79.4,76,2,100,00:00,8618,-5,-0.8,100,55,0,0,0,443,700,103421.5,-921.5
49.8,1211,365,2999,1.65,76.1,0.04,79.3,77,2,100,00:00,8626,-5,-0.8,100,55,0,0,0,442,699,103470.9,-921.5
49.9,1210,364,2999,1.65,76.1,0.04,79.3,77,2,100,00:00,8634,-5,-0.8,100,55,0,0,0,442,699,103555.3,-921.5
50,1208,365,2999,1.65,76.1,0.04,79.3,77,2,100,00:00,8643,-5,-0.8,100,55,0,0,0,442,699,103616.6,-921.5
50.1,1207,363,2999,1.65,76.1,0.04,79.3,77,2,100,00:00,8649,-5,-0.8,100,55,0,0,0,442,699,103695.8,-921.5
50.2,1205,364,2999,1.64,76.1,0.03,79.2,77,2,100,00:00,8658,-5,-0.8,100,55,0,0,0,441,698,103751.2,-921.5
50.3,1204,363,2999,1.64,79.6,0.02,79.2,77,2,100,00:00,8666,-5,-0.8,100,55,0,0,0,441,699,103840.1,-985.5
50.4,1202,362,2999,1.64,79.6,0.02,79.2,77,2,100,00:00,8674,-5,-0.8,100,55,0,0,0,441,699,103924,-985.5
50.5,1200,364,2999,1.64,79.6,0.01,79.2,77,2,100,00:00,8682,-4,-0.7,100,55,0,0,0,440,698,103985,-985.5
50.6,1199,365,2999,1.64,79.6,0,79.1,78,2,100,00:00,8689,-4,-0.7,100,55,0,0,0,440,698,104045.3,-985.5
50.7,1197,364,2999,1.63,79.6,-0.02,79.1,78,2,100,00:00,8697,-4,-0.7,100,55,0,0,0,440,698,104111.2,-985.5
50.8,1196,363,2999,1.63,79.6,-0.03,79.1,78,2,100,00:00,8705,-4,-0.7,100,55,0,0,0,439,698,104191.2,-985.5
50.9,1195,357,2999,1.63,79.6,-0.01,79.2,76,2,100,00:00,8714,-4,-0.7,100,55,0,0,0,440,699,104342.7,-985.5
51,1193,357,2999,1.63,79.6,0.01,79.2,76,2,100,00:00,8722,-4,-0.7,100,55,0,0,0,440,699,104433.7,-985.5
51.1,1192,355,2999,1.63,79.6,0.02,79.2,76,2,100,00:00,8729,-4,-0.7,100,55,0,0,0,440,699,104503.3,-985.5
51.2,1191,355,2999,1.62,79.6,0.04,79.2,76,2,100,00:00,8737,-4,-0.7,100,55,0,0,0,440,699,104584.4,-985.5
51.3,1189,358,2999,1.62,80.1,0.03,79.1,77,2,100,00:00,8745,-4,-0.7,100,55,0,0,0,439,699,104632.3,-997.7
51.4,1187,359,2999,1.62,80.1,0.03,79.1,77,2,100,00:00,8753,-4,-0.7,100,55,0,0,0,439,699,104696.7,-997.7
51.5,1186,357,2999,1.62,80.1,0.02,79.1,77,2,100,00:00,8762,-4,-0.7,100,55,0,0,0,438,699,104775.9,-997.7
51.6,1185,355,2999,1.62,80.1,0.02,79.1,76,2,100,00:00,8768,-4,-0.7,100,55,0,0,0,438,699,104854.4,-997.7
51.7,1183,358,2999,1.62,80.1,0.01,79.1,77,2,100,00:00,8776,-4,-0.7,100,55,0,0,0,438,699,104926.4,-997.7
51.8,1181,357,2999,1.61,80.1,0,79,77,2,100,00:00,8786,-4,-0.7,100,55,0,0,0,438,698,105005.9,-997.7
51.9,1179,358,2999,1.61,80.1,-0.01,79,77,2,100,00:00,8794,-4,-0.7,100,55,0,0,0,437,698,105057.1,-997.7
52,1178,356,2999,1.61,80.1,-0.02,79,77,2,100,00:00,8801,-4,-0.7,100,55,0,0,0,437,698,105138.7,-997.7
52.1,1177,352,2999,1.61,80.1,-0.01,79.1,76,2,100,00:00,8809,-4,-0.7,100,55,0,0,0,438,699,105281.6,-997.7
52.2,1176,350,2999,1.61,80.1,0,79.1,76,2,100,00:00,8818,-4,-0.7,100,55,0,0,0,437,699,105363.6,-997.7
52.3,1174,351,2999,1.6,79.8,0.01,79.1,76,2,100,00:00,8826,-4,-0.7,100,55,0,0,0,437,699,105429.6,-1000.3
52.4,1173,349,2999,1.6,79.8,0.03,79.1,76,2,100,00:00,8832,-4,-0.7,100,55,0,0,0,437,700,105523.3,-1000.3
52.5,1171,349,2999,1.6,79.8,0.04,79.1,76,2,100,00:00,8841,-4,-0.7,100,55,0,0,0,437,700,105608.8,-1000.3
52.6,1170,351,2999,1.6,79.8,0.04,79,77,2,100,00:00,8849,-4,-0.7,100,55,0,0,0,436,699,105660.2,-1000.3
52.7,1168,352,2999,1.6,79.8,0.04,79,77,2,100,00:00,8857,-4,-0.7,100,55,0,0,0,436,699,105727.6,-1000.3
52.8,1166,351,2999,1.59,79.8,0.03,79,77,2,100,00:00,8865,-4,-0.7,100,55,0,0,0,436,699,105809,-1000.3
52.9,1165,350,2999,1.59,79.8,0.03,79,77,2,100,00:00,8872,-4,-0.7,100,55,0,0,0,436,699,105870.5,-1000.3
53,1164,350,2999,1.59,79.8,0.02,79,77,2,100,00:00,8880,-4,-0.7,100,55,0,0,0,435,699,105945.2,-1000.3
53.1,1162,349,2999,1.59,79.8,0.01,78.9,77,2,100,00:00,8888,-4,-0.7,100,55,0,0,0,435,698,106017.6,-1000.3
53.2,1160,352,2999,1.59,79.8,-0.02,78.8,77,2,100,00:00,8898,-4,-0.7,100,55,0,0,0,434,698,106070.6,-1000.3
53.3,1159,350,2999,1.59,77.2,-0.02,78.9,77,2,100,00:00,8905,-4,-0.7,100,55,0,0,0,434,698,106160.9,-958.5
53.4,1158,350,2999,1.58,77.2,-0.03,78.8,77,2,100,00:00,8911,-4,-0.7,100,55,0,0,0,434,698,106218.6,-958.5
53.5,1156,351,2999,1.58,77.2,-0.04,78.8,78,2,100,00:00,8920,-4,-0.7,100,55,0,0,0,434,698,106289.2,-958.5
53.6,1155,343,2999,1.58,77.2,-0.02,78.9,76,2,100,00:00,8928,-4,-0.7,100,55,0,0,0,435,699,106447.3,-958.5
53.7,1154,343,2999,1.58,77.2,-0.01,78.9,76,2,100,00:00,8936,-4,-0.7,100,55,0,0,0,434,699,106526.8,-958.5
53.8,1152,342,2999,1.58,77.2,0.01,78.9,76,2,100,00:00,8944,-4,-0.7,100,55,0,0,0,434,699,106602.9,-958.5
53.9,1151,342,2999,1.58,77.2,0.02,78.8,76,2,100,00:00,8951,-4,-0.7,100,55,0,0,0,434,699,106677.7,-958.5
54,1150,342,2999,1.57,77.2,0.03,78.8,76,2,100,00:00,8959,-4,-0.7,100,55,0,0,0,434,699,106762.9,-958.5
54.1,1148,345,2999,1.57,77.2,0.03,78.7,77,2,100,00:00,8969,-4,-0.7,100,55,0,0,0,433,699,106826.2,-958.5
54.2,1146,346,2999,1.57,77.2,0.02,78.6,77,2,100,00:00,8977,-4,-0.7,100,55,0,0,0,433,699,106889.7,-958.5
54.4,1145,344,2999,1.57,79.5,0.02,78.7,77,2,100,00:00,8984,-4,-0.7,100,55,0,0,0,433,699,106970.8,-1002
54.4,1143,345,2999,1.57,79.5,0.01,78.6,77,2,100,00:00,8992,-4,-0.7,100,55,0,0,0,432,698,107027.5,-1002
54.5,1142,344,2999,1.56,79.5,0,78.6,77,2,100,00:00,9000,-4,-0.7,100,55,0,0,0,432,699,107117.6,-1002
54.6,1140,344,2999,1.56,79.5,0,78.6,77,2,100,00:00,9008,-4,-0.7,100,55,0,0,0,432,699,107202.3,-1002
54.7,1139,345,2999,1.56,79.5,-0.01,78.5,77,2,100,00:00,9016,-4,-0.7,100,55,0,0,0,431,698,107253.2,-1002
54.8,1138,343,2999,1.56,79.5,-0.02,78.5,77,2,100,00:00,9023,-4,-0.7,100,55,0,0,0,431,698,107327.8,-1002
54.9,1137,338,2999,1.56,79.5,0,78.6,76,2,100,00:00,9031,-4,-0.7,100,55,0,0,0,432,699,107471.3,-1002
55,1135,337,2999,1.56,79.5,0.01,78.6,76,2,100,00:00,9039,-4,-0.7,100,55,0,0,0,432,700,107553.9,-1002
55.1,1134,339,2999,1.55,79.5,0.02,78.6,76,2,100,00:00,9047,-4,-0.7,100,55,0,0,0,431,699,107603.1,-1002
55.2,1132,339,2999,1.55,79.5,0.02,78.6,76,2,100,00:00,9056,-4,-0.6,100,55,0,0,0,431,699,107687.4,-1002
55.4,1131,338,2999,1.55,79.4,0.02,78.6,76,2,100,00:00,9062,-4,-0.6,100,55,0,0,0,431,699,107751,-1006.8
55.5,1129,339,2999,1.55,79.4,0.01,78.5,77,2,100,00:00,9072,-4,-0.6,100,55,0,0,0,430,699,107822,-1006.8
55.6,1128,337,2999,1.55,79.4,0.01,78.6,76,2,100,00:00,9079,-4,-0.6,100,55,0,0,0,430,699,107901.2,-1006.8
55.7,1126,338,2999,1.55,79.4,0.01,78.5,77,2,100,00:00,9087,-4,-0.6,100,55,0,0,0,430,699,107971.6,-1006.8
55.8,1125,340,2999,1.54,79.4,0,78.5,77,2,100,00:00,9095,-4,-0.6,100,55,0,0,0,430,698,108036.6,-1006.8
55.9,1124,337,2999,1.54,79.4,0,78.5,77,2,100,00:00,9101,-4,-0.6,100,55,0,0,0,430,699,108118.4,-1006.8
56,1122,339,2999,1.54,79.4,-0.02,78.5,77,2,100,00:00,9111,-4,-0.6,100,55,0,0,0,429,698,108177.1,-1006.8
56.1,1121,338,2999,1.54,79.4,-0.02,78.5,77,2,100,00:00,9118,-4,-0.6,100,55,0,0,0,429,699,108272.2,-1006.8
56.2,1119,339,2999,1.54,79.4,-0.02,78.5,77,2,100,00:00,9126,-4,-0.6,100,55,0,0,0,429,698,108331,-1006.8
56.3,1117,337,2999,1.53,79.4,-0.03,78.5,77,2,100,00:00,9134,-4,-0.6,100,55,0,0,0,428,698,108405.2,-1006.8
56.4,1116,335,2999,1.53,77,-0.03,78.5,77,2,100,00:00,9141,-4,-0.6,100,55,0,0,0,428,698,108479.6,-970.6
56.5,1116,332,2999,1.53,77,-0.01,78.7,76,2,100,00:00,9149,-4,-0.6,100,55,0,0,0,429,699,108623.1,-970.6
56.6,1114,331,2999,1.53,77,0.01,78.7,76,2,100,00:00,9157,-4,-0.6,100,55,0,0,0,429,699,108705.9,-970.6
56.7,1112,332,2999,1.53,77,0.01,78.6,76,2,100,00:00,9167,-4,-0.6,100,55,0,0,0,428,699,108767.1,-970.6
56.8,1111,332,2999,1.53,77,0.01,78.7,76,2,100,00:00,9174,-4,-0.6,100,55,0,0,0,428,699,108853.5,-970.6
56.9,1110,329,2999,1.52,77,0.02,78.7,76,2,100,00:00,9180,-4,-0.6,100,55,0,0,0,428,700,108944.1,-970.6
57,1108,331,2999,1.52,77,0.02,78.7,76,2,100,00:00,9188,-4,-0.6,100,55,0,0,0,428,699,108997.4,-970.6
57.1,1107,330,2999,1.52,77,0.03,78.7,76,2,100,00:00,9196,-4,-0.6,100,55,0,0,0,427,699,109067.5,-970.6
57.2,1105,331,2999,1.52,77,0.02,78.7,77,2,100,00:00,9205,-4,-0.6,100,55,0,0,0,427,699,109135.2,-970.6
57.3,1104,333,2999,1.52,77,0.01,78.6,77,2,100,00:00,9213,-4,-0.6,100,55,0,0,0,426,698,109195.1,-970.6
57.4,1102,331,2999,1.52,78.1,0,78.6,77,2,100,00:00,9221,-4,-0.6,100,55,0,0,0,426,698,109272.8,-992.2
57.5,1101,332,2999,1.51,78.1,-0.02,78.6,77,2,100,00:00,9229,-4,-0.6,100,55,0,0,0,426,698,109335.8,-992.2
57.6,1100,326,2999,1.51,78.1,0,78.8,76,2,100,00:00,9237,-4,-0.6,100,55,0,0,0,427,699,109492,-992.2
57.7,1098,325,2999,1.51,78.1,0.01,78.8,76,2,100,00:00,9246,-4,-0.6,100,55,0,0,0,426,699,109569.8,-992.2
57.8,1096,330,2999,1.51,78.1,-0.01,78.6,77,2,100,00:00,9252,-4,-0.6,100,55,0,0,0,425,698,109553.9,-992.2
57.9,1096,324,2999,1.51,78.1,0.01,78.8,76,2,100,00:00,9260,-4,-0.6,100,55,0,0,0,426,699,109718.4,-992.2
58,1094,327,2999,1.51,78.1,0.01,78.7,76,2,100,00:00,9269,-4,-0.6,100,55,0,0,0,425,699,109773.4,-992.2
58.1,1093,328,2999,1.5,78.1,0,78.7,77,2,100,00:00,9277,-4,-0.6,100,55,0,0,0,425,698,109826.2,-992.2
58.2,1091,325,2999,1.5,78.1,0,78.7,76,2,100,00:00,9285,-4,-0.6,100,55,0,0,0,425,699,109913.6,-992.2
58.3,1090,324,2999,1.5,78.1,0,78.7,76,2,100,00:00,9292,-4,-0.6,100,55,0,0,0,425,699,109998.5,-992.2
58.4,1089,327,2999,1.5,79,0,78.6,77,2,100,00:00,9300,-4,-0.6,100,55,0,0,0,424,699,110058.2,-1010.6
58.5,1087,326,2999,1.5,79,-0.01,78.6,77,2,100,00:00,9310,-4,-0.6,100,55,0,0,0,424,698,110145.8,-1010.6
58.6,1086,323,2999,1.49,79,-0.01,78.6,76,2,100,00:00,9316,-4,-0.6,100,55,0,0,0,424,699,110220.3,-1010.6
58.7,1084,327,2999,1.49,79,-0.03,78.5,77,2,100,00:00,9324,-4,-0.6,100,55,0,0,0,423,698,110257.4,-1010.6
58.8,1083,326,2999,1.49,79,-0.04,78.5,77,2,100,00:00,9331,-4,-0.6,100,55,0,0,0,423,698,110343.3,-1010.6
58.9,1081,326,2999,1.49,79,-0.05,78.5,77,2,100,00:00,9339,-4,-0.6,100,55,0,0,0,423,698,110396.7,-1010.6
59,1080,318,2999,1.49,79,-0.03,78.6,75,2,100,00:00,9349,-4,-0.6,100,55,0,0,0,424,699,110571.8,-1010.6
59.1,1079,319,2999,1.49,79,-0.02,78.6,76,2,100,00:00,9355,-4,-0.6,100,55,0,0,0,423,699,110641.3,-1010.6
59.2,1078,319,2999,1.48,79,-0.01,78.6,76,2,100,00:00,9364,-4,-0.6,100,55,0,0,0,423,699,110719.9,-1010.6
59.3,1077,318,2999,1.48,79,0,78.6,75,2,100,00:00,9370,-4,-0.6,100,55,0,0,0,423,699,110779.2,-1010.6
59.4,1075,317,2999,1.48,80.6,0.01,78.6,75,2,100,00:00,9378,-4,-0.6,100,55,0,0,0,423,699,110869.8,-1047.3
59.5,1074,320,2999,1.48,80.6,0.01,78.5,76,2,100,00:00,9387,-4,-0.6,100,55,0,0,0,422,699,110925.2,-1047.3
59.6,1072,321,2999,1.48,80.6,0.01,78.5,76,2,100,00:00,9395,-4,-0.6,100,55,0,0,0,422,699,110996.2,-1047.3
59.7,1071,319,2999,1.48,80.6,0.01,78.4,76,2,100,00:00,9403,-4,-0.6,100,55,0,0,0,422,699,111080.3,-1047.3
59.8,1069,320,2999,1.47,80.6,0,78.4,76,2,100,00:00,9411,-4,-0.6,100,55,0,0,0,421,698,111138.4,-1047.3
59.9,1068,320,2999,1.47,80.6,-0.01,78.4,77,2,100,00:00,9419,-4,-0.6,100,55,0,0,0,421,698,111214.6,-1047.3
60,1066,319,2999,1.47,80.6,-0.01,78.4,76,2,100,00:00,9427,-4,-0.6,100,55,0,0,0,421,698,111305.9,-1047.3
60.1,1065,321,2999,1.47,80.6,-0.02,78.3,77,2,100,00:00,9436,-4,-0.6,100,55,0,0,0,421,698,111362,-1047.3
60.2,1064,319,2999,1.47,80.6,-0.03,78.3,77,2,100,00:00,9442,-4,-0.6,100,55,0,0,0,421,698,111440.3,-1047.3
60.3,1063,314,2999,1.47,80.6,-0.01,78.5,76,2,100,00:00,9450,-4,-0.6,100,55,0,0,0,421,700,111587.2,-1047.3
60.4,1061,313,2999,1.46,80.3,0.02,78.4,75,2,100,00:00,9458,-4,-0.6,100,55,0,0,0,421,700,111672.3,-1045.8
60.5,1060,315,2999,1.46,80.3,0.02,78.4,76,2,100,00:00,9467,-4,-0.6,100,55,0,0,0,420,699,111723.4,-1045.8
60.6,1058,314,2999,1.46,80.3,0.02,78.4,76,2,100,00:00,9475,-4,-0.6,100,55,0,0,0,420,699,111791.6,-1045.8
60.7,1057,312,2999,1.46,80.3,0.03,78.4,75,2,100,00:00,9481,-4,-0.6,100,55,0,0,0,420,699,111872.1,-1045.8
60.8,1056,314,2999,1.46,80.3,0.03,78.4,76,2,100,00:00,9489,-4,-0.6,100,55,0,0,0,420,699,111935.3,-1045.8
60.9,1055,313,2999,1.46,80.3,0.02,78.3,76,2,100,00:00,9498,-4,-0.6,100,55,0,0,0,420,699,112013.1,-1045.8
61,1053,315,2999,1.45,80.3,0.01,78.3,76,2,100,00:00,9507,-4,-0.6,100,55,0,0,0,419,698,112081.6,-1045.8
61.1,1051,315,2999,1.45,80.3,0,78.2,77,2,100,00:00,9514,-3,-0.5,100,55,0,0,0,419,698,112155.2,-1045.8
61.2,1050,313,2999,1.45,80.3,0,78.3,76,2,100,00:00,9520,-3,-0.5,100,55,0,0,0,419,699,112239.4,-1045.8
61.3,1049,314,2999,1.45,80.3,0,78.2,76,2,100,00:00,9529,-3,-0.5,100,55,0,0,0,418,698,112298.5,-1045.8
61.4,1048,313,2999,1.45,76.1,-0.01,78.2,76,2,100,00:00,9537,-3,-0.5,100,55,0,0,0,418,698,112373,-975.6
61.5,1046,313,2999,1.45,76.1,-0.01,78.2,76,2,100,00:00,9545,-3,-0.5,100,55,0,0,0,418,699,112463.1,-975.6
61.6,1045,314,2999,1.44,76.1,-0.02,78.2,77,2,100,00:00,9553,-3,-0.5,100,55,0,0,0,418,698,112521.5,-975.6
61.7,1044,312,2999,1.44,76.1,-0.03,78.2,76,2,100,00:00,9560,-3,-0.5,100,55,0,0,0,418,698,112598.4,-975.6
61.8,1043,307,2999,1.44,76.1,0,78.3,75,2,100,00:00,9568,-3,-0.5,100,55,0,0,0,418,700,112744,-975.6
61.9,1041,307,2999,1.44,76.1,0.02,78.3,75,2,100,00:00,9576,-3,-0.5,100,55,0,0,0,418,700,112828.1,-975.6
62,1040,308,2999,1.44,76.1,0.02,78.2,76,2,100,00:00,9584,-3,-0.5,100,55,0,0,0,417,699,112878.4,-975.6
62.1,1038,308,2999,1.44,76.1,0.02,78.2,76,2,100,00:00,9592,-3,-0.5,100,55,0,0,0,417,699,112942.9,-975.6
62.2,1037,307,2999,1.43,76.1,0.02,78.2,76,2,100,00:00,9600,-3,-0.5,100,55,0,0,0,417,699,113027.4,-975.6
62.3,1036,307,2999,1.43,76.1,0.02,78.2,76,2,100,00:00,9607,-3,-0.5,100,55,0,0,0,417,699,113094.4,-975.6
62.4,1034,310,2999,1.43,76.5,0.02,78.1,76,2,100,00:00,9617,-3,-0.5,100,55,0,0,0,416,698,113146.5,-986.3
62.5,1032,310,2999,1.43,76.5,0.01,78.1,77,2,100,00:00,9625,-3,-0.5,100,55,0,0,0,416,698,113208.6,-986.3
62.6,1032,307,2999,1.43,76.5,0,78.1,76,2,100,00:00,9631,-3,-0.5,100,55,0,0,0,416,698,113299,-986.3
62.7,1030,307,2999,1.43,76.5,0,78.1,76,2,100,00:00,9639,-3,-0.5,100,55,0,0,0,416,698,113381.6,-986.3
62.8,1029,310,2999,1.42,76.5,-0.02,78.1,77,2,100,00:00,9648,-3,-0.5,100,55,0,0,0,415,698,113430.8,-986.3
62.9,1028,302,2999,1.42,76.5,0,78.2,75,2,100,00:00,9656,-3,-0.5,100,55,0,0,0,416,699,113593.1,-986.3
63,1026,307,2999,1.42,76.5,-0.02,78.1,77,2,100,00:00,9662,-3,-0.5,100,55,0,0,0,415,698,113585.6,-986.3
63.1,1026,301,2999,1.42,76.5,0,78.2,75,2,100,00:00,9670,-3,-0.5,100,55,0,0,0,415,699,113738.4,-986.3
63.2,1024,304,2999,1.42,76.5,0.01,78.2,76,2,100,00:00,9679,-3,-0.5,100,55,0,0,0,415,699,113802.6,-986.3
63.3,1023,303,2999,1.42,76.5,0.02,78.2,76,2,100,00:00,9687,-3,-0.5,100,55,0,0,0,415,699,113881,-986.3
63.4,1021,303,2999,1.41,78.4,0.01,78.1,76,2,100,00:00,9695,-3,-0.5,100,55,0,0,0,414,699,113937.5,-1024.4
63.5,1020,302,2999,1.41,78.4,0.01,78.2,76,2,100,00:00,9701,-3,-0.5,100,55,0,0,0,414,699,114012.5,-1024.4
