"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,17.3,-64.2,2995,61,1.80,1012,269,38.8,100,627,628,33,0.51,15539.2,-3.62,5.4
0.1,18.5,-64.3,2996,61,1.80,1012,271,38.7,100,625,626,35,0.51,15462.0,-3.72,7.1
0.2,19.9,-62.4,2996,62,1.80,1011,273,38.6,100,623,625,37,0.51,15433.4,-3.72,6.9
0.3,20.9,-60.7,2996,62,1.80,1011,274,38.6,100,622,623,39,0.51,15356.7,-3.71,4.7
0.4,21.4,-59.1,2996,62,1.80,1011,275,38.5,100,620,621,41,0.51,15280.3,-3.71,3.6
0.5,21.7,-59.0,2996,62,1.80,1011,276,38.4,100,619,620,43,0.51,15252.1,-3.79,2.6
0.6,21.7,-58.8,2996,62,1.80,1011,278,38.4,100,617,619,45,0.50,15223.9,-3.86,1.7
0.7,22.5,-58.7,2996,63,1.80,1011,281,38.3,100,616,617,48,0.50,15158.0,-3.93,6.7
0.8,24.2,-56.9,2996,63,1.80,1011,284,38.2,100,614,616,50,0.50,15130.0,-3.91,9.2
0.9,26.0,-55.3,2996,63,1.80,1011,286,38.2,100,612,614,53,0.50,15064.5,-3.89,8.3
1.0,27.3,-53.9,2996,64,1.80,1011,287,38.1,100,611,613,55,0.50,15036.8,-3.88,8.3
1.1,29.2,-53.5,2996,64,1.80,1011,289,38.0,100,609,611,58,0.50,14971.8,-3.95,9.3
1.2,31.4,-53.2,2996,64,1.80,1011,291,37.9,100,607,609,62,0.50,14916.9,-4.01,9.0
1.3,32.8,-52.9,2995,64,1.80,1011,292,37.9,100,606,608,64,0.50,14889.6,-4.07,8.2
1.4,34.0,-52.1,2995,64,1.80,1011,292,37.8,100,604,606,68,0.49,14835.1,-4.12,5.4
1.5,34.4,-51.4,2996,64,1.80,1011,293,37.7,100,603,605,71,0.49,14817.8,-4.17,3.5
1.6,34.8,-50.8,2996,65,1.80,1011,296,37.6,100,601,603,75,0.49,14763.9,-4.21,3.8
1.7,35.3,-48.5,2996,65,1.80,1011,298,37.6,100,599,602,78,0.49,14746.8,-4.16,4.8
1.8,36.2,-46.4,2996,65,1.80,1011,301,37.5,100,598,600,81,0.49,14683.5,-4.12,6.6
1.9,37.7,-44.5,2996,66,1.80,1011,303,37.4,100,596,598,85,0.49,14630.3,-4.07,8.7
2.0,39.4,-43.9,2995,66,1.80,1011,304,37.4,100,594,597,89,0.49,14623.4,-4.12,8.5
2.1,40.6,-43.3,2996,66,1.80,1011,305,37.3,100,592,595,94,0.48,14580.5,-4.17,6.0
2.2,41.2,-42.8,2996,66,1.80,1011,306,37.2,100,591,594,97,0.48,14564.1,-4.21,4.7
2.3,41.8,-42.1,2996,66,1.80,1013,309,37.1,100,589,592,102,0.48,14521.6,-4.25,3.8
2.4,42.1,-41.4,2996,66,1.80,1015,311,37.1,100,587,590,106,0.48,14469.6,-4.29,3.7
2.5,42.5,-40.8,2996,66,1.80,1018,314,37.0,100,586,589,110,0.48,14463.4,-4.32,4.0
2.6,43.0,-39.9,2996,67,1.80,1021,318,36.9,100,584,587,114,0.48,14411.9,-4.34,4.9
2.7,43.6,-39.1,2996,67,1.80,1024,321,36.8,100,582,586,119,0.48,14415.7,-4.35,4.1
2.8,44.0,-38.3,2996,68,1.79,1027,325,36.8,100,581,584,124,0.48,14374.5,-4.37,3.8
2.9,44.4,-36.3,2996,68,1.79,1029,328,36.7,100,579,583,127,0.48,14358.9,-4.31,4.7
3.0,45.2,-34.4,2996,68,1.79,1032,331,36.7,100,577,581,132,0.47,14318.1,-4.25,5.7
3.1,46.1,-32.8,2996,68,1.79,1034,333,36.6,100,576,580,137,0.47,14322.4,-4.21,5.9
3.2,46.7,-32.3,2996,68,1.79,1037,335,36.5,100,574,578,141,0.47,14272.3,-4.24,4.1
3.3,46.8,-31.9,2996,68,1.79,1040,338,36.4,100,572,577,146,0.47,14276.7,-4.28,1.6
3.4,46.7,-31.6,2996,69,1.79,1043,341,36.4,100,571,575,151,0.47,14236.9,-4.31,0.0
3.5,46.6,-29.8,2996,69,1.79,1045,344,36.3,100,570,574,155,0.47,14231.8,-4.25,1.0
3.6,46.7,-28.1,2996,69,1.79,1049,347,36.2,100,568,572,161,0.47,14202.3,-4.19,2.5
3.7,46.9,-26.7,2996,69,1.79,1051,350,36.2,100,566,571,165,0.47,14197.4,-4.14,3.5
3.8,47.3,-26.7,2997,70,1.79,1054,353,36.1,100,565,569,170,0.46,14158.5,-4.19,3.8
3.9,47.7,-26.7,2997,70,1.78,1057,356,36.1,100,563,568,175,0.46,14163.7,-4.23,3.9
4.0,48.1,-26.8,2997,70,1.78,1059,359,36.0,100,562,567,179,0.46,14159.1,-4.27,4.7
4.1,48.7,-25.1,2997,70,1.78,1062,363,35.9,100,560,565,185,0.46,14130.6,-4.21,4.4
4.2,49.1,-23.6,2997,71,1.78,1065,365,35.9,100,559,564,189,0.46,14126.3,-4.16,3.8
4.3,49.2,-22.3,2997,71,1.78,1068,367,35.8,100,558,563,194,0.46,14131.9,-4.11,1.3
4.4,49.2,-19.5,2997,71,1.78,1070,370,35.8,100,556,562,198,0.46,14127.7,-3.98,1.6
4.5,49.3,-17.1,2997,71,1.78,1073,373,35.7,100,555,560,203,0.46,14090.2,-3.86,2.9
4.6,49.8,-14.8,2997,71,1.78,1077,376,35.7,100,553,559,209,0.46,14105.9,-3.75,4.2
4.7,50.2,-14.1,2997,72,1.78,1079,379,35.6,100,552,558,214,0.46,14111.8,-3.74,5.1
4.8,51.0,-13.5,2997,72,1.77,1082,383,35.5,100,551,556,219,0.45,14074.9,-3.73,6.0
4.9,51.8,-12.9,2997,72,1.77,1085,385,35.5,100,549,555,223,0.45,14071.3,-3.73,7.0
5.0,52.7,-12.1,2997,72,1.77,1088,388,35.4,100,548,554,229,0.45,14087.4,-3.72,5.9
5.1,53.4,-11.4,2997,72,1.77,1091,392,35.4,100,546,552,235,0.45,14060.9,-3.72,4.9
5.2,54.0,-10.8,2997,73,1.77,1095,395,35.3,100,545,551,241,0.45,14077.2,-3.71,4.8
5.3,54.3,-10.0,2997,73,1.77,1097,397,35.3,100,544,550,245,0.45,14074.0,-3.71,4.2
5.4,54.8,-9.3,2997,73,1.77,1100,400,35.2,100,542,549,251,0.45,14090.4,-3.71,4.4
5.5,55.2,-8.6,2997,73,1.77,1104,403,35.2,100,541,548,257,0.45,14107.0,-3.70,4.1
5.6,55.6,-7.9,2997,73,1.77,1107,406,35.1,100,539,546,262,0.45,14071.6,-3.70,4.4
5.7,56.1,-7.2,2997,73,1.76,1110,410,35.0,100,538,545,268,0.45,14088.4,-3.70,4.5
5.8,56.5,-6.6,2997,74,1.76,1113,412,35.0,100,537,544,273,0.44,14095.4,-3.69,4.2
5.9,56.8,-4.5,2997,74,1.76,1116,415,34.9,100,536,543,279,0.44,14112.3,-3.60,3.5
6.0,57.2,-2.7,2997,74,1.76,1119,419,34.9,100,534,542,285,0.44,14129.3,-3.52,4.1
6.1,57.6,-1.0,2997,74,1.76,1123,422,34.8,100,533,540,292,0.44,14114.5,-3.44,3.4
6.2,57.8,-0.7,2997,74,1.76,1126,424,34.8,100,531,539,297,0.44,14121.9,-3.47,0.8
6.3,57.7,-0.5,2997,74,1.76,1129,427,34.7,100,530,538,302,0.44,14129.4,-3.49,0.5
6.4,57.5,-0.3,2997,74,1.76,1133,430,34.7,100,529,537,309,0.44,14156.6,-3.51,0.0
6.5,57.3,1.3,2997,75,1.75,1136,433,34.6,100,528,536,315,0.44,14174.1,-3.43,0.0
6.6,57.2,2.7,2997,75,1.75,1139,436,34.6,100,526,535,321,0.44,14191.6,-3.37,0.0
6.8,57.1,4.0,2997,75,1.75,1142,439,34.5,100,525,534,326,0.44,14199.5,-3.31,0.0
6.9,56.9,5.1,2997,75,1.75,1145,442,34.5,100,524,533,331,0.44,14207.3,-3.25,0.0
7.0,56.8,6.1,2998,75,1.75,1148,444,34.5,100,523,532,336,0.43,14215.3,-3.20,0.0
7.1,56.6,7.0,2998,75,1.75,1152,448,34.4,100,522,530,343,0.43,14202.0,-3.16,0.0
7.2,56.4,6.5,2998,76,1.75,1155,451,34.4,100,521,529,349,0.43,14220.0,-3.21,0.0
7.3,56.3,6.0,2998,76,1.75,1157,453,34.3,100,520,529,354,0.43,14269.1,-3.26,0.0
7.4,56.2,5.5,2998,76,1.75,1161,456,34.3,100,519,528,360,0.43,14287.2,-3.30,0.0
7.5,56.1,7.8,2998,76,1.74,1163,458,34.3,100,518,527,364,0.43,14285.7,-3.15,0.5
7.6,56.6,9.9,2998,76,1.74,1167,463,34.2,100,517,526,371,0.43,14313.7,-3.02,5.8
7.7,57.9,11.8,2998,77,1.74,1170,467,34.2,100,515,525,377,0.43,14332.1,-2.90,10.0
7.8,59.5,12.5,2998,77,1.74,1173,471,34.1,100,515,524,382,0.43,14340.6,-2.89,12.6
7.9,61.9,13.1,2998,77,1.74,1176,475,34.1,100,513,523,389,0.43,14368.9,-2.88,13.7
8.0,64.2,13.6,2997,77,1.74,1180,478,34.0,100,512,522,395,0.43,14387.5,-2.86,12.8
8.1,66.2,14.8,2997,77,1.74,1183,480,34.0,100,511,521,402,0.43,14415.9,-2.85,10.4
8.2,67.2,15.9,2997,77,1.74,1187,482,34.0,100,510,520,409,0.43,14444.4,-2.84,6.2
8.3,67.7,16.8,2997,77,1.73,1190,485,33.9,100,509,519,415,0.42,14463.2,-2.83,6.1
8.4,68.7,18.0,2997,77,1.73,1194,488,33.9,100,507,518,422,0.42,14491.8,-2.83,7.3
8.5,69.9,19.0,2997,77,1.73,1198,491,33.8,100,506,517,430,0.42,14530.4,-2.82,7.1
8.6,70.5,19.9,2997,77,1.73,1201,494,33.8,100,505,516,436,0.42,14549.4,-2.81,6.6
8.7,71.1,21.0,2997,77,1.73,1205,497,33.7,100,504,515,444,0.42,14588.1,-2.81,3.8
8.8,71.2,22.0,2997,78,1.73,1208,500,33.7,100,503,514,449,0.42,14597.4,-2.80,3.0
8.9,71.5,22.9,2997,78,1.73,1212,504,33.6,100,501,513,457,0.42,14636.3,-2.80,4.7
