Time/s,Throttle/%,IAS/kph,TAS/kph,Mach Number/Ma,"Altitude, m",Temperature/?,Oil Temp/?,Vario/m/s,SEP*/m/s,Load/G,Roll Rate/deg/s,Power/bhp,Efficiency/%,EffectivePower*/bhp,RPM/rpm,Thrust/kg,Acceleration*/m/s^2,RPM throttle/%,PropPitch/deg,Radiator/%,Mixture/%,Compressor/stage,Magneto/stage,ManifoldPressure/ata,Flaps/%,Elevator/%,Aileron/%,Rudder/%,AoA ?/deg,AoS ?/deg
320.97,110,266,359,0.33,6655,89,79,17.1,17,0.98,0,1279,79,1010,2800,768,-0.020051692,100,34.1,35,-65535,-65535,3,1.26,0,17,0,-6,4,0.1
321.1,110,266,359,0.33,6657,89,79,17.1,17,0.99,0,1279,79,1011,2800,767,0.00025742,100,34.1,35,-65535,-65535,3,1.26,0,17,0,-6,4,0.1
321.22,110,266,359,0.33,6659,89,79,17.1,17,0.98,0,1280,79,1011,2800,767,-0.016766494,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0.1
321.3,110,266,359,0.33,6660,89,79,17.1,17,0.99,0,1277,79,1009,2800,767,-0.010908507,100,34.1,35,-65535,-65535,3,1.25,0,17,0,-6,4,0.1
321.43,110,266,359,0.33,6663,89,79,17.1,17,0.98,0,1277,79,1009,2800,766,-0.001201295,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-6,4,0.1
321.55,110,266,359,0.33,6665,89,79,17.1,17,0.99,0,1279,78,998,2800,766,-0.022524282,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-6,4,0.1
321.66,110,266,359,0.33,6667,89,79,17.1,17,0.99,0,1279,78,998,2800,766,-0.00988902,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0.1
321.75,110,266,359,0.33,6668,89,79,17.1,17,0.99,0,1275,79,1007,2800,766,-0.00837878,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0.1
321.87,110,266,359,0.33,6670,89,79,17.2,17,0.99,0,1275,79,1007,2800,765,-0.008129064,100,34.1,35,-65535,-65535,3,1.25,0,17,0,-6,4,0.1
321.99,110,266,359,0.33,6672,89,79,17.2,17,0.99,0,1279,78,997,2800,765,-0.018305447,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0.1
322.1,110,266,359,0.33,6674,89,79,17.2,17,0.99,0,1279,78,997,2800,765,-0.00902035,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0.1
322.22,110,266,359,0.33,6676,89,79,17.2,17,0.99,0,1276,79,1008,2800,765,-0.026252238,100,34.1,35,-65535,-65535,3,1.25,0,17,0,-7,4,0
322.33,110,266,359,0.33,6678,89,79,17.2,17,0.98,0,1277,79,1008,2800,765,-0.007036157,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0
322.45,110,266,359,0.33,6680,89,79,17.2,17,0.99,0,1274,79,1006,2800,765,-0.01155034,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0
322.55,110,266,359,0.33,6682,89,79,17.2,17,0.99,0,1275,79,1007,2800,764,-0.028090432,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0
322.69,110,266,359,0.33,6684,89,79,17.2,17,0.98,0,1274,79,1007,2800,764,-0.016423844,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0
322.8,110,266,359,0.33,6686,89,79,17.2,17,0.98,0,1274,79,1006,2800,763,-0.02820808,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-7,4,0
322.92,110,266,359,0.33,6688,89,79,17.2,17,0.99,0,1277,78,996,2800,763,-0.02162331,100,34.1,35,-65535,-65535,3,1.25,0,17,0,-7,4,0
323.03,110,266,359,0.33,6691,89,79,17.2,17,0.99,0,1276,78,995,2800,763,-0.019633757,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0
323.15,110,266,359,0.33,6692,89,79,17.2,17,0.98,0,1275,78,995,2800,763,-0.032562576,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0
323.27,110,266,359,0.33,6694,89,79,17.2,17,0.99,0,1274,79,1006,2800,763,-0.020164594,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0
323.36,110,266,359,0.33,6696,89,79,17.2,17,0.99,0,1273,79,1005,2800,763,-0.024420764,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
323.5,110,266,359,0.33,6698,89,79,17.2,17,0.98,0,1275,78,994,2800,762,-0.032692388,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
323.61,110,266,359,0.33,6701,89,79,17.2,17,0.99,0,1275,79,1007,2800,762,-0.02596588,100,34.1,35,-65535,-65535,3,1.25,0,17,0,-8,4,0.1
323.73,110,266,360,0.33,6702,89,79,17.2,17,0.98,0,1272,79,1005,2800,762,-0.03564541,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
323.83,110,266,360,0.33,6704,89,79,17.2,17,0.98,0,1272,79,1005,2800,762,-0.022965329,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
323.95,110,266,360,0.33,6706,89,79,17.2,17,0.98,0,1273,79,1006,2800,762,-0.029443,100,34.1,35,-65535,-65535,3,1.25,0,17,0,-8,4,0.1
324.07,110,266,360,0.33,6708,89,79,17.2,17,0.98,0,1274,78,993,2800,761,-0.040589884,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
324.17,110,266,360,0.33,6710,89,79,17.2,17,0.98,0,1274,78,993,2800,761,-0.03338243,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
324.27,110,266,360,0.33,6712,89,79,17.2,17,0.98,0,1273,79,1005,2800,761,-0.028929193,100,34.1,35,-65535,-65535,3,1.25,0,17,0,-8,4,0.1
324.39,110,266,360,0.33,6714,89,79,17.2,17,0.98,0,1272,79,1005,2800,761,-0.035287134,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
324.5,110,266,360,0.33,6716,89,79,17.2,17,0.98,0,1271,79,1004,2800,761,-0.040945932,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
324.6,110,266,360,0.33,6717,89,79,17.3,17,0.98,0,1273,79,1005,2800,761,-0.029514471,100,34.1,35,-65535,-65535,3,1.25,0,18,0,-8,4,0.1
324.73,110,266,360,0.33,6720,89,79,17.3,17,0.99,0,1268,79,1002,2800,761,-0.045088,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-8,4,0.1
324.85,110,266,360,0.33,6722,89,79,17.3,17,0.98,0,1268,79,1001,2800,760,-0.033131376,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-8,4,0.1
324.96,110,265,360,0.33,6724,89,79,17.3,17,0.98,0,1270,79,1003,2800,759,-0.04553276,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-8,4,0
325.08,110,265,360,0.33,6726,89,79,17.3,17,0.99,0,1269,79,1002,2800,759,-0.04118268,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-8,4,0
325.2,110,265,360,0.33,6728,89,79,17.3,17,0.98,0,1268,79,1002,2800,758,-0.0382958,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0
325.32,110,265,360,0.33,6730,89,79,17.3,17,0.98,0,1268,79,1001,2800,758,-0.05129079,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-8,4,0
325.43,110,265,360,0.33,6732,89,79,17.3,17,0.98,0,1269,78,990,2800,757,-0.04295103,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-7,4,0
325.53,110,265,360,0.33,6734,89,79,17.3,17,0.98,0,1270,78,990,2800,757,-0.040457763,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-7,4,0
325.67,110,265,360,0.33,6736,89,79,17.3,17,0.98,0,1269,78,990,2800,758,-0.05679039,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0
325.78,110,265,360,0.33,6738,89,79,17.3,17,0.98,0,1269,79,1002,2801,758,-0.043112673,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0
325.9,110,265,360,0.33,6740,89,79,17.3,17,0.98,0,1269,79,1002,2801,758,-0.059251696,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-7,4,0
326,110,265,360,0.33,6742,89,79,17.3,17,0.98,0,1270,79,1003,2800,758,-0.036321472,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0
326.13,110,265,360,0.33,6744,89,79,17.3,17,0.98,0,1265,79,999,2800,758,-0.052426897,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0
326.26,110,265,360,0.33,6746,89,79,17.3,17,0.98,0,1265,79,999,2800,758,-0.04373075,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-7,4,0
326.35,110,265,360,0.33,6748,89,79,17.3,17,0.98,0,1265,79,999,2800,757,-0.044979747,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0
326.46,110,265,360,0.33,6749,89,79,17.3,17,0.98,0,1266,79,1000,2800,756,-0.055511348,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0.1
326.57,110,265,360,0.33,6751,89,79,17.3,17,0.98,0,1263,79,998,2800,756,-0.048675947,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4,0.1
326.68,110,265,360,0.33,6753,89,79,17.3,17,0.98,0,1265,79,999,2800,755,-0.05726108,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-7,4.1,0.1
326.79,110,265,360,0.33,6755,89,79,17.3,17,0.98,0,1265,78,987,2800,755,-0.05709545,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4.1,0.1
326.9,110,265,360,0.33,6757,89,78,17.3,17,0.98,0,1264,79,998,2800,755,-0.06844455,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-6,4.1,0.1
327,110,265,360,0.33,6759,89,78,17.3,17,0.98,0,1266,78,987,2800,755,-0.05173058,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-7,4.1,0.1
327.13,110,265,360,0.33,6761,89,78,17.3,17,0.98,0,1263,79,998,2800,755,-0.07237848,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4.1,0.1
327.23,110,265,360,0.33,6763,89,78,17.3,17,0.98,0,1262,79,997,2800,755,-0.052372627,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-6,4.1,0.1
327.33,110,265,360,0.33,6765,89,78,17.3,17,0.99,0,1262,79,997,2800,755,-0.05838988,100,34.1,35,-65535,-65535,3,1.24,0,17,0,-7,4.1,0.1
327.47,110,265,360,0.33,6767,89,78,17.3,17,0.99,0,1262,79,997,2800,755,-0.06974052,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-6,4.1,0.1
327.58,110,265,360,0.33,6769,89,78,17.3,17,0.99,0,1261,79,996,2800,755,-0.061478082,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-6,4.1,0.1
327.69,110,265,360,0.33,6771,89,78,17.3,17,0.99,0,1262,79,997,2800,754,-0.05713741,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4.1,0.1
327.79,110,265,360,0.33,6773,89,78,17.3,17,0.98,0,1264,78,985,2800,754,-0.07411567,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4.1,0.1
327.9,110,265,360,0.33,6774,89,78,17.3,17,0.99,0,1262,79,997,2800,754,-0.06487754,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-6,4.1,0.1
328,110,265,360,0.33,6776,89,78,17.3,17,0.98,0,1261,79,996,2800,754,-0.064379245,100,34.1,35,-65535,-65535,3,1.24,0,18,0,-7,4.1,0.1
328.13,110,265,360,0.33,6778,88,78,17.3,16,0.99,0,1263,78,985,2800,753,-0.08387374,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-6,4.1,0.1
328.23,110,265,360,0.33,6780,88,78,17.3,17,0.99,0,1263,78,985,2800,753,-0.059873268,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-7,4.1,0.1
328.36,110,265,360,0.33,6783,88,78,17.3,16,0.99,0,1262,79,996,2800,753,-0.07856087,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-6,4.1,0.1
328.47,110,265,360,0.33,6784,88,78,17.3,17,0.99,0,1261,79,996,2800,753,-0.0665128,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-7,4.1,0.1
328.58,110,265,360,0.33,6786,88,78,17.3,16,0.99,0,1259,79,994,2800,753,-0.07863038,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-7,4.1,0.1
328.7,110,265,360,0.33,6788,88,78,17.3,17,0.99,0,1263,78,985,2800,753,-0.07051376,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,4.1,0.1
328.82,110,265,360,0.33,6790,88,78,17.4,17,0.99,0,1260,79,995,2800,753,-0.06918499,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-7,4.1,0.1
328.93,110,265,360,0.33,6792,88,78,17.4,17,0.98,0,1261,79,996,2800,753,-0.06570166,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-6,4.1,0.1
329.03,110,265,360,0.33,6794,88,78,17.4,17,0.99,0,1261,79,996,2800,753,-0.062278483,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,4.1,0.1
329.13,110,265,360,0.33,6796,88,78,17.4,17,0.98,0,1260,79,996,2800,752,-0.07214075,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-7,4.1,0
329.27,110,265,360,0.33,6798,88,78,17.4,17,1,0,1258,79,994,2800,752,-0.0427534,100,34.1,35,-65535,-65535,3,1.23,0,10,0,-7,4.1,0
329.36,110,265,360,0.33,6800,88,78,17.4,19,0.96,0,1257,79,993,2800,751,0.13764732,100,34.1,35,-65535,-65535,3,1.23,0,13,0,-7,3.9,0
329.49,110,265,360,0.33,6802,88,78,17.3,19,0.9,0,1261,78,983,2800,749,0.16146287,100,34.1,35,-65535,-65535,3,1.23,0,18,0,-7,3.6,0
329.59,110,265,360,0.33,6804,88,78,17.2,18,0.9,0,1257,78,980,2800,749,0.062283628,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,3.6,0
329.7,110,265,360,0.33,6806,88,78,17.1,17,0.89,0,1261,78,983,2801,749,0.029670808,100,34.1,35,-65535,-65535,3,1.23,0,16,0,-7,3.5,0
329.8,110,265,361,0.33,6807,88,78,17.1,17,0.89,0,1256,79,992,2801,750,-0.007894873,100,34.1,35,-65535,-65535,3,1.23,0,16,0,-7,3.5,0
329.93,110,265,361,0.33,6810,88,78,16.9,17,0.9,0,1256,79,992,2801,751,0.007336412,100,34.2,35,-65535,-65535,3,1.23,0,16,0,-7,3.5,0
330.03,110,265,361,0.33,6811,88,78,16.9,17,0.9,0,1258,79,994,2801,752,-0.002929007,100,34.2,35,-65535,-65535,3,1.23,0,16,0,-1,3.6,0
330.13,110,265,361,0.33,6813,88,78,16.8,17,0.91,0,1257,79,993,2801,753,-0.019971345,100,34.2,35,-65535,-65535,3,1.23,0,16,0,-5,3.6,0
330.23,110,265,361,0.33,6815,88,78,16.7,17,0.91,0,1257,79,993,2800,753,0.003190008,100,34.2,35,-65535,-65535,3,1.23,0,16,0,-11,3.6,0.1
330.36,110,265,361,0.33,6817,88,78,16.6,17,0.92,0,1257,79,993,2800,752,0.019365203,100,34.2,35,-65535,-65535,3,1.23,0,16,0,-8,3.7,0.1
330.46,110,265,361,0.33,6818,88,78,16.6,17,0.93,0,1257,79,993,2799,751,-0.001084513,100,34.2,35,-65535,-65535,3,1.23,0,16,0,-6,3.7,0.1
330.58,110,265,361,0.33,6820,88,78,16.5,17,0.93,0,1254,79,990,2799,750,0.02926255,100,34.2,35,-65535,-65535,3,1.23,0,16,0,-6,3.7,0.1
330.69,110,265,361,0.33,6822,88,78,16.5,17,0.93,0,1253,79,990,2799,749,0.020164683,100,34.2,35,-65535,-65535,3,1.23,0,17,0,-7,3.8,0.1
330.8,110,265,361,0.33,6824,88,78,16.4,16,0.94,0,1253,79,990,2799,747,0.009412755,100,34.2,35,-65535,-65535,3,1.23,0,17,0,-7,3.8,0
330.9,110,265,361,0.33,6826,88,78,16.4,17,0.94,0,1253,79,990,2799,746,0.0225349,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,3.8,0
331.02,110,265,361,0.33,6828,88,78,16.3,17,0.94,0,1257,78,980,2800,746,0.03188609,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,3.8,0
331.13,110,265,361,0.33,6829,88,78,16.3,16,0.95,0,1257,78,980,2800,746,0.009869222,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,3.8,0
331.23,110,265,361,0.33,6831,88,78,16.3,17,0.95,0,1254,78,978,2800,746,0.028745297,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,3.8,0
331.36,110,265,361,0.33,6833,88,78,16.2,17,0.95,0,1253,79,990,2801,747,0.029880596,100,34.1,35,-65535,-65535,3,1.23,0,17,0,-7,3.9,0
331.46,110,265,361,0.33,6835,88,78,16.2,17,0.95,0,1253,79,990,2801,747,0.039717063,100,34.2,35,-65535,-65535,3,1.23,0,17,0,-7,3.9,0
331.59,110,265,361,0.33,6837,88,78,16.2,17,0.95,0,1256,79,992,2801,748,0.06158645,100,34.2,35,-65535,-65535,3,1.23,0,18,0,-7,3.9,0
331.69,110,265,361,0.34,6839,88,78,16.1,17,0.96,0,1256,79,992,2800,748,0.040062875,100,34.2,35,-65535,-65535,3,1.23,0,17,0,-8,3.9,0
331.83,110,265,362,0.34,6841,88,78,16.1,17,0.96,0,1255,79,991,2800,748,0.04132566,100,34.2,35,-65535,-65535,3,1.22,0,17,0,-7,3.9,0
331.93,110,265,362,0.34,6842,88,78,16.1,17,0.96,0,1255,79,991,2800,748,0.04213739,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,3.9,0
332.06,110,265,362,0.34,6844,88,78,16.1,16,0.97,0,1254,79,990,2800,747,0.038301,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4,0
332.16,110,265,362,0.34,6846,88,78,16,16,0.97,0,1252,79,989,2800,747,0.041872624,100,34.2,35,-65535,-65535,3,1.22,0,17,0,-7,4,0
332.3,110,265,362,0.34,6848,88,78,16,16,0.97,0,1252,79,989,2800,746,0.02782082,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4,0
332.4,110,265,362,0.34,6850,88,78,16,16,0.97,0,1250,79,988,2800,745,0.03992014,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4,0
332.63,110,265,362,0.34,6853,88,78,16,16,0.98,0,1251,79,988,2800,744,0.03259096,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4,0
332.73,110,265,362,0.34,6855,88,78,16,16,0.98,0,1253,78,977,2800,743,0.03467865,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4,0
332.83,110,265,362,0.34,6857,88,78,16,16,0.98,0,1252,78,976,2800,743,0.03694149,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
332.95,110,265,362,0.34,6859,88,78,16,17,0.98,0,1252,79,989,2800,743,0.051088434,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.06,110,265,362,0.34,6860,88,78,16,16,0.99,0,1253,78,977,2800,744,0.02004918,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.18,110,265,362,0.34,6862,88,78,16,17,0.99,0,1253,79,990,2800,744,0.04897437,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.29,110,265,362,0.34,6864,88,78,16,16,0.99,0,1252,79,989,2800,744,0.023140464,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.4,110,265,362,0.34,6866,88,78,16,16,0.99,0,1252,79,989,2800,744,0.037087444,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.5,110,265,362,0.34,6867,88,78,16,16,0.99,0,1250,79,987,2800,744,0.046999395,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.63,110,265,362,0.34,6869,88,78,16,16,0.99,0,1251,79,988,2800,743,0.03350557,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.73,110,265,362,0.34,6871,88,78,16,16,0.99,0,1250,79,988,2800,743,0.034270674,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.83,110,265,363,0.34,6873,88,78,16,16,0.99,0,1250,79,988,2800,742,0.04087206,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
333.96,110,265,363,0.34,6875,88,78,16.1,16,0.99,0,1248,79,985,2800,741,0.028913965,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4.1,0
334.06,110,265,363,0.34,6877,88,78,16.1,16,0.99,0,1248,79,986,2800,741,0.034708265,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
334.17,110,265,363,0.34,6878,88,78,16.1,16,0.99,0,1248,79,986,2800,741,0.033606593,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
334.28,110,265,363,0.34,6880,88,78,16.1,16,0.99,0,1250,78,975,2800,740,0.017056545,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4.1,0
334.39,110,265,363,0.34,6882,88,78,16.1,16,0.99,0,1250,78,975,2800,740,0.03765903,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
334.49,110,265,363,0.34,6884,88,78,16.1,16,0.99,0,1248,79,986,2800,741,0.030316826,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4.1,0
334.63,110,265,363,0.34,6886,88,78,16.1,16,0.99,0,1248,79,986,2800,741,0.025133817,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-7,4.1,0
334.75,110,265,363,0.34,6888,88,78,16.1,17,0.99,0,1247,79,985,2800,741,0.038986146,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4.1,0
334.86,110,265,363,0.34,6889,88,78,16.1,16,0.99,0,1249,79,987,2800,741,0.021337112,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4.1,0
334.96,110,265,363,0.34,6891,88,78,16.1,17,0.98,0,1249,79,986,2800,741,0.039306223,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4.1,0
335.1,110,265,363,0.34,6893,88,77,16.1,17,0.98,0,1246,79,984,2800,741,0.05875299,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4,0
335.21,110,265,363,0.34,6895,88,77,16.1,16,0.98,0,1245,79,983,2800,740,0.023537088,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4,0.1
335.33,110,265,363,0.34,6897,88,77,16.1,16,0.98,0,1244,79,983,2800,739,0.038713515,100,34.2,35,-65535,-65535,3,1.22,0,17,0,-8,4,0.1
335.45,110,265,363,0.34,6899,88,77,16.1,16,0.98,0,1245,79,983,2800,738,0.019009702,100,34.2,35,-65535,-65535,3,1.22,0,18,0,-8,4,0.1
335.56,110,265,363,0.34,6901,88,77,16.1,16,0.98,0,1243,79,982,2800,737,0.03358558,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
335.66,110,265,363,0.34,6902,88,77,16.1,16,0.98,0,1244,79,983,2800,737,0.024751969,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
335.78,110,265,363,0.34,6904,88,77,16.1,16,0.98,0,1244,79,983,2800,736,0.013190369,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
335.89,110,265,363,0.34,6906,88,77,16.1,16,0.98,0,1245,78,971,2800,736,0.024117302,100,34.2,35,-65535,-65535,3,1.21,0,17,0,-8,4,0.1
336,110,265,363,0.34,6908,88,77,16.1,16,0.98,0,1242,79,981,2801,737,0.020097751,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.13,110,265,363,0.34,6910,88,77,16.1,16,0.98,0,1245,79,983,2800,737,0.018463135,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.25,110,265,364,0.34,6912,88,77,16.1,16,0.98,0,1244,79,982,2801,737,0.027766518,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.36,110,265,364,0.34,6913,88,77,16.1,16,0.98,0,1242,79,981,2800,737,0.008916871,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.46,110,265,364,0.34,6915,87,77,16.1,16,0.98,0,1242,79,981,2800,737,0.020959243,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.59,110,265,364,0.34,6917,87,77,16.1,16,0.98,0,1245,79,984,2800,737,0.031794105,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.69,110,265,364,0.34,6919,87,77,16.1,16,0.98,0,1241,79,980,2800,737,0.00074192,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.79,110,265,364,0.34,6920,87,77,16.1,16,0.98,0,1241,79,980,2800,737,0.022688888,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-8,4,0.1
336.93,110,265,364,0.34,6923,87,77,16.1,16,0.98,0,1241,79,981,2800,736,0.02165211,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.05,110,265,364,0.34,6924,87,77,16.1,16,0.99,0,1241,79,980,2800,735,-0.004412472,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.16,110,265,364,0.34,6926,87,77,16.1,16,0.99,0,1243,79,982,2800,734,0.008630277,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.28,110,265,364,0.34,6928,87,77,16.1,16,0.99,0,1242,79,981,2800,734,-0.008492107,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.39,110,265,364,0.34,6930,87,77,16.1,16,0.99,0,1242,79,981,2800,734,0.003374793,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.51,110,265,364,0.34,6932,87,77,16.1,16,0.99,0,1242,79,981,2800,734,0.006434855,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.63,110,265,364,0.34,6934,87,77,16.1,16,0.99,0,1240,79,979,2801,734,-0.009937571,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.75,110,265,364,0.34,6936,87,77,16.1,16,0.99,0,1243,79,982,2800,735,0.0063789,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.86,110,265,364,0.34,6937,87,77,16.1,16,0.99,0,1241,79,980,2800,735,-0.005589131,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
337.96,110,265,364,0.34,6939,87,77,16.1,16,0.99,0,1241,79,980,2800,735,0.00454426,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0
338.08,110,265,364,0.34,6941,87,77,16.1,16,0.99,0,1241,79,980,2800,734,0.006986414,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0.1
338.19,110,265,364,0.34,6943,87,77,16.1,16,0.99,0,1239,79,979,2800,734,-0.013943225,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0.1
338.31,110,265,364,0.34,6945,87,77,16.2,16,0.99,0,1239,79,978,2800,733,0.002004797,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-6,4.1,0.1
338.43,110,265,364,0.34,6947,87,77,16.2,16,0.99,0,1238,79,978,2800,732,-0.003580537,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-7,4.1,0.1
338.55,110,265,364,0.34,6949,87,77,16.2,16,0.99,0,1236,79,977,2800,732,-0.022690658,100,34.2,35,-65535,-65535,3,1.21,0,18,0,-6,4.1,0.1
