Time/s,Throttle/%,IAS/kph,TAS/kph,Mach Number/Ma,"Altitude, m",Temperature/?,Oil Temp/?,Vario/m/s,SEP*/m/s,Load/G,Roll Rate/deg/s,Power/bhp,Efficiency/%,EffectivePower*/bhp,RPM/rpm,Thrust/kg,Acceleration*/m/s^2,RPM throttle/%,PropPitch/deg,Radiator/%,Mixture/%,Compressor/stage,Magneto/stage,ManifoldPressure/ata,Flaps/%,Elevator/%,Aileron/%,Rudder/%,AoA ?/deg,AoS ?/deg
5.71,110,0,0,0,72,63,52,0,0,0.97,0,1154,0,0,1873,191,0,100,3,40,-65535,-65535,3,1.56,0,0,0,-7,0.9,79.3
5.83,110,0,0,0,72,63,52,0,0,0.97,0,1281,0,0,2050,233,0,100,3.2,40,-65535,-65535,3,1.55,0,0,0,-7,2.3,63.6
5.94,110,0,0,0,72,63,53,0,0,0.97,0,1371,0,0,2196,294,0,100,3.7,40,-65535,-65535,3,1.55,0,0,0,-7,7.3,26.9
6.04,110,0,0,0,72,63,53,0,0,0.97,0,1440,0,0,2338,392,0,100,4.8,40,-65535,-65535,3,1.54,0,0,0,-7,8.7,10.5
6.16,110,1,1,0,72,63,53,0,0,0.96,0,1495,0,0,2500,571,1.0139616,100,6.7,40,-65535,-65535,3,1.53,0,-21,-2,-32,9.4,4
6.28,110,1,1,0,72,63,53,0,0,0.97,0,1515,0,0,2623,775,1.7525898,100,8.7,40,-65535,-65535,3,1.52,0,22,-4,-16,10.5,1.9
6.38,110,2,2,0,72,63,53,0,0,0.97,0,1523,1,15,2731,1029,2.184904,100,11,40,-65535,-65535,3,1.51,0,33,-2,-9,11,1.2
6.49,110,4,4,0,72,64,53,0,0,0.97,0,1507,1,15,2834,1381,4.383554,100,14.3,40,-65535,-65535,3,1.5,0,32,0,-7,11.4,0.7
6.61,110,6,6,0,72,64,53,0,1,0.98,0,1486,2,29,2894,1665,4.4137673,100,17.3,40,-65535,-65535,3,1.48,0,15,0,-7,11.9,0.5
6.71,110,8,8,0.01,72,64,54,0,1,0.96,0,1473,4,58,2927,1884,4.934711,100,20.6,40,-65535,-65535,3,1.46,0,-18,1,-7,12,0.4
6.82,110,11,10,0.01,72,64,54,0,2,0.97,0,1452,5,72,2933,1925,6.4991174,100,24.8,40,-65535,-65535,3,1.44,0,-14,0,-11,12.4,0.3
6.94,110,13,12,0.01,72,64,54,0,1,0.97,0,1445,6,86,2911,1799,4.8641577,100,28,40,-65535,-65535,3,1.43,0,-21,0,-10,12.7,0.3
7.06,110,15,15,0.01,72,64,54,0,2,0.98,0,1435,6,86,2854,1626,5.572017,100,30.9,40,-65535,-65535,3,1.41,0,-25,0,-8,12.9,0.2
7.18,110,17,16,0.01,72,64,54,0,2,0.98,0,1427,6,85,2792,1507,3.9209833,100,32.6,40,-65535,-65535,3,1.4,0,-2,0,-8,13,0.2
7.29,110,19,18,0.02,72,65,54,0,2,0.98,0,1415,7,99,2712,1395,4.3285503,100,33.6,40,-65535,-65535,3,1.39,0,-5,0,-8,13,0.2
7.41,110,21,20,0.02,72,65,54,0,2,0.98,0,1404,7,98,2640,1318,4.116635,100,33.8,40,-65535,-65535,3,1.39,0,-11,0,-8,13,0.1
7.53,110,22,22,0.02,72,65,54,0,2,0.97,0,1396,7,97,2591,1281,3.411848,100,33.4,40,-65535,-65535,3,1.39,0,32,-1,-7,13,0.1
7.63,110,24,23,0.02,72,65,55,0,2,0.97,0,1391,8,111,2555,1270,3.1687114,100,32.4,40,-65535,-65535,3,1.39,0,0,0,-7,13,0.1
7.76,110,26,25,0.02,72,65,55,0,3,0.97,0,1392,9,125,2529,1304,4.3699226,100,30.3,40,-65535,-65535,3,1.4,0,10,0,-7,13,0.1
7.88,110,27,26,0.02,72,65,55,0,3,0.98,0,1398,9,125,2528,1364,3.5787597,100,28.4,40,-65535,-65535,3,1.41,0,10,0,-8,13,0.1
7.97,110,29,28,0.02,72,65,55,0,2,0.97,0,1409,10,140,2541,1450,2.9115744,100,26.2,40,-65535,-65535,3,1.42,0,10,0,-8,12.9,0.1
8.11,110,31,30,0.03,72,65,55,0,4,0.97,0,1425,12,171,2571,1530,5.24026,100,23.7,40,-65535,-65535,3,1.43,0,26,0,-8,13,0.1
8.23,110,33,32,0.03,72,65,55,0,4,0.97,0,1441,13,187,2612,1560,4.9607205,100,21.5,40,-65535,-65535,3,1.43,0,10,0,-8,13,0
8.35,110,35,34,0.03,72,65,55,0,4,0.97,0,1450,13,188,2651,1556,3.966541,100,20.2,40,-65535,-65535,3,1.44,0,-10,0,-7,13,0
8.46,110,37,36,0.03,72,65,55,0,5,0.97,0,1459,14,204,2703,1558,4.8630257,100,19.1,40,-65535,-65535,3,1.44,0,33,0,-7,13.1,0
8.57,110,40,38,0.03,72,66,55,0,4,0.98,0,1468,15,220,2755,1595,4.161183,100,18.9,40,-65535,-65535,3,1.45,0,-24,0,-7,13,0
8.68,110,41,40,0.03,72,66,56,0,6,0.98,0,1469,16,235,2793,1658,5.31599,100,19.3,40,-65535,-65535,3,1.45,0,37,0,-7,13,0
8.8,110,44,42,0.04,72,66,56,0,5,0.97,0,1466,18,264,2829,1757,4.8727746,100,20.5,40,-65535,-65535,3,1.44,0,-11,0,-7,13,0
8.9,110,46,44,0.04,72,66,56,0,7,0.98,0,1459,20,291,2846,1832,5.5764027,100,21.8,40,-65535,-65535,3,1.44,0,24,0,-7,13,0
9.01,110,48,46,0.04,72,66,56,0,5,0.97,0,1452,22,319,2853,1877,4.211189,100,23.3,40,-65535,-65535,3,1.43,0,-10,0,-7,13,0
9.11,110,50,48,0.04,72,66,56,0,9,0.97,0,1451,23,333,2849,1879,6.7566905,100,24.7,40,-65535,-65535,3,1.43,0,-11,0,-7,13.1,0
9.23,110,52,50,0.04,72,66,56,0,6,0.97,0,1444,23,332,2840,1859,4.2580514,100,25.8,40,-65535,-65535,3,1.42,0,-54,0,-8,13,0
9.33,110,55,52,0.04,72,66,56,0,8,0.97,0,1439,24,345,2818,1808,5.6941757,100,26.9,40,-65535,-65535,3,1.42,0,2,0,-7,13.1,0
9.44,110,57,55,0.05,72,67,56,0,9,0.97,0,1435,25,358,2791,1759,6.332016,100,27.5,40,-65535,-65535,3,1.41,0,-29,0,-7,13.1,0
9.56,110,59,57,0.05,72,67,57,0,6,0.98,0,1436,25,359,2769,1734,3.8361347,100,27.6,40,-65535,-65535,3,1.41,0,-16,0,-7,13.1,0
9.69,110,61,59,0.05,72,67,57,0,9,0.97,0,1435,26,373,2750,1728,5.357935,100,27.3,40,-65535,-65535,3,1.41,0,-29,0,-7,13.1,0
9.77,110,64,61,0.05,72,67,57,0,8,0.97,0,1434,27,387,2734,1737,4.637864,100,26.4,40,-65535,-65535,3,1.41,0,-35,0,-6,13.1,0
9.88,110,65,62,0.05,72,67,57,0,8,0.97,0,1436,28,402,2727,1744,4.909315,100,25.7,40,-65535,-65535,3,1.41,0,-25,0,-7,13.1,0
9.99,110,68,65,0.06,72,67,57,0,10,0.98,0,1439,29,417,2725,1751,5.948132,100,24.5,40,-65535,-65535,3,1.42,0,1,0,-7,13.1,0
10.09,110,70,67,0.06,72,67,57,0,7,0.97,0,1440,30,432,2730,1747,3.6972866,100,23.4,40,-65535,-65535,3,1.42,0,-11,0,-8,13.1,0
10.2,110,71,68,0.06,72,67,57,0,9,0.98,0,1445,30,433,2738,1734,5.0717025,100,22.6,40,-65535,-65535,3,1.42,0,-31,0,-7,13.1,0
10.31,110,74,71,0.06,72,67,57,0,11,0.97,0,1449,30,434,2755,1710,5.828242,100,21.7,40,-65535,-65535,3,1.43,0,-20,0,-6,13.1,0
10.43,110,75,72,0.06,72,67,57,0,7,0.97,0,1451,31,449,2765,1701,3.6883152,100,21.3,40,-65535,-65535,3,1.43,0,-46,0,-7,13.1,0
10.53,110,78,75,0.06,72,67,57,0,12,0.96,0,1451,32,464,2798,1703,5.9273124,100,20.8,40,-65535,-65535,3,1.43,0,-36,0,-7,13.1,0
10.64,110,80,76,0.07,72,68,58,0,10,0.97,0,1455,33,480,2812,1722,4.8129034,100,20.9,40,-65535,-65535,3,1.43,0,-6,0,-8,13.1,0
10.74,110,81,78,0.07,72,68,58,0,8,0.98,0,1454,34,494,2824,1750,3.7851143,100,21.2,40,-65535,-65535,3,1.43,0,-17,0,-7,13.1,0
10.84,110,83,80,0.07,72,68,58,0,11,0.98,0,1453,36,523,2834,1791,5.2220807,100,21.8,40,-65535,-65535,3,1.43,0,-50,0,-7,13.1,0
10.94,110,85,82,0.07,72,68,58,0,12,0.98,0,1446,38,549,2839,1829,5.3445783,100,22.4,40,-65535,-65535,3,1.43,0,-32,0,-7,13.1,0
11.06,110,88,84,0.07,72,68,58,0,14,0.96,0,1443,40,577,2837,1863,6.2902427,100,23.3,40,-65535,-65535,3,1.42,0,-26,0,-7,13.1,0
11.18,110,90,86,0.07,72,68,58,0,11,0.96,0,1445,41,592,2830,1877,4.7737904,100,23.9,40,-65535,-65535,3,1.42,0,-7,0,-8,13.1,0
11.27,110,92,88,0.08,72,68,58,0,11,0.95,0,1440,42,604,2819,1878,4.7134604,100,24.4,40,-65535,-65535,3,1.42,0,-14,0,-7,13.2,0
11.39,110,95,91,0.08,72,68,58,0,16,0.98,0,1438,43,618,2804,1868,6.5851016,100,24.7,40,-65535,-65535,3,1.41,0,-16,0,-7,13.2,0
11.51,110,97,93,0.08,72,68,58,0,12,0.98,0,1440,44,633,2792,1854,4.740198,100,24.7,40,-65535,-65535,3,1.41,0,-1,0,-8,13.1,0
11.61,110,99,95,0.08,72,68,59,0,12,0.96,0,1440,44,633,2781,1836,4.64881,100,24.5,40,-65535,-65535,3,1.41,0,-24,0,-8,13.2,0
11.72,110,101,97,0.08,72,69,59,0,16,0.98,0,1438,45,647,2771,1808,6.025549,100,24.1,40,-65535,-65535,3,1.41,0,-34,0,-8,13.2,0
11.84,110,103,99,0.08,72,69,59,0,13,0.96,0,1440,45,648,2767,1780,4.7108216,100,23.5,40,-65535,-65535,3,1.42,0,-33,0,-7,13.1,0
11.94,110,105,101,0.09,72,69,59,0,12,0.99,0,1439,45,647,2766,1750,4.395279,100,23,40,-65535,-65535,3,1.42,0,-28,0,-7,13.1,0
12.06,110,108,103,0.09,72,69,59,0,15,0.95,0,1441,45,648,2771,1712,5.504929,100,22.3,40,-65535,-65535,3,1.42,0,-11,0,-7,13.2,0
12.17,110,109,105,0.09,72,69,59,0,13,0.98,0,1446,45,650,2778,1685,4.3482394,100,21.9,40,-65535,-65535,3,1.42,0,-17,0,-8,13.2,0
12.29,110,112,107,0.09,72,69,59,0,14,0.98,0,1448,45,651,2790,1666,4.810942,100,21.6,40,-65535,-65535,3,1.42,0,-27,0,-7,13.1,0
12.4,110,114,109,0.09,72,69,59,0,12,0.96,0,1448,46,666,2802,1665,3.9956806,100,21.5,40,-65535,-65535,3,1.43,0,-15,0,-8,13.1,0
12.52,110,116,111,0.09,72,69,59,0,15,0.97,0,1448,47,680,2812,1678,4.9291897,100,21.6,40,-65535,-65535,3,1.43,0,-19,0,-7,13.2,0
12.63,110,117,113,0.1,72,69,59,0,13,0.99,1,1447,48,694,2819,1701,4.01841,100,21.8,40,-65535,-65535,3,1.43,0,12,0,-8,13.2,0
12.74,110,120,115,0.1,72,69,60,0,17,0.94,0,1446,50,723,2823,1732,5.544686,100,22.3,40,-65535,-65535,3,1.42,0,-14,0,-7,13.2,0
12.85,110,122,117,0.1,72,69,60,0,14,1.01,1,1442,52,749,2822,1756,4.381557,100,22.7,40,-65535,-65535,3,1.42,0,-9,0,-6,13.2,0
12.97,110,124,119,0.1,72,70,60,0,17,0.98,0,1444,53,765,2817,1775,5.180272,100,23.1,40,-65535,-65535,3,1.42,0,1,0,-8,13.3,0
13.07,110,126,121,0.1,72,70,60,0,12,0.97,0,1441,54,778,2811,1779,3.503208,100,23.3,40,-65535,-65535,3,1.42,0,-6,0,-8,13.2,0
13.2,110,128,123,0.1,72,70,60,0,20,0.99,0,1439,55,791,2802,1772,5.8480716,100,23.5,40,-65535,-65535,3,1.42,0,-2,0,-7,13.2,0
13.32,110,130,125,0.11,72,70,60,0,15,0.97,0,1438,56,805,2793,1752,4.4536076,100,23.4,40,-65535,-65535,3,1.42,0,8,0,-8,13.1,0
13.44,110,132,127,0.11,72,70,60,0,17,0.99,0,1442,56,807,2787,1728,4.9585357,100,23.2,40,-65535,-65535,3,1.42,0,6,0,-7,13.1,0
13.54,110,134,129,0.11,72,70,60,0,15,0.98,0,1443,55,793,2783,1699,4.1160426,100,23,40,-65535,-65535,3,1.42,0,4,0,-7,13.1,0
13.67,110,136,131,0.11,72,70,60,0,17,0.99,0,1442,55,793,2782,1663,4.6442614,100,22.6,40,-65535,-65535,3,1.42,0,7,0,-7,13.1,0
13.79,110,138,133,0.11,72,70,60,0,17,0.97,0,1443,55,793,2785,1631,4.676709,100,22.3,40,-65535,-65535,3,1.42,0,11,0,-8,13.1,0
13.9,110,140,135,0.11,72,70,61,0,14,0.98,0,1446,55,795,2791,1608,3.727669,100,22.1,40,-65535,-65535,3,1.42,0,14,0,-7,13.1,0
14.01,110,142,136,0.12,72,70,61,0,14,0.98,0,1447,55,796,2796,1600,3.8701563,100,22,40,-65535,-65535,3,1.42,0,16,0,-7,13.1,0
14.12,110,144,138,0.12,72,70,61,0,19,0.97,0,1445,56,809,2804,1600,4.9675274,100,22,40,-65535,-65535,3,1.42,0,19,0,-7,13.2,0
14.24,110,146,140,0.12,72,71,61,0,14,1.02,0,1445,57,823,2810,1610,3.7521205,100,22.1,40,-65535,-65535,3,1.42,0,19,0,-8,13.1,0
14.36,110,147,141,0.12,72,71,61,0,18,0.96,0,1442,58,836,2813,1623,4.5249157,100,22.3,40,-65535,-65535,3,1.42,0,24,0,-7,13.1,0
14.46,110,149,143,0.12,72,71,61,0,15,0.97,0,1443,59,851,2814,1639,3.746111,100,22.5,40,-65535,-65535,3,1.42,0,25,0,-7,13.1,0
14.57,110,151,145,0.12,72,71,61,0,17,1,0,1440,61,878,2812,1653,4.263871,100,22.8,40,-65535,-65535,3,1.42,0,25,0,-7,13.1,0
14.68,110,152,146,0.12,72,71,61,0.1,16,1.01,0,1440,61,878,2809,1657,4.009166,100,22.9,40,-65535,-65535,3,1.42,0,25,0,-8,13.1,0
14.79,110,154,148,0.13,72,71,61,0.1,21,1.03,0,1439,62,892,2804,1654,5.058358,100,23.1,40,-65535,-65535,3,1.42,0,25,0,-7,13,0
14.91,110,156,150,0.13,72,71,61,0.2,17,1.04,0,1440,62,893,2798,1641,4.0873947,100,23.1,40,-65535,-65535,3,1.42,0,26,0,-7,12.9,0
15.02,110,158,152,0.13,72,71,62,0.3,19,1.05,0,1441,62,893,2794,1624,4.512685,100,23,40,-65535,-65535,3,1.42,0,26,0,-7,12.9,0
15.13,110,160,153,0.13,72,71,62,0.4,19,1.06,0,1439,62,892,2792,1598,4.392822,100,22.9,40,-65535,-65535,3,1.42,0,26,0,-7,12.7,0
15.24,110,162,155,0.13,72,71,62,0.5,18,1.07,0,1442,62,894,2791,1577,4.1043262,100,22.7,40,-65535,-65535,3,1.42,0,26,0,-7,12.6,0
15.36,110,163,156,0.13,72,71,62,0.6,16,1.07,0,1441,62,893,2792,1557,3.6671593,100,22.6,40,-65535,-65535,3,1.42,0,26,0,-7,12.5,0
15.46,110,165,158,0.13,72,72,62,0.7,16,1.07,0,1443,62,895,2795,1542,3.507503,100,22.5,40,-65535,-65535,3,1.42,0,27,0,-7,12.4,0
15.57,110,166,159,0.14,73,72,62,0.8,18,1.08,0,1443,62,894,2799,1531,3.9716842,100,22.4,40,-65535,-65535,3,1.42,0,26,0,-7,12.2,0
15.67,110,167,161,0.14,73,72,62,0.9,17,1.08,0,1441,62,893,2802,1528,3.5028899,100,22.5,40,-65535,-65535,3,1.42,0,26,0,-6,12.1,0
15.79,110,169,162,0.14,73,72,62,1,22,1.08,0,1444,63,910,2806,1531,4.6121182,100,22.5,40,-65535,-65535,3,1.42,0,25,0,-7,12,0
15.9,110,171,164,0.14,73,72,62,1.2,17,1.09,0,1441,64,922,2808,1539,3.4462175,100,22.7,40,-65535,-65535,3,1.42,0,25,0,-7,11.8,0.1
16.02,110,172,165,0.14,73,72,62,1.3,20,1.08,0,1442,65,937,2809,1546,4.189105,100,22.8,40,-65535,-65535,3,1.42,0,24,0,-7,11.7,0.1
16.13,110,174,167,0.14,73,72,62,1.4,19,1.08,0,1441,65,937,2808,1551,3.9064631,100,23,40,-65535,-65535,3,1.42,0,24,0,-8,11.5,0.1
16.24,110,175,168,0.14,73,72,62,1.5,17,1.08,0,1439,66,949,2806,1552,3.3174133,100,23.1,40,-65535,-65535,3,1.42,0,24,0,-7,11.4,0.1
16.34,110,177,170,0.14,74,72,63,1.7,22,1.08,0,1441,67,965,2802,1546,4.232186,100,23.2,40,-65535,-65535,3,1.42,0,23,0,-7,11.2,0.1
16.47,110,178,171,0.15,74,72,63,1.8,19,1.07,0,1442,67,966,2800,1538,3.6926157,100,23.2,40,-65535,-65535,3,1.42,0,23,0,-7,11.1,0.1
16.55,110,180,172,0.15,74,72,63,1.9,20,1.07,0,1438,67,963,2798,1526,3.760478,100,23.2,40,-65535,-65535,3,1.42,0,23,0,-7,11,0.1
16.68,110,181,174,0.15,74,72,63,2,19,1.06,0,1440,67,964,2796,1511,3.4571054,100,23.1,40,-65535,-65535,3,1.42,0,23,0,-7,10.9,0.1
16.79,110,183,175,0.15,74,72,63,2.1,20,1.06,0,1442,66,951,2796,1496,3.6067803,100,23.1,40,-65535,-65535,3,1.42,0,22,0,-7,10.8,0.1
16.87,110,184,176,0.15,75,73,63,2.2,19,1.05,0,1443,66,952,2797,1483,3.3792322,100,23,40,-65535,-65535,3,1.42,0,23,0,-7,10.7,0
16.97,110,185,178,0.15,75,73,63,2.3,19,1.05,0,1444,66,953,2798,1472,3.448423,100,23,40,-65535,-65535,3,1.42,0,23,0,-7,10.6,0
17.09,110,187,179,0.15,75,73,63,2.4,20,1.06,0,1444,66,953,2800,1465,3.467083,100,23,40,-65535,-65535,3,1.42,0,23,0,-8,10.5,0
17.21,110,188,180,0.15,75,73,63,2.5,21,1.07,0,1442,67,966,2803,1462,3.6135247,100,23,40,-65535,-65535,3,1.42,0,23,0,-7,10.4,0
17.32,110,189,182,0.15,76,73,63,2.6,18,1.07,0,1442,67,966,2804,1462,3.1261382,100,23.1,40,-65535,-65535,3,1.42,0,23,0,-8,10.3,0
17.43,110,191,183,0.16,76,73,63,2.7,22,1.08,0,1442,68,980,2805,1464,3.731288,100,23.2,40,-65535,-65535,3,1.42,0,23,0,-8,10.2,0
17.54,110,192,184,0.16,76,73,63,2.8,19,1.08,0,1441,68,980,2805,1466,3.0801773,100,23.3,40,-65535,-65535,3,1.42,0,23,0,-7,10.1,0
17.66,110,194,186,0.16,76,73,64,3,21,1.08,0,1442,69,995,2804,1466,3.43365,100,23.4,40,-65535,-65535,3,1.42,0,23,0,-8,9.9,0
17.77,110,195,187,0.16,77,73,64,3.1,22,1.09,0,1441,69,994,2803,1464,3.555706,100,23.5,40,-65535,-65535,3,1.42,0,20,0,-7,9.8,0
17.89,110,196,188,0.16,77,73,64,3.2,23,1.08,0,1438,70,1006,2801,1457,3.7377434,100,23.5,40,-65535,-65535,3,1.42,0,20,0,-14,9.6,0
18,110,198,190,0.16,78,73,64,3.4,20,1.06,0,1441,70,1009,2800,1448,3.084092,100,23.5,40,-65535,-65535,3,1.42,0,25,0,-13,9.4,0.1
18.1,110,199,191,0.16,78,73,64,3.5,20,1.07,0,1438,70,1006,2799,1438,3.0265172,100,23.5,40,-65535,-65535,3,1.42,0,24,0,-3,9.2,0.2
18.2,110,200,192,0.16,78,73,64,3.6,22,1.07,0,1441,70,1008,2799,1428,3.3353477,100,23.5,40,-65535,-65535,3,1.42,0,22,0,-3,9.1,0.2
18.32,110,202,193,0.16,79,74,64,3.7,21,1.08,0,1438,70,1007,2799,1417,3.2765455,100,23.5,40,-65535,-65535,3,1.42,0,17,0,-17,9,0.2
18.43,110,203,195,0.17,79,74,64,3.8,23,1.06,0,1442,69,995,2800,1410,3.4839718,100,23.5,40,-65535,-65535,3,1.42,0,19,0,-13,8.8,0.2
18.54,110,204,196,0.17,80,74,64,3.9,21,1.04,1,1443,70,1010,2801,1404,3.063141,100,23.5,40,-65535,-65535,3,1.42,0,26,0,-3,8.5,0.3
18.66,110,205,197,0.17,80,74,64,4,21,1,3,1443,70,1010,2803,1401,3.124099,100,23.6,40,-65535,-65535,3,1.42,0,24,-63,-2,8.4,0.3
18.77,110,207,198,0.17,80,74,64,4,21,1,11,1442,70,1009,2804,1402,3.0117836,100,23.6,40,-65535,-65535,3,1.42,0,24,-94,-3,8.4,0.1
18.87,110,208,199,0.17,81,74,64,4,19,1,17,1443,71,1024,2804,1403,2.692651,100,23.7,40,-65535,-65535,3,1.42,0,24,-99,-5,8.4,0.1
18.97,110,209,200,0.17,81,74,65,4.1,21,1.02,22,1440,71,1022,2804,1404,3.0508904,100,23.8,40,-65535,-65535,3,1.42,0,18,-100,-25,8.4,0.4
19.09,110,210,201,0.17,82,74,65,4.2,23,1.04,22,1437,72,1035,2803,1401,3.246143,100,23.8,40,-65535,-65535,3,1.42,0,26,-34,-28,8.2,0.6
19.19,110,211,203,0.17,82,74,65,4.2,21,1.04,17,1438,72,1035,2802,1396,2.9220734,100,23.9,40,-65535,-65535,3,1.42,0,27,4,-18,8,0.7
19.3,110,213,204,0.17,83,74,65,4.3,25,1.06,11,1441,72,1037,2801,1388,3.6157598,100,23.9,40,-65535,-65535,3,1.42,0,21,12,6,7.9,0.6
19.4,110,214,205,0.17,83,74,65,4.4,18,1.06,7,1441,72,1037,2800,1381,2.2858608,100,23.9,40,-65535,-65535,3,1.42,0,21,14,26,7.8,0.6
19.5,110,215,206,0.18,84,74,65,4.5,22,1.06,5,1438,72,1035,2800,1375,3.0719836,100,23.9,40,-65535,-65535,3,1.42,0,21,14,16,7.7,0.8
19.64,110,216,207,0.18,84,74,65,4.6,25,1.06,1,1438,72,1035,2800,1363,3.5276492,100,23.9,40,-65535,-65535,3,1.42,0,22,13,-3,7.6,1.1
19.74,110,217,208,0.18,85,75,65,4.6,17,1.05,2,1437,72,1035,2800,1358,2.145899,100,23.9,40,-65535,-65535,3,1.42,0,22,12,-5,7.5,1.3
19.84,110,218,210,0.18,85,75,65,4.7,26,1.06,4,1437,72,1035,2801,1351,3.5453372,100,24,40,-65535,-65535,3,1.42,0,21,11,-10,7.4,1.4
19.96,110,219,211,0.18,86,75,65,4.8,23,1.06,6,1439,72,1036,2802,1348,3.0153494,100,24,40,-65535,-65535,3,1.42,0,20,9,-8,7.3,1.4
20.07,110,221,212,0.18,86,75,65,4.9,20,1.06,6,1439,72,1036,2803,1345,2.6091774,100,24,40,-65535,-65535,3,1.42,0,21,8,4,7.2,1.3
20.17,110,222,213,0.18,87,75,65,5,21,1.05,7,1437,73,1049,2803,1343,2.6404855,100,24.1,40,-65535,-65535,3,1.42,0,22,8,11,7.1,1.2
20.29,110,223,214,0.18,87,75,65,5.1,26,1.06,7,1437,73,1049,2803,1342,3.4113572,100,24.1,40,-65535,-65535,3,1.42,0,22,8,10,7,1.2
20.4,110,224,215,0.18,88,75,66,5.2,21,1.06,7,1437,73,1049,2803,1341,2.6507418,100,24.2,40,-65535,-65535,3,1.42,0,21,7,4,7,1.2
20.5,110,225,216,0.18,88,75,66,5.2,21,1.06,7,1441,73,1051,2803,1339,2.552936,100,24.3,40,-65535,-65535,3,1.42,0,21,7,1,6.9,1.3
20.67,110,227,218,0.19,89,75,66,5.4,24,1.07,7,1437,74,1063,2802,1333,3.0983357,100,24.3,40,-65535,-65535,3,1.42,0,21,5,2,6.8,1.3
20.77,110,228,219,0.19,90,75,66,5.5,23,1.07,7,1440,74,1065,2801,1328,2.8484557,100,24.4,40,-65535,-65535,3,1.42,0,20,5,2,6.7,1.3
20.87,110,229,220,0.19,90,75,66,5.6,21,1.07,7,1441,74,1066,2801,1322,2.5544128,100,24.4,40,-65535,-65535,3,1.42,0,21,4,2,6.7,1.3
20.97,110,230,221,0.19,91,75,66,5.7,23,1.07,7,1441,74,1066,2801,1318,2.829383,100,24.4,40,-65535,-65535,3,1.42,0,20,3,2,6.6,1.3
21.09,110,231,222,0.19,92,75,66,5.8,23,1.07,7,1438,74,1064,2801,1313,2.8063967,100,24.4,40,-65535,-65535,3,1.42,0,21,3,2,6.5,1.2
21.19,110,232,223,0.19,92,75,66,5.9,21,1.07,6,1439,74,1065,2801,1308,2.4027941,100,24.5,40,-65535,-65535,3,1.42,0,20,2,2,6.5,1.2
21.32,110,233,224,0.19,93,76,66,6.1,24,1.07,6,1439,74,1065,2801,1303,2.7816837,100,24.5,40,-65535,-65535,3,1.42,0,20,1,1,6.4,1.1
21.42,110,234,225,0.19,94,76,66,6.2,22,1.07,6,1438,74,1064,2802,1300,2.4617374,100,24.5,40,-65535,-65535,3,1.42,0,20,1,1,6.3,1.1
21.55,110,236,226,0.19,94,76,66,6.3,24,1.07,5,1438,74,1064,2802,1295,2.7185445,100,24.6,40,-65535,-65535,3,1.42,0,20,0,0,6.2,1
21.68,110,237,227,0.19,95,76,66,6.4,25,1.07,5,1439,75,1079,2802,1292,2.8338275,100,24.6,40,-65535,-65535,3,1.42,0,19,0,0,6.1,0.9
21.77,110,238,228,0.19,96,76,66,6.5,22,1.07,4,1436,75,1077,2802,1290,2.457779,100,24.7,40,-65535,-65535,3,1.42,0,20,-1,-10,6,0.8
21.87,110,239,229,0.2,97,76,67,6.6,23,1.06,4,1438,75,1078,2802,1287,2.5128376,100,24.7,40,-65535,-65535,3,1.42,0,19,-1,-3,6,0.7
22,110,240,230,0.2,97,76,67,6.7,24,1.05,3,1439,75,1079,2802,1283,2.595221,100,24.7,40,-65535,-65535,3,1.42,0,23,-1,-1,5.9,0.5
22.1,110,241,231,0.2,98,76,67,6.8,21,1.06,3,1438,75,1078,2801,1280,2.2142835,100,24.8,40,-65535,-65535,3,1.42,0,24,-2,-8,5.9,0.4
22.23,110,242,232,0.2,99,76,67,7,22,1.11,2,1438,75,1078,2801,1277,2.3452969,100,24.8,40,-65535,-65535,3,1.42,0,19,-1,-1,6,0.3
22.35,110,243,233,0.2,100,76,67,7.2,24,1.12,1,1440,75,1080,2801,1273,2.567258,100,24.8,40,-65535,-65535,3,1.42,0,18,-1,-2,6,0.2
22.45,110,244,234,0.2,101,76,67,7.3,21,1.11,1,1437,75,1078,2801,1269,2.059221,100,24.9,40,-65535,-65535,3,1.42,0,21,-1,-5,6,0.2
22.57,110,245,235,0.2,101,76,67,7.5,23,1.11,1,1436,76,1091,2801,1264,2.3177426,100,24.9,40,-65535,-65535,3,1.42,0,20,-1,-7,5.9,0.1
22.67,110,245,236,0.2,102,76,67,7.6,21,1.11,0,1436,76,1091,2801,1261,2.0813513,100,24.9,40,-65535,-65535,3,1.42,0,20,-1,-10,5.9,0.1
22.79,110,247,237,0.2,103,76,67,7.8,25,1.1,0,1440,75,1080,2801,1256,2.6512222,100,24.9,40,-65535,-65535,3,1.42,0,22,-1,-9,5.8,0
22.9,110,247,238,0.2,104,76,67,8,21,1.12,0,1440,76,1094,2801,1254,1.9200579,100,25,40,-65535,-65535,3,1.42,0,22,-1,-7,5.8,0.1
23,110,248,238,0.2,105,77,67,8.1,21,1.13,0,1440,76,1094,2802,1253,1.9264721,100,25,40,-65535,-65535,3,1.42,0,21,-1,-8,5.9,0.1
23.13,110,249,239,0.2,106,77,67,8.4,23,1.14,1,1438,76,1093,2802,1251,2.132625,100,25.1,40,-65535,-65535,3,1.42,0,19,-1,-6,5.9,0.2
