"Time, s","Power, hp[1]","Power, hp[2]","Thrust, kgf[1]","Thrust, kgf[2]",RPM[1],RPM[2],"Manifold pressure, atm[1]","Manifold pressure, atm[2]","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %[1]","Propeller efficiency, %[2]",Supercharger gear[1],Supercharger gear[2],"Throttle, %[1]","Throttle, %[2]","WEP remain, min:sec","Altitude, m","Critical AoA, %","Mixture, %[1]","Mixture, %[2]","Radiator, %[1]","Radiator, %[2]","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
100.6,1292,1292,427,428,2851,2851,1.80,1.80,77.5,0.07,79.8,84,85,2,2,100,100,00:00,7469,4,100,100,0,0,0,0.0,0,472,698,92062.3,-1816.2
101.1,1293,1293,432,433,2851,2851,1.80,1.80,77.5,0.02,79.8,85,85,2,2,100,100,00:00,7511,4,100,100,0,0,0,0.0,0,471,697,92440.1,-1816.2
101.6,1289,1289,431,432,2850,2850,1.80,1.80,78.3,0.02,79.7,85,85,2,2,100,100,00:00,7549,4,100,100,0,0,0,0.0,0,470,697,92819.2,-1838.8
102.1,1284,1284,426,426,2851,2851,1.79,1.79,78.3,0.01,79.7,85,85,2,2,100,100,00:00,7589,4,100,100,0,0,0,0.0,0,469,698,93231.9,-1838.8
102.6,1277,1277,426,427,2850,2850,1.78,1.78,79.0,0.01,79.6,85,85,2,2,100,100,00:00,7629,4,100,100,0,0,0,0.0,0,468,698,93624.4,-1871.4
103.1,1271,1271,422,423,2850,2850,1.77,1.77,79.0,-0.04,79.5,85,85,2,2,100,100,00:00,7670,4,100,100,0,0,0,0.0,0,467,697,94011.7,-1871.4
103.6,1265,1265,422,423,2850,2850,1.76,1.76,86.0,-0.01,79.3,85,85,2,2,100,100,00:00,7710,4,100,100,0,0,0,0.0,0,465,697,94377.3,-2138.6
104.1,1259,1259,422,422,2850,2850,1.75,1.75,86.0,0.01,79.3,85,85,2,2,100,100,00:00,7750,4,100,100,0,0,0,0.0,0,464,697,94753.8,-2138.6
104.6,1253,1253,419,420,2850,2850,1.74,1.74,83.4,0.03,79.3,85,85,2,2,100,100,00:00,7789,4,100,100,0,0,0,0.0,0,463,697,95145.4,-2064.9
105.1,1246,1246,417,418,2850,2850,1.73,1.73,83.4,-0.02,79.2,85,85,2,2,100,100,00:00,7831,4,100,100,0,0,0,0.0,0,462,696,95525.1,-2064.9
105.6,1239,1239,414,415,2850,2850,1.72,1.72,79.8,0.00,79.2,85,85,2,2,100,100,00:00,7869,4,100,100,0,0,0,0.0,0,461,697,95923.3,-1947.5
106.1,1232,1232,412,413,2850,2850,1.71,1.71,79.8,0.01,79.1,85,85,2,2,100,100,00:00,7910,4,100,100,0,0,0,0.0,0,460,697,96316.6,-1947.5
106.6,1224,1224,410,411,2850,2850,1.70,1.70,80.0,0.06,79.0,85,85,2,2,100,100,00:00,7950,4,100,100,0,0,0,0.0,0,459,697,96707.5,-1964.3
107.1,1218,1218,406,407,2850,2850,1.69,1.69,80.0,0.04,79.0,85,85,2,2,100,100,00:00,7989,5,100,100,0,0,0,0.0,0,458,697,97117.7,-1964.3
107.6,1211,1211,404,405,2850,2850,1.68,1.68,81.1,0.09,79.0,85,85,2,2,100,100,00:00,8029,5,100,100,0,0,0,0.0,0,457,697,97513.0,-2015.8
108.1,1205,1205,400,401,2850,2850,1.67,1.67,81.1,0.04,79.0,85,85,2,2,100,100,00:00,8068,5,100,100,0,0,0,0.0,0,456,697,97915.2,-2015.8
108.6,1198,1198,397,397,2850,2850,1.66,1.66,71.0,0.03,79.1,84,85,2,2,100,100,00:00,8108,5,100,100,0,0,0,0.0,0,455,698,98307.7,-1652.9
109.1,1190,1190,398,399,2850,2850,1.65,1.65,71.0,0.03,79.0,85,85,2,2,100,100,00:00,8149,6,100,100,0,0,0,0.0,0,453,697,98669.7,-1652.9
109.6,1184,1184,394,395,2850,2850,1.64,1.64,84.4,0.03,79.1,85,85,2,2,100,100,00:00,8189,6,100,100,0,0,0,0.0,0,452,697,99073.0,-2148.6
110.1,1177,1177,391,391,2850,2850,1.64,1.64,84.4,0.03,79.1,85,85,2,2,100,100,00:00,8228,5,100,100,0,0,0,0.0,0,452,697,99481.9,-2148.6
110.6,1171,1171,388,389,2850,2850,1.63,1.63,73.7,0.02,79.1,85,85,2,2,100,100,00:00,8268,5,100,100,0,0,0,0.0,0,451,698,99877.6,-1766.5
111.1,1164,1164,386,387,2850,2850,1.62,1.62,73.7,0.01,79.1,85,85,2,2,100,100,00:00,8307,5,100,100,0,0,0,0.0,0,450,698,100265.4,-1766.5
111.6,1157,1157,385,385,2850,2850,1.61,1.61,74.9,0.03,79.0,85,85,2,2,100,100,00:00,8347,5,100,100,0,0,0,0.0,0,448,697,100643.9,-1817.3
112.1,1151,1151,380,381,2850,2850,1.60,1.60,74.9,0.02,78.9,84,84,2,2,100,100,00:00,8386,5,100,100,0,0,0,0.0,0,448,698,101049.6,-1817.3
112.6,1144,1144,379,379,2850,2850,1.59,1.59,78.3,-0.01,78.8,84,85,2,2,100,100,00:00,8426,6,100,100,0,0,0,0.0,0,446,697,101409.4,-1975.5
113.1,1138,1138,377,377,2850,2850,1.58,1.58,78.3,-0.01,78.7,84,85,2,2,100,100,00:00,8465,6,100,100,0,0,0,0.0,0,445,697,101790.6,-1975.5
113.6,1131,1131,375,375,2850,2850,1.57,1.57,75.7,-0.03,78.6,84,85,2,2,100,100,00:00,8506,6,100,100,0,0,0,0.0,0,444,697,102188.0,-1864.0
114.1,1125,1125,370,370,2850,2850,1.56,1.56,75.7,-0.02,78.6,84,84,2,2,100,100,00:00,8544,6,100,100,0,0,0,0.0,0,443,697,102567.3,-1864.0
114.6,1118,1118,371,372,2850,2850,1.55,1.55,86.0,0.01,78.5,85,85,2,2,100,100,00:00,8585,6,100,100,0,0,0,0.0,0,442,697,102943.2,-2244.2
115.1,1112,1112,367,368,2850,2850,1.55,1.55,86.0,0.01,78.4,84,84,2,2,100,100,00:00,8624,6,100,100,0,0,0,0.0,0,441,697,103355.5,-2244.2
115.6,1106,1106,363,363,2850,2850,1.54,1.54,73.5,0.03,78.4,84,84,2,2,100,100,00:00,8663,6,100,100,0,0,0,0.0,0,440,697,103740.4,-1802.6
116.1,1099,1099,364,365,2850,2850,1.53,1.53,73.5,0.01,78.4,84,85,2,2,100,100,00:00,8703,6,100,100,0,0,0,0.0,0,439,697,104106.7,-1802.6
116.6,1093,1093,359,359,2850,2850,1.52,1.52,84.5,0.03,78.4,84,84,2,2,100,100,00:00,8742,6,100,100,0,0,0,0.0,0,438,697,104508.9,-2216.6
117.2,1087,1087,356,356,2850,2850,1.51,1.51,84.5,0.05,78.4,83,84,2,2,100,100,00:00,8781,6,100,100,0,0,0,0.0,0,437,697,104892.4,-2216.6
117.7,1081,1081,355,356,2850,2850,1.50,1.50,72.0,0.01,78.4,84,84,2,2,100,100,00:00,8822,6,100,100,0,0,0,0.0,0,436,697,105279.4,-1770.7
118.2,1075,1075,355,355,2850,2850,1.50,1.50,72.0,-0.03,78.4,84,84,2,2,100,100,00:00,8859,6,100,100,0,0,0,0.0,0,435,697,105652.2,-1770.7
118.7,1067,1067,355,356,2850,2850,1.49,1.49,84.4,-0.02,78.3,85,85,2,2,100,100,00:00,8899,6,100,100,0,0,0,0.0,0,434,697,106020.5,-2219.5
119.2,1063,1063,339,340,2849,2849,1.48,1.48,84.4,0.03,78.5,82,82,2,2,100,100,00:00,8940,6,100,100,0,0,0,0.0,0,434,699,106547.3,-2219.5
119.7,1057,1057,341,341,2850,2850,1.47,1.47,77.9,0.03,78.4,82,82,2,2,100,100,00:00,8979,6,100,100,0,0,0,0.0,0,433,698,106902.4,-2000.8
120.2,1048,1048,345,345,2848,2848,1.46,1.46,77.9,-0.02,77.8,83,84,2,2,100,100,00:00,9016,6,100,100,0,0,0,0.0,0,429,694,107044.4,-2000.8
