"Time, s","Climb, m/s","Specific excess power, m/s","Critical Flaps Speed, %","Propeller efficiency, %","Manifold pressure, atm",Supercharger gear,RPM,"Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²"
13.2,98.2,95.0,0,76,1.80,1,2850,1245,371,48.5,90,660,699,1194,0.58,30566.0,-0.15
13.3,98.2,99.0,0,73,1.80,1,2849,1244,355,48.4,90,659,699,1204,0.58,30666.2,0.05
13.4,98.1,102.5,0,75,1.80,1,2852,1246,368,48.4,90,659,699,1215,0.58,30766.5,0.23
13.5,98.1,102.1,0,77,1.80,1,2850,1245,373,48.4,90,658,699,1225,0.58,30866.7,0.20
13.6,98.2,101.7,0,72,1.80,1,2849,1246,353,48.4,90,658,699,1233,0.58,30946.9,0.18
13.7,98.1,101.3,0,76,1.80,1,2852,1247,373,48.5,90,658,699,1243,0.58,31047.1,0.17
13.8,98.1,101.0,0,76,1.80,1,2849,1246,371,48.4,90,657,699,1254,0.58,31147.3,0.15
13.9,98.0,100.7,0,75,1.80,1,2851,1248,365,48.4,90,656,698,1264,0.58,31193.7,0.13
14.0,97.9,100.5,0,79,1.80,1,2851,1248,387,48.5,90,656,698,1274,0.58,31293.9,0.12
14.1,97.9,98.4,0,77,1.80,1,2849,1247,376,48.4,90,655,698,1282,0.58,31374.0,0.02
14.2,97.8,96.5,0,76,1.80,1,2851,1248,375,48.4,90,655,697,1292,0.58,31420.4,-0.08
14.3,97.8,94.8,0,79,1.80,1,2850,1248,387,48.5,90,657,700,1303,0.58,31682.2,-0.16
14.4,97.8,98.8,0,77,1.80,1,2849,1248,376,48.4,90,656,700,1313,0.58,31782.3,0.04
14.5,98.1,102.4,0,74,1.80,1,2851,1250,364,48.5,90,656,699,1323,0.58,31828.5,0.22
14.6,98.1,105.6,0,76,1.80,1,2850,1250,373,48.5,90,655,699,1331,0.58,31908.7,0.38
14.7,98.1,103.0,0,73,1.80,1,2849,1250,358,48.4,90,655,699,1341,0.58,32008.8,0.25
14.8,98.1,100.7,0,76,1.80,1,2851,1251,371,48.5,90,654,699,1352,0.58,32109.1,0.14
14.9,98.0,98.6,0,78,1.80,1,2850,1251,382,48.5,90,653,698,1362,0.58,32155.4,0.03
15.0,97.9,96.7,0,76,1.80,1,2850,1251,371,48.4,90,653,698,1372,0.58,32255.6,-0.06
15.1,98.0,95.0,0,78,1.80,1,2851,1252,381,48.5,90,652,698,1382,0.58,32355.8,-0.15
15.2,97.9,93.5,0,79,1.80,1,2849,1251,386,48.5,90,651,697,1392,0.58,32402.2,-0.23
15.3,97.9,92.1,0,76,1.80,1,2850,1252,373,48.4,90,651,697,1403,0.58,32502.4,-0.30
15.4,97.9,90.9,0,79,1.80,1,2851,1253,388,48.5,90,651,697,1413,0.58,32602.7,-0.36
15.5,98.0,89.8,0,78,1.80,1,2850,1253,381,48.5,90,653,700,1421,0.58,32844.6,-0.41
15.6,98.2,94.2,0,74,1.80,1,2850,1254,363,48.5,90,652,699,1431,0.58,32890.8,-0.19
15.7,98.2,98.3,0,77,1.80,1,2851,1254,378,48.5,90,651,699,1441,0.58,32991.2,0.01
15.8,98.1,101.9,0,76,1.80,1,2850,1254,375,48.5,90,650,698,1452,0.58,33037.6,0.19
15.9,98.1,99.7,0,76,1.80,1,2851,1255,372,48.5,90,650,698,1462,0.58,33137.9,0.08
16.0,98.1,97.7,0,78,1.80,1,2851,1256,382,48.5,90,650,698,1470,0.58,33218.1,-0.02
16.1,98.2,95.9,0,74,1.80,1,2849,1255,366,48.5,90,650,699,1480,0.58,33372.3,-0.11
16.2,98.1,96.1,0,76,1.80,1,2852,1257,376,48.5,90,649,698,1491,0.58,33418.7,-0.10
16.3,98.1,96.3,0,78,1.80,1,2850,1256,382,48.5,90,649,698,1501,0.58,33519.1,-0.09
16.4,98.1,96.5,0,76,1.80,1,2850,1256,374,48.5,90,648,698,1511,0.58,33619.4,-0.08
16.5,98.1,100.3,0,78,1.80,1,2851,1257,384,48.5,90,650,700,1519,0.58,33807.6,0.11
16.6,98.0,103.7,0,79,1.80,1,2849,1256,387,48.5,90,649,700,1529,0.58,33907.9,0.28
16.7,98.3,106.8,0,76,1.80,1,2850,1257,373,48.5,90,649,700,1540,0.58,34008.3,0.44
16.8,98.3,104.1,0,76,1.80,1,2850,1258,375,48.6,90,648,699,1550,0.58,34054.7,0.30
16.9,98.0,101.7,0,78,1.80,1,2849,1257,384,48.5,90,648,700,1558,0.58,34189.0,0.18
17.0,98.3,99.6,0,74,1.80,1,2851,1260,365,48.5,90,648,699,1568,0.58,34235.4,0.07
17.1,98.3,99.5,0,78,1.80,1,2851,1259,383,48.6,90,647,699,1579,0.58,34335.8,0.06
17.2,98.2,99.3,0,75,1.80,1,2849,1259,368,48.5,90,646,699,1589,0.58,34436.1,0.06
17.3,98.2,99.2,0,77,1.80,1,2852,1261,379,48.6,90,646,698,1599,0.58,34482.7,0.05
17.4,98.2,99.1,0,77,1.80,1,2850,1260,382,48.6,90,646,699,1607,0.58,34616.8,0.05
17.5,98.1,99.0,0,76,1.80,1,2850,1261,377,48.5,90,645,698,1619,0.58,34683.4,0.04
17.6,98.1,99.0,0,78,1.80,1,2851,1261,386,48.6,90,644,698,1628,0.58,34763.7,0.04
17.7,97.9,95.2,0,78,1.80,1,2849,1260,387,48.5,90,643,697,1640,0.58,34830.3,-0.15
17.8,98.1,91.8,0,75,1.80,1,2851,1262,372,48.5,90,646,700,1648,0.58,35072.2,-0.32
17.9,98.3,88.8,0,77,1.80,1,2851,1263,383,48.6,90,645,699,1658,0.58,35118.6,-0.47
18.0,98.3,93.4,0,74,1.80,1,2848,1262,366,48.5,90,644,699,1669,0.58,35218.9,-0.24
18.1,98.2,97.5,0,75,1.80,1,2852,1264,371,48.6,90,644,699,1679,0.58,35319.3,-0.04
18.2,98.2,101.2,0,78,1.80,1,2850,1263,387,48.6,90,643,699,1689,0.58,35419.6,0.15
18.3,98.2,100.9,0,75,1.80,1,2849,1263,371,48.5,90,643,699,1697,0.58,35499.9,0.14
18.4,98.2,100.6,0,75,1.80,1,2851,1265,374,48.6,90,643,699,1707,0.58,35600.3,0.12
18.5,98.1,100.4,0,78,1.80,1,2850,1265,389,48.6,90,642,698,1718,0.58,35646.7,0.11
18.6,98.1,98.3,0,75,1.80,1,2849,1264,373,48.5,90,642,698,1728,0.58,35747.1,0.01
18.7,98.1,96.5,0,78,1.80,1,2851,1266,387,48.6,90,641,698,1738,0.58,35847.4,-0.09
18.8,98.0,94.8,0,79,1.80,1,2849,1265,393,48.6,90,642,700,1748,0.58,36055.6,-0.17
18.9,98.3,97.0,0,74,1.80,1,2850,1266,364,48.6,90,642,699,1757,0.58,36081.9,-0.06
19.0,98.3,98.9,0,76,1.80,1,2851,1267,378,48.6,90,641,699,1767,0.58,36182.2,0.04
19.1,98.2,100.7,0,77,1.80,1,2850,1266,380,48.6,90,640,699,1777,0.58,36282.6,0.12
19.2,98.2,100.4,0,75,1.80,1,2850,1267,372,48.6,90,640,699,1787,0.58,36382.9,0.11
19.3,98.2,100.2,0,77,1.80,1,2851,1268,382,48.6,90,640,699,1797,0.58,36483.2,0.10
19.4,98.3,100.0,0,75,1.80,1,2849,1268,374,48.6,90,640,699,1806,0.58,36563.4,0.09
19.5,98.2,99.8,0,76,1.80,1,2851,1269,376,48.6,90,639,699,1816,0.58,36663.8,0.08
19.6,98.1,99.7,0,78,1.80,1,2851,1269,388,48.7,90,638,698,1826,0.58,36710.2,0.07
19.7,98.1,99.5,0,76,1.80,1,2850,1269,378,48.6,90,638,698,1836,0.58,36810.5,0.07
19.8,98.1,97.5,0,77,1.80,1,2851,1270,381,48.6,90,638,698,1844,0.58,36890.7,-0.03
19.9,98.0,95.8,0,79,1.80,1,2850,1269,393,48.7,90,637,698,1855,0.58,36991.0,-0.12
20.0,97.9,94.2,0,78,1.80,1,2849,1269,385,48.6,90,639,700,1865,0.58,37199.1,-0.20
20.1,97.9,98.2,0,78,1.80,1,2851,1270,389,48.6,90,638,700,1875,0.58,37299.3,0.00
20.2,97.9,101.8,0,79,1.80,1,2850,1270,394,48.7,90,638,700,1885,0.58,37399.5,0.18
20.3,97.9,105.0,0,77,1.80,1,2850,1271,383,48.6,90,638,700,1894,0.58,37479.7,0.35
20.4,97.8,104.3,0,79,1.80,1,2851,1271,392,48.7,90,637,700,1904,0.58,37579.9,0.31
20.5,98.1,103.6,0,76,1.80,1,2850,1272,377,48.7,90,637,699,1914,0.58,37626.1,0.28
20.6,98.1,103.1,0,75,1.80,1,2850,1272,373,48.6,90,636,699,1924,0.58,37726.2,0.25
20.7,98.0,100.7,0,77,1.80,1,2851,1273,382,48.7,90,635,699,1934,0.58,37826.4,0.14
20.8,97.9,98.6,0,78,1.80,1,2850,1273,388,48.7,90,635,698,1945,0.58,37872.7,0.03
20.9,97.9,96.8,0,76,1.80,1,2850,1273,379,48.6,90,634,698,1955,0.58,37972.8,-0.06
21.0,97.9,95.1,0,77,1.80,1,2851,1274,386,48.7,90,634,698,1965,0.58,38072.9,-0.15
21.1,97.8,93.5,0,79,1.80,1,2850,1274,392,48.7,90,633,698,1975,0.58,38173.0,-0.23
21.2,97.8,92.1,0,77,1.80,1,2850,1274,386,48.7,90,633,698,1983,0.58,38253.1,-0.30
21.3,97.8,92.7,0,77,1.80,1,2851,1275,387,48.7,90,633,698,1994,0.58,38353.1,-0.27
21.4,97.8,93.2,0,78,1.80,1,2850,1275,392,48.7,90,632,698,2004,0.58,38453.2,-0.24
21.5,98.0,93.7,0,76,1.80,1,2850,1275,377,48.7,90,633,699,2014,0.58,38607.1,-0.22
21.6,97.7,97.7,0,78,1.80,1,2850,1275,391,48.7,90,634,700,2022,0.58,38741.2,-0.01
21.7,98.0,101.4,0,76,1.80,1,2850,1276,379,48.7,90,633,699,2032,0.58,38787.2,0.17
21.8,98.0,104.6,0,76,1.80,1,2850,1276,379,48.7,90,632,699,2043,0.58,38887.3,0.34
21.9,97.9,102.2,0,76,1.80,1,2850,1277,381,48.7,90,632,699,2053,0.58,38987.4,0.21
22.0,97.9,99.9,0,77,1.80,1,2850,1277,385,48.7,90,631,699,2063,0.58,39087.4,0.10
22.1,97.9,97.9,0,77,1.80,1,2850,1278,387,48.7,90,631,698,2073,0.58,39133.6,0.00
22.2,97.8,96.1,0,78,1.80,1,2850,1278,392,48.7,90,630,698,2083,0.58,39233.7,-0.09
22.3,97.9,94.4,0,77,1.80,1,2850,1278,385,48.7,90,630,698,2091,0.58,39313.8,-0.18
22.4,97.9,92.9,0,77,1.80,1,2851,1279,386,48.7,90,630,698,2102,0.58,39413.8,-0.25
22.5,97.8,93.4,0,79,1.80,1,2850,1279,394,48.8,90,629,698,2112,0.58,39514.0,-0.23
22.6,97.9,93.9,0,77,1.80,1,2850,1279,388,48.7,90,629,698,2122,0.58,39614.0,-0.20
22.7,97.9,94.3,0,78,1.80,1,2851,1280,392,48.8,90,628,698,2130,0.58,39694.2,-0.18
22.8,97.8,92.8,0,79,1.80,1,2850,1279,397,48.8,90,628,697,2140,0.58,39740.5,-0.26
22.9,97.9,91.5,0,77,1.80,1,2850,1280,383,48.7,90,629,700,2151,0.58,40002.2,-0.32
23.0,97.8,90.3,0,80,1.80,1,2851,1281,401,48.8,90,629,700,2161,0.58,40102.3,-0.38
23.1,98.1,94.7,0,76,1.80,1,2849,1281,380,48.7,90,628,699,2171,0.58,40148.5,-0.16
23.2,98.1,98.7,0,75,1.80,1,2850,1282,377,48.7,90,628,699,2179,0.58,40228.6,0.04
23.3,98.1,102.3,0,77,1.80,1,2850,1282,384,48.8,90,628,699,2189,0.58,40328.7,0.22
23.4,98.0,101.8,0,77,1.80,1,2850,1282,384,48.8,90,627,699,2200,0.58,40428.9,0.20
23.5,98.0,101.5,0,76,1.80,1,2850,1283,384,48.8,90,627,699,2210,0.58,40529.1,0.18
23.6,98.0,101.1,0,77,1.80,1,2850,1283,387,48.8,90,626,699,2220,0.58,40629.2,0.16
23.7,98.0,99.0,0,78,1.80,1,2850,1283,390,48.8,90,626,698,2230,0.58,40675.5,0.05
23.8,98.0,97.1,0,77,1.80,1,2850,1284,388,48.8,90,625,698,2240,0.58,40775.7,-0.05
23.9,97.9,95.3,0,78,1.80,1,2851,1284,395,48.8,90,625,698,2251,0.58,40875.8,-0.13
24.0,97.9,95.6,0,78,1.80,1,2850,1284,392,48.8,90,624,698,2261,0.58,40976.0,-0.12
24.1,97.9,95.8,0,78,1.80,1,2850,1285,393,48.8,90,624,698,2269,0.58,41056.1,-0.11
24.2,97.8,96.0,0,79,1.80,1,2850,1284,398,48.8,90,623,697,2279,0.58,41102.4,-0.10
24.3,98.1,98.0,0,76,1.80,1,2850,1286,380,48.8,90,625,699,2289,0.58,41310.3,0.00
