"Time, s","Power, hp","Thrust, kgf",RPM,"Manifold pressure, atm","Specific excess power, m/s","Acceleration, m/s²","Climb, m/s","Propeller efficiency, %",Supercharger gear,"Throttle, %","WEP remain, m:s","Altitude, m","Critical AoA, %","Mixture, %","Radiator, %","Oil radiator, %","Turn rate, deg/s","Turn radius, m","IAS, km/h","TAS, km/h","Specific energy, J/kg","Drag, kgf"
144.0,2346,1680,2701,1.81,24.8,0.26,23.5,86,2,110,00:00,3049,29,0,7,0,-0.1,0,282,328,34064.5,0.0
144.5,2346,1681,2701,1.81,24.8,0.26,23.6,86,2,110,00:00,3062,29,0,8,0,0.0,0,282,328,34184.7,0.0
145.1,2347,1680,2701,1.81,24.3,0.00,23.6,86,2,110,00:00,3075,29,0,9,0,0.0,0,282,328,34315.3,0.0
145.6,2347,1678,2701,1.81,24.3,0.00,23.6,86,2,110,00:00,3088,28,0,9,0,0.0,0,282,329,34466.0,0.0
146.2,2348,1678,2701,1.81,25.1,0.25,23.7,86,2,110,00:00,3101,29,0,9,0,0.2,0,282,329,34591.1,0.0
146.7,2348,1677,2701,1.81,25.1,0.25,23.7,86,2,110,00:00,3113,28,0,9,0,0.0,0,282,329,34716.6,0.0
147.3,2348,1677,2701,1.81,24.5,0.00,23.7,86,2,110,00:00,3126,28,0,10,0,0.1,0,282,329,34837.6,0.0
147.8,2349,1676,2701,1.81,24.5,0.00,23.7,86,2,110,00:00,3139,28,0,10,0,0.1,0,282,329,34968.5,0.0
148.3,2349,1675,2701,1.81,25.2,0.26,23.6,86,2,110,00:00,3151,28,0,11,0,0.1,0,282,330,35114.7,0.0
148.9,2350,1674,2701,1.81,25.2,0.26,23.6,86,2,110,00:00,3165,28,0,11,0,0.2,0,282,330,35245.3,0.0
149.4,2350,1673,2701,1.81,24.5,0.00,23.6,86,2,110,00:00,3177,28,0,13,0,0.1,0,282,330,35370.5,0.0
150.0,2351,1673,2701,1.81,24.5,0.00,23.6,86,2,110,00:00,3190,28,0,13,0,0.0,0,282,330,35490.7,0.0
150.5,2351,1672,2701,1.81,24.0,0.00,23.6,86,2,110,00:00,3203,28,0,13,0,-0.1,0,282,331,35646.3,0.0
151.1,2352,1671,2701,1.81,24.0,0.00,23.6,86,2,110,00:00,3215,29,0,14,0,0.0,0,282,331,35766.8,0.0
151.6,2352,1671,2701,1.81,25.0,0.26,23.6,86,2,110,00:00,3229,29,0,14,0,0.0,0,282,331,35896.9,0.0
152.1,2353,1670,2701,1.81,25.0,0.26,23.7,86,2,110,00:00,3242,29,0,15,0,0.0,0,282,331,36026.7,0.0
152.7,2353,1669,2701,1.81,24.4,-0.01,23.7,86,2,110,00:00,3254,29,0,15,0,0.2,0,282,331,36146.8,0.0
153.2,2354,1668,2701,1.81,24.4,-0.01,23.8,86,2,110,00:00,3267,29,0,15,0,0.1,0,282,332,36297.5,0.0
153.8,2354,1668,2701,1.81,25.2,0.24,23.9,86,2,110,00:00,3280,29,0,16,0,0.0,0,282,332,36422.8,0.0
154.3,2354,1668,2701,1.81,25.2,0.24,23.9,86,2,110,00:00,3293,28,0,16,0,0.0,0,282,332,36548.5,0.0
154.9,2355,1667,2701,1.81,24.5,-0.02,23.9,86,2,110,00:00,3306,28,0,16,0,-0.1,0,282,333,36704.9,0.0
155.4,2355,1666,2702,1.81,24.5,-0.02,23.7,86,2,110,00:00,3319,27,0,16,0,-0.1,0,282,333,36832.5,0.0
155.9,2356,1667,2701,1.81,25.4,0.31,23.6,86,2,110,00:00,3331,27,0,17,0,0.0,0,282,333,36953.4,0.0
156.5,2356,1665,2701,1.81,25.4,0.31,23.5,86,2,110,00:00,3345,27,0,17,0,0.0,0,282,333,37084.4,0.0
157.0,2354,1661,2701,1.81,24.2,-0.05,23.4,86,2,110,00:00,3357,28,0,18,0,0.0,0,282,333,37204.9,0.0
157.6,2351,1658,2701,1.81,24.2,-0.05,23.3,86,2,110,00:00,3370,27,0,18,0,-0.1,0,282,333,37331.2,0.0
158.1,2348,1656,2701,1.81,23.8,0.03,23.2,86,2,110,00:00,3382,28,0,18,0,0.0,0,282,334,37481.5,0.0
158.6,2345,1653,2701,1.80,23.8,0.03,23.2,86,2,110,00:00,3395,28,0,18,0,0.0,0,282,334,37606.0,0.0
159.2,2342,1648,2701,1.80,24.7,0.28,23.2,86,2,110,00:00,3407,29,0,19,0,-0.1,0,282,334,37729.9,0.0
159.7,2339,1644,2701,1.80,24.7,0.28,23.2,86,2,110,00:00,3420,28,0,19,0,-0.4,0,282,334,37855.1,0.0
160.3,2336,1644,2701,1.80,25.3,0.29,23.2,86,2,110,00:00,3432,28,0,19,0,0.0,0,282,335,38005.0,0.0
160.8,2333,1641,2701,1.79,25.3,0.29,23.2,86,2,110,00:00,3445,28,0,19,0,0.0,0,282,335,38123.7,0.0
161.4,2330,1636,2701,1.79,24.3,0.01,23.2,86,2,110,00:00,3458,28,0,20,0,-0.1,0,282,335,38256.8,0.0
161.9,2327,1633,2701,1.79,24.3,0.01,23.2,86,2,110,00:00,3470,28,0,20,0,-0.1,0,282,335,38375.1,0.0
162.4,2324,1631,2701,1.78,23.8,0.00,23.2,86,2,110,00:00,3483,28,0,20,0,-0.1,0,282,336,38528.9,0.0
163.0,2321,1629,2701,1.78,24.8,0.29,23.1,86,2,110,00:00,3495,28,0,20,0,0.0,0,282,336,38647.6,0.0
163.5,2318,1626,2701,1.78,24.8,0.29,23.1,86,2,110,00:00,3508,29,0,20,0,0.1,0,282,336,38770.0,0.0
164.1,2315,1622,2701,1.78,23.9,-0.01,23.2,86,2,110,00:00,3520,29,0,20,0,0.0,0,282,336,38892.4,0.0
164.6,2312,1619,2701,1.77,23.9,-0.01,23.2,86,2,110,00:00,3533,29,0,20,0,0.0,0,282,336,39019.0,0.0
165.2,2309,1618,2701,1.77,24.6,0.22,23.3,86,2,110,00:00,3545,29,0,21,0,0.0,0,282,337,39161.6,0.0
165.7,2306,1615,2701,1.77,24.6,0.22,23.3,86,2,110,00:00,3559,29,0,21,0,0.0,0,282,337,39288.2,0.0
166.2,2303,1611,2701,1.76,23.9,-0.04,23.3,86,2,110,00:00,3571,29,0,21,0,0.0,0,282,337,39405.3,0.0
166.8,2300,1609,2701,1.76,23.9,-0.04,23.3,86,2,110,00:00,3584,28,0,21,0,0.0,0,282,337,39531.5,0.0
167.3,2297,1607,2701,1.76,24.8,0.25,23.3,86,2,110,00:00,3596,28,0,21,0,0.0,0,282,338,39679.1,0.0
167.9,2294,1604,2701,1.76,24.8,0.25,23.3,86,2,110,00:00,3609,28,0,21,0,0.0,0,282,338,39805.1,0.0
168.4,2291,1602,2701,1.75,23.9,-0.06,23.3,86,2,110,00:00,3622,28,0,21,0,0.0,0,282,338,39925.8,0.0
169.0,2288,1599,2701,1.75,23.9,-0.06,23.3,86,2,110,00:00,3634,29,0,21,0,0.0,0,282,337,40046.3,0.0
169.5,2285,1597,2701,1.75,24.4,0.19,23.3,86,2,110,00:00,3647,29,0,22,0,0.0,0,281,338,40192.8,0.0
170.0,2282,1594,2701,1.74,24.4,0.19,23.2,86,2,110,00:00,3660,28,0,22,0,0.0,0,281,338,40317.8,0.0
170.6,2279,1592,2701,1.74,23.5,-0.06,23.2,86,2,110,00:00,3672,28,0,22,0,0.0,0,281,338,40433.6,0.0
171.1,2276,1589,2701,1.74,23.5,-0.06,23.1,86,2,110,00:00,3685,28,0,22,0,0.0,0,281,338,40553.7,0.0
171.7,2273,1586,2701,1.74,23.1,-0.05,23.0,86,2,110,00:00,3697,27,0,22,0,0.0,0,281,338,40675.1,0.0
172.2,2270,1585,2701,1.73,23.1,-0.05,22.9,86,2,110,00:00,3710,28,0,22,0,0.1,0,281,338,40794.1,0.0
172.8,2267,1582,2701,1.73,22.6,-0.06,22.9,86,2,110,00:00,3722,29,0,22,0,0.0,0,281,338,40917.4,0.0
173.3,2264,1579,2701,1.73,22.6,-0.06,22.9,86,2,110,00:00,3734,29,0,22,0,0.0,0,281,339,41062.7,0.0
173.8,2261,1576,2701,1.73,24.0,0.28,22.9,86,2,110,00:00,3747,29,0,22,0,0.0,0,281,339,41185.7,0.0
174.4,2258,1575,2701,1.72,24.0,0.28,22.9,86,2,110,00:00,3759,29,0,22,0,0.0,0,281,340,41325.3,0.0
174.9,2255,1573,2701,1.72,24.3,0.19,23.0,86,2,110,00:00,3772,29,0,22,0,0.0,0,280,339,41448.4,0.0
175.5,2252,1570,2701,1.72,24.3,0.19,23.0,86,2,110,00:00,3785,29,0,22,0,0.0,0,280,339,41566.6,0.0
176.0,2250,1567,2701,1.71,23.4,-0.08,23.0,86,2,110,00:00,3798,29,0,22,0,0.0,0,280,339,41689.1,0.0
176.6,2247,1565,2701,1.71,23.4,-0.08,23.0,86,2,110,00:00,3810,29,0,22,0,0.0,0,280,339,41802.4,0.0
177.1,2244,1563,2701,1.71,22.8,-0.08,23.0,86,2,110,00:00,3822,28,0,22,0,-0.3,0,280,339,41921.3,0.0
177.6,2241,1561,2701,1.71,22.8,-0.08,22.8,86,2,110,00:00,3834,28,0,22,0,0.0,0,280,340,42071.6,0.0
178.2,2238,1559,2701,1.70,23.8,0.26,22.6,87,2,110,00:00,3847,28,0,22,0,0.1,0,280,340,42189.7,0.0
178.7,2235,1556,2701,1.70,23.8,0.26,22.5,87,2,110,00:00,3859,29,0,22,0,0.0,0,280,340,42306.5,0.0
179.3,2232,1553,2701,1.70,22.8,-0.06,22.5,86,2,110,00:00,3871,29,0,22,0,0.0,0,280,340,42423.1,0.0
179.8,2229,1551,2701,1.70,22.8,-0.06,22.4,86,2,110,00:00,3883,29,0,22,0,0.0,0,280,339,42539.1,0.0
180.3,2226,1549,2701,1.69,23.5,0.19,22.5,87,2,110,00:00,3895,29,0,22,0,-0.1,0,279,340,42681.5,0.0
180.9,2224,1547,2701,1.69,23.5,0.19,22.5,87,2,110,00:00,3908,29,0,22,0,-0.1,0,279,340,42797.4,0.0
181.4,2221,1544,2701,1.69,22.8,-0.07,22.5,87,2,110,00:00,3920,29,0,22,0,-0.1,0,279,340,42917.5,0.0
182.0,2218,1542,2701,1.69,22.8,-0.07,22.6,87,2,110,00:00,3932,29,0,22,0,0.0,0,279,340,43028.4,0.0
182.5,2215,1540,2701,1.68,22.4,-0.09,22.6,87,2,110,00:00,3944,29,0,22,0,0.0,0,279,340,43144.1,0.0
183.1,2212,1535,2701,1.68,22.4,-0.09,22.4,86,2,110,00:00,3956,27,0,22,0,0.1,0,279,341,43296.7,0.0
183.6,2210,1534,2702,1.68,23.6,0.31,21.9,86,2,110,00:00,3969,25,0,22,0,-0.2,0,279,341,43418.5,0.0
184.1,2207,1537,2701,1.68,23.6,0.31,21.5,87,2,110,00:00,3980,27,0,22,0,-0.1,0,279,340,43501.3,0.0
184.7,2204,1529,2700,1.67,21.8,-0.03,21.2,87,2,110,00:00,3992,27,0,22,0,0.0,0,279,341,43642.6,0.0
185.2,2202,1522,2701,1.67,21.8,-0.03,21.0,86,2,110,00:00,4003,29,0,22,0,0.0,0,279,341,43756.4,0.0
