"Time, s","Climb, m/s","Specific excess power, m/s",RPM,"Propeller efficiency, %","Manifold pressure, atm","Power, hp","Thrust, kgf","Propeller pitch, deg","Propeller pitch, %","IAS, km/h","TAS, km/h","Altitude, m",Mach number,"Specific energy, J/kg","Acceleration, m/s²","Turn rate, deg/s"
0.0,-3.9,-53.8,2999,66,1.80,2025,509,43.7,100,723,724,28,0.59,20497.5,-2.34,1.1
0.1,-3.8,-52.5,2999,67,1.80,2025,510,43.6,100,722,723,28,0.59,20441.7,-2.29,0.9
0.2,-3.7,-51.4,2999,67,1.80,2025,511,43.6,100,722,723,28,0.59,20441.7,-2.24,1.1
0.3,-3.7,-50.3,2999,67,1.80,2025,512,43.6,100,721,722,27,0.59,20376.1,-2.20,1.6
0.4,-3.0,-47.4,2999,67,1.80,2025,514,43.6,100,721,722,27,0.59,20376.1,-2.07,5.0
0.5,-1.2,-44.8,2999,67,1.80,2025,516,43.6,100,720,721,27,0.59,20320.5,-1.95,8.9
0.6,2.9,-42.5,2999,67,1.80,2025,519,43.5,100,719,720,27,0.59,20264.9,-1.85,13.4
0.7,6.1,-43.4,2998,68,1.80,2025,521,43.5,100,719,719,27,0.59,20209.4,-1.95,13.4
0.8,9.1,-44.3,2998,68,1.80,2025,522,43.5,100,718,719,28,0.59,20219.2,-2.04,12.8
0.9,13.8,-45.1,2998,68,1.80,2025,524,43.4,100,717,718,29,0.58,20173.5,-2.12,14.0
1.0,18.0,-42.5,2998,68,1.80,2024,525,43.4,100,716,717,31,0.58,20137.8,-2.09,14.1
1.1,21.1,-40.2,2998,68,1.80,2024,525,43.4,100,715,716,33,0.58,20102.1,-2.07,12.3
1.2,23.8,-38.1,2998,68,1.80,2024,526,43.3,100,714,715,35,0.58,20066.5,-2.04,8.9
1.3,25.7,-37.3,2997,68,1.80,2024,526,43.3,100,713,714,37,0.58,20031.0,-2.12,7.2
1.4,27.2,-36.7,2997,68,1.80,2024,528,43.2,100,712,713,40,0.58,20005.4,-2.18,6.2
1.5,28.5,-36.0,2997,68,1.80,2023,529,43.2,100,710,712,43,0.58,19979.9,-2.24,5.4
